,A8m,A8dl,A9l,A6dl,A6m,A9m,A10m,A9/46d,IFJ,A46,A9/46v,A8vl,A6vl,A10l,A44d,IFS,A45c,A45r,A44op,A44v,A14m,A12/47o,A11l,A11m,A13,A12/47l,A32p,A32sg,A24cd,A24rv,A4hf,A6cdl,A4ul,A4t,A4tl,A6cvl,A1/2/3ll,A4ll,A1/2/3ulhf,A1/2/3tonIa,A2,A1/2/3tru,A7r,A7c,A5l,A7pc,A7ip,A39c,A39rd,A40rd,A40c,A39rv,A40rv,A7m,A5m,dmPOS,A31,A23d,A23c,A23v,cLinG,rCunG,cCunG,rLinG,vmPOS,mOccG,V5/MT+,OPC,iOccG,msOccG,lsOccG,G,vIa,dIa,vId/vIg,dIg,dId,A38m,A41/42,TE1.0 and TE1.2,A22c,A38l,A22r,A21c,A21r,A37dl,aSTS,A20iv,A37elv,A20r,A20il,A37vl,A20cl,A20cv,A20rv,A37mv,A37lv,A35/36r,A35/36c,lateral PPHC,A28/34,TH,TI,rpSTS,cpSTS
SSp-bfd,0.030431239960830143,0.025779867456692463,-0.012478509960321073,0.20865221767441514,0.11674434779805559,-0.14826472741577773,-0.25748808252963845,-0.08823455190500445,0.3301768900202705,-0.025433883751982935,0.04149805291554109,0.11632284187914352,0.26330828270792633,-0.019603687053335154,0.3269658474851593,0.34679209834210917,0.4592837236863079,0.15776317625819855,0.09467687404163289,-0.10078297934743509,-0.2547285002550313,-0.024744294332549155,-0.16602054214563544,-0.2167300658253339,-0.2506201276814327,-0.06031613087250439,-0.23971296910632203,-0.2764656848379768,-0.1438066362344048,-0.1706089399171449,0.5874334261109015,0.37587033472432774,0.6421484870547258,0.5174454555071953,0.02310677223398698,0.33428371155649983,0.65914512101554,0.4257446935757109,0.8675062207925924,0.8128356923725741,0.8299343356897879,0.762723784816497,0.6704708395146539,0.7381271092684348,0.6207088581637794,0.6992534289782052,0.716852143493407,0.6962601471432625,0.6787210191180817,0.5703731490473315,0.4698204611337248,0.5899474778003763,0.8175780522633485,0.6690029956940792,0.548269050040487,0.7601977227663896,0.4712425344417583,0.3773620503212991,0.03488296873953243,0.036802226161507405,0.7030067337393986,0.7382084919142861,0.750597071170959,0.6220549679800367,0.6834990250904889,0.7608943334216668,0.7652903553479996,0.7561743229392411,0.7581863526109257,0.8140705884620291,0.8033359216000935,0.20185052195880593,-0.1501505320690212,-0.2195851691243274,-0.061219616941648076,-0.05816605110777425,-0.2000121298015165,-0.14282595280057375,0.7229231590957824,0.4058735755816148,0.6440476531676009,-0.10575372862211624,0.05778745681072919,0.0746071552170925,-0.10189485996247868,0.41179904562794045,0.09349164506404611,-0.0008389081862930013,0.21929651169198874,-0.050096747466751204,-0.07724152061774367,0.3640559111728584,0.08549426049327413,0.03768660547201416,-0.03500480327865553,0.5632006443290523,0.2913322998904053,-0.12444846803506909,-0.06766654790704563,-0.010487176678963362,-0.1399681492359453,0.0020798199763756796,-0.11533308869219276,0.5141513881612836,0.5750819608688822
SSp-ll,0.48852423509793547,0.5185750689087881,0.5094591954500236,0.5756234264663784,0.47644766104790953,0.3827285226865935,0.24563250391914493,0.4078656234543616,0.6574633776363733,0.403631891974075,0.447345206704345,0.57049104371314,0.6194452051007449,0.35629532451414914,0.633843396903212,0.6182103043270007,0.7188723327870636,0.5149610286088273,0.4956532236544053,0.35194507096422056,0.16943504148577573,0.3508732929550876,0.25118393596156335,0.1803670870419106,0.024023086949788983,0.3646165205568101,0.14989295491089227,0.04849498221694566,0.25686672364830937,0.18772758729077577,0.6736640950706312,0.6432839522264149,0.6432127846554236,0.6251948399261511,0.44779724963829276,0.6653215883041781,0.6180125597218812,0.5769162225217521,0.6365369492356556,0.6966976519685111,0.6534858731100454,0.5796943421299097,0.6502749716986489,0.5088075502818559,0.6352782885259617,0.6841658740929218,0.6027525302900065,0.32492931703948164,0.5318666458419373,0.6288758729480731,0.5076884005958063,0.3698086747546065,0.6249578329680443,0.5966532656001953,0.611595916853348,0.39310567184856005,0.5585011716413768,0.4231425939226083,0.3956545448382767,-0.03182393195621201,0.1718489769233835,0.23287688759982336,0.25785819659762543,0.09149796688875998,0.1913289812094303,0.2623268131930557,0.2890271370517755,0.2574192942438794,0.23174121388224744,0.3810174529600633,0.461916263642504,0.252192820077742,0.17578511947929704,0.23925236173842462,0.15282523792240138,0.12696906654381235,0.16235640417294658,-0.12544105228363275,0.49356205902683153,0.2779892647490201,0.40861198052333464,-0.07040286949747918,0.015751541262376698,0.09541245704364444,-0.022968162131004815,0.17284390815177958,0.15539791656506227,-0.14485146020710105,0.004896237522212218,-0.08007032552003951,-0.032635349695708527,0.1172396706792535,0.060517434127329336,-0.057251538160996325,-0.2406472323041934,0.03899416120785641,-0.07732564316836706,-0.1896450268946765,-0.18076506062529252,-0.18270128296014063,-0.10633535919010444,-0.07694774897331591,-0.15350164876823646,0.282745307072158,0.3870336713842689
SSp-m,0.3745011234201824,0.39595674873989506,0.2905386702082927,0.5509999107600889,0.4219738328997655,0.14715728555405097,-0.049298839521686295,0.16859740483562627,0.6760888430926177,0.21935214140704778,0.2678582914214574,0.48002081260816365,0.5870255861226336,0.14954789140342611,0.6561918368623545,0.5751217708718735,0.6859493778234838,0.38400120675313454,0.3577140771364038,0.118171997994742,-0.15020459289658164,0.14448630961675482,-0.046337898727354825,-0.13565909048561198,-0.2523225661571062,0.14347516374577374,-0.09234753981217098,-0.2273413686927852,0.055257292723745806,-0.059480591539469135,0.7582351677631477,0.6676853803456134,0.740182005055138,0.6798132840655635,0.27044616184395565,0.6605224863040997,0.7635129558256862,0.6197531175222915,0.8089096298393548,0.8203583740846008,0.8654860391624638,0.7294725341999784,0.7985858918068736,0.7293351911654465,0.761651721222616,0.8094625387279746,0.8316884272822429,0.5749272219173457,0.7297392123981713,0.7034868611874945,0.610286457161549,0.5524636252590568,0.8260800551571398,0.7226866469971857,0.741388515029945,0.6076587870057686,0.6443317801083641,0.5116248682700726,0.2843307637666134,-0.08475468914589974,0.39418315934071113,0.4573578026543886,0.48463924626533067,0.24978161944576516,0.36165821185592884,0.5345678070095508,0.5415773350027752,0.5153328740262806,0.4750470334476378,0.6567607608530405,0.6827298092103036,0.0849151173557402,-0.09318012566544503,-0.04777131555998736,-0.08547897702764308,-0.036988561243684284,-0.0848830395672036,-0.24147680747372358,0.569565943071314,0.20408285888879454,0.49415475241574736,-0.21272425198249142,-0.07800782081498922,0.024989423825384105,-0.18737852016090376,0.28124508167225554,0.042066221760650946,-0.1790722148118084,0.030563528965368625,-0.1809291579396816,-0.1582993160295756,0.19273337118618414,-0.017614671052940168,-0.10145526389399749,-0.227196101651824,0.1982784319424274,-0.004546056126653845,-0.2453605299041212,-0.2677584985353737,-0.18942692165779346,-0.21791538871931826,-0.15236556764928919,-0.2307095789380381,0.3805825181555848,0.48474343387321234
SSp-ul,0.30797409489561,0.33321816901755597,0.2619393719139134,0.5032686275918798,0.3782400803594479,0.10176433388074178,-0.07456352150193686,0.14500052543306988,0.6083907625268316,0.18026081931894763,0.23134670100324686,0.4269857824464551,0.5555477888219158,0.12819026718613655,0.5834267872933954,0.5508400748131101,0.6457900935635293,0.3416749259939372,0.27011125734462427,0.07346571562348754,-0.1487633052166347,0.09960371550977203,-0.06141392021050046,-0.1290164663484883,-0.236451568871068,0.08965396901819365,-0.1102796538731517,-0.22586625337356672,0.02654257920652049,-0.05285834705497358,0.758171228783642,0.6488306210600302,0.7656926853096837,0.695575820201071,0.20480142366200577,0.615386537298471,0.7572531651374318,0.6236328027049907,0.8526151766873545,0.8321103670723003,0.8877892925603003,0.763391623792142,0.8228298692523767,0.7352823266915332,0.7607609193239007,0.8444816470395908,0.8222505043078504,0.5792542735741735,0.7216758605856187,0.740380682568759,0.584285202993228,0.538135194691684,0.8217591986111488,0.7444905034660917,0.7273599570463792,0.5970317334634493,0.6143551579477999,0.47041046226990346,0.25248707586237457,-0.07803558666198278,0.40853101904149636,0.47807077387426966,0.5053351851955594,0.29110823347673553,0.3851142626538862,0.5465804237453789,0.5364735852633228,0.5255960068152761,0.49067963269659565,0.6629744976816919,0.705225589457145,0.09879995474537376,-0.09494457469165729,-0.07775023707258205,-0.07694612200082739,-0.07306937594827047,-0.11907343148990086,-0.24983578860997357,0.5772038582854326,0.2101379380315382,0.506102726643978,-0.21650909563459494,-0.08222329898835636,0.010862893220430558,-0.18495016110254084,0.2636227290843502,0.038846989444791945,-0.18468917238071345,0.024358454813024753,-0.17831771211218814,-0.16142889431355645,0.1926212760405186,-0.013768483604383167,-0.09881497188546674,-0.23716690031283233,0.22675515667406806,0.0005235367430103023,-0.250049558114985,-0.23753019677808893,-0.18662422835764542,-0.21001774172519364,-0.1292834902000431,-0.23436696486901384,0.36823252279016316,0.4865895253838365
SSp-tr,0.23299806400645667,0.19084281836193978,0.07939782383193211,0.42084262457900673,0.3666708473520495,0.016128420652881472,-0.1437691887580044,-0.018848399806023795,0.42675473229944594,-0.016284291829387915,0.033417765551310666,0.2654239377929041,0.44347855686423443,-0.0605521829341348,0.3732613009521142,0.36591467313122894,0.4921442455910671,0.08800889742074162,0.10222948692154378,-0.03705829719942848,-0.2078369859972814,-0.09040324203357951,-0.20303554944046873,-0.24988180054804557,-0.18526137859761602,-0.09553411328709281,-0.06209137755338533,-0.160554373827634,0.0784370631925988,0.02263032778152392,0.7424522444748106,0.5663577037243,0.7957363885267275,0.7108469848139188,0.12189726746277829,0.47556254829358796,0.8121649781051768,0.654483361801059,0.8728625361406646,0.7472522568972728,0.8164286996889113,0.8561462964389678,0.7024061067228253,0.6734619010768667,0.6153505047408608,0.7523807004739821,0.7414644746104372,0.5497634455961508,0.5773533724245987,0.5370831355561666,0.37776800414767897,0.445569020321469,0.7186746241257866,0.6800389232076115,0.6899112547475018,0.7172573222562244,0.5755206036135113,0.5537084067465631,0.3229526669412927,0.20204646428866668,0.5586567688795542,0.6320067774980181,0.6475461428309174,0.5150753117198049,0.61629003051234,0.6057799510913482,0.5762091828744551,0.6261558986259241,0.5908711798740403,0.7225862595986644,0.7143790659848323,0.1661866519407889,-0.11597657878689836,-0.1799387676173365,-0.05439565258049566,-0.048569650115345205,-0.13766102813928519,-0.2012320156663316,0.5708088135514812,0.24327490467145446,0.4399226844687988,-0.16571473482279941,-0.10762307789860734,-0.10677363835192052,-0.2296386623557392,0.20047126452035602,-0.09985052903546827,-0.13297005048001717,0.03625898046531792,-0.19773478693554683,-0.21913359679442543,0.18589080779374287,-0.08661296184166134,-0.11455447870771952,-0.08533354610905168,0.39641069301909476,0.09870840312727597,-0.10220243240356944,-0.014080490843744626,0.062700512749191,-0.07084747786712028,0.12893865156087392,-0.10943315214245368,0.3052767652913079,0.4306455318004357
SSp-un,0.11616431626782908,0.18311975908679193,0.12630054952940464,0.2566651745182647,0.13077631582899193,-0.052496686957981986,-0.17148694751219287,0.08177269099395162,0.42575914539097365,0.2004733684568731,0.1991529608713195,0.26323517091137816,0.28535539764473705,0.1618313960742334,0.4389923229123059,0.4128333838574769,0.44234117310638466,0.2901543328767125,0.2137813325923984,0.011679561551328667,-0.19747689914874467,0.1476353499233229,-0.05697001818062531,-0.1248152610157031,-0.2872980266819763,0.09543318724307723,-0.2188111553530787,-0.28675797031213296,-0.13649992873328856,-0.17855855754718797,0.3711990299915588,0.3296053942930123,0.379380110952042,0.3137064241566601,0.09557032369698033,0.33912839994653354,0.4499975410999779,0.26332550340576616,0.5280140457778099,0.5563658933668346,0.6712770804128201,0.4472390539236465,0.6162844457700873,0.6978205035722094,0.6511883527569037,0.6055604772434618,0.6846031641401731,0.7082200688755657,0.7374302805506214,0.6402446948597417,0.6920227739137904,0.7176818053355305,0.7294838051250231,0.5924208494577764,0.5456854958088605,0.6059076237112804,0.5255611787296478,0.39355889677267913,0.026675041731847912,0.011670889474020318,0.46640661533294636,0.47293485436815186,0.46365095989045946,0.3485054481231399,0.40300781015998705,0.6389891282899337,0.6764311948962575,0.5387386721948411,0.5580621953222109,0.6892937297042365,0.6538897048404442,0.07125397735033699,-0.09992331616965704,-0.12567239879543757,-0.02360546517250739,-0.03546396097265591,-0.135351838388109,-0.042913282504205445,0.6410376297965742,0.23620196911529626,0.6589666963712696,-0.05502842969239274,0.1729904847041918,0.36847475705866023,0.0637469152804443,0.6283060639016088,0.3012367493587967,0.15866659574384062,0.4451196083039602,0.13972231120470088,0.13869446869649327,0.5582962703215243,0.3454387212479184,0.24016260651259397,0.07148804483827394,0.4664273810426821,0.39108459549915836,-0.05496883338729584,-0.10032230340619054,0.029670122549243613,-0.11581334004549469,-0.026435027756733016,-0.03774180515256694,0.6790616916138491,0.6820872319285387
SSs,0.1310100871771417,0.18378797131198615,0.1743876724372355,0.2650527813431793,0.12208561134272827,-0.019090357128137357,-0.13446886870684527,0.10350182523879328,0.46750589367533796,0.1859435629927705,0.2640319180881447,0.26309046020539595,0.33330415821220705,0.19282395055668972,0.4865264672776438,0.474232071049614,0.6061790417015801,0.4150524580046724,0.3381519651683143,0.10367768215063725,-0.1372843674328716,0.23190475690699372,0.05101906805184418,-0.031771882285865395,-0.25909725121721355,0.21133621570646324,-0.2350205694590967,-0.2855905818532623,-0.15145039495165027,-0.21240910694685686,0.5059740020181146,0.38938040657448675,0.48617905352548424,0.40744580743599423,0.22390470578370597,0.4317713907335014,0.48897326654018364,0.31903294339697086,0.6701751152688572,0.7926482608841708,0.7191772321536862,0.5188904882747398,0.6080058409363714,0.6083932648451129,0.6373239662911109,0.6207298243847743,0.614566445854457,0.569425340410327,0.6672383100184666,0.6583681902350065,0.6278493600244351,0.6099269774523784,0.8096271298674075,0.5392184155252736,0.4482033300345814,0.513553932918811,0.41979374063777747,0.2215954112936181,-0.006603372617952699,-0.19474890741366985,0.4162928226810297,0.43250301178636785,0.4464519992242126,0.3082373987433561,0.35411239542587114,0.5340805230261771,0.6110281328398491,0.4810336326098625,0.50867041376673,0.5885573418113614,0.6091746408762789,0.22851407591762155,-0.055135512712256605,-0.019637500267260508,0.006794131413941799,0.04048151611964338,-0.07054828119953238,-0.0850363453676624,0.7411264855496699,0.49019120703219227,0.7369033735560784,-0.04419535878221283,0.23527618285228422,0.3169481704275302,0.07653722803814121,0.5120153844465938,0.3698193915791465,0.09012777003789607,0.3318427040140564,0.10019479612034247,0.11895543639168586,0.4276412200385944,0.29615008272967963,0.17949476443469456,-0.0817149951728922,0.3586353618270544,0.291255003601078,-0.19489879138843885,-0.25158921114695154,-0.1930210571247471,-0.2332431582693836,-0.2112272094920927,-0.15485600086810428,0.6326582448561847,0.6253070296306591
PTLp,0.04316504134692297,-0.005120236911241386,-0.019512362146554895,-0.012352476755948577,0.09326103650623323,0.08869797727724191,0.16814813193831962,0.0736062801380467,-0.09075029153392257,0.04671242389893946,0.021001338551496523,-0.04441135208328012,-0.05252821753254139,0.054962484733939186,-0.10573033252610434,-0.006097923643498029,-0.009176094516644976,-0.10775848353282798,-0.015685385864236814,0.15123815324687082,0.2259822825885716,0.030785928296884733,0.08789644742566292,0.13962201464640484,0.2952801349192289,0.020407150179885505,0.28067489362789594,0.332265748400668,0.24227038880688279,0.3166750732120446,-0.022067798045971657,-0.044984347605656116,0.03144991984939271,0.030066237094172082,0.10145542987234002,-0.0986732545748288,0.10571901821293729,0.057764305870937956,0.02904841704151725,-0.028857485043673862,0.005519614232330378,0.13010796808298888,-0.03145533166943967,0.0699218136497234,-0.0015990380522635916,-0.004929649489227544,0.01814867120607152,0.14435517118815083,0.00021555564444996746,-0.04199052802721566,0.05443444130791744,0.13840081723403572,0.030320505417183962,0.05094203724746503,0.10537594072111807,0.2723538679781502,0.15435399919205198,0.31140257105644936,0.23993545412527967,0.6587788353271093,0.24938173124784152,0.24937241574253718,0.2159114251186186,0.3749081903986265,0.3616639000791532,0.18386023552858088,0.18994457350629365,0.19233606518655022,0.2213318052264988,0.19725031979386748,0.10655113476709101,0.3047562447636035,0.23951348726049945,0.10436740594362931,0.3138567082158663,0.2424807758162851,0.22195469987645267,0.3203575294938488,0.22558309233971802,0.19743643662651464,0.18627287944201495,0.31974537950499426,0.2389120227900317,0.18426831681798186,0.24117571736544516,0.24788731775338693,0.11787647777700055,0.36018756966884735,0.3616563860461784,0.27935071516749965,0.2395588657652712,0.3202314365504606,0.2631143175631157,0.26453114455594123,0.471025371107714,0.3935585932748446,0.3948807100962986,0.42482734133495476,0.5449221210198177,0.6268640607373461,0.4072830674234476,0.6111009628572979,0.4183362696280248,0.216750415269099,0.20706263843777178
RSPagl,0.21858423729540966,0.13817220614846903,0.1791217290003167,0.08020365855726115,0.23852591977577295,0.38414130799250956,0.5265841382628226,0.27722059288782464,-0.03812587163695317,0.19079619214996144,0.1530451930810786,0.06628476802545964,0.034674980989312765,0.2004774331321849,-0.04367033724471377,0.052845327340393725,0.03594380311006595,0.00374359547606015,0.1362772444024454,0.37805707047723025,0.5829371002931938,0.1774142784790619,0.3387526718017284,0.4024437309304688,0.6508669852731983,0.20621082029532983,0.6391439780412643,0.7079299964537422,0.5386161785894329,0.6089041746178858,0.010666461117418358,0.010512930246773342,0.047222531549141064,0.07544954777419638,0.2837155358118871,-0.022045701740567778,0.092958698511276,0.11660923957357029,-0.030681592759026096,-0.05897164506025187,-0.10950116406834616,0.09397420116457163,-0.13097140631412837,-0.08744573325744202,-0.12199033210301793,-0.09465508479175062,-0.10976252129304376,-0.1021574778334742,-0.17644913192875064,-0.17628127304722088,-0.1423087884080898,-0.14037816631452407,-0.13069149710819025,-0.02335122850957193,0.061478019657764185,0.0846551100879882,0.08395146059336311,0.26964150877647447,0.42295955946524133,0.641493279125763,0.061937679651298184,0.08078944276603785,0.0643334164395393,0.17963683144500617,0.1841137935840897,-0.05555476279033029,-0.07758994820444144,0.016441936649282632,0.012960644172654155,-0.03907495978716164,-0.08075385681085934,0.41037419246068807,0.5142549584821886,0.42250221879073707,0.4797022484339844,0.43333675593708426,0.5244289061835116,0.37231324812082783,0.030310081212855534,0.15341972498104114,-0.09446115699917647,0.4226289797096768,0.13530509170599966,-0.040082575612050725,0.22237972162712955,-0.09958416797981628,-0.04060554033728086,0.1736823803554893,0.021816267387708473,0.15114713561136184,0.14705670229793882,-0.02063679047694185,0.010519402908240069,0.035297430796860686,0.32621988953815,0.0841501107087775,0.056465728065372214,0.43326220274564836,0.5775385648091201,0.5284865995693844,0.5078581633011651,0.6007910981014378,0.4312608660583603,-0.0965742389494302,-0.07874896023314139
RSPd,0.2251739103200079,0.11336319089716831,-0.01477490217304077,0.36193650030037133,0.4292666072197705,0.08489228978267599,-0.03606924878270804,-0.09636715277820165,0.20734194418952856,-0.15619285469505606,-0.14976100527141148,0.14772050053763197,0.34487051221073595,-0.21577336549670378,0.12638687882695698,0.139236777755402,0.19144686011225723,-0.18710665607336244,-0.1202993817068585,-0.08060625706281108,-0.1095926011658976,-0.28833133026774554,-0.27656460358638557,-0.2648080005387442,0.09204482955173182,-0.2611737814615311,0.1987497641488958,0.12399094502382262,0.3191110913677498,0.34349354909747626,0.6008591028027591,0.4579566609177136,0.7109323682166849,0.6581229163148073,0.0031489821291494167,0.29468679737995995,0.7234995540193179,0.6546027687089222,0.6798013365153012,0.40955616713036785,0.5714852082735409,0.7775614758588103,0.5056482854219921,0.455775022545381,0.3451274740754957,0.5548037549112548,0.5529001228353726,0.3715985172489961,0.3037191331175342,0.26559495231034225,0.07973118263077686,0.1933469561151285,0.3932439278134972,0.5139641432425887,0.5765057038811465,0.571570847256457,0.434543847502137,0.6316194095940081,0.4880922172614512,0.5875139485234249,0.4849980602728902,0.5543119249152164,0.5721495643578203,0.5246704558662182,0.5836120011379725,0.4727359115087443,0.37177547011973316,0.5283394503093726,0.45942747029726744,0.5779155614772225,0.5438481013662246,0.1253335242588307,-0.007935119694004077,-0.1678132531076986,0.037955705821734936,-0.03748697197587463,-0.06341744476996794,-0.08577698436531365,0.24960122553411124,-0.035929429118565726,0.07748824918503903,-0.08340625646284987,-0.25561970186001404,-0.30346437290637196,-0.26872502497876966,-0.02978914431697598,-0.3479364329058516,-0.14739380171742789,-0.1300655144983745,-0.24375125071865467,-0.297338920907087,0.010547222159509548,-0.26812602922603346,-0.1919624594776315,0.07093414330752751,0.3456244089436067,-0.0034662944080599014,0.1691979174779392,0.37013581710689636,0.37906569690817893,0.26366948100288756,0.5237126529754446,0.12067707422832445,-0.00015308825132028515,0.1591357252570513
RSPv,0.11364925613488404,0.013827156466783817,-0.09063361443672896,0.2543456715882378,0.3077071177255781,-0.01310825194942863,-0.11587335751200345,-0.162596883992481,0.1388906507649669,-0.20184747388885405,-0.17973411560427496,0.056054268515144064,0.24942956014652062,-0.23612966247594971,0.06341634465209453,0.09188273865532989,0.14733432354257314,-0.20305310498994614,-0.16168363199232666,-0.13634935232752682,-0.15463260604828657,-0.2990708355088557,-0.29253013525983335,-0.27768882730274874,0.0695962069655086,-0.281752753160321,0.10772724825665006,0.06458530469894003,0.21409529930786328,0.25996520376644044,0.5331716152341694,0.3609566386955238,0.6515924903272329,0.5767519036785511,-0.06454617590432747,0.21199026927137812,0.6533510581067925,0.5564232025490947,0.6797113538246594,0.41384050944204726,0.5681683254724513,0.7463599047218513,0.4817116711628936,0.4716641463180987,0.3248853272922235,0.5191159299829867,0.5307512510917487,0.4375881789287845,0.3290089395124715,0.2657749930018614,0.10213357318678011,0.25531391517655216,0.42149640033261937,0.48804483493304246,0.4971911536297326,0.5991611627881892,0.37073409104174804,0.5562338196375822,0.3540403012704674,0.5826339731612679,0.5706573224993862,0.6214934588980033,0.6368517274451089,0.6215642550985666,0.6495205037450031,0.5527066171814068,0.4684927540743495,0.5970920617736047,0.5447173297760627,0.6329469814594215,0.5868767797659107,0.15371847223552565,-0.026619784614897876,-0.21967111398446176,0.04052137646090622,-0.04893831236284246,-0.11453025021106673,-0.039244987778401096,0.3278343492644571,0.03289009709387081,0.17512065163198656,-0.04373700215151839,-0.1711861119409213,-0.21035967298726493,-0.1980219320783517,0.08275473568477566,-0.2595838299665514,-0.04907935208286238,-0.013938715567101728,-0.1524955229442415,-0.22053364822864796,0.11834827225749622,-0.1686062232917195,-0.09016403405395064,0.14994262709578174,0.469481583556438,0.1317726758604823,0.20668469471667633,0.41282218200865206,0.41656326364172563,0.278310128433889,0.5370465900391094,0.1587719728861776,0.10907628044246954,0.22838188452164399
VISp,-0.09107337976390792,-0.06775628642307625,-0.001393316110525031,-0.09461880457658813,-0.04517856731768059,-0.03424981172443227,0.0690896050136373,0.1151378640261817,-0.04953230095674083,0.12314192433923492,0.12558573020303107,-0.04438428405637669,-0.07889367587722243,0.15531656260778254,-0.04512481330893852,0.14465586982770964,0.07928740604373137,0.010198558736569914,-0.052184979127403525,0.0074775486452953455,0.1678353469836318,0.0782295659199189,0.08872725103239379,0.11466680352010167,0.12396167239250909,-0.003080343652313097,0.07668955399219304,0.1365774516808048,0.023098956802227108,0.09421449711623921,0.008267466148987233,-0.06989204802683485,0.12827817532712196,0.03784783739331257,-0.09131282199744736,-0.11082619128365502,0.1695658866726051,0.024894407912157017,0.23602507758018884,0.1427852159408249,0.23769849208054272,0.30472675534835353,0.21138237111359606,0.36474419160260235,0.2252163533754355,0.20696361014991316,0.2365069719707902,0.44658193091455867,0.27631282114922573,0.17330704283646406,0.20084541554373905,0.37120942152030695,0.2496416518649614,0.34854715422368926,0.24019409962718855,0.5713826463877447,0.3480799568000077,0.4157466809022425,0.07489715086417645,0.4161962330957674,0.524660216621826,0.5177090404392184,0.5038223871071479,0.5957986301598432,0.6068209533101155,0.48787841803290816,0.4884936798386053,0.48282606765225716,0.5204921577544857,0.4674007007913898,0.4457911885629478,0.23130553995410502,0.06539166845464492,-0.0254392238786044,0.12320347407774355,0.027702717503594397,0.00889152059414141,0.08221735481500515,0.4129404642274232,0.2661629801844412,0.3753245089927753,0.09272717186684856,0.11602862543186711,0.16420895391200466,0.08073712650855228,0.3711447510767401,0.10563551970821759,0.16956673396532437,0.3665638138016999,0.11569363664337624,0.11086926468521188,0.4400427653144508,0.23218118697661183,0.14212006200299868,0.20481000976938735,0.595488524406681,0.42437720897371894,0.143056801631833,0.3299336419489468,0.34703914992834883,0.1533650096145459,0.35976355556683887,0.13503863256996926,0.3662814914986962,0.4337171688645864
VISal,-0.28585369347257494,-0.2821458594712628,-0.20847703676881088,-0.3068655741862564,-0.2776753396198917,-0.22654528515206593,-0.11056078747531191,-0.08969693903907308,-0.2459173553266892,-0.04203854301406631,-0.027161091913657554,-0.27685893662991495,-0.30556840157224513,0.043808936774430936,-0.23518759182246557,-0.09568233912183917,-0.05919453944036369,-0.0820161880902887,-0.089978167031894,-0.05371835894920565,0.04642093973499608,0.05341254634479798,0.05461404414167027,0.08674835367677274,0.07083002774692747,-0.02442700416168861,-0.09067144311702996,0.031068109929865348,-0.16151206699424972,-0.05953804462177872,-0.15811217523046944,-0.28926115479387293,-0.09214184407181375,-0.16870319855501936,-0.08990622227495666,-0.2925914507563358,-0.0392087485468347,-0.19721715041396742,0.09953194276410239,0.09932504222464095,0.059429995079214516,0.0950789455914951,-0.02737927104109032,0.18326192977727532,0.0075271710950230684,-0.03399977328736221,0.007006600147411391,0.34674587654394723,0.12497509926777163,0.010083645438934176,0.13378701702390494,0.3299146074113282,0.19265226857436143,0.08045745454952385,-0.05504470859469912,0.41538839298250707,0.0427503377471845,0.07635247861592091,-0.18461407671000277,0.3854482537055457,0.514454748037677,0.47307026576033545,0.4303700330302382,0.6220783107881535,0.5722898618813574,0.4285862042003122,0.4947915097297074,0.4131934621493623,0.49241337676017805,0.37344900872817643,0.293601232500095,0.35583883426658425,0.09554272970198681,-0.06629615563977864,0.22984274675202324,0.1624630725582188,0.019131038195504765,0.3142757077745537,0.5245519437746041,0.49815633356969274,0.5183046215287793,0.3233335983996928,0.45431587772211673,0.40896146974998426,0.36487579249250074,0.5348677282975312,0.3730016625049308,0.5129813556186293,0.6424712420911451,0.4463555554609108,0.3832299124093345,0.5952831678973983,0.4977055381397057,0.46777407514688696,0.48910474047816666,0.7062095130445519,0.7231792340488047,0.30462051778000276,0.3940693225218973,0.46411245341470003,0.21219855866174847,0.37745321319931013,0.32008818867579225,0.5251569970052539,0.45385268563560044
