,A8m,A8dl,A9l,A6dl,A6m,A9m,A10m,A9/46d,IFJ,A46,A9/46v,A8vl,A6vl,A10l,A44d,IFS,A45c,A45r,A44op,A44v,A14m,A12/47o,A11l,A11m,A13,A12/47l,A32p,A32sg,A24cd,A24rv,A4hf,A6cdl,A4ul,A4t,A4tl,A6cvl,A1/2/3ll,A4ll,A1/2/3ulhf,A1/2/3tonIa,A2,A1/2/3tru,A7r,A7c,A5l,A7pc,A7ip,A39c,A39rd,A40rd,A40c,A39rv,A40rv,A7m,A5m,dmPOS,A31,A23d,A23c,A23v,cLinG,rCunG,cCunG,rLinG,vmPOS,mOccG,V5/MT+,OPC,iOccG,msOccG,lsOccG,G,vIa,dIa,vId/vIg,dIg,dId,A38m,A41/42,TE1.0 and TE1.2,A22c,A38l,A22r,A21c,A21r,A37dl,aSTS,A20iv,A37elv,A20r,A20il,A37vl,A20cl,A20cv,A20rv,A37mv,A37lv,A35/36r,A35/36c,lateral PPHC,A28/34,TH,TI,rpSTS,cpSTS
VISam,0.12369695437254553,0.09507176357203892,0.21953295486617225,-0.05480772298892715,0.06971452510341802,0.3648177016220926,0.5827723111015581,0.3644741313443977,-0.09712546376470962,0.3096036305310003,0.2420020630145224,0.024606696492435833,-0.08975449728123877,0.3601249062165459,-0.06392044293961767,0.04969258876629178,-0.012489334828636912,0.11722098156704461,0.1891854519236707,0.42460486232504907,0.6952048706326979,0.3419857032194282,0.5131975717220002,0.5925364199939152,0.7206294304701767,0.3390544758244158,0.5906665714927173,0.7384962824753334,0.4217425621268799,0.542079682134539,-0.17255339688510365,-0.14071967179602846,-0.1468580335125332,-0.11997702981531262,0.24729854741845647,-0.12855535112754285,-0.10461563938826203,-0.09074588468241943,-0.17619921360413313,-0.16269720428923043,-0.22335260783136207,-0.0894395752736298,-0.21946256789336074,-0.11391171824941505,-0.16868714512705044,-0.20384823608110247,-0.21103811313876997,-0.10909417239293254,-0.17257854307306866,-0.20828595447982548,-0.11509410587751467,-0.12750957371669885,-0.21132332995395797,-0.08044832666443796,-0.0668820644450228,0.00964034051982052,-0.005609648522401103,0.11520320886608429,0.22784930588598884,0.5360296443952863,0.0257040736598002,0.02106091599405101,-0.007791577775990049,0.12784433191974737,0.11903073770542412,-0.08316092964323164,-0.09542870705818647,-0.03729624440283538,-0.02095742168690004,-0.10771742735326519,-0.14488878681508027,0.3858440644987712,0.5966248534251691,0.5031082764419866,0.5445002937223371,0.444011236189789,0.5595833937824595,0.4846314245504571,-0.0029307653310245508,0.14694906147316894,-0.0572562793582526,0.5132925908376653,0.2617900710246215,0.1352090482004279,0.4006376210869271,-0.011810282629101063,0.11827852032747127,0.2802132835702073,0.12702429608099858,0.3244645059959859,0.33421080521312285,0.05303577654615633,0.17431285664971272,0.1727931426816442,0.37588995832066824,0.08109488275631689,0.12087913292359116,0.4588174936723717,0.5919623744850195,0.49740335127625857,0.5133673000664754,0.5377144637261985,0.466767540102502,-0.044814401989959854,-0.060709159755643276
VISl,-0.04848336562920565,-0.0683945242462021,0.03134156147589715,-0.16295640920803411,-0.06162449727040238,0.12595041203574003,0.2848784184673238,0.1453866459366404,-0.18546709583551255,0.10695282347026541,0.12360995439673514,-0.1106535528638722,-0.16454172538310424,0.16952611223059583,-0.16545883515455706,-0.012915615247817654,-0.0370806902136235,0.0026870349341747246,0.04580711066759495,0.272913333471911,0.40714834894128293,0.17145935400559026,0.3050267495553328,0.3682159721598424,0.5186980600259908,0.1904691174055212,0.35672805035672767,0.48577335099634883,0.22740839033845106,0.3592348674019204,-0.19553897146211466,-0.2011981148877027,-0.13674094885082752,-0.1509347135418798,0.13752067184236158,-0.19672287000254335,-0.13234112426238248,-0.14219038552989452,-0.11855982981251251,-0.09497807596042393,-0.14512231058619354,-0.05226092454755232,-0.1786010784925654,-0.07628303689736758,-0.11734136218601846,-0.18264607688189155,-0.17687865086627566,0.04115510794436443,-0.10176324735552843,-0.11071977718864864,-0.00236792513866499,0.0519110694934882,-0.07543712442166416,-0.10571187979026603,-0.14371417273548248,0.07992139916086928,-0.052900150450589496,0.05481643102901861,0.06484440814708158,0.5416250573339583,0.16034621415239883,0.12287247655451947,0.10284385626013781,0.2843546612356247,0.22060389013779746,0.07605625032857252,0.11108906344712345,0.07579412686947316,0.13425670267917492,0.02769663484156665,-0.021071015479106208,0.45752018006111916,0.4624104710682837,0.32150449352260463,0.5104535348142879,0.39794422928607875,0.391862996637325,0.5583341356771068,0.16786544665133105,0.2998169853907602,0.19977557176519983,0.5540272103535799,0.44254751397025127,0.35847797004246373,0.526866721438831,0.26181383072063474,0.35612298548525445,0.5431653471254067,0.43611712363467864,0.5177913826384519,0.5081864747727998,0.3349282490386959,0.41533739751647325,0.4619881983510516,0.570472506964312,0.3389015789327343,0.47171419201919607,0.5575194037550697,0.6313333085628189,0.5858201991681282,0.5175558691591104,0.5629256893672033,0.5629027806188208,0.22850800470958074,0.16034902954877578
VISpl,-0.021490204232283195,0.00204705387575124,0.10350535138105897,-0.0820215274896263,0.0021047232842305325,0.1298726564780381,0.28919320701069506,0.24701332360543413,-0.07223806839152236,0.2348925903509152,0.1805071513456858,-0.005811470435641089,-0.07980930670597333,0.2548773953421968,-0.047098651462834644,0.145410656442986,0.006435747607045658,0.05949824266189104,-0.009907923483252602,0.13558874492434628,0.3866098666613227,0.16979197584681266,0.24950262694760011,0.30364003920864013,0.3880139666458918,0.10822270296810134,0.307893359833628,0.40865380593146466,0.19874002005516864,0.328565152571181,-0.07173419712503713,-0.09673206053900568,0.037474728870385214,-0.023926936587310457,-0.03551101223123888,-0.13718283267129838,0.08359453870970894,-0.008237029335897681,0.10038154056902461,-0.006526859487173968,0.09621809202381389,0.1858786385911511,0.110764441410854,0.23841247772692592,0.12794525448711505,0.11109927073500063,0.13068702948567207,0.306244779510879,0.16480508356531934,0.07226729747476521,0.10902152290601037,0.23339859827088305,0.07841332175821429,0.2894061398600439,0.18414622284001306,0.4247172794670553,0.29647977769829115,0.4064305048766189,0.15915273518727585,0.5007832821317084,0.39394734094658357,0.38293883615557656,0.381499325263829,0.45294690959634304,0.4545443719582958,0.34787086829126923,0.3221661898843155,0.3616553190587665,0.36958590957095105,0.30297487470843737,0.32304756434702875,0.2644886195921779,0.26362470436419716,0.17865314936026766,0.28520952326065613,0.13190681137851593,0.20247875653332528,0.23274171316539588,0.23185463539357604,0.1454824525027246,0.16377916640373116,0.22302983537903506,0.12073154189228372,0.1530798847426817,0.17658244929013753,0.22818786125908308,0.08438066749377217,0.17692853597133607,0.25836055333962926,0.16250368980585542,0.1999899529451313,0.3240417905545044,0.18505862284649982,0.1458849634585305,0.2517305750500206,0.44051286121614225,0.29218861159383736,0.28390236685545267,0.4867661943371484,0.42328100640493993,0.3260833664089057,0.477214578609481,0.26973941840436105,0.20158001170207246,0.3029790734480422
VISpm,0.3483202971708239,0.3405906526754096,0.37470061467359767,0.29721364955264806,0.39270733757348497,0.4570591598872059,0.4961418464957368,0.40663614815232746,0.2469189964840088,0.3209036237664847,0.31855981638466074,0.3342395585544247,0.30336327026542154,0.2716350028029774,0.2286710324514528,0.34767596558969144,0.24577462170631567,0.16956839765403603,0.1733668315629752,0.32492812288300577,0.4765255634648409,0.17790960989877996,0.262762566881549,0.29364374406424054,0.5140816529245494,0.19885383942584067,0.5741758891544325,0.5530402150745755,0.5402799027119314,0.5979843644432107,0.2091613620746225,0.26480611767272577,0.2962511509940263,0.28154148043242794,0.20775329498048692,0.22909010861157664,0.28756171141078823,0.31347290208206746,0.18268010678175903,0.08506453305969768,0.20265622026182545,0.319084674104389,0.2686475662821269,0.22821848854804513,0.2531725508261563,0.26844377916361906,0.25105992470337674,0.169278171884574,0.1694455947129162,0.1877505137741608,0.12812908507872128,0.10838230004389389,0.10801124635149892,0.3331738343929485,0.37129542052062336,0.2886708786065079,0.41442004946727673,0.5493423797516053,0.5079660784575785,0.5077305447826587,0.13213138208491526,0.15966878960075384,0.18462464805194978,0.16505552464985745,0.2055495725796381,0.14382949875005913,0.09148415120544207,0.16177949753564788,0.13427093522338954,0.18135630251552276,0.22298890986472567,0.23708656586946608,0.3698866553829679,0.32846978516911723,0.2942539105887563,0.1794612827637848,0.32865356561205816,0.13320291827272265,0.04225904209403677,-0.05665102863336338,-0.026912333319890513,0.1371835241567652,-0.12267979930144307,-0.08845851657436545,0.008674919839620312,-0.028797817764372298,-0.10771624970032605,-0.06946612353966541,-0.0775501514121832,-0.07216110862159436,-0.02472783690678686,0.016260379683362587,-0.08345793469738096,-0.09973011536001819,0.07143434069990179,0.08191017029638538,-0.07111147441983957,0.25142590132577625,0.42590215877174387,0.3237733251335478,0.3976657598951495,0.4572633151846655,0.22881247547106862,-0.03398020378522403,0.09347166257041623
AId,0.27065891414012516,0.276341474223079,0.41091592769416313,0.050256568461831894,0.09817180125470762,0.5183935204245822,0.6853301649518447,0.4892176314525484,0.09221400805751784,0.4742826172423287,0.4458098050562892,0.18034011170290387,0.027079118077695113,0.5235383660560976,0.16363749530590024,0.19688263372009218,0.20482710730510287,0.4202097301053377,0.5400207268197638,0.7262659507523844,0.7622066304835936,0.6278798720984493,0.7542780116621929,0.8097821769455726,0.7133268299780823,0.6952158077836986,0.581391390637899,0.714128180544358,0.4027825130204162,0.4735978375846937,-0.1481049645815863,-0.06438538506260325,-0.20846674495095158,-0.15497472473606705,0.6062415504737051,0.06385634962660211,-0.20995629758031623,-0.14031872325896136,-0.25072703846581296,-0.04607498268652103,-0.26073856938363643,-0.2517460608517382,-0.26285053499587346,-0.2395212153363449,-0.14165965653547713,-0.28572805354506225,-0.28243880846062164,-0.24743231487144507,-0.18165250055056878,-0.13449448208181106,0.0439850343432415,-0.13333044155516427,-0.14545054719610515,-0.22802648948890272,-0.2055268449545901,-0.2490161680319359,-0.13420229971152062,-0.144156181083335,0.13747191277266724,0.1260570972841309,-0.20403826723056231,-0.22985162408910723,-0.240482400575106,-0.19101498520988522,-0.20020681519574252,-0.28163235995988906,-0.22270135426530777,-0.24958778836556542,-0.21633560658753995,-0.3079959225495725,-0.3116005392771636,0.5141837011292072,0.7887462711898507,0.8359438719099128,0.7308426322020374,0.752051722554128,0.8435831619267015,0.7387306802779741,0.0024635389989858506,0.3247276608308968,0.03371121529333147,0.7526001134105121,0.6190265405323998,0.4453404512433579,0.7488249699027013,0.06425222798804679,0.5046152662687533,0.5060977091104468,0.21276727527986747,0.6348009412513895,0.6802011631183024,0.0497722372098908,0.3975491821077709,0.4426294094947889,0.4216439013787759,-0.1672036823662913,0.11324573421075058,0.4675369223590164,0.2780152703226112,0.22047655934379912,0.4402324244905126,0.17853587860367512,0.5369071915291124,0.040689452708231086,-0.0763766980699038
AIp,0.1797422229590827,0.10211643463210386,0.18421850912165597,-0.0055202397696211694,0.10333294285519998,0.4059351944366212,0.5371849377089369,0.21243937970667728,-0.08770899221679121,0.14786054159332332,0.14532815614639286,0.0005509385121364939,-0.03802310738411611,0.19527554351694232,-0.04990143651119581,-0.017443462900753694,0.021347524677169064,0.1036577223514444,0.2747347028605423,0.5464726693233704,0.5996096251016362,0.2855097733436762,0.48202979892843706,0.5704895449808178,0.8604597459261829,0.403837742029185,0.6603104590984054,0.8068075133910433,0.5140584691858603,0.667742985629363,-0.11769092829029917,-0.08822248867238049,-0.14791897935519796,-0.09212198243728133,0.4834518187500531,-0.03887623249766072,-0.1479427943794438,-0.07207038670596373,-0.19084118000030237,-0.07243916173462561,-0.2667056723017972,-0.15687014653799186,-0.32751602146338643,-0.30232425728535234,-0.2651241329910329,-0.31495059676229187,-0.32767374768309415,-0.279030806926962,-0.3043338472670135,-0.26481579572390757,-0.15972881778389272,-0.24742066418557235,-0.2056519601859599,-0.30658157646315704,-0.25453493617191425,-0.24980844239324146,-0.2532881974932361,-0.16476253065598948,0.18475244553776923,0.40640237489434783,-0.12628621742580784,-0.14449772290211638,-0.15699298785246232,-0.05567447346930536,-0.10372223501400021,-0.24007490211304547,-0.22498478183538848,-0.1872662228149518,-0.16164342325368744,-0.26868455144706044,-0.31616821778849025,0.6307649891219552,0.8476533383436539,0.7004457038783289,0.8576083451559411,0.7993960898747614,0.8221164344425218,0.8828881963428264,-0.06570835405654812,0.27856136327156694,-0.06416568056080373,0.8898579437856297,0.5788340072154434,0.26912397885523814,0.7337451015052785,-0.048189472647391825,0.3525600795024297,0.5860719729041324,0.14067421632604873,0.6388254827964138,0.621155945273827,-0.02809068959258366,0.2546206599040466,0.46586416662285607,0.6427768795169766,-0.07664670209698903,0.1558169264991818,0.7629334585766437,0.607629534655306,0.5097632333563549,0.7439694436333675,0.5003583430882319,0.8215540092330156,-0.07172467001576108,-0.18558842248288138
AIv,0.4152597119899631,0.314509315029285,0.3280385059114245,0.20671690874333837,0.33612287923345524,0.5994126452011763,0.6890028148543963,0.3446510861759201,0.07800613215976944,0.25424016418488815,0.22621882994785222,0.19402857080834265,0.14767296329485968,0.25044253195005417,0.09486239433407471,0.0903556407720455,0.13079801546709316,0.15254598676277725,0.38771904300487625,0.6600286192037126,0.6649505591802044,0.3225293539284077,0.4996797284612681,0.5693936297004458,0.8537602942076081,0.45746783524952,0.8038437423019394,0.8781522207949083,0.694076925718088,0.7658922719496292,0.015635128418078507,0.0894289134232993,-0.026990007466546357,0.052530984198630386,0.6037025216389224,0.12970431642703434,-0.009335928794421824,0.09903372040625188,-0.16039041472254012,-0.08288307852414503,-0.23577294385265202,-0.0772871523169991,-0.2622554178373406,-0.27983987450638576,-0.21153118331367637,-0.24409372591119521,-0.2433950139346838,-0.3243712397267773,-0.29986507646668964,-0.25108637008200535,-0.15912052590239847,-0.3008503685258156,-0.22056328031003114,-0.2314334739678431,-0.09351067105062558,-0.21463337466848145,-0.10731002459330159,0.03294612290449118,0.4287493365303164,0.4999960381331894,-0.18704417475158788,-0.18063635846482518,-0.18938933178813494,-0.12691473598993602,-0.12609124130962926,-0.3021368273080373,-0.3107585898182364,-0.22675226447244753,-0.23052663174657884,-0.28588850179333963,-0.3274413662018624,0.5287977092626497,0.827135796119872,0.7471240557228843,0.7818983239679779,0.7804713727520851,0.865796451605328,0.7227435598020129,-0.1534604341673653,0.13551308837861137,-0.21658398915291346,0.7255834756516133,0.349183759480701,0.0982739076944677,0.5255158240340269,-0.18966656186465164,0.13080544766183455,0.36676631367894386,-0.03874440423811927,0.41707145860698847,0.406850420474751,-0.17153952875344688,0.07915856561201408,0.22889897711709678,0.5001568346070576,-0.20015492914791397,-0.04989712907620689,0.6689566566217949,0.5532509026742353,0.49879146221426496,0.7016815663877342,0.5314733662076804,0.6987002927079877,-0.21155546356170102,-0.27220943677864934
TEa,-0.040895629609221155,-0.1667025388655159,-0.13387935022692574,-0.18155538498468626,-0.028803778561539893,0.12508907640848804,0.2744697074358361,-0.08025278810545386,-0.3256529797018882,-0.13630154798854816,-0.14329324945830602,-0.2607374888853528,-0.22779417797982385,-0.078147485972956,-0.31013759035397087,-0.2567906523874895,-0.2096477512455758,-0.2096667079094859,-0.02675315361027243,0.2729611952671142,0.38089901670838794,-0.005197974284736848,0.19764608101994768,0.3066907851718106,0.7392912271691919,0.08533500455759105,0.5093948518663263,0.6816360836793666,0.374581103073058,0.5343634946804281,-0.17345973499120507,-0.22957726923341915,-0.16191609506835986,-0.13434398359286537,0.23483682894350247,-0.2481997070050155,-0.1435457633872919,-0.11181042464814889,-0.15279680798781733,-0.13315198870579284,-0.290047452371999,-0.10154058333672776,-0.397425266107804,-0.3117972658547809,-0.3824412380898425,-0.3750288654876322,-0.361888147545783,-0.21615328963044836,-0.37645692435165173,-0.3896681984069036,-0.29491121487020033,-0.2510553653800838,-0.24040637909118195,-0.3522638408707207,-0.313974327682246,-0.14106548273481018,-0.33186455633445583,-0.15521391183870448,0.10009069874428542,0.6557601444739973,0.06416648377574966,0.039481184833510666,0.014859483164920268,0.2052879803072292,0.11747817595994042,-0.10223729846764129,-0.10003333325919891,-0.033476742077821545,-0.0022720930151896423,-0.14815118155745938,-0.24560481589607844,0.5947117289466304,0.6458367436887392,0.396582587331614,0.7216869122736135,0.6796740971747331,0.6035579568160407,0.8524668378445801,-0.02363418544496811,0.29280226544738697,-0.06388630556828821,0.8615096081807263,0.5440803723516772,0.17429378072818597,0.6288358236786955,-0.019143064489760126,0.21222961195523848,0.6734372736005663,0.23751458622252422,0.6113448777207551,0.5301483562309983,0.05459142541163383,0.2209309493129582,0.46996519364772876,0.8373218802453963,0.1702913300810832,0.3487758337110071,0.8652824586328477,0.8226165355845193,0.7909054178768422,0.7950613016110147,0.7278182275997531,0.8882114587883376,-0.05445119559912373,-0.17358254473644716
PERI,0.0009085141802810529,-0.1241750102178317,-0.12398700720546013,-0.12456026499209119,0.018606077955231927,0.1432370252317281,0.23639864110459155,-0.10767224089495919,-0.2847972603148917,-0.1737789165239862,-0.16661679460961296,-0.21808400429406805,-0.1729163532329837,-0.13019674813302662,-0.28325293385087946,-0.2558189401337248,-0.1996252180195086,-0.22603118570985173,-0.03749312645986895,0.25814506516254015,0.29890227809353587,-0.05629909357947311,0.13126270051005415,0.2338871676106746,0.7165681841919113,0.05830447422273066,0.5034458840479049,0.6426857452835744,0.4011937805417218,0.5740524715177602,-0.1425292039112143,-0.17450715798161262,-0.138727619125862,-0.10067285273536299,0.23646492667914942,-0.19785644395064686,-0.12966473140998075,-0.07319682746462192,-0.15482915836668049,-0.1471237685155229,-0.270834063751221,-0.10388849560116434,-0.36452422128007494,-0.31124438706461066,-0.35356614001988806,-0.3459925563567501,-0.3329452744917029,-0.21832743373839855,-0.35838018795054255,-0.3509131858436733,-0.2667305334483009,-0.23540650887212006,-0.2347376366882697,-0.353019438854289,-0.29885706810378665,-0.16713751570026544,-0.32442795656877127,-0.1424904630270181,0.12255996055072087,0.6557610396768176,0.027077027813403418,0.0029954929970886306,-0.017343536612241542,0.16389543626887343,0.0690790850478079,-0.11645878303278613,-0.11783975111903813,-0.059937200727287025,-0.035211517988353105,-0.149972138772308,-0.24953793767136573,0.530323564151149,0.6208549596372545,0.3708030930848681,0.6994219082852488,0.6348386452277728,0.5659218656964363,0.8716123072753367,-0.06911837406723309,0.20688681396405956,-0.07376368537530306,0.8369719627747763,0.5182961308579337,0.19459667939503777,0.6407848272680309,-0.00692486224860621,0.22275709075450628,0.6843833791486346,0.22899591301515074,0.6264301492099247,0.5360086193949646,0.05271148414048464,0.23170624321356809,0.5184869935378932,0.8632785496158439,0.14535639777470605,0.3350087245924506,0.9348962185633493,0.8475424912919515,0.7906589728390679,0.8746871626760102,0.7479027201450814,0.9361855413225046,-0.05416401950017088,-0.17672853797431823
ECT,0.14436421674224467,0.008225559270709348,-0.00535644106798001,0.013914613725657178,0.18340468359322212,0.2880506304817217,0.37048073791848546,-0.005545014812136033,-0.18322026239778363,-0.10382992481822984,-0.11007294205021823,-0.08785533394272298,-0.03785355701048026,-0.09054237448500693,-0.18570122018444768,-0.1604728576713674,-0.14086386755098598,-0.1998096432084412,-0.012773915300815822,0.29515527911606126,0.3860375324733627,-0.0662404478116373,0.13662360691998326,0.24204658057307862,0.8077913561532819,0.05250895421397183,0.6656762615140639,0.7675456360437499,0.5814241471343374,0.7504173879809846,-0.04694781475453334,-0.04402370015572169,-0.030472211170277663,0.0203312150126084,0.24952255276610277,-0.0908394024211473,-0.01304856619321517,0.06244744708072778,-0.10509798118651631,-0.1427209558081018,-0.2127732417381746,-0.009472005685485297,-0.28125824805124544,-0.2580580277519802,-0.2882833650833169,-0.24754211546625562,-0.2500495422087206,-0.22721706847563422,-0.33030456431972244,-0.3221252719670339,-0.28743542423930163,-0.27924024515832685,-0.24633352980238607,-0.25083764194613595,-0.15630837133453862,-0.1295904485824346,-0.19957863972193862,0.023706556317938946,0.3127960291397277,0.7410332209848743,-0.010772417282248009,-0.01075539812839162,-0.024311035699967787,0.11496184418164292,0.05300200090222549,-0.13981388623000626,-0.1859053627695354,-0.06972852029315589,-0.07089063436234058,-0.1454733976760737,-0.23127015823491398,0.46233961344669455,0.6356672902853474,0.39956095228383887,0.6700477250660832,0.5649384266224092,0.5832168504124031,0.7251925563104484,-0.17462358993160262,0.04862470898945225,-0.21319707820181524,0.695536950227809,0.2667794508370488,-0.01117117545069267,0.4289279578325627,-0.15936382850935132,0.0077747971190259705,0.43778568581780636,0.00842962439794674,0.3843990990278655,0.3257152327155015,-0.10767369011975751,0.015898819290928186,0.277259534081659,0.6882440859487327,0.0345814733763143,0.10916582771402963,0.8745979265476418,0.8816289367083083,0.7679539893027583,0.9099866549443586,0.8115834871847847,0.8546472563065106,-0.20473834124411577,-0.2648899391076798
AUDd,-0.13156356755122484,-0.16418062792052773,-0.10484126237852621,-0.2138389971009337,-0.16725626190736487,-0.04822760619233224,0.06001236950650977,-0.01538162157646865,-0.1778054256210374,0.015638648199997995,0.04528971218962328,-0.1978295127131391,-0.2196434561225804,0.10421757374081721,-0.1490275604307796,-0.06389484819736549,0.014722727545523697,0.01621783656760783,0.10575342534458601,0.17178622767710341,0.1972700240760096,0.17825493785357815,0.20885151957605924,0.2328686316996416,0.255199342804225,0.1652401827234755,0.0917819900385487,0.21310252898694107,0.01489061984328955,0.08626544788547236,-0.14642687835512563,-0.2353582372731647,-0.12885566372684182,-0.15617634661549243,0.16596243156114338,-0.19058898081272435,-0.08071842685121094,-0.1771371754723394,-0.004708846684800345,0.09338442624726186,-0.06500349225476244,-0.006657259014970817,-0.17926271340711258,-0.003922794294444045,-0.10831598881791112,-0.17645572947024304,-0.1307750716999397,0.13881280953983088,-0.022716238290789167,-0.09404129765129335,0.0615037165056433,0.15379890677825508,0.10394695682134493,-0.10196846230025496,-0.16790876343669076,0.1788131067769192,-0.10061160698373907,-0.060790459152000306,-0.09069171116595834,0.41239003907195804,0.30769147744744885,0.2614071470281192,0.21611958167642392,0.3995057570584024,0.35299839335628425,0.20292640706975407,0.2796443554393556,0.20093818952804465,0.2909450141915713,0.1515314158459147,0.06368468632593631,0.5159288960971292,0.33051850639319597,0.17228133592188874,0.4443983547763177,0.4284083653367593,0.28898325235901595,0.5092353300985719,0.44082713666349876,0.5617047740458869,0.4020724097668451,0.5421053691037931,0.6010088562035215,0.4591257316003697,0.535376153135862,0.41573870404996394,0.4619507337754619,0.6395023076833312,0.5921284756741274,0.5832818847698614,0.5274554054824687,0.4539920722246383,0.5212681587125944,0.5383472775520429,0.6082769117280206,0.48709790202388553,0.6458875550297285,0.44462517870007984,0.44257805224673913,0.5321662288683334,0.3317159023574529,0.41638397859642673,0.485125787627626,0.44336159829106614,0.28602970415410395
AUDp,-0.02122559113569668,-0.07412066397581603,-0.013821781901323145,-0.16893172526565323,-0.06939155295901617,0.13561386108014148,0.2808490857167728,0.08459886169128913,-0.19394497543724776,0.060302383294933655,0.09191399465450956,-0.15524628477335542,-0.1979719587525383,0.1401131992759513,-0.16503359894041358,-0.0837308158493957,-0.029289004266250623,0.016491473943610575,0.16377166724100725,0.37021661884249724,0.40025970246536935,0.22872760993083605,0.34210075365845927,0.3996940662658763,0.5007764981384014,0.2779794369262729,0.34407869413560294,0.4739532643505596,0.22146078842838007,0.30613233031292525,-0.19896552063976278,-0.2335821663294119,-0.20199174774633383,-0.1893014316002073,0.3011160244978095,-0.18628997342656392,-0.1737411037049841,-0.1789653816370941,-0.16688511718315435,-0.06979721140261416,-0.23690752155373532,-0.14031045270215872,-0.32457152739887896,-0.21311057822570492,-0.24465464573619317,-0.3236808817428531,-0.2972033160174561,-0.09259615508148564,-0.2188057150365206,-0.2331684757216379,-0.05540295730683653,-0.034182368453125646,-0.11096736093458204,-0.2687190729214928,-0.27190381627287974,-0.03622180129300241,-0.19942014402826522,-0.08959187964644169,0.03626858719183561,0.47434663034839525,0.10574439448546824,0.06166064474163296,0.031130926842977826,0.22704650946837715,0.15580713111042013,-0.029929691299444172,0.03971112252238955,-0.00019764881612526289,0.06399885363099368,-0.07475426421416856,-0.15604905440361358,0.556637257833186,0.5199453486414869,0.4031906048581074,0.5876903317041825,0.5823569278728954,0.5207824682832582,0.6877918633351788,0.20902909119689198,0.44821123112053746,0.19496414218653346,0.7037257442778443,0.6278326064912999,0.4302686353135317,0.6552704170052999,0.2562794098791757,0.4464429239348131,0.6920526527622021,0.47420753939211385,0.6563040119588471,0.6159351733222707,0.2985964434941916,0.4778252711017738,0.5544368328607542,0.6937406933725853,0.2826383759666377,0.5124339877370013,0.608034972668824,0.5542796703654046,0.5938197212958688,0.5089123198968888,0.4973406691248105,0.6421546621258138,0.24135301594337247,0.07867907749988025
AUDpo,0.0061256315017463436,-0.13029903038702906,-0.11640608257096512,-0.12790872793159647,0.04535153480685438,0.15618882099827186,0.3034200780553174,-0.06239802423065041,-0.3040651671740682,-0.1244669406313482,-0.15938896730991223,-0.22510227365135063,-0.18453454700668234,-0.09166244810395567,-0.29748913688222567,-0.23771085773140918,-0.21551101708396814,-0.25052720886213925,-0.0683986445545608,0.2526560669153719,0.39202658607539514,-0.05428938410200725,0.14990983499608743,0.2721427616730666,0.7323445027401512,0.026808470863732857,0.5668734633528189,0.7199878637979399,0.43803707040214496,0.5996389408832279,-0.1253251981336585,-0.1773321927216094,-0.10344853693848405,-0.07314128341420587,0.20639095238641497,-0.2231794398522314,-0.07143036866119074,-0.03893140463344596,-0.11791557513944287,-0.14069254307162393,-0.25248389656802195,-0.03905677671081978,-0.3474156115278826,-0.2710841858533352,-0.34801017804463574,-0.3171352603518002,-0.3023576954657292,-0.19302879984700744,-0.35977556127298665,-0.3713846894337488,-0.3024090663386753,-0.24987531640197186,-0.2376791062166791,-0.2908276339205879,-0.21838422021841336,-0.08602247977276262,-0.24700690016904778,-0.0402419764463573,0.20224079523395017,0.7414948493601045,0.07699231746339674,0.0697762122488341,0.04657080744696127,0.22064958501622198,0.15283854208375464,-0.08194314816995467,-0.10089807158507098,-0.004275301790119849,0.010568244321929491,-0.11618564548219769,-0.21106834432863492,0.5417812406776078,0.6025524406559392,0.3628506665219384,0.6784850195547832,0.617791559150775,0.576188639984073,0.7608714493941416,-0.054401197983000305,0.2133724034410339,-0.12983185758872665,0.7710138182376706,0.4119058138047993,0.056645255758573106,0.49824310139920974,-0.08085545208349913,0.06878861764375903,0.5466518000418682,0.1531277086335105,0.4804552567046918,0.39967486267594077,0.007215386398654571,0.11048250617726268,0.33982698794371213,0.7669460576871342,0.15785777224775044,0.26218073898803007,0.8276089713603682,0.8420369356562828,0.8286073383459731,0.797786913090957,0.7908831998750729,0.839454018664346,-0.11853968946946651,-0.19435977046085876
