,ACAd,ACAv,PL,ILA,ORBl,ORBm,ORBvl,MOp,SSp-n,SSp-bfd,SSp-ll,SSp-m,SSp-ul,SSp-tr,SSp-un,SSs,PTLp,RSPagl,RSPd,RSPv,VISp,VISal,VISl,VISpl,VISpm,AId,AIp,AIv,TEa,PERI,ECT,AUDd,AUDp,AUDpo,AUDv,GU,VISC,LA,BLA,BMA,PA,CA1,CA2,CA3,DG,SUB,ACB,CP,FS,SF,SH,sAMY,PAL,VENT,SPF,SPA,PP,GENd,LAT,ATN,MED,MTN,ILM,GENv,EPI,RT
SSp-ul,0.5387670241147193,0.36411715174714643,0.47583799472297517,0.26161977287562876,0.4798548066846685,0.3165889854877943,0.4331307080680653,0.7914168385357075,0.7623787181353545,0.7306740331559529,0.8388068627604607,0.7172035295957228,0.0,0.7588130475536295,0.8339697075007552,0.6996329592237076,0.6474946377436037,0.48949642069579063,0.4300170496458439,0.3985075291526812,0.287004578575825,0.4780548690891306,0.32842143294306025,0.16859146315183976,0.40335579033600794,0.44029589328652713,0.5353643343790848,0.28831842241141026,0.5004274391015965,0.44016539148077666,0.5159099812417607,0.6096680523411104,0.45422029820518295,0.4537085228718892,0.5777406658041948,0.4658162263663734,0.6218297124592579,0.37788331429666877,0.2684268503574573,0.16613546806767485,0.03110601439535016,0.06830739385875441,0.0,0.0,0.02331683538329164,0.15057875052823286,0.1885503858755443,0.48176985039872317,0.33597719145568933,0.030164444854167794,0.0,0.292959453938112,0.3514282980314302,0.7013525437084254,0.5887307221946391,0.2885897383787753,0.2288023799415969,0.515640344861086,0.6868540093574967,0.5481113735742861,0.40265173941801397,0.23622113992499766,0.5670055782229786,0.5953917983090575,0.1827822297331421,0.7132203026472109
SSp-tr,0.6972002171249713,0.6372770693210923,0.5532789727371955,0.5017029558521939,0.5180291111468883,0.5308400731833435,0.600810009890596,0.6617022102184431,0.46719018978213683,0.7716135871681459,0.8842736870852487,0.21209303282767542,0.7588130475536295,0.0,0.7933746146025866,0.6307750768533621,0.8550488339084295,0.7847160665913203,0.7220987391979956,0.6884921949187781,0.5667172547122844,0.7276105706853527,0.6307150074808181,0.5075150699804172,0.7412760828166834,0.20313966431017383,0.30100294703994307,0.21422736127910402,0.5912492339923715,0.540574057121234,0.46713015467041713,0.7695680157247183,0.6600716124397635,0.706709729610153,0.6215055757548354,0.2649729634606445,0.425900281263643,0.3333308419253067,0.15252955474472227,0.013447536859694282,0.0,0.2288098757108042,0.10773703664522541,0.056488558763578625,0.11353012569016306,0.31637559638863333,0.18181526325598563,0.4115353615805165,0.03458290846883886,0.1630779928286005,0.07208964319145632,0.070174601231097,0.31807058417865697,0.6690754892392862,0.5416676184103676,0.2345272917102388,0.31264313683337797,0.5426636679336313,0.6929556744066176,0.6867048624807401,0.45130343829690966,0.40513591237249086,0.5693052619692364,0.5335381530673473,0.4192846269132937,0.7108372252576455
SSp-un,0.5529637711649275,0.34582098905209685,0.48001160018936473,0.289451524748101,0.49434854006426965,0.35113562651956537,0.46142961146007133,0.7380513395751306,0.8446288612879754,0.8162217577777133,0.7908749493552151,0.7414263158655976,0.8339697075007552,0.7933746146025866,0.0,0.7215780600597638,0.7190710724483229,0.49671033019294186,0.4749946815135355,0.4453859249752947,0.37040823165567405,0.558148801983468,0.39754300888222,0.204827698995186,0.46160123152124183,0.3685766443057577,0.5411419288027144,0.23477715556084774,0.5328126286086617,0.4841853583946876,0.5575983644482241,0.6633662179642256,0.5155677905313389,0.5276666260258364,0.598991197515378,0.3732713632846325,0.6232933558575785,0.41908188241998556,0.2363205284797954,0.19465550125554867,0.046001713152439234,0.08366635157479498,0.01512037944073421,0.0,0.008657903549787634,0.17576141459135775,0.14955448450530956,0.49218691755201804,0.2764614133684367,0.014888817308626285,0.0,0.30678315306272746,0.31727394510264023,0.7482812742658426,0.5809890280937448,0.28364406768204103,0.26410858620718636,0.5976555894578652,0.7053793931846477,0.5883409529699334,0.3895245737547296,0.25561521541352084,0.5568714933101936,0.6996134867357383,0.19993421706698336,0.7684618999724802
SSs,0.48303320243173137,0.3229982739736711,0.43610453587541825,0.3689442846615397,0.5373944414251141,0.3918106116381451,0.47603090689580635,0.705408619977275,0.8079369329223351,0.7907146034958482,0.6186097433779842,0.7716394803717304,0.6996329592237076,0.6307750768533621,0.7215780600597638,0.0,0.6393278315666617,0.4422698745809029,0.35660661828746765,0.2992070317980362,0.37877639112281036,0.6922038839535043,0.5613976887266767,0.4100871169291915,0.4644664303345124,0.6388720309390375,0.7425020549152813,0.5787917823137612,0.672284216283897,0.6087989244755395,0.6714697592845726,0.8001542216007568,0.7367938623017898,0.7205177444620031,0.7360611706876474,0.7887297722211235,0.809667538784904,0.5245054637345885,0.452157018791078,0.3094574817918199,0.1471226967252921,0.17462893327469892,0.09273085750165141,0.04562266091130024,0.10140447850815752,0.2716196498736404,0.24788552061623165,0.4604599021583542,0.4296773262147115,0.06683293610151414,0.00444095182484496,0.329461117786942,0.33362084233076067,0.7104753641340489,0.7664114060949743,0.5379352429319381,0.588462236945338,0.6721377544410911,0.6776550824999791,0.42765395252290306,0.45262107437106797,0.3776600457230778,0.5982330299204859,0.6329385880922834,0.17627994764016672,0.6308411869925883
PTLp,0.7192024852561524,0.6771177651476026,0.5386185710942367,0.5382040817822334,0.5533193877674286,0.5708855304664937,0.6521689907966768,0.5416085869792625,0.4372315885142788,0.7786496100279136,0.7338938477827629,0.1983124452019334,0.6474946377436037,0.8550488339084295,0.7190710724483229,0.6393278315666617,0.0,0.8050800815426098,0.7682882469716694,0.73348506018223,0.7654801977012979,0.8655454445402554,0.8060905376089154,0.6838104048904637,0.8540807411790117,0.1828798274475712,0.2891577821057724,0.20798872524664103,0.675638413315091,0.672139708510521,0.510294163921067,0.7997038863440751,0.7144944808583613,0.8043028100563732,0.6398574917801275,0.2206546820263127,0.3964906724566005,0.3848968108321614,0.16750311705028056,0.03500682983682115,0.0,0.22421568576173787,0.11865281199940957,0.11549132308406115,0.21021998123807628,0.39325717075648864,0.1375724422690113,0.35497633811969187,0.0,0.17956117210597455,0.0950088459301888,0.05158941254667187,0.2475207307657416,0.6337477608444352,0.4880473581928035,0.22458410768197176,0.3284952083648426,0.7191204905599334,0.7173855854007837,0.7031885194810465,0.42876373100661413,0.39491244714653984,0.5479066267375453,0.7306981490008391,0.3876395063597573,0.6803469066478603
RSPagl,0.7309351669786317,0.7471164868892671,0.5485293536506936,0.5599825213089427,0.5137520961502589,0.5920676787326511,0.6536506827586719,0.486064108503032,0.15069823399998108,0.5420100140683445,0.6682909675546793,0.09333695460956512,0.48949642069579063,0.7847160665913203,0.49671033019294186,0.4422698745809029,0.8050800815426098,0.0,0.88028296048021,0.8639783749280946,0.7812532572839431,0.744764470559216,0.7813751685384656,0.7928066326770034,0.9120115652657089,0.16248933965116757,0.29753971394098816,0.2060525037371882,0.6418982642341264,0.7019946567790099,0.46998424941506695,0.6438086940473265,0.587916092380196,0.7107285514458779,0.5469295497217097,0.2661156316161876,0.3279431959803622,0.2790919742497475,0.10638381025051782,0.0,0.003751537497537557,0.2571883364577451,0.0791165666111454,0.16226051737442668,0.29302778911913285,0.4788460017695982,0.13256601725472852,0.3285815256145142,0.0,0.28729252801709987,0.1350914062234948,0.04967469902961888,0.26497742564467736,0.6085021648110335,0.37988149597255466,0.28609503708060935,0.32244473492542186,0.5724557908177708,0.6704295909183041,0.7528571469377872,0.46047442780630615,0.5056405595985154,0.5337280886694123,0.4911198343308686,0.39723633802193,0.6885885361422236
RSPd,0.7750992790881643,0.7911091567336922,0.49662536303977545,0.5069336943912107,0.4338112594291436,0.5211354068639105,0.5715369178381774,0.4624879915994836,0.10765878923191698,0.5253640628825309,0.5506910693560818,0.0229316187956299,0.4300170496458439,0.7220987391979956,0.4749946815135355,0.35660661828746765,0.7682882469716694,0.88028296048021,0.0,0.9518934306794472,0.7418214300919532,0.6991994398685144,0.7202414051671002,0.7331720570977729,0.8842608790043104,0.12862014240781985,0.284945116156916,0.18110231223488213,0.5665139339162037,0.638663355905305,0.42710992195188924,0.5254486481993718,0.4703265835817088,0.6140120227280671,0.4481307417570046,0.2516646770131912,0.27908410227421426,0.23398232075770486,0.10288754201250314,0.02314259601034366,0.0,0.29813428267838277,0.09389725353009344,0.16435586165182606,0.3232988495259144,0.528837738640411,0.1195666288336782,0.3166964733606389,0.0,0.31137927859359305,0.20686173929040563,0.08552787210728104,0.29690282393666156,0.6289396740040986,0.4564306993699964,0.4313133368096453,0.28885328319869147,0.5626463603395087,0.6691112123510835,0.7881286243405177,0.4838865431312616,0.5051538115895778,0.5663283868956136,0.42403907322856016,0.4538190957824669,0.7073320561184042
RSPv,0.7912207807596503,0.8141851356519321,0.48211377041400494,0.48894918420350336,0.3315073968239356,0.4555724050864908,0.47054052530658375,0.4625736950615421,0.0791721429581866,0.4956376423272061,0.503676033551017,0.0,0.3985075291526812,0.6884921949187781,0.4453859249752947,0.2992070317980362,0.73348506018223,0.8639783749280946,0.9518934306794472,0.0,0.6724049387627391,0.6334930556603109,0.6242916172474144,0.6387264029167554,0.8526596216604189,0.09179601925161779,0.2748811602583058,0.15507188968326596,0.4561984273873559,0.5350966792726866,0.36157625552493594,0.40748203117887294,0.3195985376460763,0.48762014894308015,0.31025280687466583,0.24507837878355712,0.23570918953003236,0.20359100056141685,0.09494502935761459,0.0579359345940285,0.0,0.4374833770663929,0.1999252192114293,0.2298611572104825,0.45619163104621746,0.6519153745488736,0.15360314229621003,0.32366538340416784,0.0,0.39470429175061067,0.3028009704686735,0.09405415534831149,0.3606600062029672,0.64467456850131,0.45865928637267284,0.4643286386052387,0.3273533099256858,0.5229329278369114,0.6445007714611439,0.8128221233540164,0.5552153238707133,0.570612354933485,0.6169234737798875,0.4004745589901558,0.49082283635012697,0.7179786325261298
VISp,0.5560070638385971,0.5333257902172401,0.3358631904105147,0.40481721732252585,0.4011704808206055,0.4387269370193727,0.5297035800447965,0.26060843691633323,0.124693151734802,0.5634663533276847,0.3639191864663836,0.0765351344661682,0.287004578575825,0.5667172547122844,0.37040823165567405,0.37877639112281036,0.7654801977012979,0.7812532572839431,0.7418214300919532,0.6724049387627391,0.0,0.8492217123824428,0.876495591183428,0.8520745738162968,0.8431000270983011,0.09147223829824129,0.2539443324441581,0.11697073834435251,0.6686283770503544,0.7606040242303294,0.48037018480767407,0.5860328121683426,0.5623382499140297,0.7113776962318247,0.4963423362971203,0.1981401962472705,0.2232131869745243,0.32491240980679453,0.15075950992423107,0.0,0.0,0.17922011073784685,0.053824634100140115,0.1487651095744959,0.27322498444580634,0.4257619726798453,0.0,0.2514871168874355,0.0,0.14015404506896295,0.09535067643284832,0.02875457329846249,0.07647891783421194,0.5405173458008025,0.17201843794666086,0.08896718998485141,0.412065473999667,0.7986560478009019,0.6969272826397338,0.6391760110846556,0.25762662386239615,0.305800276561132,0.3521896614317084,0.817837998455431,0.19356297817909918,0.6260088464544978
VISal,0.6540248677113515,0.5924549268498541,0.40882845359701026,0.4499218133625525,0.5212879915806601,0.5000059464055694,0.6109194789449707,0.44361404961971623,0.40204203799230087,0.7621179575378894,0.5350946834658316,0.42748986568052966,0.4780548690891306,0.7276105706853527,0.558148801983468,0.6922038839535043,0.8655454445402554,0.744764470559216,0.6991994398685144,0.6334930556603109,0.8492217123824428,0.0,0.9589476487328589,0.8213680515471247,0.8478010732381315,0.2544619312151842,0.36701940683379575,0.2206345781686155,0.8133943415033633,0.8105031455323415,0.6051559679472225,0.903932680147915,0.8700582106699278,0.947558802326792,0.7728263916984642,0.3596939013726198,0.4522963255560707,0.5182286044270615,0.26804482924652595,0.07887867869613294,0.0018867689144436955,0.20809699230464804,0.05862898198454435,0.12442552126246867,0.2239431893242804,0.4284078659248561,0.10404378686540479,0.33564368730022986,0.07847394547095086,0.19132881145064023,0.06742997000453431,0.08731538690207014,0.15965937622768694,0.59839487343556,0.3337873792871068,0.17529823902028824,0.5252376042375869,0.8467618940669489,0.7529966869329691,0.6401048170230321,0.2779050926132624,0.26985908893136223,0.4473897325451452,0.8497600520914134,0.21859898663054161,0.6444458934449736
VISl,0.594187023312042,0.5546430157385492,0.38984100651612014,0.47122262867663217,0.4947669262152332,0.5059169371219403,0.5980989679013159,0.3151289265189998,0.17287800980708293,0.6508788185236799,0.4162117000960463,0.2115814552313354,0.32842143294306025,0.6307150074808181,0.39754300888222,0.5613976887266767,0.8060905376089154,0.7813751685384656,0.7202414051671002,0.6242916172474144,0.876495591183428,0.9589476487328589,0.0,0.957288434188687,0.8395085797555427,0.18069943437251923,0.3702153602966,0.21958241650299426,0.8378786202143413,0.9074157362892685,0.6670062659763293,0.8021663854974481,0.8058114151809416,0.9017596945792838,0.7365347987698202,0.2878596677780009,0.37568957354653826,0.5528538396264406,0.36837983625087967,0.10928645432124882,0.04632151549446085,0.285736002046524,0.08356997390609756,0.196671804687842,0.29950133416583863,0.4969524413988379,0.12165279019932915,0.3226827341380657,0.0842432728736518,0.216677270536898,0.14676550731456792,0.09040432169023813,0.09961184135155508,0.5684175656054082,0.22890562356966515,0.12065790182507272,0.5275710969611329,0.8545879463195639,0.7485208526983854,0.6304539433940417,0.21875521917104657,0.2612111690904493,0.3787501199540003,0.8582826204155328,0.1647891949137962,0.6401400010029558
VISpl,0.5060832848079414,0.4848491830811937,0.33078445181884475,0.4204148957942761,0.40737203042715825,0.4432301420949319,0.5238892335519895,0.20406051306122933,0.015462834050780585,0.5097382821017115,0.2700592234051469,0.1487659215808248,0.16859146315183976,0.5075150699804172,0.204827698995186,0.4100871169291915,0.6838104048904637,0.7928066326770034,0.7331720570977729,0.6387264029167554,0.8520745738162968,0.8213680515471247,0.957288434188687,0.0,0.805967714443317,0.14232353251239224,0.37420900351793834,0.2028934346306841,0.7799412275288239,0.8955686688367399,0.6320142812956677,0.6216889855404917,0.6506146484073929,0.7855679305506879,0.6120204440662775,0.3016608408373738,0.34112924974482023,0.5335791863776017,0.3631175723298266,0.10999104572821206,0.10269448951557408,0.3033711815190903,0.1271414296068656,0.2510190876732451,0.3570353534443873,0.5275282784367644,0.09705008031548877,0.2945007548718297,0.06141602343400961,0.2815378533429677,0.22555826388705374,0.10378585230389692,0.16137788366625425,0.44629300566330576,0.0850660917252989,0.033996677395955036,0.39037406087736093,0.7146786566426019,0.6187957453088249,0.5731879218446573,0.21835436854516316,0.30395354173579836,0.3196448220841487,0.723078841889736,0.1379376425226824,0.5532450723492481
VISpm,0.7192702921740916,0.7306215750761418,0.5428131572971514,0.5941546818208103,0.5647776197475496,0.6287834992827961,0.7058149661772433,0.3999485660299731,0.17163989204404997,0.6027049497424386,0.49323093955163366,0.11895406999670086,0.40335579033600794,0.7412760828166834,0.46160123152124183,0.4644664303345124,0.8540807411790117,0.9120115652657089,0.8842608790043104,0.8526596216604189,0.8431000270983011,0.8478010732381315,0.8395085797555427,0.805967714443317,0.0,0.1619113021782188,0.2800268907522969,0.19129306279382216,0.6909593835322876,0.7372631335177148,0.5004011108814772,0.695537849819629,0.6436085493282133,0.7818508493743309,0.5639712618311205,0.22585353663596328,0.28008305260847455,0.2851286172225996,0.11357769979808537,0.0,0.0,0.24452641204381986,0.026941565532137578,0.19184018118052315,0.34176363100253365,0.5043550442465515,0.08573970957967587,0.31772568086195446,0.0,0.2274837275485472,0.14245370973588403,0.03696409809867791,0.22015846463723437,0.6049013692833202,0.33684713157949575,0.2376508185328456,0.5310482409006633,0.7162089324413083,0.7050958781543611,0.7564272252573253,0.45082129946620647,0.5117957848573221,0.5243879548475532,0.7277542665426021,0.3902540927665291,0.6903278667582102
AId,0.5564297656095275,0.3859363071444058,0.685635150920911,0.5441375588081588,0.8292499574664728,0.683159850751109,0.7514310599506518,0.7280339040201924,0.49309646946552405,0.3293006872199182,0.23611562960445548,0.690356290395931,0.44029589328652713,0.20313966431017383,0.3685766443057577,0.6388720309390375,0.1828798274475712,0.16248933965116757,0.12862014240781985,0.09179601925161779,0.09147223829824129,0.2544619312151842,0.18069943437251923,0.14232353251239224,0.1619113021782188,0.0,0.7558421510025809,0.8677939624234292,0.47669087502190843,0.5079117397042889,0.5901111554299746,0.27481099087011085,0.16845070446262683,0.2543996473933705,0.3907012442349601,0.8258530936842886,0.7502316231443248,0.6147523032632126,0.6274257821049237,0.49365740692536203,0.2549967325543663,0.17774399785014458,0.06940157381042168,0.05104213512735419,0.10963302005268233,0.21580363510752404,0.48080722245710134,0.5672678987392784,0.6313998930667137,0.04206178289439882,0.21793811097706242,0.5347329787163925,0.5327827142248199,0.6094019215821554,0.6841298291532897,0.8013531703553648,0.16827025062936463,0.13033761464481317,0.4778484628305815,0.4682686239383021,0.7456113635324082,0.646589526182895,0.6911027276150571,0.0,0.5751843961099825,0.4572058124439341
AIp,0.4795516134558615,0.45080326766525847,0.5548183130357561,0.5508129038958633,0.5948282493484718,0.5732888253093027,0.5580374305238397,0.6409567273308128,0.6490496098382555,0.5012216677670743,0.35640588460565537,0.6914268473946705,0.5353643343790848,0.30100294703994307,0.5411419288027144,0.7425020549152813,0.2891577821057724,0.29753971394098816,0.284945116156916,0.2748811602583058,0.2539443324441581,0.36701940683379575,0.3702153602966,0.37420900351793834,0.2800268907522969,0.7558421510025809,0.0,0.7348853808467048,0.6693464195346783,0.6665463722161402,0.7590043022444825,0.46071522693236666,0.4187590816895094,0.3910515780414019,0.5971244653424098,0.8336698970642443,0.8723904231706522,0.6928428260662687,0.6828459129310885,0.6027484131374239,0.48862550831637025,0.3553623235657628,0.14606951496658363,0.1587487751727185,0.2611121463129099,0.4259847366230529,0.5000361157617184,0.545402727002949,0.682590330950614,0.042136434125670454,0.08552504328279702,0.5872140921389009,0.5087841371358813,0.5526084994153142,0.6976036459796113,0.7137648773654618,0.5035692671854424,0.4445349226849902,0.48632170441451605,0.3321132379503128,0.6100395202648035,0.6054386844158027,0.584862924702819,0.29970111104270625,0.49968462628553184,0.38073596616224936
AIv,0.5796954176604913,0.4333662692679388,0.7165796622770797,0.616214284018002,0.8252633305925359,0.7556781596545348,0.7773398999157168,0.6399312573546535,0.3769508210416785,0.27515831579073996,0.2199680998592078,0.5516063673436348,0.28831842241141026,0.21422736127910402,0.23477715556084774,0.5787917823137612,0.20798872524664103,0.2060525037371882,0.18110231223488213,0.15507188968326596,0.11697073834435251,0.2206345781686155,0.21958241650299426,0.2028934346306841,0.19129306279382216,0.8677939624234292,0.7348853808467048,0.0,0.5110746630547758,0.5512009511476198,0.6242005422994737,0.24390466603880623,0.2080874483905913,0.23850726241675396,0.4099819422824504,0.7890425699252999,0.7238030082724792,0.6487139672228615,0.6669695231256967,0.5565819592764513,0.34879793154085464,0.2554748819092321,0.12824196345241332,0.10509812377465862,0.167173421883048,0.2893595661201587,0.5423675208344223,0.5777082479764437,0.6598076656104868,0.045360133839810364,0.2165133180296822,0.5693591277150425,0.5724263823003197,0.556531702369592,0.6411161249453001,0.7486501590455328,0.21568069039475976,0.16014307216970203,0.40226517595431094,0.4791731813838719,0.7286422722345722,0.6752114369251309,0.6489489267484723,0.026545086054243466,0.6355630907301213,0.43107438517169533
TEa,0.5136528060005958,0.45783163622858136,0.4869836922346634,0.550678955691009,0.5321278522058372,0.5562369090791989,0.5784671775456754,0.4616619081799105,0.5552004247434912,0.6488341073688304,0.507365051057415,0.42770739249471446,0.5004274391015965,0.5912492339923715,0.5328126286086617,0.672284216283897,0.675638413315091,0.6418982642341264,0.5665139339162037,0.4561984273873559,0.6686283770503544,0.8133943415033633,0.8378786202143413,0.7799412275288239,0.6909593835322876,0.47669087502190843,0.6693464195346783,0.5110746630547758,0.0,0.8680739624176087,0.851545715670144,0.822423004456899,0.8864742944753595,0.9012844145715408,0.8636439016997112,0.5227558875834156,0.7208433865866497,0.7169896458950906,0.6477844745994035,0.5397591681159224,0.4612144863562606,0.43868089967567575,0.2911149658338448,0.26636899347226867,0.35772410135668514,0.5215771868998532,0.34240920673406317,0.4375030641939814,0.44448235057930086,0.20286457292184407,0.23915524493518237,0.4301401028286964,0.36992839630253077,0.5444562970286286,0.5560383242924541,0.43944548875381084,0.8548654531808771,0.8016673118196198,0.6909887045408982,0.45802294908973934,0.3885472696703762,0.4378508435761847,0.6206244326991487,0.7702253366656686,0.3193410315482047,0.490938401676747
PERI,0.5316834528478508,0.4941688020252972,0.475796166033911,0.5419103491334603,0.5319478323215483,0.550788062754447,0.5755911494414552,0.43783513180216277,0.519710913814251,0.6010782331623069,0.41291363520827434,0.4571991044105939,0.44016539148077666,0.540574057121234,0.4841853583946876,0.6087989244755395,0.672139708510521,0.7019946567790099,0.638663355905305,0.5350966792726866,0.7606040242303294,0.8105031455323415,0.9074157362892685,0.8955686688367399,0.7372631335177148,0.5079117397042889,0.6665463722161402,0.5512009511476198,0.8680739624176087,0.0,0.8330811214224142,0.7009747993836966,0.7490207690780785,0.8330054625181985,0.7664406902728059,0.5502445760069692,0.7016842893068705,0.6879582860834124,0.6233500374731276,0.5318433398302197,0.45197350203272413,0.5008025706801887,0.33752115698434904,0.3208825749551554,0.4135550597630202,0.5839079082222264,0.3845481900039699,0.44892875106301244,0.5194401410081835,0.2654258846756433,0.25728672032813754,0.45076295992322435,0.39440259944174927,0.4818198729485298,0.47904285838509236,0.5088465669883528,0.67906218505082,0.7330277887591071,0.6496889818836571,0.5175683038806482,0.4430055747857524,0.5061379891115872,0.4925208393895757,0.7092841625707524,0.33931808164052074,0.49710758869816374
ECT,0.5133703034602503,0.4542389675874196,0.5284592334774612,0.5620933851248536,0.5627436424294544,0.5716800439666164,0.5591721356431759,0.5140800599385984,0.6141091253882717,0.6189055548903546,0.44954801710689185,0.5332287658649605,0.5159099812417607,0.46713015467041713,0.5575983644482241,0.6714697592845726,0.510294163921067,0.46998424941506695,0.42710992195188924,0.36157625552493594,0.48037018480767407,0.6051559679472225,0.6670062659763293,0.6320142812956677,0.5004011108814772,0.5901111554299746,0.7590043022444825,0.6242005422994737,0.851545715670144,0.8330811214224142,0.0,0.6497096817968588,0.7179463324671074,0.7026215985755835,0.7905109381551743,0.6260256049348102,0.8035369634156055,0.7410772281113759,0.7031129787306976,0.6097769847391165,0.5276645782692703,0.5214526031773677,0.36905403153672467,0.32234449664374276,0.4164667340684649,0.5598540653419745,0.45265508608422317,0.49418642873956065,0.587594110681185,0.21878338116752633,0.28708048096465055,0.523548664894376,0.4597495053549731,0.4960511754234751,0.5839864342192886,0.5966796410468296,0.7745801000135348,0.6805115472241648,0.5995018298049017,0.41525353275773697,0.5069329386507944,0.5508924458447434,0.5800038261873555,0.6361512732478539,0.39291235726660056,0.3929257903483086
AUDd,0.5343433567740408,0.398873488856456,0.39855895651553974,0.3895836889971451,0.4829008654326009,0.42398096355181275,0.5297532344301289,0.5230497177445135,0.6245224347661752,0.8090054588330915,0.6613114286174806,0.4038959730890577,0.6096680523411104,0.7695680157247183,0.6633662179642256,0.8001542216007568,0.7997038863440751,0.6438086940473265,0.5254486481993718,0.40748203117887294,0.5860328121683426,0.903932680147915,0.8021663854974481,0.6216889855404917,0.695537849819629,0.27481099087011085,0.46071522693236666,0.24390466603880623,0.822423004456899,0.7009747993836966,0.6497096817968588,0.0,0.9786782986261037,0.9677026469677327,0.902369679220967,0.3571146705124331,0.6083548439235029,0.5317572585715787,0.28997082691538684,0.0735179595080467,0.008789907668463912,0.14111818086146888,0.006021029369876928,0.0,0.05549436861529533,0.31224063465202384,0.1438500235591348,0.32597572880783193,0.16093098684956977,0.10575829577324966,0.0,0.12068768636970613,0.20716429961635321,0.5498296495894446,0.44542641275361816,0.19347849235694659,0.768502080457861,0.7388849905297313,0.6635962182028211,0.4542358723782913,0.22873868389213597,0.1934599142019746,0.5379397662245505,0.6943259096355126,0.12736223229908814,0.5276802601087063
AUDp,0.42955436889744514,0.34517809652112724,0.3270590215389006,0.40285108404424064,0.4001045105885979,0.40858062859199984,0.4776086241301887,0.36756099542533266,0.420810513497535,0.6819537276085654,0.5360861452593413,0.2891370451310296,0.45422029820518295,0.6600716124397635,0.5155677905313389,0.7367938623017898,0.7144944808583613,0.587916092380196,0.4703265835817088,0.3195985376460763,0.5623382499140297,0.8700582106699278,0.8058114151809416,0.6506146484073929,0.6436085493282133,0.16845070446262683,0.4187590816895094,0.2080874483905913,0.8864742944753595,0.7490207690780785,0.7179463324671074,0.9786782986261037,0.0,1.0,0.9723820719735515,0.28617106930927594,0.5662761705540679,0.5671541394978463,0.3972906662089233,0.23418924570251085,0.16763814722075626,0.2259668327199081,0.03735464342287315,0.048516515268273525,0.16145979130387567,0.37240308904696,0.16294579356762745,0.3059808628792433,0.16979808070739305,0.13544808330912764,0.10933859399085454,0.1588358907016517,0.15975128455955884,0.5428810465451608,0.5143215168631955,0.16784889286204044,0.9197389724343938,0.8435657832437539,0.6906246166859293,0.30589300772161343,0.11709477920780499,0.14763098875862335,0.6572991625158177,0.8071371943842562,0.12583295723185597,0.47117676681253273
AUDpo,0.5410248445159396,0.47893949106999983,0.3988628560409084,0.4554312100544184,0.5101838869760051,0.49196421439954785,0.5954902092590759,0.4160314083212983,0.40874893564631726,0.7212089952371521,0.5236815283425857,0.43346570743483176,0.4537085228718892,0.706709729610153,0.5276666260258364,0.7205177444620031,0.8043028100563732,0.7107285514458779,0.6140120227280671,0.48762014894308015,0.7113776962318247,0.947558802326792,0.9017596945792838,0.7855679305506879,0.7818508493743309,0.2543996473933705,0.3910515780414019,0.23850726241675396,0.9012844145715408,0.8330054625181985,0.7026215985755835,0.9677026469677327,1.0,0.0,0.9234450468948933,0.35647925554244975,0.5035533201605473,0.593941484741901,0.38393565155121057,0.1620387190167148,0.09645132362619935,0.235691397182217,0.06813114185909215,0.10740180301028383,0.2073798952419637,0.4310439441572448,0.1351597381268769,0.3256666866390404,0.12081120892461054,0.17819042016355027,0.11089645629938812,0.1217319273875332,0.13795800594003732,0.5542002922269845,0.4708935129092781,0.17816145145650397,0.8356107629130056,0.8229800503746597,0.7210620671702186,0.48358191192870964,0.22119316028956984,0.2505950888167624,0.5902266451000178,0.7816989912141646,0.16964309855024426,0.5178427595203008
AUDv,0.4486464062351594,0.35612134350208363,0.4171677288774895,0.4610564114918276,0.45315337945699674,0.46415438181279683,0.48675786347339417,0.5160030132751653,0.6250405073299161,0.6777434931332316,0.5860360950583728,0.4454554832746032,0.5777406658041948,0.6215055757548354,0.598991197515378,0.7360611706876474,0.6398574917801275,0.5469295497217097,0.4481307417570046,0.31025280687466583,0.4963423362971203,0.7728263916984642,0.7365347987698202,0.6120204440662775,0.5639712618311205,0.3907012442349601,0.5971244653424098,0.4099819422824504,0.8636439016997112,0.7664406902728059,0.7905109381551743,0.902369679220967,0.9723820719735515,0.9234450468948933,0.0,0.476643871668677,0.6770492733658825,0.6563668672339321,0.5585161973940435,0.4325911431571392,0.3522125671108279,0.343171699756208,0.19280540626919476,0.16106052346240363,0.2554949978987023,0.4289837156943782,0.27845224599851337,0.36799001764217165,0.31577538933206284,0.152550571898736,0.19054924416781932,0.3068300285443926,0.2884719693073489,0.5780822420784403,0.5816622106179311,0.32708731052691203,0.9231863485911057,0.8415154957079004,0.693953085497776,0.3314431448270943,0.26573841173516577,0.2771831248143303,0.6731209362081103,0.8037685312943841,0.1632942547937044,0.5059109508894104
