,Anatomical Name,Phenotype
0,Amygdala,0.9561895081062184
1,Hippocampus,-0.06869809054624712
2,Caudate,-0.5002544054216314
3,Putamen,-1.8014812630293242
4,Pallidum,0.16612786246098202
5,Thalamus,1.2481163884300028
