,genes
1689,AFF4
1690,FEN1
1691,ANXA11
1692,SLC39A6
1693,INTS3
1694,RPS6KA2
1695,PLXDC2
1696,HSD17B4
1697,KCNIP3
1698,SEMA5B
1699,SNRK
1700,TJP1
1701,AFF3
1702,TMEM126B
1703,JAKMIP2
1704,ENTPD7
1705,UNC5C
1706,IFITM3
1707,KAT7
1708,OBSCN
1709,FRYL
1710,SEMA3A
1711,HSF2BP
1712,FILIP1
1713,MAPKAP1
1714,MKRN2
1715,SLC17A6
1716,CTPS2
1717,TMEM183A
1718,CAMK2N1
1719,CBX7
1720,IKZF2
1721,TBX4
1722,C1QTNF6
1723,ENTPD6
1724,SPOCD1
1725,SYNDIG1
1726,RMDN2
1727,ADCK5
1728,FAM169A
1729,RALYL
1730,ANO2
1731,NWD1
1732,C3orf52
1733,PDE2A
1734,RAF1
1735,RGPD1
1736,RILPL1
1737,STXBP5L
1738,CBR1
1739,JMJD7
1740,MTUS1
1741,B9D1
1742,POLE3
1743,ABTB1
1744,NDUFAB1
1745,CHD8
1746,EML2
1747,AP1S2
1748,HIBCH
1749,SFI1
1750,SLC7A3
1751,SHF
1752,XRCC1
1753,WSCD1
1754,SYTL2
1755,LRRC38
1756,CTDNEP1
1757,CNIH3
1758,RAI1
1759,FBXL13
1760,TRIM24
1761,MOB3B
1762,MTBP
1763,HPGD
1764,CLDN11
1765,AMPH
1766,TOR2A
1767,NAV3
1768,FAM126A
1769,NMNAT2
1770,BBX
1771,PPIL6
1772,IGSF1
1773,CKMT1B
1774,RIN1
1775,DNAH6
1776,PXDN
1777,ACYP2
1778,RCOR2
1779,TRHDE
1780,LMO7
1781,LIMK1
1782,JRK
1783,FAM174A
1784,RPS20
1785,FBXO7
1786,SESN3
1787,ST6GALNAC5
1788,DIRAS2
1789,STRIP1
1790,SORCS1
1791,RGS3
1792,PLS1
1793,CNTLN
1794,SMPD3
1795,INSR
1796,RSF1
1797,CYP2J2
1798,ZFP28
1799,SPARC
1800,RANBP3
1801,LHPP
1802,EPHB3
1803,TTLL12
1804,NFRKB
1805,RHEBL1
1806,PDCL3
1807,ASAP3
1808,SLC30A4
1809,PALM3
1810,VAV3
1811,DIP2B
1812,EPHA10
1813,BMP3
1814,BFSP1
1815,ABCC3
1816,PPP4R4
1817,SKA2
1818,CCDC57
1819,PPP1R14B
1820,PRSS16
1821,FAM228A
1822,TNFAIP1
1823,ATP6V0A1
1824,L3MBTL3
1825,PCDHB4
1826,GNAI1
1827,SAMD5
1828,ZSWIM1
1829,IQCK
1830,TRPM2
1831,MIS18BP1
1832,KIF21B
1833,PCBP4
1834,SUSD2
1835,PAMR1
1836,IDI1
1837,PARM1
1838,STX4
1839,FAT3
1840,GRIN1
1841,MAST3
1842,ACVR1C
1843,ZNF131
1844,SCARF2
1845,DENND4C
1846,BMPER
1847,ST3GAL3
1848,WDR92
1849,PDHX
1850,HEBP1
1851,COQ9
1852,AGER
1853,ACTL6B
1854,ST3GAL4
1855,SEC24D
1856,COG3
1857,ARHGAP44
1858,TRPC1
1859,NUP35
1860,CHCHD7
1861,GALNT14
1862,ATP6V0C
1863,CETN3
1864,SKP2
1865,ACAP3
1866,TMEM64
1867,UCHL1
1868,ROR1
1869,SLC45A1
1870,FIGN
1871,STYK1
1872,PTGES
1873,NXPE3
1874,CREG2
1875,TPT1
1876,UQCRC2
1877,PPFIBP2
1878,TRIM46
1879,LIMA1
1880,ZMYND10
1881,ISG20
1882,TOP3B
1883,CD63
1884,ATP1A3
1885,TBC1D30
1886,TRIM59
1887,DCTN1
1888,RNF144A
1889,AMPD2
1890,ITPR1
1891,ACTN2
1892,PDE3B
1893,NDRG4
1894,C12orf66
1895,CALML4
1896,USP28
1897,RNF145
1898,KCNA4
1899,NTSR2
1900,ERCC2
1901,FNIP1
1902,SMIM7
1903,TMEM169
1904,LINGO3
1905,VPS16
1906,RBPJL
1907,N6AMT1
1908,LRRC56
1909,ME3
1910,FGF5
1911,RPA3
1912,ZNF565
1913,IMP4
1914,DUSP8
1915,SLITRK5
1916,ARHGAP11A
1917,NCALD
1918,MTHFD1
1919,HINFP
1920,GRAMD1B
1921,CRMP1
1922,VPS8
1923,SMC6
1924,TMEM26
1925,BZW1
1926,ORC4
1927,SLC7A2
1928,TMEM255B
1929,ELMOD1
1930,DNAJC3
1931,CDH20
1932,AP2A2
1933,INSM1
1934,FAM117B
1935,ZNF667
1936,BCR
1937,TMEM181
1938,DCC
1939,CYB5B
1940,KCNAB1
1941,AQP11
1942,FAM155B
1943,POPDC3
1944,GOLGA7B
1945,EP300
1946,GTF2I
1947,IRF2BP1
1948,LAMTOR4
1949,NSF
1950,ANKRD49
1951,RYR3
1952,RABL6
1953,EML1
1954,LRP6
1955,AXIN1
1956,LRFN1
1957,DCTPP1
1958,EMX2
1959,CSNK2A2
1960,GTF2IRD1
1961,ARHGAP30
1962,WEE1
1963,DTWD1
1964,GBA2
1965,RASSF7
1966,PARD6A
1967,PDE9A
1968,SLC35E1
1969,ADAMTS16
1970,TMEM141
1971,ENOX1
1972,CRYL1
1973,CREG1
1974,RASSF1
1975,PTBP2
1976,PCOLCE2
1977,FSIP1
1978,CFTR
1979,TMEFF2
1980,TNFRSF25
1981,KIT
1982,KCNH5
1983,TRAM1L1
1984,ACER3
1985,EP400
1986,VAV1
1987,RALGPS2
1988,ZIK1
1989,KCNJ12
1990,CDC42EP3
1991,DSCC1
1992,STOML1
1993,COX10
1994,CDIPT
1995,TRAIP
1996,INPP5B
1997,RTN4RL1
1998,ABI2
1999,AARS2
2000,TM4SF1
2001,PGM5
2002,NPTX1
2003,TMEM97
2004,FBXL8
2005,ZFPM2
2006,LRP8
2007,TAPBP
2008,NOD2
2009,FBXL17
2010,CDH1
2011,CYP7B1
2012,KIF24
2013,LPL
2014,ZBTB34
2015,TMEM167A
2016,THRA
2017,RPGRIP1L
2018,MTA3
2019,GAK
2020,SETD1A
2021,MAB21L1
2022,STRN4
2023,SPHK2
2024,TOLLIP
2025,PYGB
2026,RCAN1
2027,RASSF3
2028,MPPED2
2029,IDH2
2030,STX1B
2031,EXOC6
2032,SS18L1
2033,MMD
2034,PDHB
2035,MYO15A
2036,L3MBTL2
2037,METTL18
2038,FDPS
2039,HDAC1
2040,AMDHD1
2041,ADCY7
2042,PFAS
2043,NHEJ1
2044,RBBP5
2045,SON
2046,GJC1
2047,DGKZ
2048,NAA16
2049,C2orf80
2050,PTH2
2051,TMEM178A
2052,SLC26A8
2053,ING3
2054,RGMA
2055,SCOC
2056,TOX2
2057,AK7
2058,SLC5A8
2059,TTYH3
2060,GALNT12
2061,CDNF
2062,TLE2
2063,PRUNE2
2064,SPTAN1
2065,GPR88
2066,SPOP
2067,ST8SIA5
2068,PTGES2
2069,RIMS1
2070,GLIS3
2071,ARHGAP6
2072,ZNF821
2073,CA11
2074,ILDR2
2075,DPY19L1
2076,STOX2
2077,PPP1R12C
2078,FBXO25
2079,MAEL
2080,PTEN
2081,TSPO
2082,CCDC34
2083,PER1
2084,HCN1
2085,DEPTOR
2086,SART3
2087,TASP1
2088,DDX1
2089,DLL4
2090,HS3ST4
2091,PCSK2
2092,NPAT
2093,LPCAT2
2094,NUAK1
2095,NCOA1
2096,POLE4
2097,EFNB3
2098,NOL10
2099,MAP3K6
2100,TTC7B
2101,MTFR1
2102,PLCH1
2103,BTBD3
2104,GNAI2
2105,TMEM203
2106,PPP1R32
2107,CTNNB1
2108,RIF1
2109,PDRG1
2110,HACL1
2111,TDO2
2112,ABCD3
2113,OGDHL
2114,ANXA2
2115,ADRA2C
2116,SLC6A9
2117,CTBS
2118,CD99L2
2119,BEND3
2120,NDFIP1
2121,YBX2
2122,PIFO
2123,SUV39H1
2124,PTPRR
2125,CTSO
2126,GPR158
2127,ZWINT
2128,CYB561
2129,CACNB4
2130,SERPINH1
2131,MAP4K2
2132,MBOAT1
2133,TBC1D16
2134,PHYHD1
2135,COX6A2
2136,CD200
2137,DCLK2
2138,SMC4
2139,DPP6
2140,MAFK
2141,CRYBB1
2142,PER3
2143,FSTL5
2144,CACNA2D4
2145,DNAAF2
2146,ARIH1
2147,ROBO1
2148,AKAP12
2149,TRIM41
2150,TMBIM4
2151,CDH2
2152,ANKRD26
2153,ZAR1L
2154,BBS4
2155,GCLC
2156,NCEH1
2157,ZCCHC12
2158,ZFYVE28
2159,CDC40
2160,NUDCD3
2161,DGCR8
2162,DYNC2H1
2163,ITGAV
2164,ABLIM1
2165,USP37
2166,RGL1
2167,YWHAH
2168,CRLS1
2169,ZC3H12C
2170,GRIP2
2171,ZNF519
2172,CXADR
2173,PJA1
2174,NOG
2175,SLC9A5
2176,ICA1L
2177,REPS2
2178,NTN4
2179,TUBGCP6
2180,DUSP18
2181,TBC1D20
2182,FAM163B
2183,TH
2184,SRC
2185,NMI
2186,RHBDD2
2187,ACSL4
2188,GARNL3
2189,CRIP1
2190,NEURL4
2191,WNT10A
2192,ABTB2
2193,EGFR
2194,RNF168
2195,MRPL43
2196,ETV6
2197,GIPR
2198,DENR
2199,DSCAM
2200,SYNGR1
2201,NUFIP1
2202,SULT2B1
2203,ASIC2
2204,FANCL
2205,SLC52A3
2206,TRAPPC10
2207,SLX4IP
2208,EZH2
2209,INF2
2210,FAM114A1
2211,SLC25A5
2212,EBP
2213,ARHGAP32
2214,SLC25A17
2215,EHD2
2216,N4BP3
2217,MBTPS1
2218,ZBBX
2219,TOMM34
2220,ABLIM2
2221,PGM2L1
2222,BICD1
2223,ARHGEF17
2224,PAQR8
2225,CYP46A1
2226,STPG1
2227,PCDH19
2228,STEAP2
2229,PPFIBP1
2230,ZBTB7B
2231,FAT4
2232,IER3
2233,ZMIZ2
2234,WDR44
2235,RPRD2
2236,CMPK2
2237,CLPTM1
2238,IFFO2
2239,AGO4
2240,MMP17
2241,GRM8
2242,GPATCH2
2243,CXXC5
2244,ID4
2245,PRSS50
2246,LAMP5
2247,INPP4A
2248,FAM171A2
2249,POMK
2250,DMTN
2251,LMTK2
2252,SEMA7A
2253,KBTBD11
2254,AP3S1
2255,EPHB6
2256,FKBP2
2257,SHC3
2258,PRL
2259,TENM4
2260,SHROOM4
2261,SYT5
2262,PIP5K1C
2263,MTAP
2264,MGAT4B
2265,AGTPBP1
2266,DEK
2267,TCF4
2268,DGKB
2269,RGCC
2270,GRM4
2271,CAT
2272,GPR149
2273,NUDT22
2274,GM2A
2275,ABHD6
2276,HELLS
2277,SMARCD3
2278,RRAD
2279,NEK11
2280,TSPAN7
2281,BRMS1L
2282,E2F3
2283,DMRT2
2284,PLCB2
2285,KCNH2
2286,CES5A
2287,RPF2
2288,PRELID1
2289,FRMPD4
2290,ASAP2
2291,SPHKAP
2292,ABCD1
2293,ZNF146
2294,ERMP1
2295,LMNB1
2296,CEP78
2297,DLG5
2298,SLC30A3
2299,SOX14
2300,RUNX1T1
2301,FAM160A1
2302,PCSK9
2303,NEU1
2304,ARMCX6
2305,GRIN2C
2306,PDZD2
2307,ANKRD34A
2308,GNPTG
2309,FRMD5
2310,ENPP5
2311,TEAD4
2312,TMEM72
2313,TRAPPC6B
2314,POP4
2315,YARS2
2316,PROK2
2317,THAP7
2318,EIF4G3
2319,POLR2F
2320,HMMR
2321,PRDM16
2322,TBC1D22B
2323,UBXN8
2324,NRXN2
2325,GABBR1
2326,CA10
2327,MYB
2328,EGFLAM
2329,ABCG4
2330,PGAP3
2331,NCAPG2
2332,ZDHHC20
2333,SLC25A37
2334,PAPPA
2335,TMEM163
2336,KLF10
2337,LMCD1
2338,KHDC1L
2339,PCLO
2340,RFT1
2341,GADL1
2342,ALDH1B1
2343,SCD
2344,LRRC73
2345,RASL10B
2346,TMEM230
2347,SGCD
2348,NBAS
2349,ZNF593
2350,SGIP1
2351,CRIP3
2352,AFF1
2353,BCOR
2354,MICAL2
2355,TCF7L2
2356,CBLB
2357,MEPCE
2358,TNFAIP6
2359,GNG4
2360,DPH6
2361,DAGLA
2362,R3HDM1
2363,ATCAY
2364,B3GALT1
2365,ANKRD2
2366,WBP2
2367,CDH10
2368,CBFA2T3
2369,ACVR2B
2370,HSPBP1
2371,CAMK2B
2372,SPR
2373,NCOA3
2374,EGR1
2375,ATP6AP1
2376,CPM
2377,ENC1
2378,RCBTB1
2379,BUB1
2380,SLCO3A1
2381,PDE10A
2382,KCNQ5
2383,FAM189A1
2384,HCN4
2385,WDR60
2386,ARG2
2387,SYCP1
2388,EPCAM
2389,BAHD1
2390,HMOX1
2391,TMEM65
2392,ADAMTS2
2393,MYO18B
2394,SYNM
2395,CENPJ
2396,UBE2R2
2397,ARRDC2
2398,AMPD3
2399,MAN2B2
2400,PHB
2401,TMEM198
2402,PCDH10
2403,SPRY4
2404,GRIN2D
2405,USF1
2406,CTDSP2
2407,SLC5A1
2408,ARTN
2409,MTRF1L
2410,PAX2
2411,ZNF287
2412,TRMT44
2413,SV2A
2414,ELAVL2
2415,LAMA1
2416,ATP6V1H
2417,FAM133B
2418,SNTA1
2419,SYT14
2420,KITLG
2421,POP7
2422,EPC1
2423,TTC3
2424,NUP188
2425,STMN1
2426,KLHL41
2427,TMED10
2428,SLC25A4
2429,FAM155A
2430,NUP210
2431,IGF2BP2
2432,CERCAM
2433,ARL5B
2434,EGF
2435,DNMT3A
2436,ITCH
2437,TINCR
2438,SDC4
2439,RNF25
2440,PICALM
2441,LHX9
2442,NGLY1
2443,TFB1M
2444,FDFT1
2445,NTRK1
2446,RHOA
2447,EPS8
2448,HIGD1A
2449,TMEM240
2450,SLC35F3
2451,IQCC
2452,SNAI2
2453,IGSF11
2454,KATNAL2
2455,RBM24
2456,GRIPAP1
2457,SFT2D2
2458,SESN1
2459,CABIN1
2460,ALKBH4
2461,GPAT2
2462,TRAPPC11
2463,PEPD
2464,JAK2
2465,GSE1
2466,PPP1R16B
2467,ZNF341
2468,ATG16L1
2469,MTUS2
2470,LRRK2
2471,MVK
2472,KIF3B
2473,STK36
2474,SLC41A3
2475,HEYL
2476,FRS3
2477,SPOCK2
2478,IL17D
2479,MAST2
2480,LRFN3
2481,BZW2
2482,METTL14
2483,MRPS24
2484,USP45
2485,SMPD1
2486,DUT
2487,PTPN2
2488,ZNF488
2489,SPINT1
2490,PCBP2
2491,SSTR1
2492,ARHGEF33
2493,CHST12
2494,FAM20A
2495,RGS2
2496,TGFBR1
2497,UBL3
2498,CSMD1
2499,ARF3
2500,INPP5A
2501,MAMDC2
2502,CDAN1
2503,MAPK9
2504,SYN1
2505,FRMD8
2506,KCNH3
2507,SLC1A1
2508,BIN3
2509,WNT6
2510,EXT1
2511,USP27X
2512,TMEM232
2513,CTDSPL
2514,ANO5
2515,PCDH17
2516,HNRNPK
2517,TNC
2518,ANKEF1
2519,ZNF358
2520,HSBP1L1
2521,RIMS4
2522,SEMA5A
2523,ST7
2524,ITGB1
2525,NAALAD2
2526,STAM2
2527,STAMBP
2528,TIMM10B
2529,DLL3
2530,MYH10
2531,PLK2
2532,RYR2
2533,RAB27B
2534,CCDC160
2535,LY6E
2536,NLGN2
2537,TMPO
2538,CACHD1
2539,RPS6KA5
2540,CDH8
2541,KREMEN1
2542,TWF2
2543,CS
2544,LRP2
2545,MDH1
2546,VANGL2
2547,HEBP2
2548,CACNG4
2549,CSNK1G1
2550,AP1S1
2551,DSTN
2552,SLMAP
2553,CYBRD1
2554,CAMK2A
2555,B3GNT4
2556,IGFBPL1
2557,ACD
2558,ATXN7L1
2559,SS18
2560,PRDM10
2561,CENPE
2562,PLEKHA5
2563,NPHS1
2564,STAC2
2565,POLD4
2566,HCN3
2567,COMTD1
2568,COX6B1
2569,IRF6
2570,LIN7A
2571,PBX3
2572,ENO4
2573,PEBP4
2574,ADIPOR2
2575,ZFAND6
2576,COL23A1
2577,NRBP1
2578,PRKCZ
2579,CHML
2580,IKBIP
2581,NUP93
2582,FSTL4
2583,ANKRD6
2584,TACR3
2585,NELL1
2586,NR1D2
2587,RC3H2
2588,LZTR1
2589,HNRNPR
2590,DUSP5
2591,ZMYM3
2592,PTPRF
2593,CAPS2
2594,HR
2595,NPAS2
2596,TMEM140
2597,ANKRD34B
2598,CACNA1D
2599,AP1M2
2600,RHCE
2601,NECAB3
2602,PPP1CB
2603,ABHD12B
2604,LRRN3
2605,VAMP8
2606,TNRC6A
2607,EYA3
2608,CKAP5
2609,KIF18A
2610,CAMKMT
2611,CDK2AP1
2612,GBX2
2613,PDLIM2
2614,PCDHB7
2615,SNX25
2616,CEP152
2617,MORN4
2618,SYT16
2619,COX5A
2620,ERAP1
2621,BID
2622,SPTSSB
2623,CLUAP1
2624,PI16
2625,ITGB8
2626,GPR162
2627,GJC3
2628,RASGRP1
2629,YEATS2
2630,TOR1A
2631,PTBP3
2632,MRPS15
2633,SERPINI1
2634,SP4
2635,ABCG1
2636,ACP2
2637,C5
2638,RPL21
2639,NUMB
2640,ABHD17C
2641,LCMT1
2642,RNF8
2643,DGKE
2644,PCDHGB5
2645,NPY1R
2646,CCDC40
2647,DDX25
2648,CHM
2649,CAMTA2
2650,PRKACB
2651,POU6F1
2652,AGMO
2653,STX3
2654,KIF16B
2655,SVIP
2656,DMBX1
2657,RSPO2
2658,TMEM170B
2659,CHST10
2660,MAPKAPK2
2661,AK5
2662,CAPN12
2663,GAL
2664,KATNB1
2665,NGFR
2666,EFNA3
2667,ABR
2668,METTL15
2669,ZDHHC16
2670,TES
2671,TRIM9
2672,JADE2
2673,EFR3A
2674,ESYT1
2675,TEF
2676,COL4A5
2677,L2HGDH
2678,FAM43B
2679,RASL12
2680,MYLIP
2681,MCCC2
2682,GPR139
2683,PPIF
2684,ZNF212
2685,TNFRSF21
2686,KCNN3
2687,ZFP69
2688,SERBP1
2689,EML5
2690,TM7SF3
2691,SPATA13
2692,ERLIN1
2693,ABL2
2694,GRHL1
2695,SLC6A11
2696,PLEKHG1
2697,PCOLCE
2698,ABHD5
2699,IGLON5
2700,VIT
2701,TBC1D32
2702,ZFAND4
2703,RILP
2704,RBM15
2705,PHAX
2706,VANGL1
2707,SLC37A3
2708,TACSTD2
2709,TEX15
2710,CCDC103
2711,TGS1
2712,FIBP
2713,WDR18
2714,ARHGAP12
2715,IFI44
2716,CAP1
2717,ELOVL7
2718,HK1
2719,SORCS3
2720,HLF
2721,ZNF106
2722,DTX2
2723,PRSS12
2724,ASAP1
2725,KHDRBS2
2726,ZIC4
2727,VIM
2728,MME
2729,UHRF1BP1
2730,EGR2
2731,TTC33
2732,MYBPC1
2733,PPP1R21
2734,CIDEA
2735,FUNDC2
2736,EFCC1
2737,RINL
2738,USP7
2739,PSMC5
2740,FGFR1
2741,DLGAP1
2742,ROCK2
2743,HS6ST2
2744,SPATA6
2745,ITM2C
2746,CALY
2747,CEP170B
2748,POLG
2749,DDR1
2750,KIAA1549
2751,CALCOCO1
2752,TMEM242
2753,ATIC
2754,KIAA0319L
2755,ZNF219
2756,PGD
2757,AMER3
2758,MAP3K4
2759,TXNDC17
2760,GUCY1A2
2761,PPEF1
2762,MAP4K3
2763,GGA2
2764,GEMIN6
2765,AQP4
2766,STK38
2767,HOGA1
2768,EXTL3
2769,PPHLN1
2770,C1GALT1C1
2771,CENPM
2772,CRIM1
2773,SORBS1
2774,RGMB
2775,ASXL3
2776,HECTD4
2777,GNG5
2778,MAP2K4
2779,AKT2
2780,PRKCB
2781,GSG1L
2782,PTPRT
2783,TRIO
2784,SEMA6A
2785,RGS20
2786,GMEB1
2787,CDH3
2788,RAI2
2789,SYT10
2790,MGST3
2791,PIAS2
2792,POLR3D
2793,TSPAN17
2794,PCM1
2795,LPCAT4
2796,TCF3
2797,REV1
2798,NAP1L2
2799,NUDT14
2800,TLE4
2801,NPY5R
2802,MPP3
2803,SPEN
2804,CPS1
2805,TSTD2
2806,VGF
2807,KIF17
2808,FAM229B
2809,SPRED2
2810,DOK1
2811,NINJ2
2812,CCDC110
2813,CSF1
2814,HES5
2815,AGTR2
2816,TRIB2
2817,NANOS3
2818,SCPEP1
2819,SIX3
2820,BRSK1
2821,PNMA2
2822,ARHGAP10
2823,CLSTN1
2824,PAK3
2825,IGSF9
2826,COBL
2827,WSCD2
2828,REM2
2829,LRRC43
2830,HHATL
2831,FIG4
2832,DNAJB1
2833,KCTD16
2834,XKR6
2835,AKAP1
2836,ADCY5
2837,DIO2
2838,BTRC
2839,CCNA2
2840,FAM43A
2841,KLHL22
2842,PPIC
2843,PMEPA1
2844,DHRS13
2845,PPIB
2846,GPX3
2847,PON3
2848,AVEN
2849,UBN1
2850,GLT1D1
2851,SMIM13
2852,LIG3
2853,ACTN4
2854,DOK6
2855,KLHL42
2856,LHFPL3
2857,DENND1C
2858,MAGI1
2859,FIGNL2
2860,LBH
2861,SMIM1
2862,PWWP2B
2863,CCSER1
2864,RERG
2865,MUC15
2866,HECW2
2867,PDCD10
2868,RGS11
2869,SHD
2870,GXYLT2
2871,PARP16
2872,PDLIM5
2873,UNG
2874,TRIM45
2875,HSCB
2876,PPFIA3
2877,SUSD1
2878,OPTN
2879,UBQLN1
2880,TMEM121
2881,TRPC4
2882,SCG2
2883,CLSTN3
2884,MYBL1
2885,TUBG2
2886,LRRC4B
2887,SSX2IP
2888,ERMAP
2889,E2F5
2890,MCF2
2891,MICU3
2892,ARHGAP33
2893,LBX1
2894,SETD5
2895,TDRKH
2896,FUCA2
2897,BNIP3
2898,ASTN1
2899,DPYSL3
2900,GRID2
2901,KCND3
2902,STK19
2903,TMEM59L
2904,PPM1H
2905,SIPA1L2
2906,CHN1
2907,TXNRD2
2908,PLCB4
2909,ALDH7A1
2910,CADM1
2911,NDFIP2
2912,ASPDH
2913,N4BP2L1
2914,NPSR1
2915,GPR160
2916,SLC36A1
2917,SMG7
2918,TMEM220
2919,ZNF516
2920,MPST
2921,SLIT3
2922,SORBS2
2923,DLX5
2924,ADAM19
2925,SOGA1
2926,PANK1
2927,LIX1
2928,FZD5
2929,PDGFC
2930,ETNK1
2931,SBNO1
2932,MFSD6
2933,LRRTM4
2934,SDHB
2935,DNAH14
2936,TIMM17A
2937,LRTOMT
2938,UBQLN4
2939,USB1
2940,TACC1
2941,IQCB1
2942,ARHGEF4
2943,CDC42SE2
2944,DHX36
2945,MCTP2
2946,KCNJ11
2947,SPCS3
2948,STK33
2949,MGST2
2950,DMRTA2
2951,ETNK2
2952,PIGP
2953,ZFR2
2954,POLR3F
2955,CHRNA10
2956,PCBP3
2957,CORO6
2958,CARF
2959,SECISBP2
2960,RAB3IP
2961,LENG9
2962,SORCS2
2963,TRIM71
2964,PRR15
2965,PBX2
2966,C11orf87
2967,PRMT2
2968,BSPRY
2969,NLRX1
2970,WRNIP1
2971,UBTD2
2972,KANSL2
2973,TSPAN8
2974,TRADD
2975,GBP2
2976,FN3K
2977,TMEM165
2978,PTPRE
2979,PMM2
2980,SH3BP4
2981,SEMA3F
2982,TRRAP
2983,BRD7
2984,NPHP4
2985,FNDC9
2986,SETD3
2987,GTF2F1
2988,LZTS3
2989,PPP2R2B
2990,SLC6A17
2991,PNMT
2992,ATP6V1G2
2993,RCAN3
2994,PTPRO
2995,CEP89
2996,SPAG9
2997,DBT
2998,GLRX
2999,CA13
3000,STBD1
3001,CCDC141
3002,TMEM237
3003,KAZALD1
3004,TRIM32
3005,CALB2
3006,TMEM44
3007,PDZRN3
3008,METRN
3009,PSMA1
3010,ADCYAP1
3011,SLC25A14
3012,SLK
3013,NSDHL
3014,GREB1L
3015,KCNT1
3016,NEXN
3017,OSBPL2
3018,TMEM86B
3019,NUP88
3020,XRCC6
3021,MSANTD4
3022,CHMP6
3023,CARHSP1
3024,MGAT5
3025,C11orf80
3026,GRIN3A
3027,ARVCF
3028,NPTX2
3029,TMEM177
3030,PRKCI
3031,WNT5A
3032,KCNS2
3033,SLC16A7
3034,GPC1
3035,NPPC
3036,PTPRH
3037,PDHA1
3038,SHISA9
3039,GPR153
3040,ENDOD1
3041,KDM5B
3042,SOX13
3043,RASSF8
3044,ARHGAP9
3045,ITPKA
3046,PMM1
3047,PHC3
3048,GIT1
3049,SOCS1
3050,RPS6KC1
3051,MAPK13
3052,SEC11C
3053,XRN1
3054,MPEG1
3055,BCHE
3056,HTR7
3057,ZC3HAV1
3058,ALDH1L2
3059,ALS2CL
3060,GPR161
3061,ASIC4
3062,AKTIP
3063,ATXN1
3064,F12
3065,FBLN5
3066,TMEM241
3067,DDX11
3068,KCTD9
3069,ITGB1BP1
3070,ARHGEF16
3071,DCAF10
3072,CHD7
3073,NUP98
3074,CEP120
3075,ANKRA2
3076,ATXN7L3
3077,CRYM
3078,SLC39A14
3079,CCDC88A
3080,MEIS3
3081,TMTC2
3082,CNTN5
3083,IGFBP5
3084,CTTNBP2NL
3085,DLGAP3
3086,DPF1
3087,STRBP
3088,LRBA
3089,PLCD3
3090,GNG2
3091,FAM171A1
3092,SYNE1
3093,MAPK7
3094,DDHD1
3095,RDM1
3096,P2RX5
3097,RIC8B
3098,SYT9
3099,FXN
3100,NGEF
3101,EFHC1
3102,PDK2
3103,CAST
3104,RASD2
3105,CCDC136
3106,APC
3107,PIAS1
3108,SPHK1
3109,PTGFR
3110,RARRES2
3111,TFIP11
3112,TNPO3
3113,VTA1
3114,HERC4
3115,PKIB
3116,NPAS4
3117,TIMP2
3118,MARK4
3119,DCAF15
3120,GTDC1
3121,FAM217B
3122,ZNF423
3123,SETDB2
3124,NSUN2
3125,ILKAP
3126,HERC1
3127,EIF2AK4
3128,CCDC158
3129,MRPS12
3130,TMEM215
3131,CDPF1
3132,AVIL
3133,PARP11
3134,MANBAL
3135,AP2M1
3136,KLHDC8A
3137,ARMC9
3138,PLEKHG5
3139,IGFBP3
3140,TULP2
3141,ZNF205
3142,DLG3
3143,SETBP1
3144,KLHL2
3145,CAMK2D
3146,CD81
3147,CALN1
3148,OTOF
3149,HPS3
3150,RANBP17
3151,PCDH20
3152,USP50
3153,ZC3HAV1L
3154,RASGRF2
3155,DDX54
3156,FANCM
3157,RDX
3158,SCAMP5
3159,KIAA1614
3160,SGCB
3161,ZFP2
3162,PLOD3
3163,RDH12
3164,EIF3E
3165,TMEM145
3166,RAC3
3167,PDPR
3168,ATP7B
3169,SMAP2
3170,CACNA1C
3171,HOMER1
3172,TRAF2
3173,SOD1
3174,NR4A2
3175,BAG3
3176,MAGI3
3177,EPS15L1
3178,APBA2
3179,ASB6
3180,KCNJ8
3181,GCNT1
3182,BDNF
3183,BDH2
3184,TRIM17
3185,MN1
3186,LSM4
3187,CACNG8
3188,PLK1
3189,HCRTR2
3190,SLC35B1
3191,ABCA1
3192,SNAPC3
3193,ANXA4
3194,RASGRF1
3195,PDE7B
3196,ZNF502
3197,CCDC121
3198,SUOX
3199,MAGT1
3200,CHID1
3201,BCLAF1
3202,CALB1
3203,TSPYL2
3204,AEBP1
3205,DACH2
3206,ID3
3207,SIRT5
3208,TAF1C
3209,APIP
3210,PTPN13
3211,TRPM7
3212,DNM1
3213,THSD4
3214,HUNK
3215,FCHSD2
3216,VSNL1
3217,CDCA7L
3218,MET
3219,ALDH3A2
3220,LRP3
3221,PWWP2A
3222,TRIM65
3223,GSTO2
3224,SOX5
3225,GFPT2
3226,ESYT3
3227,NPM3
3228,ZBTB11
3229,CIB1
3230,FGFR2
3231,ANXA3
3232,LSM11
3233,TUBB4B
3234,SETD4
3235,ZNF174
3236,MAPK8IP2
3237,IQCA1
3238,SNTB2
3239,PEX2
3240,GOT2
3241,ZSWIM7
3242,ARHGAP5
3243,VPS51
3244,NECAB1
3245,EFCAB6
3246,RAP2B
3247,RAD9A
3248,PDYN
3249,ATR
3250,LGI1
3251,MLLT3
3252,FLRT2
3253,LRSAM1
3254,EMID1
3255,SC5D
3256,NEFH
3257,IYD
3258,DZANK1
3259,IMPG2
3260,TRNP1
3261,MBD3
3262,GUF1
3263,TMEM117
