,genes
3264,SRGAP3
3265,WDR1
3266,MR1
3267,SEMA6C
3268,MSH2
3269,CDK6
3270,PRKCH
3271,DDX51
3272,TUBA1B
3273,RAPGEF3
3274,PRICKLE2
3275,TAC3
3276,DCXR
3277,ADAM10
3278,PHC1
3279,TMEM128
3280,PLCXD3
3281,FMN1
3282,SRF
3283,UIMC1
3284,PLD1
3285,CACNB2
3286,FAM98A
3287,TUBB3
3288,TXNDC16
3289,FAM78B
3290,MUSK
3291,OSTF1
3292,PASK
3293,SLC38A3
3294,GFOD2
3295,BLOC1S2
3296,PPP3CA
3297,NEGR1
3298,AXIN2
3299,ZDHHC22
3300,PGBD1
3301,VRK1
3302,NETO1
3303,FKRP
3304,KISS1R
3305,TBC1D25
3306,CPNE6
3307,CEBPB
3308,GFOD1
3309,LDOC1
3310,COL18A1
3311,PRPS2
3312,ADAMTS19
3313,LYSMD2
3314,GABRG3
3315,BOC
3316,RGS17
3317,TMEM178B
3318,MYL6
3319,NCAPG
3320,BRI3
3321,ZC3H12B
3322,DCPS
3323,RTKN2
3324,PLEKHF1
3325,IFT43
3326,CARD6
3327,FRMD6
3328,FREM1
3329,LEO1
3330,PDLIM7
3331,GRIA2
3332,FAM135B
3333,ZMYM2
3334,TNK2
3335,RCN2
3336,ELF2
3337,SNX9
3338,SAMD4A
3339,EIF1AX
3340,KLF6
3341,ZNF629
3342,KLF9
3343,CNTNAP3
3344,DISP2
3345,BATF3
3346,MAPK12
3347,PSENEN
3348,SENP7
3349,KCNJ4
3350,MRS2
3351,KCNK3
3352,DDX41
3353,MTF2
3354,CRB2
3355,BEND7
3356,MOSPD2
3357,ARAP2
3358,PLS3
3359,KDR
3360,MKRN1
3361,CDK20
3362,MAP4
3363,ANGPTL2
3364,UPP2
3365,NUDT1
3366,GPATCH2L
3367,ASIC1
3368,SRPK2
3369,TTC8
3370,DOK4
3371,FJX1
3372,NTS
3373,KIAA0232
3374,MDH1B
3375,IGDCC3
3376,LIPG
3377,MYT1
3378,TCAP
3379,SLC23A2
3380,ADM
3381,PUS1
3382,ICMT
3383,RAB26
3384,GCNT4
3385,THNSL1
3386,TMEM8B
3387,PTK2B
3388,METTL16
3389,SIK2
3390,CPQ
3391,TNIK
3392,MAP1LC3B
3393,GABRA4
3394,TBC1D8
3395,FAM131B
3396,VIPR2
3397,TMEM196
3398,YEATS4
3399,CCT7
3400,NHLRC3
3401,SLC25A34
3402,SEMA4G
3403,ZBTB10
3404,DDB2
3405,ZBTB16
3406,KLHL18
3407,SLC12A2
3408,CIART
3409,OVGP1
3410,KIRREL2
3411,PPP1R1B
3412,LY6H
3413,CHORDC1
3414,SLCO2A1
3415,SRPK1
3416,KHNYN
3417,TLL1
3418,SH3BP5L
3419,SLC9A9
3420,PLEKHF2
3421,HS3ST2
3422,UTP23
3423,SLC2A9
3424,DCDC2
3425,ST6GALNAC3
3426,KAT8
3427,POMP
3428,ANKRD9
3429,FLOT1
3430,P4HTM
3431,FBXL20
3432,ABCA9
3433,TMEM158
3434,TRMT2B
3435,SALL3
3436,TMEM14C
3437,RRAS2
3438,FOXJ3
3439,DCAF7
3440,PPP1R36
3441,PCDHB6
3442,ADAMTS3
3443,CREB3L3
3444,PLGRKT
3445,STON2
3446,CCDC120
3447,ZMYND19
3448,KDM7A
3449,NCAN
3450,ZNF778
3451,PLAGL1
3452,WDR35
3453,CERS6
3454,P2RY1
3455,ARMC7
3456,SPIRE2
3457,KIF6
3458,WNT5B
3459,ZNF770
3460,XYLT2
3461,TSPAN5
3462,SH3D19
3463,HABP4
3464,RIMS3
3465,WDR19
3466,PDIA5
3467,BRWD1
3468,MAPK8IP1
3469,FGD1
3470,MLXIP
3471,GTF3C1
3472,KANSL1
3473,SRRM4
3474,FGF14
3475,KCTD1
3476,TGFBR2
3477,BCL6
3478,ZNF226
3479,TMEM164
3480,LDB2
3481,BRSK2
3482,ABHD2
3483,ADAM12
3484,CD3EAP
3485,ADSL
3486,MAN1C1
3487,RTF1
3488,ACSF2
3489,LRRC27
3490,ASF1A
3491,MON1A
3492,B3GAT1
3493,HDAC11
3494,LYRM7
3495,TRAK1
3496,ATN1
3497,HPCA
3498,PMP22
3499,GRM1
3500,APOL2
3501,ZNRF3
3502,PLOD1
3503,ANXA6
3504,FAM216B
3505,ULK3
3506,EEFSEC
3507,RNF128
3508,GTF2A1
3509,SMAD9
3510,PCTP
3511,VSTM5
3512,PROX1
3513,PTPRN
3514,TPGS1
3515,TRIM37
3516,CAMSAP2
3517,RESP18
3518,UNC79
3519,PER2
3520,CHMP2B
3521,TSPAN13
3522,CFLAR
3523,NMRK1
3524,COPZ2
3525,RRP12
3526,LRRTM3
3527,ACSL3
3528,ENKD1
3529,ABCD2
3530,DNAJB4
3531,NAPA
3532,MAST1
3533,NDUFA8
3534,TK1
3535,RILPL2
3536,GPRIN3
3537,TACR1
3538,DPYD
3539,KCNK12
3540,TRIM36
3541,DCBLD1
3542,SDCCAG8
3543,TMEM74B
3544,PRKG2
3545,KCNMB2
3546,FABP3
3547,CORT
3548,YWHAG
3549,DDX20
3550,HIP1R
3551,ZYG11B
3552,ODF2
3553,SNCG
3554,NRG3
3555,RFXAP
3556,ATP6V0E2
3557,BCL11B
3558,CTXN3
3559,FBXO11
3560,TSPAN9
3561,PABPC4
3562,ELOVL4
3563,RSRC1
3564,STOML2
3565,BTBD16
3566,ABCA3
3567,CHRNB3
3568,SYNE4
3569,RARB
3570,CDC42EP2
3571,CPEB1
3572,ATF7IP
3573,FREM2
3574,RBBP4
3575,RASGEF1C
3576,BASP1
3577,LIPA
3578,BDP1
3579,SMARCA2
3580,SCRT1
3581,ASGR1
3582,EDRF1
3583,AFTPH
3584,ARHGDIG
3585,TGM3
3586,BEND5
3587,ARRB2
3588,POLR3H
3589,TMX1
3590,SPDL1
3591,TCF19
3592,SHC4
3593,TMEM62
3594,ICAM5
3595,CYLD
3596,RNMT
3597,MPP2
3598,DDN
3599,RAPGEF2
3600,BLCAP
3601,NXPH2
3602,PTGR1
3603,AGFG2
3604,MSANTD3
3605,C6orf47
3606,PRELID2
3607,IL1RAPL1
3608,NAB1
3609,GABRB1
3610,ABHD8
3611,RGS12
3612,MPHOSPH9
3613,TMEM130
3614,UBL7
3615,DAD1
3616,BARHL1
3617,VARS2
3618,MBD2
3619,THUMPD2
3620,RNASEH2B
3621,RPUSD3
3622,ALG8
3623,ENTPD3
3624,EXOC1
3625,ZCWPW1
3626,POU2F2
3627,SCCPDH
3628,KCNK2
3629,SAMD11
3630,MOV10
3631,MYO9A
3632,SPATS2
3633,TFAP2D
3634,GPATCH8
3635,DYNC2LI1
3636,NEUROD2
3637,SNRPA1
3638,CTCF
3639,RDH10
3640,MTHFD2
3641,ROMO1
3642,MFSD12
3643,HCN2
3644,DENND1A
3645,RELB
3646,SDHA
3647,SKIL
3648,LYPLAL1
3649,FEZ1
3650,TRAPPC9
3651,PIANP
3652,PPP1R9A
3653,DCHS1
3654,IL13RA2
3655,CPPED1
3656,ADAM8
3657,COL11A1
3658,CRYAB
3659,WNT2B
3660,NKAPL
3661,TRMT11
3662,TYRP1
3663,GEMIN8
3664,TMEM91
3665,LRRC20
3666,TMEM151A
3667,RCSD1
3668,CACNA1G
3669,LIPH
3670,BCL3
3671,ANAPC2
3672,COG1
3673,FASTKD5
3674,CERKL
3675,MGAT4A
3676,MRPL2
3677,PGK1
3678,ZNF384
3679,SHISA7
3680,EARS2
3681,ATAD2
3682,RAP2C
3683,GNAQ
3684,PPARGC1B
3685,RORC
3686,LYPD6
3687,HRH3
3688,CACNA1H
3689,LONRF2
3690,CDC6
3691,MSANTD1
3692,IMPDH1
3693,ST3GAL1
3694,ZRANB3
3695,PDP2
3696,GRIK1
3697,PPM1E
3698,GRINA
3699,ITPA
3700,DOC2B
3701,CHRNA3
3702,RAB6B
3703,NRN1L
3704,TWIST2
3705,HS3ST5
3706,SPRY1
3707,SYTL5
3708,EPN3
3709,YIPF3
3710,PLEK
3711,TFAP2A
3712,VAMP2
3713,TCTN1
3714,DAGLB
3715,TSPAN14
3716,KCND2
3717,PSMB9
3718,SOCS6
3719,NEDD4L
3720,TMEM132D
3721,WDR17
3722,GPR101
3723,ZNF286A
3724,PRMT1
3725,RAB37
3726,SHCBP1
3727,TCEAL7
3728,LYRM4
3729,TMEM132A
3730,SYP
3731,CIT
3732,DHX57
3733,ZNF653
3734,PAK2
3735,CCDC146
3736,SLC35F4
3737,BTBD1
3738,CSDC2
3739,SKI
3740,CACNA1I
3741,EPS15
3742,AFAP1L2
3743,MYH15
3744,ATOH8
3745,COL24A1
3746,AGFG1
3747,FAM98C
3748,CACNG3
3749,FGF7
3750,C1QBP
3751,KL
3752,SMIM14
3753,INSIG1
3754,THOC2
3755,RGS9
3756,SNCB
3757,RBM4
3758,ADAMTS8
3759,DRP2
3760,PGRMC1
3761,SYNDIG1L
3762,TEKT5
3763,HPS4
3764,KLHL32
3765,FBXL16
3766,DNAJC10
3767,APLP2
3768,P4HA2
3769,KCNMA1
3770,MCU
3771,RAB30
3772,RBBP9
3773,SLC38A1
3774,FAM162A
3775,GTF3C2
3776,CH25H
3777,SOWAHA
3778,SLC25A22
3779,PNPLA7
3780,GAS2
3781,PHF20L1
3782,POLR3B
3783,NDUFS3
3784,CCDC39
3785,LRRC34
3786,VPS37B
3787,EMC1
3788,ACTR2
3789,RNF123
3790,COPS7A
3791,LRRN4
3792,STAC
3793,TSPAN33
3794,SPIRE1
3795,ENTPD5
3796,BHLHE40
3797,LATS1
3798,CNPY1
3799,PTPN3
3800,LTBP4
3801,THPO
3802,CYC1
3803,PRKAA2
3804,LSMEM1
3805,FSD1
3806,FZD3
3807,OLA1
3808,ITGA6
3809,AKAP5
3810,JAKMIP1
3811,SMARCD1
3812,CEBPA
3813,ZER1
3814,CPEB4
3815,PLD5
3816,DUSP22
3817,MAP3K5
3818,TMUB1
3819,PHYHIP
3820,CAMKK1
3821,C1QTNF2
3822,MFSD8
3823,PPP5C
3824,KCNJ6
3825,DDX27
3826,FXYD7
3827,CHRNA2
3828,LYNX1
3829,ALDH4A1
3830,CAMSAP3
3831,TECPR1
3832,SYNGAP1
3833,TUBA1A
3834,TMEM45A
3835,NUP155
3836,ADCY6
3837,AP1S3
3838,GCKR
3839,FAM110B
3840,PRDM8
3841,POC1A
3842,RAB23
3843,AIFM3
3844,YRDC
3845,TOB1
3846,ADNP2
3847,ADCK1
3848,RAB35
3849,SYT2
3850,PPP2R1A
3851,HDAC9
3852,KCTD8
3853,CHTF18
3854,TRDMT1
3855,MEGF8
3856,PPM1G
3857,FNDC3A
3858,YPEL3
3859,TIAM2
3860,RASSF4
3861,PGBD5
3862,TEX2
3863,ERBB4
3864,NUDCD1
3865,CMTM7
3866,THEMIS2
3867,ROBO2
3868,IRGM
3869,DTX3
3870,CACNB1
3871,LAP3
3872,MCM4
3873,ERCC6L2
3874,CNTFR
3875,SEMA3D
3876,OTUD4
3877,ZMAT3
3878,PPP4R1
3879,OAT
3880,TNRC6C
3881,PI4KA
3882,LPCAT3
3883,CLVS2
3884,PLXND1
3885,LRRC2
3886,ADARB2
3887,SORBS3
3888,TPCN2
3889,CHPF
3890,NSMF
3891,TMPRSS9
3892,RUNX2
3893,KAT6A
3894,ZNF280C
3895,CHST8
3896,CCDC138
3897,CACNA1B
3898,SPNS2
3899,SFXN3
3900,UQCRC1
3901,DOCK3
3902,ANGEL2
3903,RBM20
3904,ZMAT1
3905,EFEMP1
3906,SETD7
3907,RFTN2
3908,FNDC3B
3909,CELF5
3910,TAMM41
3911,KPTN
3912,ANKRD33B
3913,GABPB2
3914,RASIP1
3915,ADAMTSL3
3916,FLT3
3917,PRKCE
3918,MXD1
3919,GDAP1L1
3920,CCDC80
3921,FLYWCH2
3922,PTGIS
3923,PPT2
3924,FOXD1
3925,ADCY9
3926,RASAL1
3927,MEX3B
3928,CHKA
3929,PTS
3930,CLP1
3931,PDE1C
3932,CTNNA2
3933,TMA16
3934,KDM3B
3935,NHLH2
3936,TCEAL5
3937,FANCD2
3938,CDT1
3939,B4GALT7
3940,TIMM22
3941,BAZ2A
3942,C2CD2
3943,MFSD3
3944,SPATA19
3945,PRIM2
3946,ISLR2
3947,KIFC2
3948,KLHDC3
3949,DCX
3950,UNC13A
3951,MYO7A
3952,PDGFRL
3953,SHANK2
3954,SVEP1
3955,PILRA
3956,CRYZ
3957,AFG3L2
3958,LRRC39
3959,RBFOX2
3960,IQCD
3961,FUT9
3962,ASB5
3963,C8orf48
3964,XPR1
3965,FOCAD
3966,SPP1
3967,PRKD1
3968,ADCY1
3969,RNF43
3970,SGSM3
3971,P4HA1
3972,RFC3
3973,AMT
3974,NDC1
3975,RLF
3976,OSBPL1A
3977,SPSB2
3978,NCKIPSD
3979,LOXL1
3980,L3HYPDH
3981,PIGK
3982,SPATA24
3983,LRRC7
3984,ZNF467
3985,MTMR1
3986,PPM1L
3987,CROT
3988,MRPS30
3989,FRMD4A
3990,BAG4
3991,GNL2
3992,GALNT11
3993,SMAD3
3994,FMO2
3995,TIGD3
3996,ZNF112
3997,MORN3
3998,EMILIN2
3999,MAGED2
4000,CRY2
4001,NRIP2
4002,TUBB
4003,TMEM67
4004,PTPRJ
4005,RASA3
4006,PITPNM2
4007,LRAT
4008,HMGCL
4009,GPR1
4010,ZNF365
4011,NTSR1
4012,ADAT2
4013,TOPBP1
4014,HSD17B7
4015,MCM9
4016,OPRL1
4017,SH3GL3
4018,ARHGAP18
4019,MLF1
4020,VGLL3
4021,CYFIP2
4022,PRDX2
4023,AHNAK2
4024,CAB39L
4025,TPST2
4026,GOLGA7
4027,CCNJ
4028,GALNTL6
4029,FAM83F
4030,OSBPL5
4031,POLR3G
4032,ALMS1
4033,OTUD3
4034,KCNQ2
4035,CMSS1
4036,MRM1
4037,ATF6B
4038,PLEKHA1
4039,MARK3
4040,FAM161A
4041,CAV1
4042,VRK2
4043,BAHCC1
4044,GPM6B
4045,SYPL1
4046,CA4
4047,NREP
4048,SPATS2L
4049,COX7A1
4050,NDRG3
4051,CNTN6
4052,USP35
4053,BHLHE22
4054,CBWD1
4055,TUBB2A
4056,NENF
4057,KCNQ3
4058,SYT13
4059,VPS45
4060,NUBPL
4061,FXYD6
4062,PLCL1
4063,ANKRD13A
4064,FLRT3
4065,DOCK10
4066,ANKS6
4067,MBOAT2
4068,COL5A3
4069,EVI5
4070,CALHM2
4071,ALDH1A2
4072,POLD2
4073,TRAPPC6A
4074,TRANK1
4075,EHMT2
4076,FOS
4077,IFFO1
4078,NYAP1
4079,HSPB11
4080,NID2
4081,TBC1D24
4082,PHTF1
4083,PRPF3
4084,MAPK10
4085,GPR61
4086,PXMP4
4087,PALM
4088,FIZ1
4089,FAM118A
4090,WDR54
4091,TMEM41A
4092,FAM47E
4093,CFL2
4094,ADRA1B
4095,CNOT4
4096,NDUFA9
4097,RSAD2
4098,TICAM1
4099,OXCT1
4100,HIVEP1
4101,ADAM11
4102,CCDC88C
4103,RSPH4A
4104,CHAF1A
4105,SALL2
4106,LRRC6
4107,LACTB2
4108,RMI1
4109,INPP1
4110,SCN2B
4111,SNRNP25
4112,PCP4
4113,TIFA
4114,KANK4
4115,GABRA5
4116,IMPA1
4117,TXLNG
4118,GPR6
4119,NAB2
4120,SUPT16H
4121,KCNH4
4122,SLC2A13
4123,RASAL2
4124,AACS
4125,FDXR
4126,CD44
4127,ST7L
4128,TRIM67
4129,TSKS
4130,NAV1
4131,PTCH1
4132,PEX5
4133,NKTR
4134,TAF3
4135,CPNE5
4136,KCNIP2
4137,NPAS3
4138,SUSD4
4139,TMEM131
4140,MRPL12
4141,TP53I13
4142,WDR13
4143,PKN3
4144,GALR1
4145,TBPL1
4146,ARL5A
4147,PEX14
4148,KIAA1549L
4149,DENND4A
4150,IQGAP1
4151,ERMN
4152,NETO2
4153,AZIN1
4154,SLC4A10
4155,PYCR2
4156,ZCCHC14
4157,TAF4B
4158,HTT
4159,STK11
4160,KCTD13
4161,RAP1GDS1
4162,DACT3
4163,LDHD
4164,CREB3L4
4165,TXN
4166,DENND2D
4167,CARTPT
4168,LRRC24
4169,LETMD1
4170,ZDHHC18
4171,MRPL52
4172,DUSP26
4173,KCNJ2
4174,CEP63
4175,AP3B2
4176,NDUFS7
4177,COMMD9
4178,TULP3
4179,ADORA1
4180,GSTO1
4181,ZNF48
4182,SERTAD2
4183,CDH22
4184,TTC28
4185,REEP3
4186,TRIM66
4187,CDH11
4188,UBAC2
4189,SLC35C2
4190,PCGF3
4191,PFN1
4192,ANKMY2
4193,CYP4B1
4194,PIGG
4195,USP25
4196,TAC1
4197,TMOD1
4198,TET1
4199,PARP4
4200,TMEM39B
4201,GFAP
4202,SLC8A1
4203,OXGR1
4204,GULP1
4205,GPALPP1
4206,PDXK
4207,NRP2
4208,KLHL5
4209,ZNF483
4210,RPE65
4211,GRIA1
4212,EVI2A
4213,TTC21B
4214,DCLRE1B
4215,SEH1L
4216,CNP
4217,LDB1
4218,CCNA1
4219,CAMKK2
4220,QRSL1
4221,PIGL
4222,CHRNA4
4223,CPSF4
4224,GDPD3
4225,SEC14L2
4226,B4GALT6
4227,SLC27A3
4228,KCNH1
4229,EBF2
4230,CCDC173
4231,MRPL41
4232,IVD
4233,CTXN1
4234,IPO9
4235,ATP8A1
4236,NFIB
4237,STOX1
4238,MPP6
4239,TMEM50A
4240,TTC25
4241,RTP4
4242,ZNF676
4243,PDE11A
4244,RANBP10
4245,TRPM3
4246,PODXL2
4247,NAPEPLD
4248,SHROOM3
4249,SYT17
4250,PSMD1
4251,ATP6V0D1
4252,DMKN
4253,SLX4
4254,SAMD3
4255,MICAL1
4256,ART3
4257,LMTK3
4258,UGCG
4259,CTC1
4260,EYA1
4261,GSTZ1
4262,PDP1
4263,PINK1
4264,PRC1
4265,OSBPL11
4266,CADPS
4267,TMEM81
4268,MAD2L1
4269,GALNT18
4270,MMP16
4271,MRPL3
4272,SLC44A5
4273,RUSC2
4274,CDC25B
4275,EPDR1
4276,ARHGAP24
4277,IKBKB
4278,SLC14A1
4279,SLC25A36
4280,BCL11A
4281,TMEM50B
4282,DNAJA2
4283,GNG8
4284,PIK3R1
4285,CCM2L
4286,BANP
4287,GRM7
4288,RET
4289,SERPINA3
4290,RGS7
4291,AKIP1
4292,CLSTN2
4293,RRM1
4294,NOL4
4295,KLHDC1
4296,B4GALNT1
4297,DCAF6
4298,LRRIQ1
4299,GLE1
4300,RUVBL2
4301,PDE1A
4302,RABL2A
4303,DVL1
4304,SNX6
4305,JUP
4306,ITPK1
4307,SLC6A5
4308,NLK
4309,PAK1
4310,PIM3
4311,SPATA5
4312,PRKDC
4313,TESK1
4314,C15orf41
4315,GLMN
4316,STARD5
4317,FAM163A
4318,ATP2B1
4319,ELMO3
4320,MYO19
4321,GMDS
4322,GPD1
4323,KCNK1
4324,WLS
4325,ITGA8
4326,FLVCR2
4327,DBF4
4328,DCLK3
4329,MAPKBP1
4330,DNAJC7
4331,CNNM1
4332,GLIS1
4333,FAM13C
4334,ALCAM
4335,RIMBP2
4336,MAML3
4337,VSTM4
4338,QPCT
4339,DCP1B
4340,MAP1S
4341,RAB4A
4342,GSTK1
4343,CMIP
4344,ELL
4345,RHOBTB1
4346,AP5B1
4347,LAMC1
4348,MRPL28
4349,NT5DC3
4350,CLMP
4351,PTHLH
4352,HMG20A
4353,LURAP1L
4354,C1orf74
4355,PRKD2
4356,PCDHB12
4357,SPSB3
4358,FZD1
4359,PPFIA2
4360,ZFR
4361,GRID2IP
4362,ASB13
4363,ZSCAN18
4364,TRPT1
4365,KIF15
4366,ZNF574
4367,NUDCD2
4368,NQO2
4369,SH2D3C
4370,SBDS
4371,EFHD2
4372,CTSC
4373,SRSF4
4374,SNX7
4375,PFKM
4376,ARF5
4377,IRX2
4378,PJA2
4379,ARMC3
4380,NFE2L2
4381,OXR1
4382,CNRIP1
4383,VSTM2A
4384,TRPV3
4385,SNED1
4386,GTF2F2
4387,DNAJB14
4388,NCKAP5
4389,ZC2HC1A
4390,CLPTM1L
4391,MMACHC
4392,MMP15
4393,LATS2
4394,NKAIN4
4395,KLC2
4396,VIL1
4397,RNF182
4398,MAP2K2
4399,G6PC3
4400,B3GNTL1
4401,RASGRP2
4402,CORO1C
4403,UNCX
4404,ENOX2
4405,LYRM1
4406,ADRA2A
4407,EXO5
4408,ALS2
4409,SMURF1
4410,GSS
4411,SMYD5
4412,SMIM3
4413,DDR2
4414,KREMEN2
4415,KCNAB2
4416,SLC2A5
4417,PPM1B
4418,PTTG1IP
4419,SRP68
4420,PABPC1L
4421,SPIN1
4422,SCO1
4423,WFDC2
4424,TTC39A
4425,CASQ2
4426,IER3IP1
4427,CHAC1
4428,MAGIX
4429,CNOT6
4430,MRPL4
4431,ATF5
4432,IFT140
4433,PKNOX2
4434,SCN4B
4435,MSH3
4436,CLIC4
4437,STK4
4438,CCNYL1
4439,IFT122
4440,LEMD3
4441,NCAM2
4442,ATG2B
4443,ZYX
4444,XDH
4445,PTGS2
4446,U2SURP
4447,BEAN1
4448,PDZD11
4449,HYLS1
4450,COL25A1
4451,MEI1
4452,PRR7
4453,PSMG2
4454,CD9
4455,GRB14
4456,SYNGR3
4457,NDUFAF4
4458,PCDH15
4459,LUZP2
4460,LIN28B
4461,FOXJ2
4462,PPIL4
4463,HSD17B11
4464,RAB3GAP1
4465,FRAS1
4466,PARD6B
4467,RAB40C
4468,DEGS1
4469,ERRFI1
4470,METTL1
4471,ACAD9
4472,FAM160B1
4473,ATXN7L2
4474,TGFB1I1
4475,DDC
4476,WASF1
4477,LRRTM1
4478,ITGA9
4479,IRAK2
4480,GGACT
4481,MTX2
4482,DUS4L
4483,ZDHHC14
4484,QPCTL
4485,ZC3H14
4486,PTPDC1
4487,PKP2
4488,SIX4
4489,HIVEP2
4490,GRIP1
4491,TENM3
4492,NAT8L
4493,TSC22D3
4494,CRB1
4495,PREP
4496,GIT2
4497,ZNF260
4498,RPRML
4499,BRPF1
4500,CRYBA2
4501,SSR3
4502,VASH2
4503,CLIP2
4504,MAGEL2
4505,TBCCD1
4506,MED24
4507,CAPN15
4508,TESC
4509,ZSWIM5
4510,OCA2
4511,HEATR5A
4512,ADA
4513,MBNL2
4514,HDX
4515,PNPLA3
4516,ELP4
4517,SLFN5
4518,CDK18
4519,PSMC3
4520,PBX4
4521,TMEM200A
4522,AMOTL2
4523,SSBP4
4524,TMTC1
4525,BIVM
4526,LRWD1
4527,VEGFC
4528,TOX3
4529,ACAP2
4530,ELK3
4531,SMOC2
4532,STAP1
4533,EBF1
4534,FXR2
4535,DPF3
4536,GNAL
4537,SERPINF1
4538,PRR14
4539,OLFML2B
4540,PAPOLG
4541,SPA17
4542,SERPINB1
4543,FBLN7
4544,SLC35D1
4545,RAI14
4546,ANK1
4547,NUTF2
4548,PITPNM3
4549,SLC38A8
4550,TBK1
4551,TMED5
4552,PDE1B
4553,CABLES2
4554,VWCE
4555,UBA1
4556,NKD2
4557,GREM2
4558,PPEF2
4559,KCNJ3
4560,SARM1
4561,LRRTM2
4562,ZNF521
4563,ZFYVE16
4564,PSTK
4565,LRFN4
4566,IL34
4567,NANP
4568,FAM107A
4569,NFAT5
4570,HTATIP2
4571,EQTN
4572,PLA2G7
4573,GABRA1
4574,TBC1D9
4575,SPAG1
4576,OSR1
4577,INTS7
4578,TTBK2
4579,FGFRL1
4580,PRMT7
4581,ARMC2
4582,DOCK4
4583,GAS6
4584,ZMAT4
4585,VAT1
4586,GNL1
4587,ENO2
4588,SIDT1
4589,CCDC134
4590,NUDT2
4591,SHPRH
4592,ATP13A3
4593,RCVRN
4594,CDKL5
4595,TMEM160
4596,RUNDC3B
4597,VPS37D
4598,IQCE
4599,KLRG1
4600,NXNL2
4601,PPIP5K1
4602,RTEL1
4603,CXCL14
4604,GCHFR
4605,PHACTR1
4606,PGAP1
4607,C1QTNF1
4608,FKBP5
4609,SRBD1
4610,TMCC3
4611,UBOX5
4612,COL1A1
4613,DBNDD1
4614,PDXDC1
4615,FUT2
4616,SMPX
4617,GRIA4
4618,SYT12
4619,PTPN5
4620,SIK3
4621,KIF20B
4622,PAICS
4623,TRAF1
4624,PPP2R2D
4625,SYT15
4626,CTSH
4627,CELSR3
4628,CCNB1
4629,EPS8L2
4630,POU2F1
4631,EFHB
4632,TACC2
4633,RBL2
4634,GLRA3
4635,TCERG1L
4636,MIB2
4637,LRRC55
4638,CTTNBP2
4639,WDR3
4640,AATF
4641,SERP2
4642,SNAPC4
4643,FRY
4644,MAP1LC3A
4645,MAMDC4
4646,FZD9
4647,RNF181
4648,KIAA1522
4649,PNKD
4650,TUBA8
4651,TPD52L1
4652,DACT1
4653,DPYS
4654,PLCB3
4655,SPTBN4
4656,CDR2
4657,CHEK2
4658,SNAP25
4659,MLXIPL
4660,STC1
4661,GALC
4662,PLB1
4663,PDZK1
4664,NIN
4665,UTP14A
4666,CWF19L2
4667,JAG1
4668,LRRC36
4669,IDH3B
4670,CENPC
4671,DDIT4L
4672,SAMD14
4673,PRRG3
4674,GNPNAT1
4675,MACROD2
4676,SMYD2
4677,JAM3
4678,ZNF454
4679,GPATCH4
4680,LRRC49
4681,KCNK10
4682,MTMR2
4683,RPS6KA6
4684,SIGIRR
4685,GSK3B
4686,MERTK
4687,TMPRSS5
4688,IFT88
4689,C1GALT1
4690,ATP2A2
4691,GRK4
4692,TRMT112
4693,DEF8
4694,NRG4
4695,TACC3
4696,ETFB
4697,CHP1
4698,RNF112
4699,CAV2
4700,EPHB2
4701,FOXN2
4702,SREBF2
4703,TMEM179
4704,STK3
4705,METAP1
4706,SUMF2
4707,HOXC4
4708,REXO2
4709,ATRNL1
4710,BCORL1
4711,LRRC28
4712,TP53I11
4713,OAZ2
4714,NUDT8
4715,KIFC3
4716,CDK5RAP1
4717,NKD1
4718,TP53INP2
4719,CAPN1
4720,MRGBP
4721,PPM1J
4722,SMYD4
4723,CA12
4724,CIZ1
4725,UBE2QL1
4726,MID1IP1
4727,GNB1L
4728,AHCTF1
4729,SLC4A11
4730,AGPAT4
4731,ISL1
4732,ABCA5
4733,DBN1
4734,DOCK5
4735,SCAMP1
4736,HEMK1
4737,GATA2
4738,DGAT2
4739,ARHGEF10L
4740,FBXO17
4741,UBXN2B
4742,SMURF2
4743,UBE3D
4744,ZMYND8
4745,COL13A1
4746,IPO13
4747,LCORL
4748,TAF11
4749,UBE2E1
4750,PRSS23
4751,CDADC1
4752,ATP8B2
4753,LAMB1
4754,ZNF471
4755,GADD45B
4756,ARC
4757,RIC3
4758,HMGCS1
4759,SLTM
4760,SERPINE2
4761,SYBU
4762,BMP1
4763,ARPC2
4764,OPRK1
4765,MLLT6
4766,TBC1D5
4767,SGSM1
4768,ATP6V1B2
4769,GRWD1
4770,HTR4
4771,CYP51A1
4772,GRIN2B
4773,CLCN6
4774,USP4
4775,UCP3
4776,FAXC
4777,DDO
4778,PDPK1
4779,TSC2
4780,PSMB7
4781,DHRS11
4782,MGARP
4783,THOC5
4784,SOX3
4785,CPNE8
4786,SIRT2
4787,ARNT2
4788,HHAT
4789,TMEM14A
4790,TMEM135
4791,NAGLU
4792,RLBP1
4793,SEMA4A
4794,PAX3
4795,GNG3
4796,RHOU
4797,KCNC3
4798,ACVR1B
4799,ELFN2
4800,ECHDC2
4801,CDH7
4802,SPPL3
4803,PSMG3
4804,PELI1
4805,MRC1
4806,TRIT1
4807,CADM4
4808,CTHRC1
4809,NPNT
4810,DNALI1
4811,FAM110A
4812,DOC2A
4813,NNAT
4814,ADAM22
4815,BRPF3
4816,CRTC1
4817,SMPD2
4818,FAM160B2
4819,RASL11A
4820,NRIP3
4821,TRIP13
4822,ZFYVE9
4823,TXNIP
4824,SIPA1L1
4825,EMC2
4826,REV3L
