,genes
1687,LRRC56
1688,TTC38
1689,FGF5
1690,DR1
1691,RELL2
1692,SYK
1693,UNC5B
1694,SLITRK5
1695,NCALD
1696,GRAMD1B
1697,MAF
1698,REEP6
1699,SMC6
1700,TMEM26
1701,IRAK3
1702,ORC4
1703,ITGB5
1704,TMEM255B
1705,CDH20
1706,RPGR
1707,NAAA
1708,INSM1
1709,DCC
1710,ANO8
1711,LANCL3
1712,POPDC3
1713,GLYCTK
1714,MAP3K13
1715,IRF2BP1
1716,TRH
1717,RYR3
1718,EML1
1719,NEDD9
1720,RNF44
1721,LRP6
1722,TGFBRAP1
1723,C3
1724,FAM83H
1725,POU3F2
1726,HNRNPF
1727,MKRN3
1728,VWA5A
1729,RAD23B
1730,KHDRBS3
1731,GTF2IRD1
1732,RNF114
1733,ARHGAP30
1734,NICN1
1735,PTAFR
1736,KIF5A
1737,WEE1
1738,DTWD1
1739,PC
1740,GBA2
1741,UBA6
1742,TYROBP
1743,PARD6A
1744,PDE9A
1745,NEMF
1746,ADAMTS16
1747,TMEM141
1748,RAPGEF6
1749,L3MBTL1
1750,PLSCR4
1751,WDR86
1752,ENOX1
1753,KLF8
1754,SLC35F5
1755,MYADML2
1756,PHF3
1757,UMODL1
1758,NHLRC2
1759,GMPPA
1760,COQ3
1761,MRPL33
1762,FBF1
1763,RASSF1
1764,PTBP2
1765,HEXB
1766,PCOLCE2
1767,KLHL17
1768,TMEFF2
1769,TNFRSF25
1770,MSI2
1771,KLHL14
1772,ALDH3B1
1773,KCNH5
1774,FES
1775,ITGAL
1776,VAV1
1777,RALGPS2
1778,CDC42EP3
1779,DSCC1
1780,ADCYAP1R1
1781,HYAL3
1782,COX10
1783,TRAIP
1784,INPP5B
1785,DTX1
1786,RTN4RL1
1787,ACVR2A
1788,SYTL1
1789,PDGFB
1790,WDR6
1791,TMEM97
1792,CIDEB
1793,SAT2
1794,RALB
1795,MAP4K5
1796,ZFPM2
1797,LRP8
1798,CCDC153
1799,XRN2
1800,TAPBP
1801,FBXL17
1802,CDH1
1803,THRA
1804,GNGT2
1805,GAK
1806,SETD1A
1807,ASXL2
1808,SPHK2
1809,PYGB
1810,RASSF3
1811,SIN3B
1812,PLA2G4A
1813,RNF113A
1814,MRPL16
1815,ARHGEF7
1816,STX1B
1817,CCDC148
1818,SS18L1
1819,MYO15A
1820,L3MBTL2
1821,HDAC1
1822,AMDHD1
1823,PFAS
1824,GNA15
1825,S1PR1
1826,SLC24A2
1827,CHI3L1
1828,KCNG1
1829,GJC1
1830,ZBTB38
1831,NAA16
1832,ERLIN2
1833,PCID2
1834,RGMA
1835,TOX2
1836,XPO6
1837,AK7
1838,TTYH3
1839,GPR83
1840,DEPDC5
1841,ST8SIA5
1842,PLXNB1
1843,ZFP36L2
1844,TEK
1845,MOSPD1
1846,ARHGAP6
1847,DDX46
1848,ILDR2
1849,GALT
1850,DPY19L1
1851,STOX2
1852,CEP85L
1853,ESCO1
1854,MAEL
1855,TTC26
1856,TSPO
1857,C12orf57
1858,PER1
1859,HCN1
1860,DEPTOR
1861,TASP1
1862,HS3ST4
1863,PCSK2
1864,ZMAT5
1865,LPCAT2
1866,PLXNC1
1867,FAM181B
1868,ZFP92
1869,NUAK1
1870,POLE4
1871,EFNB3
1872,MAP3K6
1873,PLCH1
1874,BTBD3
1875,GNAI2
1876,IMMP2L
1877,ELAVL4
1878,CTNNB1
1879,RIF1
1880,HACL1
1881,TDO2
1882,ABCD3
1883,OGDHL
1884,OSBPL10
1885,ANXA2
1886,ADRA2C
1887,SLC32A1
1888,ACO1
1889,NIPAL3
1890,CD99L2
1891,BCL7C
1892,BEND3
1893,DMD
1894,ERICH2
1895,YBX2
1896,LY6D
1897,PTPRR
1898,CTSO
1899,GPR158
1900,CACNB4
1901,NFATC3
1902,MAP4K2
1903,TBC1D16
1904,IER2
1905,SLC29A1
1906,SMC4
1907,MAFK
1908,SEMA4C
1909,CRYBB1
1910,FSTL5
1911,DNAAF2
1912,TBCE
1913,ROBO1
1914,TFEB
1915,RPUSD2
1916,AKAP12
1917,CD82
1918,ANKRD26
1919,ZNF787
1920,BBS4
1921,LMO4
1922,NCEH1
1923,ZCCHC12
1924,ZFYVE28
1925,CDC40
1926,NUDCD3
1927,DYNC2H1
1928,PSMD6
1929,RGL1
1930,ADPRH
1931,ZNF519
1932,CXADR
1933,SAPCD2
1934,ZSCAN21
1935,EML6
1936,SASH1
1937,TMEM168
1938,ANXA1
1939,GIGYF1
1940,DUSP18
1941,ARID1A
1942,MED9
1943,TH
1944,SRC
1945,NMI
1946,GARNL3
1947,CNN3
1948,ZNF76
1949,RNF168
1950,PPRC1
1951,KLHL8
1952,UBTF
1953,ETV6
1954,LYPD1
1955,RHOH
1956,SLC15A4
1957,DSCAM
1958,SYNGR1
1959,SULT2B1
1960,HS3ST3A1
1961,BNC2
1962,FANCL
1963,SLC52A3
1964,TRAPPC10
1965,SLX4IP
1966,SLC7A14
1967,INF2
1968,NFYC
1969,FAM114A1
1970,SLC25A5
1971,DDX23
1972,ARHGAP32
1973,SLC25A17
1974,EHD2
1975,N4BP3
1976,MS4A7
1977,PHYH
1978,ZBBX
1979,ABLIM2
1980,BICD1
1981,ADAP2
1982,ARHGEF17
1983,FLNA
1984,CDCA7
1985,LUZP1
1986,CAB39
1987,STPG1
1988,PCDH19
1989,SPATA2
1990,GNAS
1991,STEAP2
1992,PPFIBP1
1993,FAT4
1994,IER3
1995,ZMIZ2
1996,WDR44
1997,SQSTM1
1998,OLFM2
1999,CMPK2
2000,CLDN1
2001,IFFO2
2002,ADAMTS9
2003,MMP17
2004,GRM8
2005,LAMP5
2006,TMEM218
2007,MKX
2008,LMTK2
2009,DDX59
2010,SEMA7A
2011,KBTBD11
2012,NXN
2013,EPHB6
2014,SHC3
2015,ARGLU1
2016,KCTD12
2017,PIP5K1C
2018,MTAP
2019,ZNF641
2020,EDN1
2021,DGKB
2022,EIF5A
2023,CELSR1
2024,COL4A6
2025,PPARA
2026,TMCO6
2027,NUDT22
2028,JAM2
2029,ABHD6
2030,HELLS
2031,SMARCD3
2032,CLN8
2033,E2F3
2034,ATP11A
2035,PLCB2
2036,MEGF6
2037,VEZF1
2038,CES5A
2039,RPF2
2040,WDR12
2041,FRMPD4
2042,ASAP2
2043,SPHKAP
2044,ASTE1
2045,PHLDB2
2046,ATG9B
2047,CEP95
2048,SLC30A3
2049,DSP
2050,RUNX1T1
2051,PTP4A3
2052,PIK3IP1
2053,PDZD2
2054,ANKRD34A
2055,GNPTG
2056,FRMD5
2057,INTS8
2058,ARHGAP4
2059,ENPP5
2060,TEAD4
2061,RNF34
2062,THAP7
2063,EIF4G3
2064,POLR2F
2065,NGB
2066,OXA1L
2067,HMMR
2068,DPH3
2069,TNNT2
2070,TBC1D22B
2071,UBXN8
2072,PTGDS
2073,MORN1
2074,SLC37A2
2075,CA10
2076,DAAM2
2077,MYB
2078,CADM2
2079,FXYD3
2080,CEBPD
2081,SLC25A37
2082,TMEM163
2083,SLC38A10
2084,LMCD1
2085,ERICH1
2086,LYST
2087,TMEM176B
2088,GCDH
2089,SLC7A6
2090,ALDH1B1
2091,SCD
2092,BIRC2
2093,ENPEP
2094,TAF6
2095,ADCY2
2096,CRIP3
2097,AFF1
2098,MED22
2099,BCOR
2100,MICAL2
2101,TCF7L2
2102,TNFAIP6
2103,MEF2A
2104,PHOX2B
2105,GNG4
2106,DPH6
2107,SHMT1
2108,TMEM238
2109,R3HDM1
2110,ATCAY
2111,MACC1
2112,B3GALT1
2113,ANKRD2
2114,ZNF93
2115,CDH10
2116,GABRG1
2117,HPS1
2118,ACVR2B
2119,GNRH1
2120,NUDT17
2121,CAMK2B
2122,DNAJC28
2123,SNX18
2124,MTHFSD
2125,SCAMP2
2126,CHSY1
2127,ADRB2
2128,KCNQ4
2129,NCOA3
2130,EGR1
2131,COL9A2
2132,MRGPRF
2133,ENC1
2134,MIOS
2135,ADRA1A
2136,KCNQ5
2137,FAM189A1
2138,HCN4
2139,WDR60
2140,C11orf71
2141,ARG2
2142,EPCAM
2143,LY75
2144,PRKAR1B
2145,HMOX1
2146,HMGN1
2147,SLC47A1
2148,ADAMTS2
2149,RMDN3
2150,CENPJ
2151,PIR
2152,TUBGCP5
2153,RHOJ
2154,SATB1
2155,HS6ST1
2156,NPDC1
2157,HACE1
2158,SPRY4
2159,FYN
2160,RCE1
2161,SERPINB8
2162,WNT7B
2163,PPARD
2164,PAX2
2165,ATPAF2
2166,SV2A
2167,LAMA1
2168,TRMU
2169,KRT1
2170,SPATA18
2171,RUNDC1
2172,FAM133B
2173,SYT14
2174,DHX30
2175,NABP1
2176,KITLG
2177,ZBTB26
2178,TRDN
2179,GPR39
2180,NUP188
2181,INSM2
2182,HEY2
2183,TMED10
2184,SLC25A4
2185,UBXN10
2186,FAM155A
2187,ADO
2188,CADPS2
2189,IGF2BP2
2190,EGF
2191,HCST
2192,TINCR
2193,RNF25
2194,RINT1
2195,SH3PXD2B
2196,PICALM
2197,PAIP1
2198,HTR1B
2199,EPS8
2200,SLC35F3
2201,IQCC
2202,GCLM
2203,PAX6
2204,SNAI2
2205,SLC9B2
2206,GLB1
2207,KATNAL2
2208,RBM24
2209,RNF24
2210,GRIPAP1
2211,SFT2D2
2212,SESN1
2213,PIP4K2C
2214,TRAPPC11
2215,NKAIN2
2216,PEPD
2217,CHL1
2218,GSE1
2219,TMEM106A
2220,PPP1R16B
2221,GALNT1
2222,ATG16L1
2223,MTUS2
2224,LRRK2
2225,MVK
2226,STEAP1
2227,KIF3B
2228,NNMT
2229,STK36
2230,HEYL
2231,DMRT3
2232,SPOCK2
2233,METTL14
2234,USP45
2235,SDHD
2236,DUT
2237,PTPN2
2238,ACSS1
2239,PLEKHA4
2240,SPINT1
2241,GGA3
2242,KCNE4
2243,SSTR1
2244,MS4A6A
2245,ARCN1
2246,PLEKHM3
2247,FAM20A
2248,ZNF518A
2249,VSTM2L
2250,TGFBR1
2251,ARID3B
2252,RIPPLY2
2253,ASPG
2254,INPP5A
2255,MAMDC2
2256,CDAN1
2257,UBE2V2
2258,ORMDL1
2259,MASP2
2260,ABHD13
2261,BIN3
2262,WNT6
2263,EXT1
2264,MFAP4
2265,CTDSPL
2266,CHRNA1
2267,ANO5
2268,PCDH17
2269,HNRNPK
2270,ZNF526
2271,HSBP1L1
2272,KCNJ10
2273,SEMA5A
2274,ST7
2275,ITGB1
2276,MON2
2277,CPNE2
2278,NAALAD2
2279,CTSS
2280,DLL3
2281,MYH10
2282,RADIL
2283,RYR2
2284,RAB27B
2285,EFNB1
2286,TRIM56
2287,SUCLA2
2288,CCDC160
2289,NUP107
2290,CACHD1
2291,PRPH
2292,CDH8
2293,KREMEN1
2294,AIFM2
2295,APOE
2296,CS
2297,TP53INP1
2298,RAB3B
2299,MDH1
2300,VANGL2
2301,CACNG4
2302,BPHL
2303,SAP30
2304,CYBRD1
2305,CAMK2A
2306,YBX3
2307,PIGF
2308,DOK5
2309,RHBDF1
2310,ECM1
2311,ZNF3
2312,ATXN7L1
2313,PLEKHA5
2314,NPHS1
2315,STAC2
2316,HCN3
2317,CLDN14
2318,LIN7A
2319,PBX3
2320,PEBP4
2321,PTK7
2322,COL23A1
2323,RALGDS
2324,PRKCZ
2325,SPATA9
2326,PRRX1
2327,IKBIP
2328,TXNDC9
2329,POU4F1
2330,FSTL4
2331,ANKRD6
2332,NELL1
2333,NR1D2
2334,ZNF354A
2335,PTPRF
2336,HR
2337,SCARA5
2338,FBXW4
2339,NPAS2
2340,TUBGCP4
2341,PCBD2
2342,AP1M2
2343,NECAB3
2344,WNT9B
2345,ABHD12B
2346,CD320
2347,EDNRA
2348,VAMP8
2349,ATG7
2350,EYA3
2351,DBX2
2352,CKAP5
2353,WFS1
2354,RGS6
2355,CAMKMT
2356,SMC2
2357,TAF1A
2358,LRRC4
2359,CEP152
2360,LIMS1
2361,TPMT
2362,COX5A
2363,TRA2A
2364,BID
2365,NAIP
2366,SPTSSB
2367,KIF11
2368,RAD54B
2369,SULT4A1
2370,CLUAP1
2371,ITGB8
2372,ACSBG1
2373,RALY
2374,GLCE
2375,PTBP3
2376,SERPINI1
2377,SP4
2378,ABCG1
2379,HOMEZ
2380,FNTA
2381,C5
2382,NUMB
2383,NUP37
2384,RASAL3
2385,RNF8
2386,SLC25A45
2387,NPY1R
2388,CAMTA2
2389,POU6F1
2390,BUD13
2391,STX3
2392,RSPO2
2393,TM9SF4
2394,PSMB8
2395,MAP2K6
2396,CHST10
2397,WTIP
2398,MAPKAPK2
2399,AK5
2400,CAPN12
2401,GAL
2402,PDCL
2403,NGFR
2404,METTL15
2405,TRIM9
2406,JADE2
2407,TTC23
2408,ESYT1
2409,IL16
2410,L2HGDH
2411,FAM43B
2412,RASL12
2413,THEM4
2414,TNFRSF21
2415,KCNN3
2416,ZFP69
2417,SEC23A
2418,AGPAT3
2419,TM7SF3
2420,SPATA13
2421,ERLIN1
2422,BMP2K
2423,ACTL6A
2424,SLCO1C1
2425,TMEM125
2426,PCOLCE
2427,ABHD5
2428,VIT
2429,ADD3
2430,TMEM86A
2431,RILP
2432,POLG2
2433,PHAX
2434,SLC37A3
2435,TNIP1
2436,EEF2
2437,PLP2
2438,TACSTD2
2439,TEX15
2440,TTC9
2441,TGS1
2442,SUGCT
2443,IFI44
2444,GMIP
2445,NTPCR
2446,PAFAH2
2447,SLC7A8
2448,HLF
2449,IGFBP4
2450,ZNF106
2451,PRSS12
2452,KHDRBS2
2453,GTF3A
2454,VWA1
2455,TSHZ3
2456,VIM
2457,IL4I1
2458,PADI2
2459,CIDEA
2460,BEST1
2461,SCML4
2462,ASL
2463,XRRA1
2464,RINL
2465,DLGAP1
2466,ROCK2
2467,HS6ST2
2468,KDM5C
2469,PAQR4
2470,GPR34
2471,SPATA6
2472,GPER1
2473,DDR1
2474,SAAL1
2475,KIAA1549
2476,CALCOCO1
2477,REPS1
2478,KIAA0319L
2479,PGD
2480,LY86
2481,GET4
2482,FAM107B
2483,GUCY1A2
2484,CGNL1
2485,CDK19
2486,PPEF1
2487,STK38
2488,TRIM54
2489,ADAMTS17
2490,GLRA2
2491,CRIM1
2492,ASXL3
2493,MAP4K4
2494,EIF2A
2495,SLC2A4
2496,SRXN1
2497,AKT2
2498,PRKCB
2499,GSG1L
2500,TAF1
2501,PTPRT
2502,XYLT1
2503,MYOM1
2504,SEMA6A
2505,RWDD2B
2506,RGS20
2507,APBA1
2508,SYT10
2509,TSPAN17
2510,LPCAT4
2511,TCF3
2512,ANKRD29
2513,NAP1L2
2514,ZEB2
2515,CERS2
2516,LRRC40
2517,NPY5R
2518,FABP5
2519,DDHD2
2520,CPS1
2521,VGF
2522,KIF17
2523,SPRED2
2524,DOK1
2525,HES5
2526,MMP2
2527,LUC7L3
2528,NANOS3
2529,ARMCX3
2530,TST
2531,ARHGAP10
2532,CLSTN1
2533,CMTM8
2534,TCOF1
2535,ZFP36
2536,REM2
2537,LRRC43
2538,FOXK1
2539,XKR6
2540,ADCY5
2541,DIO2
2542,FAM117A
2543,TIPARP
2544,FAM43A
2545,CNNM2
2546,PMEPA1
2547,DHRS13
2548,IRF8
2549,SLC44A3
2550,FRAT2
2551,GPX3
2552,PON3
2553,UBN1
2554,PDE4C
2555,GLT1D1
2556,CDK5RAP3
2557,SMIM13
2558,ACTN4
2559,SNF8
2560,DOK6
2561,LHFPL3
2562,DENND1C
2563,RCAN2
2564,TFB2M
2565,PFKP
2566,CCSER1
2567,GAA
2568,ETNPPL
2569,HECW2
2570,KRTCAP3
2571,RGS11
2572,SHD
2573,GXYLT2
2574,PDLIM5
2575,TRIM45
2576,DCBLD2
2577,NF2
2578,SMARCC1
2579,SUSD1
2580,CCDC90B
2581,AKR1A1
2582,LY96
2583,CHMP4C
2584,FOXF2
2585,TRPC4
2586,CACNB3
2587,MTHFD1L
2588,CLSTN3
2589,MYBL1
2590,TUBG2
2591,SSX2IP
2592,NAA35
2593,ERMAP
2594,PATE2
2595,E2F5
2596,MCF2
2597,MICU3
2598,RAB27A
2599,CCDC66
2600,ARHGAP33
2601,ADAM32
2602,PDK3
2603,BNIP3
2604,DPYSL3
2605,GRID2
2606,COL5A2
2607,NOTCH3
2608,SIPA1L2
2609,CHN1
2610,RFX4
2611,LHFPL2
2612,CADM1
2613,PTDSS2
2614,ASPDH
2615,RCN3
2616,GPR160
2617,SYCP2
2618,FAM189A2
2619,SLC36A1
2620,SMG7
2621,CPEB2
2622,TMEM220
2623,ZNF516
2624,PPP6C
2625,MPST
2626,DNM2
2627,SLIT3
2628,SOGA1
2629,PANK1
2630,LIX1
2631,TMEM98
2632,KCNN1
2633,PDGFC
2634,ETNK1
2635,SBNO1
2636,METTL21A
2637,LRRTM4
2638,TMEM129
2639,LBR
2640,SDHB
2641,DNAH14
2642,DNAH5
2643,TRMT10A
2644,UBQLN4
2645,USB1
2646,TACC1
2647,CCL17
2648,ARHGEF4
2649,MCTP2
2650,FAM217A
2651,KCNJ11
2652,STK33
2653,MGST2
2654,ETNK2
2655,PCBP3
2656,CORO6
2657,CARF
2658,SECISBP2
2659,RAB3IP
2660,SORCS2
2661,TRIM71
2662,C11orf87
2663,MAPK14
2664,NLRX1
2665,CKS2
2666,ZFAND1
2667,THBS2
2668,TRADD
2669,PIK3CB
2670,CD200R1
2671,MPC1
2672,SH3BP4
2673,CASK
2674,SETD3
2675,SOX4
2676,LZTS3
2677,FHL2
2678,SLC6A17
2679,PNMT
2680,BICC1
2681,COLEC12
2682,TM9SF3
2683,MCAT
2684,CEP89
2685,HDDC3
2686,GLRX
2687,CA13
2688,GSAP
2689,KAZALD1
2690,TRIM32
2691,GNB4
2692,CALB2
2693,TMEM44
2694,PDZRN3
2695,FNIP2
2696,ADCYAP1
2697,PTGS1
2698,ZNF142
2699,SIRT6
2700,GREB1L
2701,KCNT1
2702,OSBPL2
2703,C11orf80
2704,GRIN3A
2705,ARVCF
2706,NPTX2
2707,CCDC102A
2708,PDCD2
2709,TMEM177
2710,KCNS2
2711,ENAH
2712,SLC16A7
2713,PTPRH
2714,SHISA9
2715,HTR3A
2716,PYGO1
2717,CTSB
2718,GRB7
2719,DYDC2
2720,SOX13
2721,RASSF8
2722,ARHGAP9
2723,ITPKA
2724,LRRC41
2725,PHC3
2726,ING5
2727,RPS6KC1
2728,MAPK13
2729,ARHGEF2
2730,MPEG1
2731,BCHE
2732,HTR7
2733,ZC3HAV1
2734,PLCD4
2735,ALOX5
2736,ALDH1L2
2737,ALS2CL
2738,GPR161
2739,CNOT10
2740,PARP3
2741,ATXN1
2742,FBLN5
2743,BCL2L11
2744,TMEM241
2745,DDX11
2746,KCTD9
2747,ITGB1BP1
2748,ACADL
2749,RAB31
2750,FRAT1
2751,ATG13
2752,IQGAP2
2753,TBCK
2754,TRIM23
2755,CHD7
2756,ZNF317
2757,FAM178B
2758,SLC39A14
2759,MSL3
2760,ABHD12
2761,MEIS3
2762,IGFBP5
2763,SMC5
2764,STRBP
2765,HRH1
2766,PANX2
2767,GNG2
2768,SYNE1
2769,FKBP8
2770,KRBA1
2771,SNAI1
2772,RND3
2773,PLXDC1
2774,RIC8B
2775,MON1B
2776,SYT9
2777,NGEF
2778,CAST
2779,RING1
2780,RASD2
2781,BAK1
2782,CCDC136
2783,ECHDC3
2784,APC
2785,PIAS1
2786,SPHK1
2787,PTGFR
2788,RARRES2
2789,DUSP6
2790,UNC45A
2791,TNPO3
2792,HERC4
2793,AIFM1
2794,PKIB
2795,HSPBAP1
2796,CCDC28B
2797,TIMP2
2798,OXSR1
2799,DTWD2
2800,DCAF15
2801,GCH1
2802,IPO8
2803,FAM217B
2804,COL19A1
2805,ZNF423
2806,FGFR1OP2
2807,HERC1
2808,LAPTM5
2809,CCDC158
2810,MRPS12
2811,TMEM215
2812,TRNAU1AP
2813,NDUFB4
2814,DNAJA3
2815,KLHDC8A
2816,TUBB2B
2817,ARMC9
2818,PLEKHG5
2819,LIPC
2820,IGFBP3
2821,SETBP1
2822,GHDC
2823,SH2B2
2824,CAMK2D
2825,LRRC59
2826,GPC3
2827,CALN1
2828,NUDT6
2829,OTOF
2830,KCNE2
2831,MEGF10
2832,RANBP17
2833,DCLRE1A
2834,IGHMBP2
2835,PCDH20
2836,TBXA2R
2837,SGK1
2838,RASGRF2
2839,CERS4
2840,RBM28
2841,RDX
2842,SCAMP5
2843,PIGN
2844,KIAA1614
2845,STAB1
2846,GPR173
2847,PLOD3
2848,RDH12
2849,PNLDC1
2850,MMS22L
2851,SLC12A6
2852,TMEM145
2853,PDPR
2854,SCYL1
2855,ATP7B
2856,SMAP2
2857,CACNA1C
2858,HOMER1
2859,TRAF2
2860,SYN3
2861,BAG3
2862,MAGI3
2863,CAPN2
2864,APBA2
2865,LPP
2866,LHX6
2867,GGPS1
2868,KCNJ8
2869,BDNF
2870,CACNG7
2871,TFCP2
2872,MID1
2873,CKAP2
2874,SLC48A1
2875,PPA2
2876,HCRTR2
2877,QRFPR
2878,KAZN
2879,ABCA1
2880,ANXA4
2881,RASGRF1
2882,PDE7B
2883,ZNF502
2884,MAGT1
2885,HNRNPD
2886,DACH2
2887,DNAJC17
2888,PTPN13
2889,PCED1B
2890,THSD4
2891,CYB5R1
2892,FAT1
2893,FCHSD2
2894,ZNF426
2895,AKAP14
2896,VSNL1
2897,POLR3C
2898,CDCA7L
2899,MET
2900,SAMSN1
2901,SLC43A2
2902,MAP3K11
2903,SERPINB9
2904,PWWP2A
2905,POLRMT
2906,PYCARD
2907,C4orf33
2908,ZBTB11
2909,MAP3K1
2910,PDZK1IP1
2911,ANXA3
2912,SNTB2
2913,PRKX
2914,IFITM2
2915,GOT2
2916,VPS51
2917,EPHA3
2918,NECAB1
2919,RENBP
2920,EFCAB6
2921,RAP2B
2922,ORC2
2923,ARFGEF1
2924,PDYN
2925,KCNIP1
2926,CLEC16A
2927,FLRT2
2928,MED23
2929,WDR62
2930,POLD3
2931,LRSAM1
2932,EMID1
2933,NEFH
2934,SMIM8
2935,RALGPS1
2936,DNAJC27
2937,SGSH
2938,MRPL34
2939,SLU7
2940,TTC29
2941,EIF4EBP1
2942,TRNP1
2943,CEP135
2944,MAP9
2945,MBD3
2946,TMEM117
2947,LPAR4
2948,SRGAP3
2949,WDR1
2950,MR1
2951,ARAP1
2952,DDX51
2953,ATP11B
2954,FAM184A
2955,RAPGEF3
2956,TTI2
2957,MSRB3
2958,ADAM10
2959,PHC1
2960,SLC39A13
2961,MAGI2
2962,PLCXD3
2963,FMN1
2964,SRF
2965,TSPYL5
2966,STK32B
2967,UCHL3
2968,TMEM71
2969,CACNB2
2970,ZNF668
2971,FAM78B
2972,COL8A1
2973,OSTF1
2974,PPP3CA
2975,NEGR1
2976,AXIN2
2977,FAM214A
2978,ZDHHC22
2979,PHLDB1
2980,NETO1
2981,STAT4
2982,MORC4
2983,TUBE1
2984,CPNE6
2985,MYO1C
2986,CUEDC1
2987,COPS3
2988,COL18A1
2989,GATM
2990,PRPS2
2991,ADAMTS19
2992,E4F1
2993,LYSMD2
2994,SLC46A3
2995,ZNF207
2996,GABRG3
2997,RGS17
2998,ABHD15
2999,TMEM178B
3000,DCPS
3001,NUDT15
3002,RTKN2
3003,MKNK2
3004,MCRS1
3005,PDLIM7
3006,EXPH5
3007,EMP3
3008,RNF217
3009,FXYD5
3010,FAM135B
3011,YES1
3012,IL15
3013,SAMD4A
3014,EIF1AX
3015,KLF6
3016,ANO10
3017,CHST7
3018,KLF9
3019,TEAD3
3020,ABCB10
3021,SENP7
3022,KCNJ4
3023,MRS2
3024,DSTYK
3025,HIGD1B
3026,MTF2
3027,BEND7
3028,MOSPD2
3029,LYSMD1
3030,SRFBP1
3031,KBTBD3
3032,DOK4
3033,KIAA0232
3034,NR3C2
3035,IGDCC3
3036,LIPG
3037,LRIF1
3038,MYT1
3039,TCAP
3040,GCNT4
3041,THNSL1
3042,TMEM8B
3043,PTK2B
3044,SIK2
3045,CPQ
3046,MAP1LC3B
3047,PALMD
3048,CD14
3049,TBC1D8
3050,FAM131B
3051,VIPR2
3052,TMEM196
3053,ZBTB10
3054,EFHC2
3055,DDB2
3056,ZBTB16
3057,KLHL18
3058,SREBF1
3059,SPAG6
3060,KIRREL2
3061,LY6H
3062,CHORDC1
3063,SLCO2A1
3064,SRPK1
3065,RBCK1
3066,KHNYN
3067,TLL1
3068,LRIG1
3069,SH3BP5L
3070,SLC9A9
3071,ATP10A
3072,NR2C1
3073,HS3ST2
3074,SLC2A9
3075,PNMA3
3076,GXYLT1
3077,DLC1
3078,DCDC2
3079,WASF2
3080,UNKL
3081,MATN2
3082,KAT8
3083,ANKRD9
3084,FLOT1
3085,DOCK9
3086,HAUS7
3087,PIGA
3088,GPR108
3089,FGF2
3090,ABCA9
3091,TMEM158
3092,TRMT2B
3093,SALL3
3094,TMEM14C
3095,RRAS2
3096,HTRA1
3097,TMEM255A
3098,NIF3L1
3099,GBF1
3100,FOXJ3
3101,SLC6A7
3102,PPP1R36
3103,ADAMTS3
3104,CREB3L3
3105,SLC13A3
3106,STON2
3107,COL9A1
3108,KDM7A
3109,PLAGL1
3110,KIF6
3111,ARHGAP28
3112,SACM1L
3113,PICK1
3114,SH3D19
3115,IFT74
3116,CLK2
3117,RIMS3
3118,WDR19
3119,TSC22D4
3120,SEC62
3121,TMX2
3122,PDIA5
3123,MAPK8IP1
3124,ISLR
3125,ARID5A
3126,FGF14
3127,CX3CR1
3128,ARL15
3129,ZNF433
3130,KCTD1
3131,TGFBR2
3132,PBRM1
3133,BCL6
3134,OPN3
3135,CYSLTR1
3136,TMEM164
3137,LDB2
3138,NDUFA7
3139,MAN1C1
3140,RTF1
3141,ACSF2
3142,DEXI
3143,SUSD3
3144,MON1A
3145,CCDC47
3146,PLEKHH2
3147,TRPC6
3148,FAM135A
3149,SLC39A8
3150,PMP22
3151,GRM1
3152,APOL2
3153,MFGE8
3154,ANXA6
3155,FAM216B
3156,ULK3
3157,PTER
3158,LAIR1
3159,GTF2A1
3160,SMAD9
3161,PCTP
3162,COPG2
3163,LSM8
3164,PRPF8
3165,TAF5
3166,TRIM37
3167,UBE2D1
3168,UNC79
3169,PER2
3170,IFI35
3171,TSPAN13
3172,CFLAR
3173,NMRK1
3174,CAMTA1
3175,RRP12
3176,LRRTM3
3177,ACSL3
3178,ABCD2
3179,NDUFAF2
3180,IDS
3181,NAPA
3182,PAQR6
3183,SYPL2
3184,MRPL15
3185,MBTD1
3186,FEM1C
3187,RILPL2
3188,GPRIN3
3189,PIRT
3190,HAGHL
3191,PRDM2
3192,DPYD
3193,KCNK12
3194,CSPG4
3195,TRIM36
3196,DCBLD1
3197,KCNMB2
3198,CORT
3199,GNPDA2
3200,HIP1R
3201,RAB20
3202,ODF2
3203,MYO1D
3204,QKI
3205,CMC2
3206,BCL11B
3207,USP2
3208,MBLAC1
3209,CTXN3
3210,FBXO11
3211,TSPAN9
3212,PHF19
3213,BIN2
3214,TTLL7
3215,ROM1
3216,ELOVL4
3217,RSRC1
3218,SNRNP40
3219,ABCA3
3220,CHRNB3
3221,DNAJC18
3222,SYNE4
3223,RARB
3224,FREM2
3225,FGL2
3226,RBBP4
3227,RASGEF1C
3228,DMXL2
3229,EMP2
3230,SCRT1
3231,ASGR1
3232,TNFRSF11A
3233,AFTPH
3234,GPC4
3235,BEND5
3236,TMX1
3237,SAFB2
3238,FAF1
3239,SPDL1
3240,TXNRD3
3241,TREM2
3242,RNMT
3243,HM13
3244,MGLL
3245,RAPGEF2
3246,MED21
3247,TACO1
3248,SMOC1
3249,MSANTD3
3250,C6orf47
3251,ISYNA1
3252,TRPC3
3253,GABRB1
3254,PEMT
3255,MVD
3256,ABHD8
3257,ERCC4
3258,FGD2
3259,RGS12
