,genes
1693,FBN1
1694,PTCHD1
1695,GABRB2
1696,ZNF346
1697,ANAPC16
1698,ORC6
1699,HDAC3
1700,FZD2
1701,BSG
1702,BABAM1
1703,F2R
1704,ZIC1
1705,WNT2
1706,DENND2C
1707,C1R
1708,TNFAIP8L3
1709,ASB2
1710,NPM2
1711,YPEL1
1712,TAZ
1713,ADCY3
1714,HMCN2
1715,C1orf115
1716,BCL2L15
1717,IL11
1718,CDC7
1719,MCTS1
1720,TRABD2B
1721,NUAK2
1722,IFT57
1723,ASPHD2
1724,ATP6V1F
1725,EFNA5
1726,SSTR2
1727,P2RX6
1728,SLC25A32
1729,TANC1
1730,IGSF5
1731,SLC2A8
1732,SYNE3
1733,ACTR1B
1734,OSCAR
1735,RASSF5
1736,FAM81A
1737,LIFR
1738,CARS2
1739,PFKFB2
1740,IP6K1
1741,C2CD5
1742,PCGF6
1743,DSEL
1744,THRB
1745,MAT2B
1746,CPXM2
1747,JMJD4
1748,SUCLG2
1749,DHRS3
1750,MECR
1751,INO80
1752,FAM118B
1753,WSB2
1754,PMS2
1755,KCNC2
1756,XRCC4
1757,MYRIP
1758,CCDC149
1759,RBM47
1760,HES7
1761,FBXO31
1762,BAZ1A
1763,LSAMP
1764,SLC27A4
1765,UBE3B
1766,HDC
1767,EGFL7
1768,CA2
1769,GABRQ
1770,DIRAS1
1771,KCNAB3
1772,SLC7A1
1773,PRR5L
1774,CACNG2
1775,KLF12
1776,RRM2
1777,SDAD1
1778,CD6
1779,FOXB1
1780,GLCCI1
1781,HSD17B13
1782,RAB11FIP2
1783,ASXL1
1784,CDR2L
1785,SMS
1786,S100B
1787,RHOV
1788,DRG1
1789,SP5
1790,METTL6
1791,BBS1
1792,ZNF583
1793,ANXA11
1794,MESP2
1795,DLG2
1796,INTS3
1797,RPS6KA2
1798,PLXDC2
1799,KCNIP3
1800,SEMA5B
1801,SNRK
1802,PIK3CD
1803,SBNO2
1804,JAKMIP2
1805,ENTPD7
1806,TAGLN2
1807,CPSF1
1808,UNC5C
1809,PRRC2A
1810,IFITM3
1811,KAT7
1812,CENPV
1813,OBSCN
1814,SEPHS2
1815,SV2C
1816,SEMA3A
1817,HSF2BP
1818,FILIP1
1819,MKRN2
1820,SLC17A6
1821,CTPS2
1822,TMEM183A
1823,CAMK2N1
1824,CBX7
1825,IKZF2
1826,ENTPD6
1827,SPOCD1
1828,SYNDIG1
1829,RMDN2
1830,ADCK5
1831,SLC16A6
1832,LRRC23
1833,FAM169A
1834,C3orf52
1835,SLCO1A2
1836,PDE2A
1837,RAF1
1838,RGPD1
1839,RILPL1
1840,MSN
1841,STXBP5L
1842,CBR1
1843,JMJD7
1844,MTUS1
1845,B9D1
1846,UST
1847,POLE3
1848,TRO
1849,ABTB1
1850,SFRP2
1851,CHD8
1852,ZHX2
1853,HIBCH
1854,SFI1
1855,SHF
1856,XRCC1
1857,SYTL2
1858,ABCB8
1859,LRRC38
1860,CTDNEP1
1861,CNIH3
1862,RAI1
1863,BARX2
1864,ZNF839
1865,TRIM24
1866,MOB3B
1867,MTBP
1868,CLDN11
1869,AMPH
1870,TOR2A
1871,NAV3
1872,FAM126A
1873,RHBDL3
1874,RGP1
1875,NMNAT2
1876,BBX
1877,PPIL6
1878,CKMT1B
1879,RIN1
1880,DNAH6
1881,PXDN
1882,ACYP2
1883,RCOR2
1884,TRHDE
1885,LMO7
1886,LIMK1
1887,JRK
1888,MYRF
1889,ST6GALNAC5
1890,DIRAS2
1891,CDC42EP1
1892,FEZF2
1893,STRIP1
1894,EBNA1BP2
1895,SORCS1
1896,PLS1
1897,CNTLN
1898,EID2
1899,EMD
1900,ZBTB45
1901,CYP2J2
1902,EIF3K
1903,SPARC
1904,PINX1
1905,CCDC43
1906,FCHO2
1907,EPHB3
1908,TTLL12
1909,NFRKB
1910,RHEBL1
1911,PDCL3
1912,ASAP3
1913,SLC35E4
1914,SLC30A4
1915,BTBD2
1916,DOCK8
1917,MAP2K5
1918,PALM3
1919,VAV3
1920,DIP2B
1921,EPHA10
1922,BMP3
1923,FGF12
1924,BFSP1
1925,ABCC3
1926,PPP4R4
1927,CCDC57
1928,AHNAK
1929,TJP2
1930,PRSS16
1931,FAM228A
1932,TNFAIP1
1933,ATP6V0A1
1934,L3MBTL3
1935,GNAI1
1936,SMUG1
1937,SAMD5
1938,BRD3
1939,NDEL1
1940,IQCK
1941,TRPM2
1942,CASP8AP2
1943,MIS18BP1
1944,GLP2R
1945,EXOC6B
1946,KIF21B
1947,SCAMP3
1948,SUSD2
1949,PAMR1
1950,PARM1
1951,ACSS2
1952,FAT3
1953,GRIN1
1954,PTN
1955,MAST3
1956,ACVR1C
1957,ZNF131
1958,VDAC1
1959,SCARF2
1960,DENND4C
1961,BMPER
1962,RNF19A
1963,ST3GAL3
1964,TM6SF1
1965,WDR92
1966,HIF1AN
1967,PDHX
1968,ARFIP2
1969,HEBP1
1970,TSKU
1971,IL17RD
1972,COQ9
1973,WDR45
1974,AGER
1975,SPC24
1976,ACTL6B
1977,PAQR3
1978,SAMD9L
1979,ANKS1A
1980,PAXBP1
1981,TNFRSF4
1982,SEC24D
1983,IGFBP2
1984,NEURL1B
1985,COG3
1986,VPS13A
1987,TMUB2
1988,NUP35
1989,CHCHD7
1990,GALNT14
1991,ATP6V0C
1992,ANKRD13D
1993,CETN3
1994,ACAP3
1995,UCHL1
1996,TAPBPL
1997,FIGN
1998,LSP1
1999,STYK1
2000,TWIST1
2001,NXPE3
2002,CREG2
2003,TMEM150C
2004,UQCRC2
2005,PPFIBP2
2006,FBXO22
2007,LIMA1
2008,ZMYND10
2009,TOP3B
2010,TNKS
2011,KCNK6
2012,TBC1D30
2013,ADPRHL1
2014,TRIM59
2015,MMAA
2016,HAGH
2017,ATRN
2018,COQ4
2019,RNF144A
2020,AMPD2
2021,ITPR1
2022,C12orf66
2023,CALML4
2024,USP28
2025,PRIMA1
2026,KCNA4
2027,NTSR2
2028,ERCC2
2029,NFIX
2030,BLMH
2031,TMEM169
2032,VPS16
2033,LRRC56
2034,ME3
2035,FGF5
2036,RELL2
2037,IMP4
2038,DUSP8
2039,UNC5B
2040,SLITRK5
2041,NCALD
2042,MTHFD1
2043,HINFP
2044,TBL2
2045,GRAMD1B
2046,CRMP1
2047,SMC6
2048,TMEM26
2049,ORC4
2050,TMEM255B
2051,DNAJC3
2052,CDH20
2053,RPGR
2054,AP2A2
2055,INSM1
2056,ZNF667
2057,BCR
2058,TMEM181
2059,DCC
2060,ARL6
2061,POPDC3
2062,GOLGA7B
2063,EP300
2064,MAP3K13
2065,IRF2BP1
2066,RYR3
2067,RABL6
2068,EML1
2069,RNF44
2070,LRP6
2071,TGFBRAP1
2072,AXIN1
2073,RHOT2
2074,FAM83H
2075,LRFN1
2076,VWA5A
2077,DNLZ
2078,CSNK2A2
2079,KHDRBS3
2080,ARHGAP30
2081,NICN1
2082,PTAFR
2083,WDR24
2084,EDNRB
2085,KIF5A
2086,WEE1
2087,DTWD1
2088,GBA2
2089,RASSF7
2090,TYROBP
2091,PARD6A
2092,TBC1D1
2093,DDRGK1
2094,PDE9A
2095,NEMF
2096,SLC35E1
2097,ADAMTS16
2098,TMEM141
2099,RAPGEF6
2100,WDR86
2101,ENOX1
2102,KLF8
2103,PARL
2104,NHLRC2
2105,GMPPA
2106,COQ3
2107,MRPL33
2108,RASSF1
2109,HEXB
2110,PCOLCE2
2111,KLHL17
2112,FSIP1
2113,CFTR
2114,TMEFF2
2115,TNFRSF25
2116,KLHL14
2117,KIT
2118,KIF1A
2119,PUS10
2120,ALDH3B1
2121,KCNH5
2122,PSMD2
2123,BNIP3L
2124,FES
2125,ACER3
2126,VAV1
2127,RALGPS2
2128,ZIK1
2129,LGALS3BP
2130,CDC42EP3
2131,DSCC1
2132,STOML1
2133,MOCS3
2134,HYAL3
2135,CDIPT
2136,ACOX3
2137,TRAIP
2138,INPP5B
2139,DTX1
2140,RTN4RL1
2141,ACVR2A
2142,ABI2
2143,AARS2
2144,SYTL1
2145,PDGFB
2146,APBB1
2147,PGM5
2148,NME7
2149,NPTX1
2150,SAT2
2151,RALB
2152,LRP8
2153,TAPBP
2154,NOD2
2155,FBXL17
2156,CDH1
2157,CYP7B1
2158,KIF24
2159,TMEM167A
2160,THRA
2161,RPGRIP1L
2162,MTA3
2163,GNGT2
2164,GAK
2165,SETD1A
2166,MAB21L1
2167,STRN4
2168,TOLLIP
2169,PYGB
2170,EVA1B
2171,PIP5K1A
2172,RASSF3
2173,SIN3B
2174,GOLGB1
2175,MPPED2
2176,INCENP
2177,PLA2G4A
2178,MRPL16
2179,ARHGEF7
2180,STX1B
2181,CCDC148
2182,EXOC6
2183,SS18L1
2184,MMD
2185,PDHB
2186,MYO15A
2187,L3MBTL2
2188,RXRB
2189,FDPS
2190,NPR3
2191,AMDHD1
2192,ADCY7
2193,PFAS
2194,CSTF3
2195,GNA15
2196,SON
2197,KCNG1
2198,GJC1
2199,ZBTB38
2200,DGKZ
2201,NAA16
2202,PPOX
2203,C2orf80
2204,TMEM178A
2205,PCID2
2206,SLC26A8
2207,NUP85
2208,RASGRP3
2209,RGMA
2210,TOX2
2211,CCAR2
2212,AK7
2213,TTYH3
2214,GALNT12
2215,CDNF
2216,TLE2
2217,GPR83
2218,SPTAN1
2219,SPOP
2220,DEPDC5
2221,ST8SIA5
2222,PTGES2
2223,RIMS1
2224,PLXNB1
2225,ZFP36L2
2226,MOSPD1
2227,ARHGAP6
2228,PPP1R15A
2229,ZNF821
2230,CA11
2231,ILDR2
2232,STOX2
2233,PPP1R12C
2234,MAEL
2235,TSPO
2236,ST18
2237,CCDC34
2238,ABHD14A
2239,BAMBI
2240,PER1
2241,HCN1
2242,DEPTOR
2243,SART3
2244,TASP1
2245,DDX1
2246,BRD1
2247,HS3ST4
2248,PCSK2
2249,LPCAT2
2250,G6PD
2251,FAM181B
2252,NUAK1
2253,SPTLC2
2254,EFNB3
2255,NOL10
2256,MAP3K6
2257,MTFR1
2258,PLCH1
2259,BTBD3
2260,TMEM203
2261,PGM2
2262,ELAVL4
2263,PPP1R32
2264,CTNNB1
2265,RIF1
2266,PDRG1
2267,HACL1
2268,TDO2
2269,ABCD3
2270,OGDHL
2271,OSBPL10
2272,ANXA2
2273,ADRA2C
2274,NIPAL3
2275,CD99L2
2276,BCL7C
2277,BEND3
2278,DMD
2279,YBX2
2280,LY6D
2281,PTPRR
2282,CTSO
2283,GPR158
2284,SHQ1
2285,CYB561
2286,CACNB4
2287,SERPINH1
2288,MAP4K2
2289,MBOAT1
2290,TBC1D16
2291,GAL3ST1
2292,COX6A2
2293,CD200
2294,DUSP11
2295,SLC29A1
2296,DENND6B
2297,SMC4
2298,DPP6
2299,MAFK
2300,CRYBB1
2301,FSTL5
2302,CACNA2D4
2303,EMC4
2304,ROBO1
2305,TFEB
2306,AKAP12
2307,CD82
2308,TRIM41
2309,ANKRD26
2310,PHKG2
2311,ZNF787
2312,LMO4
2313,NCEH1
2314,SDC2
2315,YTHDC2
2316,ZFYVE28
2317,CDC40
2318,NUDCD3
2319,SOCS2
2320,DYNC2H1
2321,TRMT2A
2322,RAD51D
2323,USP37
2324,RGL1
2325,YWHAH
2326,CRLS1
2327,ZC3H12C
2328,GRIP2
2329,ZNF519
2330,CXADR
2331,SAPCD2
2332,MAP3K10
2333,PJA1
2334,NOG
2335,KHDRBS1
2336,SLC9A5
2337,ZSCAN21
2338,EML6
2339,ICA1L
2340,REPS2
2341,SASH1
2342,ANXA1
2343,NTN4
2344,TUBGCP6
2345,DUSP18
2346,TBC1D20
2347,FAM163B
2348,KCNH8
2349,NUDT4
2350,MED9
2351,TH
2352,SRC
2353,ST6GAL2
2354,NMI
2355,GARNL3
2356,CNN3
2357,MAPK3
2358,NEURL4
2359,WNT10A
2360,ABTB2
2361,PPRC1
2362,KLHL8
2363,ETV6
2364,GIPR
2365,DENR
2366,DSCAM
2367,SYNGR1
2368,NUFIP1
2369,SULT2B1
2370,ASIC2
2371,BNC2
2372,FANCL
2373,SLX4IP
2374,INF2
2375,NFYC
2376,FAM114A1
2377,SLC25A5
2378,DDX23
2379,ARHGAP32
2380,SLC25A17
2381,EHD2
2382,N4BP3
2383,MS4A7
2384,PHYH
2385,RASA1
2386,MBTPS1
2387,ZBBX
2388,G3BP2
2389,ABLIM2
2390,PGM2L1
2391,PDS5B
2392,C16orf70
2393,BICD1
2394,ARHGEF17
2395,CDCA7
2396,LUZP1
2397,PAQR8
2398,CYP46A1
2399,STPG1
2400,PCDH19
2401,SPATA2
2402,KLHL10
2403,STEAP2
2404,PPFIBP1
2405,ZBTB7B
2406,FAT4
2407,PITPNB
2408,ZMIZ2
2409,WDR44
2410,SQSTM1
2411,SLC25A38
2412,CLPTM1
2413,IFFO2
2414,AGO4
2415,MMP17
2416,LANCL2
2417,GRM8
2418,KDM5D
2419,CXXC5
2420,ID4
2421,LAMP5
2422,INPP4A
2423,FAM171A2
2424,MKX
2425,PPIE
2426,PGAM5
2427,POMK
2428,DMTN
2429,LMTK2
2430,DDX59
2431,SEMA7A
2432,KBTBD11
2433,AP3S1
2434,EPHB6
2435,TTPAL
2436,SHC3
2437,PRL
2438,KCTD12
2439,SHROOM4
2440,SYT5
2441,PIP5K1C
2442,ZNF641
2443,MGAT4B
2444,TCF4
2445,DGKB
2446,HAS1
2447,GRM4
2448,COL4A6
2449,NUDT22
2450,GPR150
2451,GM2A
2452,HELLS
2453,SMARCD3
2454,TSPAN7
2455,BRMS1L
2456,E2F3
2457,DMRT2
2458,ZFP14
2459,PLCB2
2460,VEZF1
2461,KCNH2
2462,CES5A
2463,RPF2
2464,FRMPD4
2465,CRK
2466,ASAP2
2467,SPHKAP
2468,ZNF25
2469,ERMP1
2470,COPS8
2471,ASTE1
2472,LMNB1
2473,TNFSF12
2474,PHLDB2
2475,CEP95
2476,SLC30A3
2477,IL17RC
2478,SOX14
2479,RUNX1T1
2480,NELL2
2481,TBCC
2482,NEU1
2483,ARMCX6
2484,PORCN
2485,PDZD2
2486,ANKRD34A
2487,SLC45A3
2488,FRMD5
2489,INTS8
2490,GALNS
2491,ENPP5
2492,TEAD4
2493,TRAPPC6B
2494,TSPEAR
2495,CEP170
2496,SHISA5
2497,YARS2
2498,RAD51AP2
2499,RTCA
2500,THAP7
2501,EIF4G3
2502,POLR2F
2503,NGB
2504,OXA1L
2505,HMMR
2506,TNNT2
2507,ZDBF2
2508,TBC1D22B
2509,PTGDS
2510,MORN1
2511,NRXN2
2512,CYTH3
2513,DAAM2
2514,MYB
2515,ABCG4
2516,FBXO6
2517,P2RX7
2518,PGAP3
2519,NCAPG2
2520,CEBPD
2521,SLC25A37
2522,UBE2B
2523,TMEM163
2524,KLF10
2525,LMCD1
2526,KHDC1L
2527,LYST
2528,PCLO
2529,CRYBA4
2530,TMEM176B
2531,SCD
2532,LRRC73
2533,ENPEP
2534,TAF6
2535,NBAS
2536,ADCY2
2537,CRIP3
2538,ADAMTS10
2539,C7orf26
2540,MED22
2541,BCOR
2542,MICAL2
2543,TCF7L2
2544,CBLB
2545,TNFAIP6
2546,MEF2A
2547,GNG4
2548,DPH6
2549,DAGLA
2550,R3HDM1
2551,ATCAY
2552,TDG
2553,B3GALT1
2554,SCG5
2555,ANKRD2
2556,ZNF93
2557,CDH10
2558,CBFA2T3
2559,RPAIN
2560,SLBP
2561,ACVR2B
2562,GNRH1
2563,HSPBP1
2564,PDIK1L
2565,CAMK2B
2566,WIPI2
2567,ADRB2
2568,KCNQ4
2569,NCOA3
2570,EGR1
2571,COL9A2
2572,CPM
2573,TCP11L2
2574,ENC1
2575,RCBTB1
2576,WDR46
2577,POLR3E
2578,KCNQ5
2579,FAM189A1
2580,HCN4
2581,AP3M2
2582,TSTA3
2583,WDR60
2584,C11orf71
2585,RBM18
2586,SYCP1
2587,EPCAM
2588,PRKAR1B
2589,BAHD1
2590,HMOX1
2591,MAFF
2592,TMEM65
2593,ADAMTS2
2594,RMDN3
2595,SYNM
2596,CENPJ
2597,RUFY2
2598,TUBGCP5
2599,UBE2I
2600,PSMC1
2601,DHDH
2602,CAPN5
2603,MAN2B2
2604,SATB1
2605,HS6ST1
2606,TMEM198
2607,NPDC1
2608,HACE1
2609,PCDH10
2610,SPRY4
2611,RCE1
2612,USF1
2613,WNT7B
2614,TSTD1
2615,PAX2
2616,TRMT44
2617,SV2A
2618,MICU2
2619,ACOT4
2620,LAMA1
2621,TRMU
2622,KRT1
2623,RUNDC1
2624,ATP6V1H
2625,SYT14
2626,DHX30
2627,GGN
2628,KITLG
2629,UBR4
2630,POP7
2631,TRDN
2632,TTC3
2633,STMN1
2634,INSM2
2635,HEY2
2636,TMED10
2637,SLC25A4
2638,UBXN10
2639,FAM155A
2640,ADO
2641,CADPS2
2642,IGF2BP2
2643,EGF
2644,TINCR
2645,RNF25
2646,RINT1
2647,SH3PXD2B
2648,PICALM
2649,LHX9
2650,ADAP1
2651,PAIP1
2652,VPS36
2653,FDFT1
2654,HTR1A
2655,EPS8
2656,TMEM240
2657,SLC35F3
2658,IQCC
2659,EXOSC2
2660,IGSF11
2661,SLC9B2
2662,GLB1
2663,KATNAL2
2664,RBM24
2665,RNF24
2666,GRIPAP1
2667,SFT2D2
2668,SESN1
2669,NLE1
2670,CABIN1
2671,VRK3
2672,ALKBH4
2673,PIP4K2C
2674,DDX31
2675,TRAPPC11
2676,PEPD
2677,CHL1
2678,PDK1
2679,GSE1
2680,PPP1R16B
2681,ZFAND2A
2682,PDCD2L
2683,ZNF341
2684,WDR59
2685,ATG16L1
2686,MTUS2
2687,EFCAB7
2688,LRRK2
2689,MVK
2690,STEAP1
2691,CDIP1
2692,KIF3B
2693,NNMT
2694,STK36
2695,HEYL
2696,DMRT3
2697,FRS3
2698,STMN3
2699,IL17D
2700,LRFN3
2701,BZW2
2702,METTL14
2703,MRPS24
2704,USP45
2705,PTPN2
2706,ZNF488
2707,PLEKHA4
2708,GGA3
2709,KCNE4
2710,SSTR1
2711,MS4A6A
2712,CHST12
2713,PLEKHM3
2714,FAM20A
2715,RGS2
2716,VSTM2L
2717,TGFBR1
2718,UBL3
2719,CSMD1
2720,KCNT2
2721,ARF3
2722,INPP5A
2723,MAMDC2
2724,CDAN1
2725,MAPK9
2726,SYN1
2727,RPAP1
2728,FRMD8
2729,DCAF4
2730,KCNH3
2731,SLC1A1
2732,ABHD13
2733,BIN3
2734,WNT6
2735,OSBPL7
2736,EXT1
2737,MFAP4
2738,CTDSPL
2739,ANO5
2740,PCDH17
2741,TNC
2742,ZNF358
2743,ZNF526
2744,KCNJ10
2745,RIMS4
2746,SEMA5A
2747,ST7
2748,ITGB1
2749,MON2
2750,CPNE2
2751,NAALAD2
2752,STAMBP
2753,FAM160A2
2754,DLL3
2755,MYH10
2756,PLK2
2757,RADIL
2758,RYR2
2759,DNA2
2760,RAB27B
2761,SUCLA2
2762,CCDC160
2763,PRPF40B
2764,LY6E
2765,ARHGAP20
2766,TMPO
2767,CACHD1
2768,RPS6KA5
2769,CDH8
2770,APOE
2771,TWF2
2772,TP53INP1
2773,LRP2
2774,RAB3B
2775,MDH1
2776,HEBP2
2777,COPS7B
2778,CSNK1G1
2779,AP1S1
2780,CYBRD1
2781,CAMK2A
2782,YBX3
2783,B3GNT4
2784,IGFBPL1
2785,ECM1
2786,CAPN3
2787,ROR2
2788,ACD
2789,ATXN7L1
2790,RHOG
2791,CENPE
2792,PLEKHA5
2793,NPHS1
2794,STAC2
2795,POLD4
2796,MYLK4
2797,LIN7A
2798,PBX3
2799,ENO4
2800,ADIPOR2
2801,ZFAND6
2802,COL23A1
2803,NRBP1
2804,SLC16A13
2805,CHML
2806,PRRX1
2807,IKBIP
2808,POU4F1
2809,FSTL4
2810,ANKRD6
2811,NCLN
2812,NELL1
2813,NR1D2
2814,RC3H2
2815,DUSP5
2816,ZNF354A
2817,ZMYM3
2818,PTPRF
2819,FRMD4B
2820,HR
2821,SCARA5
2822,NPAS2
2823,TMEM140
2824,SLC4A2
2825,ANKRD34B
2826,TUBGCP4
2827,CACNA1D
2828,PCBD2
2829,AP1M2
2830,NECAB3
2831,WNT9B
2832,LEPROT
2833,ABHD12B
2834,DNASE1L1
2835,LRRN3
2836,ATG7
2837,DBX2
2838,CKAP5
2839,PPP1R17
2840,RGS6
2841,EXO1
2842,CAMKMT
2843,GBX2
2844,PIGZ
2845,LRRC4
2846,CEP152
2847,MORN4
2848,SYT16
2849,TPMT
2850,COX5A
2851,USP43
2852,BID
2853,PUSL1
2854,SPTSSB
2855,DALRD3
2856,RAD54B
2857,SULT4A1
2858,CLUAP1
2859,PI16
2860,ITGB8
2861,GPR162
2862,YEATS2
2863,TOR1A
2864,PTBP3
2865,SERPINI1
2866,SP4
2867,ACP2
2868,SMYD3
2869,C5
2870,GUK1
2871,NUMB
2872,ABHD17C
2873,LCMT1
2874,RNF8
2875,CNTNAP1
2876,SLC25A45
2877,DGKE
2878,NPY1R
2879,MRPL9
2880,DDX25
2881,CAMTA2
2882,POU6F1
2883,BUD13
2884,AGMO
2885,STX3
2886,SVIP
2887,DMBX1
2888,RSPO2
2889,TM9SF4
2890,TMEM170B
2891,CHST10
2892,EI24
2893,MAPKAPK2
2894,AK5
2895,CAPN12
2896,GAL
2897,KATNB1
2898,NGFR
2899,EFNA3
2900,DUSP27
2901,ABR
2902,ZDHHC16
2903,TES
2904,TRIM9
2905,JADE2
2906,EFR3A
2907,ESYT1
2908,COL4A5
2909,L2HGDH
2910,RASL12
2911,MYLIP
2912,ZNF212
2913,TNFRSF21
2914,KCNN3
2915,ZFP69
2916,TTC5
2917,AGPAT3
2918,EML5
2919,TM7SF3
2920,ARHGEF12
2921,SPATA13
2922,ERLIN1
2923,GRHL1
2924,BMP2K
2925,ACTL6A
2926,TMEM125
2927,PLEKHG1
2928,IGLON5
2929,VIT
2930,ZFAND4
2931,RILP
2932,PMS1
2933,POLG2
2934,RASL11B
2935,PHAX
2936,SLC37A3
2937,TACSTD2
2938,TTC9
2939,TGS1
2940,FIBP
2941,WDR18
2942,IFI44
2943,GMIP
2944,ELOVL7
2945,HK1
2946,ATXN10
2947,SORCS3
2948,PAFAH2
2949,HLF
2950,IGFBP4
2951,ZNF106
2952,PRSS12
2953,ASAP1
2954,KHDRBS2
2955,GTF3A
2956,ZIC4
2957,TUBA4A
2958,VWA1
2959,TSHZ3
2960,VIM
2961,MME
2962,EGR2
2963,DNAH10
2964,PADI2
2965,PPP1R21
2966,CIDEA
2967,FUNDC2
2968,BEST1
2969,SCML4
2970,CTDSPL2
2971,ASL
2972,USP7
2973,DLGAP1
2974,ROCK2
2975,HS6ST2
2976,PDCD6
2977,KDM5C
2978,TANK
2979,GPR34
2980,SPATA6
2981,ITM2C
2982,CEP170B
2983,POLG
2984,DDR1
2985,KIAA1549
2986,MED1
2987,CALCOCO1
2988,REPS1
2989,KIAA0319L
2990,ZNF219
2991,PGD
2992,AMER3
2993,MAP3K4
2994,FAM107B
2995,GUCY1A2
2996,PPEF1
2997,MAP4K3
2998,GGA2
2999,TRIM54
3000,HOGA1
3001,EXTL3
3002,PLD3
3003,ADAMTS17
3004,GLRA2
3005,CRIM1
3006,SORBS1
3007,RGMB
3008,ASXL3
3009,HECTD4
3010,SRXN1
3011,MAP2K4
3012,AKT2
3013,PRKCB
3014,GSG1L
3015,PTPRT
3016,XYLT1
3017,TRIO
3018,MKKS
3019,MYOM1
3020,SEMA6A
3021,RGS20
3022,GMEB1
3023,CDH3
3024,BMP2
3025,RAI2
3026,SYT10
3027,PIAS2
3028,TSPAN17
3029,LPCAT4
3030,PAIP2
3031,NAP1L2
3032,NUDT14
3033,LRRC40
3034,NPY5R
3035,MPP3
3036,SPEN
3037,DDHD2
3038,VGF
3039,KIF17
3040,SPRED2
3041,RNF10
3042,SP8
3043,CSF1
3044,HES5
3045,TRIB2
3046,NANOS3
3047,ARMCX3
3048,SIX3
3049,TST
3050,EIF3L
3051,BRSK1
3052,SLC37A4
3053,AQP9
3054,PNMA2
3055,ARHGAP10
3056,CLSTN1
3057,PAK3
3058,CMTM8
3059,IGSF9
3060,COBL
3061,WSCD2
3062,TCOF1
3063,LRRC43
3064,FOXK1
3065,KCTD16
3066,XKR6
3067,ZC3H7B
3068,ADCY5
3069,FAM117A
3070,TIPARP
3071,KLHL22
3072,PPIL2
3073,PMEPA1
3074,DHRS13
3075,PPIB
3076,TRAPPC3
3077,GPX3
3078,PON3
3079,UBN1
3080,PDE4C
3081,GLT1D1
3082,MTX3
3083,SMIM13
3084,ACTN4
3085,SNF8
3086,KLHL42
3087,MAGI1
3088,FIGNL2
3089,TFB2M
3090,PFKP
3091,DYNC1H1
3092,CCSER1
3093,ETNPPL
3094,HECW2
3095,RGS11
3096,TBRG4
3097,DDB1
3098,SHD
3099,PTPN18
3100,GXYLT2
3101,PARP16
3102,PDLIM5
3103,KIF3C
3104,ZSCAN22
3105,UNG
3106,TRIM45
3107,PPFIA3
3108,ELP5
3109,NF2
3110,SUSD1
3111,IARS2
3112,OPTN
3113,AKR1A1
3114,AMIGO1
3115,LY96
3116,TMEM121
3117,IP6K3
3118,TRPC4
3119,CACNB3
3120,MTHFD1L
3121,SCG2
3122,LRP10
3123,CLSTN3
3124,MYBL1
3125,TUBG2
3126,SSX2IP
3127,TTLL1
3128,TMIE
3129,NAA35
3130,ERMAP
3131,NFKBIL1
3132,PATE2
3133,E2F5
3134,MCF2
3135,MICU3
3136,ARHGAP33
3137,ADAM32
3138,EFCAB5
3139,SETD5
3140,PDK3
3141,BNIP3
3142,ASTN1
3143,GRID2
3144,KCND3
3145,STK19
3146,MRPL24
3147,TMEM59L
3148,COL5A2
3149,SIPA1L2
3150,CHN1
3151,TXNRD2
3152,FLOT2
3153,PLCB4
3154,CADM1
3155,NDFIP2
3156,TPO
3157,ASPDH
3158,N4BP2L1
3159,RCN3
3160,GPR160
3161,SYCP2
3162,FAM189A2
3163,SLC36A1
3164,SMG7
3165,CPEB2
3166,ZNF516
3167,MPST
3168,TPM3
3169,SLIT3
3170,SORBS2
3171,DLX5
3172,SRSF2
3173,PANK1
3174,LIX1
3175,TMEM98
3176,KCNN1
3177,PDGFC
3178,SBNO1
3179,AP4S1
3180,MFSD6
3181,SLC39A4
3182,METTL21A
3183,LRRTM4
3184,RPRD1A
3185,SDHB
3186,DNAH14
3187,DNAH5
3188,TIMM17A
3189,TRMT10A
3190,UBQLN4
3191,USB1
3192,TACC1
3193,IQCB1
3194,ARHGEF4
3195,RAD18
3196,CDC42SE2
3197,MCTP2
3198,KCNJ11
3199,SPCS3
3200,STK33
3201,MGST2
3202,ETNK2
3203,ZFR2
3204,POLR3F
3205,KNSTRN
3206,PCBP3
3207,CORO6
3208,SECISBP2
3209,RAB3IP
3210,POLR1D
3211,SORCS2
3212,TRIM71
3213,PRR15
3214,PEX26
3215,C11orf87
3216,MAPK14
3217,SERTM1
3218,PRMT2
3219,ZFAND1
3220,WRNIP1
3221,TSPAN8
3222,THBS2
3223,TMEM165
3224,PTPRE
3225,CD200R1
3226,MPC1
3227,PMM2
3228,SH3BP4
3229,SEMA3F
3230,TRRAP
3231,NPHP4
3232,FNDC9
3233,GTF2F1
3234,LZTS3
3235,FHL2
3236,SLC6A17
3237,PNMT
3238,BICC1
3239,COLEC12
3240,ATP6V1G2
3241,RCAN3
3242,PTPRO
3243,MCAT
3244,CEP89
3245,RFC5
3246,HDDC3
3247,CA13
3248,CLEC18B
3249,TRIM32
3250,GNB4
3251,TMEM44
3252,PDZRN3
3253,FNIP2
3254,ADCYAP1
3255,SLC25A14
3256,ZNF142
3257,SIRT6
3258,GREB1L
3259,KCNT1
3260,NEXN
3261,TMEM86B
3262,XRCC6
3263,CHMP6
3264,CARHSP1
