,genes
10781,GRM2
10782,DUSP7
10783,POC1A
10784,PPM1M
10785,ETNPPL
10786,WDR82
10787,PITX2
10788,C4orf3
10789,PRSS12
10790,NDST3
10791,HMGB2
10792,SAP30
10793,SCRG1
10794,HAND2
10795,MAD2L1
10796,ANXA5
10797,TMEM155
10798,ADAD1
10799,MAP9
10800,GUCY1A1
10801,FBXO8
10802,CEP44
10803,HPGD
10804,ASB5
10805,C4orf45
10806,TMEM144
10807,NPY1R
10808,NPY5R
10809,NAA15
10810,IL15
10811,FAM160A1
10812,ARFIP1
10813,ICE1
10814,HHIP
10815,ANAPC10
10816,ABCE1
10817,OTUD4
10818,LSM6
10819,TMEM184C
10820,PRMT9
10821,ITGA2
10822,MOCS2
10823,SLC45A2
10824,EDIL3
10825,TMEM161B
10826,ELOVL7
10827,NDUFAF2
10828,ZNF474
10829,LMBRD2
10830,RANBP3L
10831,NIPBL
10832,RNF180
10833,ADGRV1
10834,SLC25A46
10835,STARD4
10836,PGGT1B
10837,F2RL2
10838,CCDC112
10839,ANKRD33B
10840,CMBL
10841,PRRC1
10842,F2RL1
10843,AGGF1
10844,WDR41
10845,PRDM9
10846,NDUFS4
10847,SCGB3A2
10848,SPINK1
10849,HTR4
10850,ESM1
10851,GRPEL2
10852,CDC20B
10853,ARSK
10854,RHOBTB3
10855,GPX8
10856,TIGD6
10857,SPZ1
10858,SERINC5
10859,ENPP6
10860,CAGE1
10861,CASP3
10862,PRIMPOL
10863,ERAP1
10864,ERAP2
10865,CMYA5
10866,EGFLAM
10867,CFAP97
10868,TMEM174
10869,CARTPT
10870,RICTOR
10871,EBF1
10872,ANKRA2
10873,UBLCP1
10874,FAM170A
10875,UTP15
10876,TLR3
10877,KLKB1
10878,NSA2
10879,GFM2
10880,TERT
10881,SLC6A18
10882,CCDC127
10883,FOXQ1
10884,LINC01600
10885,ADGRF2
10886,ACSL6
10887,IL3
10888,CSF2
10889,SHROOM1
10890,GDF9
10891,UQCRQ
10892,LEAP2
10893,GJB7
10894,SLC35A1
10895,GRIK2
10896,CGAS
10897,FABP7
10898,TLX3
10899,TXLNB
10900,CITED2
10901,CALHM4
10902,TBXT
10903,CREBRF
10904,DCBLD1
10905,SFXN1
10906,SAMD3
10907,TMEM200A
10908,IL22RA2
10909,DACT2
10910,PDSS2
10911,STXBP5
10912,IL31RA
10913,ANKRD55
10914,RAET1E
10915,PI16
10916,TBX20
10917,DAGLB
10918,KIAA0895
10919,STK17A
10920,TRA2A
10921,FAM183BP
10922,GALNT10
10923,SAP30L
10924,RPS14
10925,HCN1
10926,MYOZ3
10927,COG5
10928,NEUROD6
10929,BMT2
10930,GPR85
10931,SLU7
10932,RP9
10933,PTTG1
10934,CAMLG
10935,BMPER
10936,RELL2
10937,SMAD5-AS1
10938,KCNK5
10939,KIF6
10940,ZNF12
10941,SLC29A4
10942,TEX47
10943,STEAP1
10944,CDCA7L
10945,SP8
10946,MIOS
10947,USP49
10948,INTS4P1
10949,SYTL3
10950,IQUB
10951,HEY1
10952,ZNF704
10953,FABP5
10954,SHH
10955,TAGAP
10956,COL1A2
10957,FNDC1
10958,CHMP4C
10959,SLC13A4
10960,PGAM2
10961,BRI3
10962,LMTK2
10963,SLC35G3
10964,CTSB
10965,SOX17
10966,DLC1
10967,ADCY1
10968,C8orf48
10969,SUN3
10970,C7orf57
10971,HNF4G
10972,PEX2
10973,RAD21
10974,SLC30A8
10975,MED30
10976,TNFRSF11B
10977,SBSPON
10978,PHKG1
10979,EN2
10980,KCNV1
10981,CSMD3
10982,SPIDR
10983,ORC5
10984,DEFA5
10985,DNAAF5
10986,DEFA4
10987,DEFA6
10988,OSGIN2
10989,DEFB1
10990,SUN1
10991,OXR1
10992,TMEM74
10993,FAM86FP
10994,GPR146
10995,GPER1
10996,UNCX
10997,TMEM184A
10998,NOS3
10999,SPAG11B
11000,MICALL2
11001,CA3
11002,INTS1
11003,CDK5
11004,SLC4A2
11005,SLC7A13
11006,FASTK
11007,TMUB1
11008,FMC1
11009,GBX1
11010,PHAX
11011,ALDH7A1
11012,FOXK1
11013,COX6C
11014,OSR2
11015,YWHAZ
11016,BAALC
11017,FZD6
11018,CTHRC1
11019,SLC25A32
11020,DCAF13
11021,DCSTAMP
11022,TP53INP1
11023,INTS8
11024,VIRMA
11025,FREM1
11026,GEM
11027,PDP1
11028,TMEM67
11029,WASHC5
11030,RPP25L
11031,FAM219A
11032,C9orf24
11033,SNAPC3
11034,MYORG
11035,NUDT2
11036,TMEM65
11037,PSIP1
11038,CCDC171
11039,UBAP1
11040,DIRAS2
11041,SYK
11042,NIPSNAP3B
11043,ABCA1
11044,NFIL3
11045,LETM2
11046,METTL2B
11047,PRKACG
11048,FXN
11049,ZMAT4
11050,NKX6-3
11051,TMEM71
11052,MAMDC2
11053,PRSS37
11054,CPA6
11055,C8orf34
11056,TMC1
11057,ALDH1A1
11058,KDM1B
11059,HGSNAT
11060,RASEF
11061,GKAP1
11062,KIF27
11063,C9orf64
11064,HNRNPK
11065,SSMEM1
11066,SVEP1
11067,TRPV6
11068,LLCFC1
11069,ANKS6
11070,FBP1
11071,ZHX1
11072,CFAP47
11073,CYBB
11074,DYNLT3
11075,METTL27
11076,MID1IP1
11077,CXorf58
11078,KIAA1958
11079,PTCHD1
11080,RNF183
11081,ASB11
11082,PCDH19
11083,PIGA
11084,OR1K1
11085,STRBP
11086,CLDN3
11087,GAPVD1
11088,CARD19
11089,WNK2
11090,ATP7A
11091,ZNF367
11092,NLGN4Y
11093,HDX
11094,NDUFB6
11095,AQP7
11096,NOL6
11097,AQP3
11098,TRMT10B
11099,VCP
11100,PIGO
11101,STOML2
11102,BRWD3
11103,SLITRK5
11104,MELK
11105,ARMC3
11106,OTUD1
11107,ARHGAP12
11108,FAT3
11109,DEUP1
11110,HECTD2
11111,SLC7A3
11112,FBXO33
11113,INTS6L
11114,GPR101
11115,CLDN2
11116,LRFN5
11117,LRRC18
11118,SPTSSA
11119,WRN
11120,TSHR
11121,CFL2
11122,SUGT1
11123,GTF2A1
11124,ZCCHC24
11125,PGM2L1
11126,PHYHIPL
11127,SLC16A9
11128,FOLR2
11129,INPPL1
11130,PHOX2A
11131,MBL2
11132,GJB2
11133,CRYL1
11134,REEP3
11135,HEPACAM
11136,SKA3
11137,MICU2
11138,DDIAS
11139,PCF11
11140,PKNOX2
11141,RPL10L
11142,LRR1
11143,RPL36AL
11144,DNAAF2
11145,DEPP1
11146,MAGEC3
11147,ZNF22
11148,KLHDC2
11149,EML5
11150,NEMF
11151,RPUSD4
11152,ARF6
11153,TTC8
11154,TMEM63C
11155,NGB
11156,NOXRED1
11157,CDX2
11158,AMER2
11159,AKR1E2
11160,KBTBD6
11161,SSX5
11162,SSX3
11163,OTX2
11164,FAAH2
11165,DRGX
11166,NUDT5
11167,DACT1
11168,OXGR1
11169,UCMA
11170,BEND7
11171,ATP5F1C
11172,PRPF18
11173,TAF3
11174,VSTM4
11175,VDAC2
11176,SOHLH1
11177,COMTD1
11178,SLC18A2
11179,PDZD8
11180,ZNF503
11181,ABRAXAS2
11182,QSOX2
11183,FAM204A
11184,NSD1
11185,PRDX3
11186,ENOX2
11187,GHITM
11188,CLEC1B
11189,SNAPC4
11190,TMEM52B
11191,PMPCA
11192,FRMD7
11193,AK8
11194,SPACA9
11195,TSC1
11196,GFI1B
11197,HPRT1
11198,BORCS5
11199,ZMYND19
11200,STOX1
11201,RET
11202,DDX21
11203,BMS1
11204,STK32C
11205,JCAD
11206,OR4K2
11207,FUNDC2
11208,PIP4P1
11209,METTL17
11210,SLC39A2
11211,NDRG2
11212,RNASE7
11213,ARHGEF40
11214,NSMF
11215,ZNF219
11216,C12orf50
11217,CASP7
11218,PPP1R36
11219,BTNL9
11220,CCDC186
11221,VWA2
11222,METTL3
11223,SALL2
11224,PRAP1
11225,TRUB1
11226,ERICH6B
11227,CYP2C19
11228,ZFYVE1
11229,C10orf82
11230,HSPA12A
11231,FRAT1
11232,UBTD1
11233,ANKRD2
11234,E2F7
11235,ARHGAP42
11236,ISCA2
11237,OTOGL
11238,LARGE2
11239,PACSIN3
11240,TTC7B
11241,SLC39A13
11242,PSMC3
11243,RAPSN
11244,AGBL2
11245,TC2N
11246,CPSF2
11247,SMCO2
11248,MOAP1
11249,IFI27L1
11250,IFI27
11251,SERPINA12
11252,CLMN
11253,PDZRN4
11254,SLC6A5
11255,CCDC38
11256,NELL1
11257,PTER
11258,C1QL3
11259,CACNB2
11260,HACD1
11261,ARL5B
11262,SMCO4
11263,CEP295
11264,KCNC2
11265,TAF1D
11266,ABTB2
11267,R3HCC1L
11268,AMOTL1
11269,HTRA1
11270,LIPC
11271,CEP57
11272,TCP11L2
11273,PASD1
11274,SPRED1
11275,TMCO5A
11276,GPR176
11277,JAM3
11278,IL25
11279,CMTM5
11280,GLB1L3
11281,ADAMTS15
11282,SVOP
11283,SPATA19
11284,GPT2
11285,AMN
11286,RAB8B
11287,IKBIP
11288,RPUSD2
11289,HIF1AN
11290,NDUFB8
11291,ZFYVE19
11292,PPP1R14D
11293,SPINT1
11294,FBN1
11295,AVPR1A
11296,C16orf78
11297,DEPDC4
11298,LRTM2
11299,BRD7
11300,CKB
11301,TRMT61A
11302,BTRC
11303,POLL
11304,BAG5
11305,DPCD
11306,LARP6
11307,API5
11308,ASPG
11309,ZNF319
11310,HPS6
11311,SENP8
11312,NOLC1
11313,ALKBH3
11314,COPS2
11315,GABRB3
11316,SPIC
11317,TBATA
11318,SGPL1
11319,FRS2
11320,CCT2
11321,PCBD1
11322,ARIH1
11323,C16orf71
11324,CLMP
11325,SCN3B
11326,COX11
11327,ZNF202
11328,FAM227B
11329,STXBP4
11330,CYYR1
11331,CUL5
11332,MYRFL
11333,WBP1L
11334,BORCS7
11335,C2
11336,PLEKHF1
11337,TMEM100
11338,ANAPC16
11339,SMPD1
11340,APBB1
11341,SYNPO2L
11342,NUDT13
11343,C11orf65
11344,TRIM44
11345,CCDC182
11346,ILK
11347,TAF10
11348,TPP1
11349,DCHS1
11350,NETO1
11351,MSS51
11352,CYB5A
11353,USP54
11354,RAG1
11355,WDR88
11356,OR10A5
11357,ATP9B
11358,PPFIBP2
11359,MOGAT2
11360,CYB5R2
11361,SERPINB7
11362,SERPINB8
11363,TUB
11364,RIC3
11365,LMO1
11366,IDH3A
11367,WDR72
11368,CRABP1
11369,PLD4
11370,ZMAT1
11371,XRRA1
11372,TRIM66
11373,RNF169
11374,RPL27A
11375,CDYL2
11376,TMEM130
11377,PRTG
11378,CENPN
11379,AKIP1
11380,ATMIN
11381,C16orf46
11382,TMEM41B
11383,PKD1L2
11384,LEO1
11385,ZNF143
11386,TMX3
11387,MFAP4
11388,WEE1
11389,MAPK7
11390,PRKCB
11391,HDGFL3
11392,NDST2
11393,MCM7
11394,CLEC3A
11395,CCDC68
11396,CLEC4E
11397,ZNF3
11398,CLEC4D
11399,ZSCAN21
11400,RIMKLB
11401,A2ML1
11402,BEAN1
11403,TK2
11404,TMED3
11405,SLC38A8
11406,SEC11C
11407,CPLX4
11408,GALR1
11409,TMEM135
11410,IQCD
11411,NDEL1
11412,CENPV
11413,CDH16
11414,RRAD
11415,CFAP52
11416,HSP90B1
11417,MC4R
11418,BLCAP
11419,SERPINB12
11420,CHRFAM7A
11421,ATF7IP2
11422,MMP10
11423,TVP23A
11424,BEX3
11425,TMPRSS5
11426,COG1
11427,PLEKHA7
11428,ZNF606
11429,ZCCHC18
11430,B2M
11431,ZNF592
11432,HTR3A
11433,NNMT
11434,ACSM1
11435,AP1G1
11436,SLFN5
11437,ZNF667-AS1
11438,MARF1
11439,SAA3P
11440,SAAL1
11441,YPEL4
11442,PPIB
11443,LDHC
11444,LDHAL6A
11445,FAM111A
11446,PCLAF
11447,KIF7
11448,LDHD
11449,PLIN1
11450,PEX11A
11451,TMEM170A
11452,MESP1
11453,ANPEP
11454,SCNN1G
11455,RBPMS2
11456,NAV2
11457,ANKDD1A
11458,GLYATL1
11459,C18orf54
11460,DCTN5
11461,TERF2IP
11462,PLK1
11463,CLPX
11464,GPR182
11465,ZBTB39
11466,CACNG2
11467,TAC3
11468,MYO1A
11469,CHP2
11470,NEMP1
11471,OR4D6
11472,NAB2
11473,VPS39
11474,STAT6
11475,PATL1
11476,ATP23
11477,ELFN2
11478,STX3
11479,MRPL16
11480,PIP4K2C
11481,MTMR10
11482,YWHAB
11483,C15orf48
11484,SCG5
11485,GREM1
11486,NYAP1
11487,TSC22D4
11488,MS4A6E
11489,MS4A7
11490,MS4A14
11491,MS4A5
11492,DIS3L
11493,CCNDBP1
11494,EPB42
11495,TGM6
11496,SMAD3
11497,MS4A8
11498,CCDC178
11499,MS4A15
11500,MAP1A
11501,RCCD1
11502,AKTIP
11503,MAPRE2
11504,EVA1C
11505,MBD6
11506,CNPY4
11507,PDIA3
11508,NUDT21
11509,NAT16
11510,TERB2
11511,NKX3-1
11512,SGSM1
11513,DUSP18
11514,TEF
11515,MEI1
11516,B4GALNT2
11517,PBX3
11518,GNGT2
11519,PHB
11520,SNRPD1
11521,TTC16
11522,SUN5
11523,SAMD14
11524,PIP5KL1
11525,BPIFB6
11526,TMEM92
11527,FAM102A
11528,ACSF2
11529,GOLGA2
11530,TRUB2
11531,COQ4
11532,SLC27A4
11533,URM1
11534,CERCAM
11535,DOLPP1
11536,CCDC103
11537,ENDOG
11538,TBC1D21
11539,PRRX2
11540,C15orf39
11541,ISLR2
11542,SP2
11543,PRR15L
11544,COQ7
11545,GPRC5B
11546,CRK
11547,C16orf92
11548,FBXO22
11549,TBC1D2B
11550,NOD2
11551,SNX20
11552,LOXHD1
11553,KATNAL2
11554,HDHD2
11555,ZNF91
11556,RNF214
11557,CDK12
11558,DPEP2
11559,DUS2
11560,POP5
11561,ENGASE
11562,RBFOX3
11563,ATP5MG
11564,CD3D
11565,TBC1D16
11566,TEPSIN
11567,MYO5B
11568,ART5
11569,ACAA2
11570,STIM1
11571,RRM1
11572,OR51E2
11573,TRIM68
11574,MMP26
11575,OR51B5
11576,OR51Q1
11577,FN3K
11578,PRRT2
11579,ZNF23
11580,ZNF226
11581,ZNF180
11582,PPP2R3B
11583,ZNF668
11584,ZNF646
11585,VKORC1
11586,GNG8
11587,LPO
11588,CA4
11589,SMG8
11590,LINC00905
11591,TPM4
11592,RAB8A
11593,GPX4
11594,MIDN
11595,JSRP1
11596,KLHL26
11597,GATAD2A
11598,MVD
11599,CDT1
11600,TRAPPC2L
11601,ANKRD11
11602,SPATA33
11603,PROCA1
11604,RPL13
11605,ZNF641
11606,LALBA
11607,CACNB3
11608,DHRS13
11609,TP53I13
11610,KMT2D
11611,CORO6
11612,RHEBL1
11613,TUBA1A
11614,TUBA1C
11615,ZNF610
11616,ZNF528
11617,ZNF701
11618,SERTAD3
11619,NCKAP5L
11620,AQP2
11621,GPD1
11622,PROSER3
11623,CYP2S1
11624,AXL
11625,NFKBID
11626,TMC4
11627,ANKRD33
11628,LAIR1
11629,TTYH1
11630,LENG8
11631,CDC42EP5
11632,LAIR2
11633,TMEM145
11634,ZNF526
11635,TRAPPC9
11636,KIR3DL1
11637,NLRP7
11638,ZNF146
11639,ZNF283
11640,PPP1R14A
11641,SPINT2
11642,C19orf33
11643,YIF1B
11644,DNAAF3
11645,PSCA
11646,ATCAY
11647,LY6D
11648,DAPK3
11649,EEF2
11650,TMIGD2
11651,CHAF1A
11652,UBXN6
11653,HDGFL2
11654,PLIN4
11655,SEMA6B
11656,ZNF444
11657,NXN
11658,GLOD4
11659,MFSD3
11660,GPT
11661,KIFC2
11662,SLC43A2
11663,RILP
11664,SERPINF2
11665,WDR81
11666,SRR
11667,TSR1
11668,TRPV3
11669,HSD11B1L
11670,CYB5D2
11671,GGT6
11672,C19orf48
11673,KLK1
11674,KLK4
11675,KLK2
11676,KLK5
11677,KLK6
11678,KLK11
11679,KLK13
11680,ZNF83
11681,KRT80
11682,KRT1
11683,ACER1
11684,OTUB1
11685,RCOR2
11686,ANGPTL4
11687,CD320
11688,SPRYD3
11689,IGFBP6
11690,SOAT2
11691,ZNF558
11692,CABP2
11693,NDUFV1
11694,CDK2AP2
11695,C3P1
11696,NUDT8
11697,TBX10
11698,PRDX2
11699,OR8J3
11700,OR5I1
11701,ZNF232
11702,MIS12
11703,CD300C
11704,CD300A
11705,TEKT1
11706,HID1
11707,MRPL58
11708,ATP5PD
11709,TMEM88
11710,EVPL
11711,SRP68
11712,MGAT5B
11713,TMC8
11714,TK1
11715,TMEM68
11716,CYP7A1
11717,GSDMA
11718,KRT24
11719,TMEM99
11720,GHDC
11721,FAM234A
11722,SOST
11723,ZNF598
11724,RAB26
11725,MLST8
11726,E4F1
11727,DNASE1L2
11728,ECI1
11729,CASKIN1
11730,ABCA3
11731,KCTD5
11732,SRRM2
11733,ZNF597
11734,NLRC3
11735,SDHAF2
11736,DDB1
11737,VPS37C
11738,VWCE
11739,RAB3IL1
11740,BEST1
11741,FTH1
11742,BSCL2
11743,POLR2G
11744,SLC3A2
11745,ATG16L2
11746,C2CD3
11747,TRANK1
11748,TTC21A
11749,RPSA
11750,ENTPD3
11751,CTNNB1
11752,ULK4
11753,FADD
11754,LTBP3
11755,NAALADL1
11756,SAC3D1
11757,BATF2
11758,SLC22A11
11759,SF1
11760,MAP4K2
11761,MAJIN
11762,CCDC88B
11763,SCARA3
11764,PBK
11765,SCARA5
11766,PNOC
11767,COPS6
11768,PAFAH1B2
11769,ANKS3
11770,NUDT16L1
11771,KIAA1586
11772,RAB4A
11773,OR2B2
11774,KCNJ4
11775,SETD5
11776,VASN
11777,FAM83B
11778,THAP9
11779,OR2C1
11780,RNF187
11781,HOOK3
11782,MAPK1IP1L
11783,DDIT4
11784,RBPJ
11785,LMBRD1
11786,ZCCHC4
11787,PTGDR
11788,TTC39C
11789,GLYCTK
11790,GNG4
11791,UBTD2
11792,NKIRAS2
11793,DNAJC7
11794,KCNV2
11795,IRF2BP2
11796,PTF1A
11797,NT5DC2
11798,FOXI1
11799,SMIM4
11800,COA6
11801,KIF5C
11802,MGAT2
11803,THAP11
11804,MMADHC
11805,PDHB
11806,PXK
11807,PCMTD1
11808,KCTD6
11809,MPLKIP
11810,ACOX2
11811,FAM107A
11812,IRF2
11813,MOBP
11814,CX3CR1
11815,PPDPFL
11816,XIRP1
11817,INSM2
11818,DEGS2
11819,SCN11A
11820,LINC00917
11821,ARF4
11822,FILIP1L
11823,MFSD2A
11824,DTYMK
11825,TAP1
11826,ING5
11827,ATG4B
11828,BDKRB2
11829,MLKL
11830,CMAHP
11831,RFWD3
11832,MTNR1A
11833,KCNG4
11834,RHOH
11835,KLHL30
11836,COG7
11837,CDC40
11838,STIP1
11839,SCNN1B
11840,HR
11841,TXNDC2
11842,RAB31
11843,REEP4
11844,TNXB
11845,LGI3
11846,SFTPC
11847,BMP1
11848,ATXN2L
11849,PHYHIP
11850,CCDC110
11851,POLR3D
11852,FEN1
11853,CAVIN2
11854,MTCL1
11855,GBX2
11856,SCGB1D1
11857,HEXIM2
11858,FNTA
11859,SERINC2
11860,MYL1
11861,TRAPPC11
11862,CHRM1
11863,COL3A1
11864,GFRA2
11865,ING2
11866,CDKN2AIP
11867,SNRNP48
11868,TMEM223
11869,SLC20A2
11870,CRYGA
11871,DYNLRB2
11872,TMUB2
11873,ADAM29
11874,STAT3
11875,ZSWIM1
11876,ADAM9
11877,ADAM18
11878,GDNF
11879,WFDC13
11880,AXIN2
11881,NDUFS5
11882,VWA3B
11883,ZNF30
11884,UGT3A2
11885,LDLRAD4
11886,KCTD19
11887,SLC16A4
11888,IL7R
11889,TMEM208
11890,LRP1B
11891,WFDC12
11892,AHCYL1
11893,DNAJC21
11894,PKIG
11895,NPNT
11896,CA7
11897,FAM178B
11898,SEMA4C
11899,CNNM3
11900,GSTM4
11901,TET2
11902,CXXC4
11903,TCTN2
11904,SHOX2
11905,PPIP5K1
11906,TSPAN5
11907,ABHD15
11908,ZBTB5
11909,CHTF8
11910,ADAL
11911,LCMT2
11912,SNTB2
11913,IL12A
11914,ZNF507
11915,STX18
11916,NSG1
11917,ZBTB49
11918,GFM1
11919,OR13J1
11920,HTR1E
11921,FSTL5
11922,TPTE2P5
11923,DDX19A
11924,ATOH8
11925,SOX14
11926,ANKRD49
11927,SFTPB
11928,USP39
11929,TNIP2
11930,C2orf68
11931,TMEM150A
11932,RNF181
11933,VAMP5
11934,BTNL3
11935,LRRC28
11936,MAT2A
11937,PLA2G4F
11938,ENHO
11939,ZNF608
11940,SLC35G2
11941,INPP5D
11942,LETM1
11943,CTRB1
11944,CTRB2
11945,TRIM49
11946,TMEM129
11947,PPIC
11948,SPRY3
11949,CEP120
11950,STXBP6
11951,TM4SF20
11952,MFF
11953,GRM5
11954,LGALS9
11955,CPLX1
11956,PXDC1
11957,SIGLEC7
11958,NTSR2
11959,E2F6
11960,FEM1B
11961,COMMD8
11962,ATP5ME
11963,UQCRFS1
11964,SLC49A3
11965,COL4A3
11966,MAP2K1
11967,KLK7
11968,HNRNPH1
11969,IRS1
11970,MECP2
11971,UPF3A
11972,ZBBX
11973,ACTBL2
11974,ROR2
11975,AR
11976,DHRSX
11977,HSPBAP1
11978,ASMTL
11979,SLC25A6
11980,CHST14
11981,PARM1
11982,CSNK1G1
11983,FAM110B
11984,ARMC4
11985,AFAP1L2
11986,ZNF354A
11987,ATF5
11988,UBE2V2
11989,GOT1L1
11990,ZBTB43
11991,CPT1C
11992,PCSK9
11993,XPO6
11994,GSG1L
11995,MN1
11996,APEX2
11997,NSMCE1
11998,CCDC126
11999,IL13
12000,OR10G3
12001,RAB3B
12002,OR6F1
12003,CD2BP2
12004,RSPO1
12005,RGS14
12006,TBC1D10B
12007,LMAN2
12008,GCSAML
12009,RAB24
12010,PRELID1
12011,THBS3
12012,CA5B
12013,SLC50A1
12014,EFNA1
12015,CXCL10
12016,SH3TC2
12017,CXCL11
12018,ZRSR2
12019,NMD3
12020,ADRB2
12021,B3GALNT1
12022,GPRIN1
12023,HSPB3
12024,KCNAB1
12025,MRPL1
12026,SHE
12027,NR0B1
12028,PGM2
12029,STK32A
12030,IL1RAPL1
12031,P2RY12
12032,C22orf15
12033,OR5AU1
12034,PDILT
12035,UMOD
12036,GP2
12037,SLC33A1
12038,SNUPN
12039,CRADD
12040,SIN3A
12041,ARL13B
12042,RNASE2
12043,ELSPBP1
12044,RNASE3
12045,PTK2
12046,PTAFR
12047,PTPN9
12048,RNASE6
12049,NPR1
12050,KCNK9
12051,CXCL8
12052,SCN9A
12053,RASSF6
12054,COL22A1
12055,SDC2
12056,CD52
12057,MMGT1
12058,OR4K14
12059,TM2D2
12060,HTRA4
12061,PLEKHA2
12062,CLIC4
12063,SLC38A11
12064,GPR183
12065,CRCT1
12066,CCDC8
12067,METTL15
12068,ZNF280A
12069,MUC15
12070,CT55
12071,ZEB2
12072,GJB1
12073,PCBP1
12074,HINT1
12075,DTWD2
12076,CLIC3
12077,INO80E
12078,BNC1
12079,DFFB
12080,NFU1
12081,ANTXR1
12082,GKN1
12083,CKAP2L
12084,C15orf40
12085,APLF
12086,HIC2
12087,LUZP1
12088,BCRP2
12089,BUB1
12090,SPNS1
12091,LRRC45
12092,CHRNA5
12093,MT1B
12094,CENPX
12095,AGPAT2
12096,ASPSCR1
12097,GP9
12098,FASN
12099,CNBP
12100,MT1E
12101,DUS1L
12102,GPS1
12103,RFNG
12104,DCXR
12105,ZNF32
12106,LDB2
12107,RAC3
12108,NRG4
12109,LIMS1
12110,TMEM266
12111,NLGN1
12112,TAPT1
12113,UGP2
12114,TAS2R1
12115,LINGO1
12116,HNRNPF
12117,BTD
12118,CSGALNACT2
12119,TACR3
12120,GSX1
12121,PCDH7
12122,ROBO1
12123,ONECUT1
12124,AVEN
12125,P2RY1
12126,CTNND2
12127,TRIM56
12128,MUC17
12129,AHSP
12130,WNT10B
12131,CALML6
12132,REPS2
12133,MUC3A
12134,SYAP1
12135,ITGAM
12136,PYDC1
12137,TPST1
12138,TM4SF4
12139,TOR1AIP2
12140,S100G
12141,TM4SF1
12142,OTUD3
12143,OTUD7A
12144,GUSB
12145,BRD3
12146,KLF13
12147,FRMPD4
12148,ZFPM2
12149,ZNF764
12150,ZNF747
12151,ZNF768
12152,TAS1R3
12153,TMEM42
12154,MAP3K2
12155,PUSL1
12156,SF3B5
12157,ZNF35
12158,TIGD4
12159,IFFO2
12160,NLGN2
12161,MYO7B
12162,CHD3
12163,TMEM154
12164,MYRIP
12165,ALCAM
12166,YWHAG
12167,CNTROB
12168,TRAPPC1
12169,ZPLD1
12170,KCNAB3
12171,SERPINA9
12172,FAM153A
12173,GPR37L1
12174,SIMC1
12175,TMEM192
12176,NSG2
12177,SPDYE5
12178,SERPINA6
12179,ZNF778
12180,NIPA1
12181,FOXD4
12182,GPR25
12183,UBE2E1
12184,HNRNPA3
12185,SIK2
12186,RNF150
12187,VGLL2
12188,HOXD4
12189,CHRNB1
12190,GYPA
12191,USP38
12192,SLC16A5
12193,NANP
12194,ANKK1
12195,ADRA1B
12196,ADPRM
12197,FABP6
12198,PWWP2A
12199,USP50
12200,USP47
12201,PDCD6IP
12202,MRGPRX1
12203,ZNF212
12204,MRAP
12205,FAM161A
12206,ZNF282
12207,GLB1
12208,GON7
12209,FAXDC2
12210,CRTAP
12211,HSPB2
12212,C7orf33
12213,CNGB3
12214,SLN
12215,ELP5
12216,CMTM8
12217,GABARAP
12218,STX8
12219,CDK1
12220,UBB
12221,NFRKB
12222,FABP4
12223,FRMPD2
12224,PRDM10
12225,B3GNT2
12226,FOS
12227,TMED10
12228,SETMAR
12229,SMAD1
12230,CST5
12231,CST2
12232,EMX2
12233,CST1
12234,SP7
12235,TCAF2
12236,SEMA3E
12237,LRRN2
12238,SLC30A1
12239,DCLK2
12240,ZNF804A
12241,GPRC5C
12242,TMEM182
12243,VSTM2A
12244,KRT8
12245,KRT78
12246,ADORA2B
12247,SDR9C7
12248,MGMT
12249,METTL7B
12250,KRT86
12251,NFXL1
12252,KRT75
12253,DENND5B
12254,CD14
12255,DNAJC18
12256,KRT6C
12257,RIOX1
12258,SPATA24
12259,RALGAPB
12260,PYM1
12261,MZB1
12262,KRT4
12263,SLC23A1
12264,KRT74
12265,NPAS2
12266,KRT72
12267,KISS1
12268,LONRF2
12269,NUDT9
12270,HSD17B13
12271,PA2G4
12272,COX7B2
12273,ELOVL6
12274,KRT83
12275,PFKFB3
12276,TMC7
12277,ARL6IP1
12278,SERPINB9
12279,SMAGP
12280,IRX1
12281,CDH2
12282,IRX2
12283,EMB
12284,SIX2
12285,DLGAP1
12286,STAT2
12287,NUDCD2
12288,IRF2BP1
12289,OR9K2
12290,HSPA4
12291,FOXA3
12292,FAM71B
12293,SLC26A5
12294,COMMD5
12295,SGCD
12296,GTSF1
12297,DPY19L2P2
12298,ZNF16
12299,ARMC10
12300,RNF34
12301,ACYP2
12302,TRABD
12303,ATF7
12304,SOCS6
12305,CAVIN4
12306,OR10A3
12307,ZNF296
12308,TTLL6
12309,POLH
12310,SYT9
12311,KCNS3
12312,RBMXL2
12313,KIF5B
12314,GPR37
12315,AKAP13
12316,TPD52L3
12317,CDCA4
12318,OR10A4
12319,SDR16C5
12320,DYDC1
12321,OR10A2
12322,CHCHD7
12323,HTRA3
12324,FOXN2
12325,LMOD2
12326,BFSP2
12327,FSHR
12328,USP32
12329,CEL
12330,PPM1D
12331,GPR27
12332,PSG6
12333,KBTBD2
12334,RIOX2
12335,TRIAP1
12336,LILRP2
12337,LSM3
12338,KIAA0232
12339,MTSS1
12340,TMEM43
12341,RNF139
12342,RPS9
12343,PLA2G1B
12344,CYTL1
12345,TSEN34
12346,TRH
12347,GSTA4
12348,MSANTD4
12349,NDUFA3
12350,OSCAR
12351,PAQR8
