,genes
4832,CNRIP1
4833,BCL11A
4834,CRIPT
4835,EPCAM
4836,SLC17A5
4837,OGFRL1
4838,SLF2
4839,IDE
4840,TECTB
4841,ELOVL3
4842,IFIT3
4843,NKX2-3
4844,IFIT2
4845,GPAM
4846,CUTC
4847,PPP1R3C
4848,PYROXD2
4849,CNNM1
4850,MXI1
4851,SMNDC1
4852,C10orf88
4853,HELLS
4854,PRLHR
4855,TCTN3
4856,AVPI1
4857,WDR11
4858,KCNIP2
4859,CFAP58
4860,GOT1
4861,CPN1
4862,C10orf95
4863,SFRP5
4864,GNA13
4865,HOXB8
4866,KANSL1
4867,HOXB5
4868,HOXB3
4869,DUSP1
4870,PANK3
4871,MSX2
4872,TEK
4873,RCL1
4874,CAAP1
4875,EQTN
4876,MOB3B
4877,INSL6
4878,INSL4
4879,MLANA
4880,CD274
4881,IFNA6
4882,IFNA8
4883,GRIA2
4884,NUP43
4885,MTHFD1L
4886,LRP11
4887,CCDC170
4888,PCMT1
4889,PLEKHG1
4890,MYCT1
4891,CXorf21
4892,MAGEB4
4893,CYSTM1
4894,WDR55
4895,ARAP3
4896,PCDHB10
4897,PCDHB14
4898,PCDHB12
4899,TNN
4900,MRPS14
4901,CENPL
4902,TNFSF18
4903,GORAB
4904,GPR31
4905,ACAT2
4906,TCP1
4907,TTLL2
4908,SNX19
4909,KCNJ5
4910,MSANTD2
4911,TP53AIP1
4912,TEX11
4913,ARR3
4914,PDZD11
4915,SLC10A7
4916,NUDCD1
4917,ENY2
4918,MASTL
4919,KIAA1217
4920,LYZL1
4921,PLXDC2
4922,EPC1
4923,IQSEC3
4924,CCDC77
4925,TAF12
4926,ENOX1
4927,TNFSF11
4928,MTRF1
4929,SPART-AS1
4930,DNAJC15
4931,PROSER1
4932,UFM1
4933,WBP4
4934,ELF1
4935,SMAD9
4936,HSPH1
4937,KBTBD7
4938,ALG5
4939,EXOSC8
4940,ETF1
4941,TGFBI
4942,FAM53C
4943,SIL1
4944,PAIP2
4945,MYOT
4946,KDM3B
4947,EGR1
4948,SERP1
4949,PLS1
4950,ZFP30
4951,NR2C1
4952,UTP20
4953,TMPO
4954,ARL1
4955,GLT8D2
4956,MTERF2
4957,SOCS2
4958,NFYB
4959,WASHC3
4960,APAF1
4961,DUSP4
4962,CLU
4963,TNFRSF10B
4964,SORBS3
4965,PTK2B
4966,CHRNA2
4967,ADRA1A
4968,PPP3CC
4969,PDLIM2
4970,EPHX2
4971,RNF170
4972,NPPB
4973,UBIAD1
4974,TARDBP
4975,TNFRSF8
4976,PRAMEF2
4977,ZNF706
4978,LYPLA1
4979,CRISPLD1
4980,COPS5
4981,RDH10
4982,EPX
4983,AKAP1
4984,COIL
4985,TRIM25
4986,SCPEP1
4987,SPOP
4988,TBX2
4989,SLC35B1
4990,TBX4
4991,TEX14
4992,FAM117A
4993,NCAPH
4994,LRAT
4995,TMEM131L
4996,MND1
4997,TRIM6
4998,ABCC11
4999,ADCY7
5000,CEP89
5001,TSHZ3
5002,ECHDC2
5003,TAS2R8
5004,PLBD1
5005,TAS2R10
5006,PRB2
5007,PYROXD1
5008,IAPP
5009,KCNJ8
5010,TAS2R7
5011,BCL2L14
5012,TAS2R9
5013,PSPC1
5014,ZNF549
5015,A1BG
5016,ZSCAN18
5017,ZNF211
5018,PDZRN3
5019,RGSL1
5020,LHX4
5021,RNF2
5022,TRMT1L
5023,SEC22A
5024,CSTA
5025,DPPA4
5026,POPDC2
5027,B4GALT4
5028,NAA50
5029,CD80
5030,KIF18A
5031,GJA8
5032,DESI2
5033,MAPK8IP1
5034,CRY2
5035,PEX16
5036,DEPDC7
5037,CAT
5038,ZMYM2
5039,GJB6
5040,GJA3
5041,TBC1D15
5042,ADGRB2
5043,HCRTR1
5044,ZCCHC17
5045,FABP3
5046,KHDRBS1
5047,TMEM39B
5048,CCRL2
5049,CCR2
5050,POLR3GL
5051,GHSR
5052,TNFSF10
5053,ZNF639
5054,SLITRK3
5055,PIK3CA
5056,PDS5A
5057,TMEM156
5058,LIAS
5059,CPXM2
5060,TMEM54
5061,ZSCAN20
5062,CSMD2
5063,HPCA
5064,LRIF1
5065,TMIGD3
5066,CLCC1
5067,GPSM2
5068,GTDC1
5069,CXCR4
5070,ZRANB3
5071,ACVR2A
5072,POLK
5073,SV2C
5074,FLT3
5075,RPL21
5076,MTIF3
5077,GTF3A
5078,RASL11A
5079,UBL3
5080,FYTTD1
5081,MTERF4
5082,XPNPEP2
5083,SASH3
5084,OCRL
5085,PAEP
5086,OBP2A
5087,MRPS2
5088,TBX22
5089,FMOD
5090,MYOG
5091,LAX1
5092,PLG
5093,KIAA1191
5094,COPA
5095,CD244
5096,LY9
5097,HS3ST2
5098,RBBP6
5099,ZC3H7A
5100,PRM2
5101,SERAC1
5102,ANXA11
5103,LDB3
5104,OPN4
5105,ZNF205
5106,NAA60
5107,RPL5
5108,ODF2L
5109,PTGFR
5110,SPATA1
5111,TRMT13
5112,LRRC39
5113,RWDD3
5114,ZNF644
5115,CCDC18
5116,RPAP2
5117,BBS9
5118,PMS2
5119,ZMIZ2
5120,EEPD1
5121,KIAA0087
5122,KLHL7
5123,HERPUD2
5124,CBX3
5125,HNRNPA2B1
5126,WIPF3
5127,NXPH1
5128,NPY
5129,FAM126A
5130,HOXA7
5131,INHBA
5132,FKBP9
5133,NT5C3A
5134,ARL4A
5135,CCZ1
5136,POLM
5137,RAMP3
5138,MRM2
5139,TWIST1
5140,SMU1
5141,GLIPR2
5142,SLC25A51
5143,CLTA
5144,RECK
5145,SPINK4
5146,TAF1L
5147,ACO1
5148,PHF24
5149,DNAI1
5150,DCAF10
5151,CNTFR
5152,KIAA1549
5153,TRIM24
5154,CALD1
5155,AKR1D1
5156,NUDT10
5157,SFTPA1
5158,NEUROG3
5159,PLAU
5160,SRGN
5161,CHST3
5162,BICC1
5163,CISD1
5164,EGR2
5165,ECD
5166,P4HA1
5167,SLC25A16
5168,ZWINT
5169,VPS26A
5170,RBM19
5171,CIT
5172,IFT81
5173,ACADS
5174,HVCN1
5175,DDX54
5176,MED13L
5177,CDKN2C
5178,RNF11
5179,RASSF8
5180,BHLHE41
5181,SSPN
5182,ITPR2
5183,CCDC91
5184,NECAB1
5185,WWP1
5186,ACOT9
5187,PRDX4
5188,DDX39A
5189,PKN1
5190,TRIR
5191,ADGRE5
5192,WDR83
5193,GIPC1
5194,CCDC70
5195,SPRYD7
5196,EBPL
5197,ATP7B
5198,ZC3H13
5199,GUCY1B2
5200,NLN
5201,CENPK
5202,OPTN
5203,ITIH5
5204,ATF1
5205,TSFM
5206,NEUROD4
5207,ARHGAP9
5208,NCKAP1L
5209,MMP19
5210,PFDN5
5211,SPATS2
5212,ORMDL2
5213,NR4A1
5214,PDE1B
5215,HOXC13
5216,CDK2
5217,LRP1
5218,HOXC11
5219,ATG101
5220,NFE2
5221,HOXC12
5222,IKZF4
5223,SMUG1
5224,TUBA1B
5225,EEF1AKMT3
5226,KBTBD4
5227,SARDH
5228,DBH
5229,ATPAF1
5230,STIL
5231,HJURP
5232,IL13RA2
5233,COL10A1
5234,AMD1
5235,NDUFAF4
5236,USP45
5237,PLP1
5238,SERPINA7
5239,MORF4L2
5240,RAB9B
5241,NRK
5242,FAM199X
5243,ESX1
5244,ATXN3L
5245,RAB9A
5246,METTL8
5247,TTC21B
5248,NMI
5249,TNFAIP6
5250,ACVR1C
5251,BAZ2B
5252,SLC36A1
5253,LPGAT1
5254,BATF3
5255,G0S2
5256,KCNJ2
5257,RAP2C
5258,EXOSC9
5259,PLA2G12A
5260,B9D2
5261,COQ8B
5262,PFKFB2
5263,C4BPA
5264,C4BPB
5265,ZNF137P
5266,RAB38
5267,GPR83
5268,AGO2
5269,MXD4
5270,PMS2P5
5271,CKS2
5272,DAW1
5273,ACSL3
5274,CHPF
5275,DNPEP
5276,INHA
5277,MOGAT1
5278,OBSL1
5279,FAM124B
5280,SLC12A4
5281,ENKD1
5282,MC3R
5283,GCNT7
5284,CTCFL
5285,FAM210B
5286,PI3
5287,FAM209A
5288,SNX21
5289,SLPI
5290,WFDC3
5291,TTPAL
5292,PREX1
5293,KCNS1
5294,SLC12A5
5295,SDC4
5296,NCOA3
5297,PIGT
5298,SEMG2
5299,MATN4
5300,NCOA5
5301,VAPB
5302,PARD6B
5303,CHD6
5304,PLCG1
5305,TOX2
5306,SRSF6
5307,GDAP1L1
5308,GTSF1L
5309,ARFGEF2
5310,ZNFX1
5311,ZNF831
5312,EDN3
5313,CSE1L
5314,RAB22A
5315,PTGIS
5316,STAU1
5317,CDH26
5318,SNAI1
5319,MOCS3
5320,STX16
5321,PPP4R1L
5322,PMEPA1
5323,RNF114
5324,ANKRD60
5325,DDX27
5326,RBPJL
5327,SEMG1
5328,C20orf85
5329,BCAS4
5330,KCNK15
5331,TP53TG5
5332,PCK1
5333,ZBP1
5334,NEURL2
5335,MAGEA10
5336,MTRR
5337,FASTKD3
5338,PEPD
5339,CHST8
5340,IQSEC2
5341,VAMP7
5342,XG
5343,STAMBP
5344,NAGK
5345,MCEE
5346,PAIP2B
5347,SNRNP27
5348,MPHOSPH10
5349,IL17C
5350,ATP8A1
5351,USP22
5352,POF1B
5353,HIF3A
5354,ZNF576
5355,IRGC
5356,ZNF45
5357,LYPD3
5358,PSG8
5359,CEACAM8
5360,NDP
5361,USP9X
5362,CRISP2
5363,F13A1
5364,GRM4
5365,TRERF1
5366,PACSIN1
5367,BTN2A2
5368,SIRT5
5369,MRS2
5370,WRNIP1
5371,RRP36
5372,BTN2A3P
5373,BTN1A1
5374,SNRPC
5375,SLC17A3
5376,SLC17A1
5377,SERPINB6
5378,XPO5
5379,ABCC10
5380,PEX6
5381,NQO2
5382,OARD1
5383,UNC5CL
5384,AARS2
5385,ZNF391
5386,RPS10
5387,MOCS1
5388,MED20
5389,OR2B6
5390,TBCC
5391,SPDEF
5392,TCP11
5393,MAD2L1BP
5394,APOBEC2
5395,KLHDC3
5396,DNAH8
5397,TREM1
5398,MEA1
5399,KLHL31
5400,COL21A1
5401,CDKN1A
5402,SOX4
5403,GLO1
5404,CPNE5
5405,KCNK17
5406,RREB1
5407,SSR1
5408,RIOK1
5409,NRN1
5410,SLC35B3
5411,RPP40
5412,ATXN1
5413,NUP153
5414,DEK
5415,CRISP1
5416,RUNX2
5417,OPN5
5418,GCM2
5419,LRRFIP1
5420,RAB17
5421,CXCL6
5422,EREG
5423,TRIM51
5424,MYRF
5425,SCGB1D2
5426,SCGB2A1
5427,AHNAK
5428,EMC3
5429,SSUH2
5430,WNT1
5431,SH3TC1
5432,CNOT1
5433,LRRC29
5434,BBS2
5435,MT1G
5436,MT2A
5437,C16orf70
5438,GOT2
5439,DOK4
5440,PIWIL1
5441,GPR18
5442,CLYBL
5443,TMTC4
5444,RAP2A
5445,SLC10A2
5446,ABCC4
5447,EFNB2
5448,SOX21
5449,TM9SF2
5450,KIF25
5451,IRF1
5452,UPF3B
5453,RNF113A
5454,TMEM255A
5455,NDUFA1
5456,AMELX
5457,BMP4
5458,PTGER2
5459,FAM193A
5460,GRK4
5461,SOX9
5462,TEKT3
5463,MYH2
5464,SLC25A35
5465,MRPS7
5466,GGA3
5467,ARMC7
5468,NUP85
5469,SLC25A19
5470,MIF4GD
5471,NT5C
5472,MSTO1
5473,C1orf61
5474,TTF1
5475,GTF3C4
5476,DDX31
5477,BARHL1
5478,PPP1R12C
5479,MBOAT7
5480,SRMS
5481,OPRL1
5482,LINC00029
5483,SLC2A4RG
5484,NPBWR2
5485,FNDC11
5486,BHLHE23
5487,PPDPF
5488,IL1B
5489,IL37
5490,CHCHD5
5491,PAX8
5492,INSIG2
5493,POLR1B
5494,CCDC93
5495,PSD4
5496,SLC25A23
5497,PSPN
5498,GTF2F1
5499,ALKBH7
5500,CLPP
5501,TNFSF9
5502,GRIA3
5503,THOC2
5504,MED1
5505,RPL23
5506,ATG4C
5507,CD70
5508,C3
5509,SH2D3A
5510,TRIP10
5511,GPR108
5512,TNFSF14
5513,FOSB
5514,OPA3
5515,SNRPD2
5516,RTN2
5517,EML2
5518,VASP
5519,SYMPK
5520,GPCPD1
5521,PANK2
5522,TGM3
5523,GNRH2
5524,DEFB126
5525,FOXA2
5526,FAM182A
5527,CD93
5528,GZF1
5529,PAX1
5530,NAPB
5531,CST8
5532,NKX2-4
5533,CENPB
5534,PSMF1
5535,NKX2-2
5536,DTD1
5537,CSTL1
5538,RBCK1
5539,TMX4
5540,CST11
5541,STK35
5542,SNRPB
5543,NRSN2
5544,AP5S1
5545,RRBP1
5546,BMP2
5547,ZNF133
5548,FLRT3
5549,OVOL2
5550,PCSK2
5551,GFRA4
5552,MKKS
5553,BFSP1
5554,DSTN
5555,LAMP5
5556,SNRPB2
5557,MGME1
5558,LRRN4
5559,TBC1D20
5560,ITPA
5561,TCF15
5562,OTOR
5563,MCM8
5564,BANF2
5565,TMEM74B
5566,FAM110A
5567,SIRPD
5568,MRPS26
5569,DEFB129
5570,S1PR4
5571,NCLN
5572,CITED1
5573,HNRNPR
5574,ZNF436
5575,MAX
5576,ARMCX5
5577,GDF5
5578,MMP24
5579,NECAB3
5580,ID1
5581,RALY
5582,DYNLRB1
5583,C20orf173
5584,EIF2S2
5585,ERGIC3
5586,ROMO1
5587,FAM83C
5588,BPIFB1
5589,CEP250
5590,PLAGL2
5591,GRPR
5592,KDM5C
5593,AMOT
5594,TMEM115
5595,PSMB2
5596,AGO3
5597,UROD
5598,ST3GAL3
5599,TMEM53
5600,HECTD3
5601,KLC1
5602,XRCC3
5603,TUBGCP3
5604,MCF2L
5605,F10
5606,PCID2
5607,PROZ
5608,SLURP1
5609,LRFN3
5610,IGFLR1
5611,CAPNS1
5612,PDCD2L
5613,RBM42
5614,KIRREL2
5615,UBA2
5616,FFAR2
5617,HCST
5618,FFAR1
5619,COX6B1
5620,KRT36
5621,THRA
5622,CCR7
5623,NR1D1
5624,FRMD8
5625,PRDX5
5626,BCL2L12
5627,IRF3
5628,PRMT1
5629,RRAS
5630,PRRG2
5631,SCAF1
5632,PRR12
5633,TSKS
5634,FLRT1
5635,ASL
5636,SBDS
5637,CSN1S1
5638,STATH
5639,HTN1
5640,STAT5A
5641,WNK4
5642,BECN1
5643,PRKCG
5644,TRAP1
5645,GLIS2
5646,NSRP1
5647,DNAJC8
5648,AHDC1
5649,IFI6
5650,DACH2
5651,ZNF384
5652,EMG1
5653,SSX1
5654,UXT
5655,CFP
5656,ELK1
5657,TIMM17B
5658,PCNX4
5659,ATG14
5660,KTN1
5661,SIX1
5662,RHOJ
5663,DLGAP5
5664,L3HYPDH
5665,HSPA2
5666,ZBTB1
5667,TRMT5
5668,SGPP1
5669,PLEKHG3
5670,PZP
5671,PRDM7
5672,RHOT1
5673,EVI2A
5674,OMG
5675,WDR60
5676,AIF1L
5677,FAM78A
5678,NUP214
5679,AVPR2
5680,SLC10A3
5681,MAP2K2
5682,HNRNPH2
5683,ARMCX1
5684,TMEM35A
5685,NXF5
5686,TIMM8A
5687,ZC4H2
5688,CANX
5689,INTS11
5690,RGS13
5691,IPPK
5692,ZNF484
5693,OMD
5694,FGD3
5695,HIVEP3
5696,PPCS
5697,EDN2
5698,BCL11B
5699,COX7C
5700,TRAF2
5701,ABHD8
5702,MASP1
5703,ATP13A4
5704,HELB
5705,RAP1B
5706,IL22
5707,TSPAN8
5708,BEST3
5709,RAB3IP
5710,PTPRB
5711,DYRK2
5712,YEATS4
5713,TAS2R4
5714,TAS2R5
5715,CRYGN
5716,LRRC61
5717,TRPV5
5718,IDUA
5719,FGFRL1
5720,TMEM175
5721,AUNIP
5722,PIN1
5723,FBXL12
5724,EMC1
5725,PLA2G5
5726,UBR4
5727,HP1BP3
5728,ADGRE2
5729,SIN3B
5730,OR7A10
5731,SLC35E1
5732,EPS15L1
5733,KLF2
5734,OR7C1
5735,F2RL3
5736,UQCR11
5737,GFER
5738,SYNGR3
5739,PKMYT1
5740,WFIKKN1
5741,WDR24
5742,FBXL16
5743,CHTF18
5744,GNG13
5745,MACF1
5746,SMARCA4
5747,KDM4B
5748,TICAM1
5749,METTL25
5750,IL17B
5751,EMC6
5752,OR1E2
5753,METTL16
5754,TUBA4A
5755,VIL1
5756,AAMP
5757,PNKD
5758,TNFRSF19
5759,RNF6
5760,ECHS1
5761,ZNF835
5762,AKAP9
5763,GNG11
5764,SEM1
5765,GNGT1
5766,HIP1
5767,PTPN12
5768,POR
5769,FGL2
5770,STYXL1
5771,STEAP4
5772,GNAI1
5773,PMS2P3
5774,PEX1
5775,MTERF1
5776,SGCE
5777,RBM48
5778,CASD1
5779,ZNF780B
5780,LRFN1
5781,ZFP36
5782,SRD5A3
5783,SPINK2
5784,RASL11B
5785,PAICS
5786,KDR
5787,PPAT
5788,TUBGCP6
5789,ADM2
5790,DGCR6L
5791,DGCR8
5792,ASPHD2
5793,VPREB3
5794,SDF2L1
5795,GAL3ST1
5796,YWHAH
5797,RFPL1
5798,RFPL2
5799,C22orf24
5800,POM121L9P
5801,GNAZ
5802,MGAT3
5803,ATF4
5804,A4GALT
5805,RFPL3
5806,CDC42EP1
5807,APOL3
5808,MCHR1
5809,TPST2
5810,BAIAP2L2
5811,MPST
5812,GALR3
5813,TST
5814,APOL5
5815,IGLL1
5816,APOL2
5817,RAC2
5818,LIF
5819,C22orf23
5820,APOBEC3A
5821,APOBEC3F
5822,RIBC2
5823,KRT17
5824,TBC1D27P
5825,EMC4
5826,RNF112
5827,SPECC1
5828,CPA4
5829,DOCK4
5830,POT1
5831,ATP6V1F
5832,LSM8
5833,CDHR3
5834,PRKRIP1
5835,VGF
5836,PODXL
5837,FOXP2
5838,STRIP2
5839,IFT22
5840,MKLN1
5841,DNAJB9
5842,FLNC
5843,LRRC4
5844,CALU
5845,CCDC136
5846,SMO
5847,IRF5
5848,LRRC17
5849,KLHDC10
5850,NDUFA5
5851,FEZF1
5852,OPN1SW
5853,MRPS12
5854,MYO1B
5855,HOXD1
5856,HOXD3
5857,MTX2
5858,PDE11A
5859,CHN1
5860,GAD1
5861,OSGEPL1
5862,ORMDL1
5863,HAT1
5864,HOXD9
5865,HOXD10
5866,HOXD11
5867,HOXD13
5868,HERC2
5869,PSMG2
5870,TWSG1
5871,ARHGAP22
5872,WDFY4
5873,EIF2AK4
5874,MYO5C
5875,CGNL1
5876,TMOD2
5877,TTBK2
5878,ELL3
5879,CCDC32
5880,INO80
5881,ICE2
5882,DLL4
5883,ALDH1A2
5884,MINDY2
5885,IVD
5886,KNSTRN
5887,DUT
5888,CHAC1
5889,CLN6
5890,ARPP19
5891,VPS13C
5892,CALML4
5893,ISLR
5894,THAP10
5895,LOXL1
5896,ACKR4
5897,ANAPC13
5898,MBD4
5899,COPB1
5900,PSMA1
5901,SUMF2
5902,PALLD
5903,SPCS3
5904,BBOX1
5905,MYOD1
5906,SERGEF
5907,KCNC1
5908,TPH1
5909,CSRP3
5910,E2F8
5911,DCTD
5912,SOX15
5913,PIMREG
5914,RPAIN
5915,USP6
5916,SHBG
5917,PLD2
5918,AIPL1
5919,CD68
5920,TXNDC17
5921,ATP1B2
5922,FXR2
5923,KIF1C
5924,MPDU1
5925,PHF20L1
5926,LRRC6
5927,CCNT1
5928,PUS7L
5929,KRI1
5930,ILF3
5931,SLC44A2
5932,AP1M2
5933,CDKN2D
5934,MTUS1
5935,KLK14
5936,SIGLEC9
5937,KLK10
5938,KLK8
5939,NGDN
5940,RIPK3
5941,ADCY4
5942,RAB2B
5943,BCL2L2
5944,AJUBA
5945,DTD2
5946,PARP2
5947,HEATR5A
5948,FOXA1
5949,SNX6
5950,EAPP
5951,EGLN3
5952,MIS18BP1
5953,NRL
5954,RNASE1
5955,NEDD8
5956,DAD1
5957,TEP1
5958,EPB41L4A
5959,CDO1
5960,REEP5
5961,ITFG1
5962,QRICH2
5963,FOXJ1
5964,SEC14L1
5965,RHBDF2
5966,AANAT
5967,ARHGEF6
5968,MAP7D3
5969,FGF13
5970,ASH2L
5971,TTI2
5972,ART1
5973,CHRNA10
5974,CDKN1C
5975,SGO1
5976,RPS4Y1
5977,CDH15
5978,KLF16
5979,DOHH
5980,MAU2
5981,SHC2
5982,PLPPR3
5983,ABHD17A
5984,LBP
5985,SYT5
5986,TNNI3
5987,CBFA2T3
5988,GAMT
5989,PUDP
5990,ERMARD
5991,PHF10
5992,PRRG3
5993,GALNT8
5994,KCNA5
5995,CRACR2A
5996,NXNL2
5997,STARD8
5998,FAM155B
5999,GDPD2
6000,SAT1
6001,GNL3L
6002,SH3BP4
6003,MOSPD2
6004,DOCK6
6005,ECSIT
6006,LDLR
6007,ELOF1
6008,TSPAN16
6009,ANGPTL8
6010,PRKCSH
6011,CNN1
6012,CDC16
6013,ZSCAN10
6014,THEM6
6015,NECTIN2
6016,APOE
6017,TOMM40
6018,APOC1
6019,GADD45G
6020,LRCH2
6021,DPP6
6022,XPO7
6023,ACE2
6024,FAM98C
6025,SAFB2
6026,RPL36
6027,ATP8B3
6028,NCAN
6029,KIF1A
6030,GTPBP3
6031,PLVAP
6032,BST2
6033,SLC27A1
6034,NSUN5
6035,USHBP1
6036,COLGALT1
6037,DDA1
6038,MRPL34
6039,PGLS
6040,LSM7
6041,TULP4
6042,SNX9
6043,RTN4IP1
6044,QRSL1
6045,RSPH3
6046,MAS1
6047,ACSBG2
6048,MLLT1
6049,BMP15
6050,AFDN
6051,ACTN4
6052,STK33
6053,NDUFA10
6054,EPO
6055,ARPC1B
6056,CACNG6
6057,ZSWIM6
6058,FCHO1
6059,UNC13A
6060,MAP1S
6061,KLHDC7B
6062,PXDN
6063,SSBP4
6064,GDF15
6065,PGPEP1
6066,IQCN
6067,LSM4
6068,JUND
6069,HRC
6070,TRPM4
6071,SULT4A1
6072,ZNF557
6073,CRB3
6074,OLFM1
6075,CAMSAP1
6076,UBAC1
6077,SAG
6078,ZBTB46
6079,HELZ2
6080,SAMD10
6081,LSP1
6082,TNNT3
6083,TNNI2
6084,H19
6085,COL5A1
6086,ATXN10
6087,TUBGCP2
6088,CALY
6089,CYP2E1
6090,PNPLA7
6091,HBZ
6092,PAK4
6093,MNX1
6094,ZNF337
6095,CEP85
6096,TAF4
6097,GATA5
6098,RBBP8NL
6099,LAMA5
6100,OSBPL2
6101,ADRM1
6102,ASS1
6103,PRDM12
6104,EXOSC2
6105,POMT1
6106,UCK1
6107,FIBCD1
6108,PRRC2B
6109,CHMP2A
6110,UBE2M
6111,TRIM28
6112,METTL26
6113,YIPF2
6114,ATG4D
6115,EIF2S3
6116,TMEM160
6117,ZC3H4
6118,NPAS1
6119,GMFG
6120,MAP3K10
6121,ARHGEF16
6122,LRRC47
6123,SESN2
6124,SMPDL3B
6125,ATP5IF1
6126,MED18
6127,THEMIS2
6128,CLIP1
6129,CCDC62
6130,HIP1R
6131,ZNF317
6132,EIF3G
6133,ANGPTL6
6134,DNMT1
6135,ZNF426
6136,SLC6A8
6137,PNCK
6138,DKC1
6139,PLXNA3
6140,DUSP9
6141,MPP1
6142,ZNF331
6143,ZNF236
6144,SLC7A10
6145,LRP3
6146,C12orf65
6147,NOL11
6148,UBE4B
6149,CASZ1
6150,PKDREJ
6151,HSD17B3
6152,NUTM2F
6153,HABP4
6154,FBP2
6155,SLC35D2
6156,PRRG1
6157,UBA1
6158,RGN
6159,POLN
6160,TXLNGY
6161,PPIL4
6162,ULBP2
6163,AKAP12
6164,SYNE1
6165,ULBP3
6166,LATS1
6167,EPS8L1
6168,LILRB2
6169,AAR2
6170,TTLL9
6171,BPIFA2
6172,RBM39
6173,COX4I2
6174,BPIFA3
6175,ZNF341
6176,GGT7
6177,DEFB118
6178,ACSS2
6179,EDA2R
6180,ARHGEF9
6181,C1QL1
6182,GFAP
6183,PYY
6184,HIGD1B
6185,ATP6V1E1
6186,ZNF227
6187,ZNF428
6188,TEX101
6189,ZNF141
6190,CCL25
6191,COX4I1
6192,EMC8
6193,GSE1
6194,GINS2
6195,CHMP1A
6196,SH3BGRL
6197,COX7B
6198,SLC34A1
6199,F12
6200,PRR7
6201,NFATC1
6202,IDO1
6203,CAP1
6204,PPT1
6205,RAB11FIP4
6206,RLIM
6207,CDX4
6208,ABCB7
6209,TRAF3
6210,HAUS8
6211,ADGRE3
6212,MRPS25
6213,SH3BP5
6214,HACL1
6215,TBC1D5
6216,CAPN7
6217,RFTN1
6218,C3orf20
6219,RBSN
6220,GALNT15
6221,SLC6A6
6222,KCNC3
6223,NAPSA
6224,NAPSB
6225,NR1H2
6226,LRRC4B
6227,PDLIM4
6228,KIF3A
6229,MGAT1
6230,GFPT2
6231,TUBG1
6232,PSME3
6233,RPL27
6234,PSMC3IP
6235,AOC3
6236,ACLY
6237,VPS25
6238,RAMP2
6239,AOC2
6240,G6PC
6241,NDUFA2
6242,ANKHD1
6243,DIAPH1
6244,NDFIP1
6245,UBE2D2
6246,EXOC4
6247,ACAP3
6248,C1orf159
6249,ANO1
6250,PPFIA1
6251,TMEM204
6252,KREMEN2
6253,THOC6
6254,TRAF7
6255,BARX1
6256,NINJ1
6257,CA6
6258,NPHP4
6259,MAP1B
6260,IL13RA1
6261,WDR44
6262,CKMT2
6263,ZCCHC9
6264,KRT34
6265,KRT33B
6266,TNS4
6267,TOP2A
6268,STARD3
6269,RARA
6270,PPP1R1B
6271,KHDRBS3
6272,CHD1L
6273,PEX11B
6274,FMO5
6275,PIAS3
6276,PRKAB2
6277,CLUHP3
6278,FSHB
6279,PDHA1
6280,RAI2
6281,MCCC2
6282,ZNF304
6283,ZSCAN5A
6284,ZNF132
6285,USP29
6286,SELENOS
6287,CHSY1
6288,SNRPA1
6289,LLGL1
6290,NR0B2
6291,LIN28A
6292,THAP1
6293,RHPN2
6294,C19orf12
6295,FAAP24
6296,LRRC9
6297,ACTR10
6298,ABHD12B
6299,GCH1
6300,LGALS3
6301,PODNL1
6302,DNAJB1
6303,ZSWIM4
6304,FBXW9
6305,RFX1
6306,C19orf57
6307,DCAF15
6308,CC2D1A
6309,RTBDN
6310,MATN3
6311,TRIM21
6312,SPATA6
6313,LRRC41
6314,CCT6B
6315,DHX30
6316,RAF1
6317,SLC6A11
6318,PPARG
6319,NUP210
6320,FCRLA
6321,HSD17B7
6322,ENOSF1
6323,LINC00470
6324,EMILIN2
6325,ARFIP2
6326,TRIM5
6327,CNGA4
6328,TRIM22
6329,RRP8
6330,TIMM10B
6331,EFR3A
6332,HHLA1
6333,PTCD3
6334,IMMT
6335,MRPL35
6336,IQCA1
6337,ILKAP
6338,PER2
6339,RAMP1
6340,PTPRE
6341,RAN
6342,PRKAA1
6343,CARD6
6344,RAP1GAP2
6345,CLUH
6346,INPP5K
6347,MYBBP1A
6348,RPA1
6349,SERPINF1
6350,UBE2G1
6351,EEFSEC
6352,TBC1D14
6353,TMEM128
6354,COQ3
6355,PNISR
6356,POPDC3
6357,SEC61G
6358,LANCL2
6359,FIGNL1
6360,DDC
6361,GRSF1
6362,ENAM
6363,JCHAIN
6364,ANKRD17
6365,UTP3
6366,ITGB4
6367,WBP2
6368,UNK
6369,TRIM47
6370,ZRANB2
6371,EIF5A
6372,KDM6B
6373,CLEC10A
6374,SLC52A1
6375,GUCY2D
6376,GPS2
6377,XAF1
6378,DLG4
6379,RIDA
6380,VPS13B
6381,RGS22
6382,MATN2
6383,REEP2
6384,PCBD2
6385,SDF2
6386,FLOT2
6387,ERAL1
6388,PRMT7
6389,NIP7
6390,TERF2
6391,VPS4A
6392,HSPA12B
6393,ANKEF1
6394,SCP2D1
6395,PCED1A
6396,SNAP25
6397,BTBD3
6398,PCNA
6399,NXT1
6400,POLR3F
6401,RIN2
6402,PTPRA
6403,SSTR4
6404,DAP3
6405,RHBG
6406,KHDC4
6407,ATP1A4
6408,NES
6409,BCAN
6410,CRP
