,genes
4088,ACTR1A
4089,SUFU
4090,HEXA
4091,ARIH1
4092,BBS4
4093,ADPGK
4094,PARP6
4095,LIMD1
4096,SACM1L
4097,FYCO1
4098,LZTFL1
4099,TBL1X
4100,ZFHX4
4101,RIBC1
4102,HSD17B10
4103,HUWE1
4104,FAM120C
4105,TSR2
4106,FGD1
4107,GNL3L
4108,MAGED2
4109,APEX2
4110,ALAS2
4111,PFKFB1
4112,TRO
4113,ABHD6
4114,FLNB
4115,POLR3A
4116,SAT1
4117,PRDX4
4118,RPS24
4119,PTPRJ
4120,BANP
4121,JPH3
4122,ITGB8
4123,SP4
4124,ATP10A
4125,UBE3A
4126,KDM5C
4127,SBDS
4128,RABGEF1
4129,ITGA7
4130,RDH5
4131,CD63
4132,GDF11
4133,ORMDL2
4134,DNAJC14
4135,MMP19
4136,DGKA
4137,CDK2
4138,PMEL
4139,RPS26
4140,PA2G4
4141,ESYT1
4142,SMARCC2
4143,CDH9
4144,CHMP6
4145,BAIAP2
4146,RNF41
4147,NABP2
4148,AATK
4149,ENTHD2
4150,CNPY2
4151,Faap100
4152,ATP5B
4153,PRIM1
4154,TAC3
4155,NAB2
4156,SHMT2
4157,R3HDM2
4158,GLI1
4159,DDIT3
4160,MBD6
4161,DCTN2
4162,TTC4
4163,PIP4K2C
4164,KATNAL2
4165,HDHD2
4166,AGAP2
4167,PIAS2
4168,ST8SIA5
4169,RNF165
4170,ATP5A1
4171,AVIL
4172,XRCC6BP1
4173,USP33
4174,CLNS1A
4175,PAIP1
4176,Nnt
4177,PAOX
4178,ECHS1
4179,FUOM
4180,CALY
4181,ZNF511
4182,ADAM8
4183,TUBGCP2
4184,Adgra1
4185,INPP5A
4186,DPYSL4
4187,Urah
4188,BET1L
4189,Ric8a
4190,SIRT3
4191,PSMD13
4192,Cox8b
4193,Ifitm1
4194,IFITM3
4195,SIGIRR
4196,PTDSS2
4197,DRD4
4198,IRF7
4199,HRAS
4200,TALDO1
4201,EPS8L2
4202,TMEM80
4203,Pidd1
4204,RPLP2
4205,PNPLA2
4206,CD151
4207,TSPAN4
4208,CHID1
4209,TMEM192
4210,APOOL
4211,ZNF711
4212,CHM
4213,CRCP
4214,ASL
4215,GUSB
4216,PHKG1
4217,SUMF2
4218,TM9SF2
4219,CLYBL
4220,FGF14
4221,FARP1
4222,DOCK9
4223,TNRC6C
4224,TMC6
4225,CANT1
4226,Rbfox3
4227,CBX2
4228,CBX8
4229,GAA
4230,EIF4A3
4231,NPTX1
4232,RPTOR
4233,PDE8A
4234,CPEB1
4235,NAT2
4236,TMA16
4237,DACH2
4238,KLHL4
4239,ZNF202
4240,COPG2
4241,Podxl
4242,MKLN1
4243,BACH1
4244,CCT8
4245,USP16
4246,PHF6
4247,HPRT1
4248,CCDC51
4249,SHISA5
4250,PFKFB4
4251,COL7A1
4252,UQCRC1
4253,TMEM89
4254,ARHGEF9
4255,CNKSR2
4256,RPS6KA6
4257,TMEM47
4258,ALOX5
4259,MARCH8
4260,WDR73
4261,NMB
4262,SEC11A
4263,PIGQ
4264,RAB40C
4265,Mettl26
4266,FAM195A
4267,RHOT2
4268,JMJD8
4269,WDR24
4270,FBXL16
4271,GNG13
4272,PRPS2
4273,SDC3
4274,HADHA
4275,TYMS
4276,HSPA4L
4277,PLK4
4278,MFSD8
4279,Larp1b
4280,JADE1
4281,C4orf33
4282,CRISPLD1
4283,GDAP1
4284,LY96
4285,ITIH5
4286,ATP5C1
4287,TAF3
4288,CLEC3B
4289,EXOSC7
4290,ZDHHC3
4291,TGM4
4292,ST8SIA2
4293,SLCO3A1
4294,PGM1
4295,SLC25A10
4296,HGS
4297,RPL14
4298,RASSF3
4299,ITGB1
4300,NRP1
4301,PARD3
4302,HOMER2
4303,DHTKD1
4304,SEC61A2
4305,NUDT5
4306,ZNF282
4307,PDIA4
4308,ISCU
4309,FAM20C
4310,PRKAR1B
4311,PDGFA
4312,Dnaaf5
4313,GET4
4314,XIAP
4315,STAG2
4316,CPLX2
4317,HIGD2A
4318,NOP16
4319,X4833439L19Rik
4320,THOC3
4321,FAF2
4322,TSPAN17
4323,UNC5A
4324,HK3
4325,UIMC1
4326,SMAD7
4327,MYO5B
4328,Casp12
4329,CASP1
4330,SNCA
4331,GRIA4
4332,KBTBD3
4333,AASDHPPT
4334,CWF19L2
4335,ALKBH8
4336,SOX17
4337,LYPLA1
4338,OPRK1
4339,RB1CC1
4340,SNTG1
4341,ADHFE1
4342,MYBL1
4343,C8orf44-SGK3
4344,PPP1R42
4345,COPS5
4346,STAU2
4347,RDH10
4348,TERF1
4349,TFAP2B
4350,MSC
4351,PAQR8
4352,EYA1
4353,TMEM14A
4354,GSTA3
4355,TRAM1
4356,LACTB2
4357,SLCO5A1
4358,UBE2W
4359,TMEM70
4360,PTH2R
4361,PIKFYVE
4362,IDH1
4363,METTL21A
4364,CREB1
4365,KLF7
4366,X4933402D24Rik
4367,FASTKD2
4368,MDH1B
4369,ADAM23
4370,EEF1B2
4371,NDUFS1
4372,NRP2
4373,X9430016H08Rik
4374,RFTN2
4375,MOB4
4376,HSPD1
4377,COQ10B
4378,SF3B1
4379,SLC39A10
4380,CPS1
4381,SLC40A1
4382,WDR75
4383,IKZF2
4384,LANCL1
4385,ACADL
4386,KANSL1L
4387,RPE
4388,RAPH1
4389,CARF
4390,ICA1L
4391,WDR12
4392,NOP58
4393,SUMO1
4394,ALS2
4395,STRADB
4396,TRAK2
4397,CASP8
4398,CFLAR
4399,NDUFB3
4400,CLK1
4401,PPIL3
4402,NIF3L1
4403,ORC2
4404,Sgol2a
4405,COL5A2
4406,COL3A1
4407,KDELC1
4408,ERCC5
4409,TEX30
4410,X1500015O10Rik
4411,KHDRBS2
4412,SLC9A2
4413,PTP4A1
4414,SLC9A4
4415,IL1R1
4416,MAP4K4
4417,NPAS2
4418,PDCL3
4419,CHST10
4420,REV1
4421,EIF5B
4422,MRPL30
4423,MITD1
4424,X2010300C02Rik
4425,STK17B
4426,ASNSD1
4427,OSGEPL1
4428,ORMDL1
4429,PMS1
4430,MSTN
4431,INPP1
4432,GLS
4433,STAT1
4434,NABP1
4435,TMEFF2
4436,MGAT4A
4437,UNC50
4438,COA5
4439,INPP4A
4440,TMEM131
4441,ZAP70
4442,SEMA4C
4443,PLEKHB2
4444,PTPN18
4445,IMP4
4446,Dst
4447,PRIM2
4448,ZNF142
4449,COL19A1
4450,RHBDD1
4451,COL9A1
4452,Mff
4453,FAM135A
4454,Sdhaf4
4455,SMAP1
4456,B3GAT2
4457,OGFRL1
4458,AGFG1
4459,NHEJ1
4460,SPHKAP
4461,WNT10A
4462,CYP27A1
4463,RNF25
4464,BCS1L
4465,PLCD4
4466,Cnot9
4467,VIL1
4468,CTDSP1
4469,SLC11A1
4470,PNKD
4471,PPM1F
4472,IGFBP5
4473,XRCC5
4474,TMEM169
4475,PECR
4476,ATIC
4477,FN1
4478,BARD1
4479,ZFAND2B
4480,ABCB6
4481,ANKZF1
4482,GLB1L
4483,STK16
4484,TUBA4A
4485,DNAJB2
4486,PTPRN
4487,SPEG
4488,DES
4489,DNPEP
4490,Obsl1
4491,STK11IP
4492,TRIP12
4493,SLC16A14
4494,Sp100
4495,ITM2C
4496,X4933407L21Rik
4497,SPATA3
4498,X2810459M11Rik
4499,PSMD1
4500,NCL
4501,EPHA4
4502,Ptma
4503,PDE6D
4504,COPS7B
4505,NPPC
4506,FARSB
4507,ECEL1
4508,MRPL44
4509,SERPINE2
4510,EIF4E2
4511,EFHD1
4512,X3110079O15Rik
4513,NGEF
4514,NDUFA10
4515,RNPEPL1
4516,CAPN10
4517,GPR35
4518,Mterf4
4519,PASK
4520,PPP1R7
4521,SEPT2
4522,STK25
4523,BOK
4524,THAP4
4525,ATG4B
4526,DTYMK
4527,ING5
4528,INPP5D
4529,ATG16L1
4530,IQCA1
4531,MLPH
4532,LRRFIP1
4533,SCLY
4534,ILKAP
4535,ASB1
4536,CDH7
4537,HDAC4
4538,SERPINB8
4539,CLN8
4540,X2310035C23Rik
4541,TNFRSF11A
4542,HTR4
4543,GIN1
4544,PAM
4545,CCDC93
4546,ACTR3
4547,SLC35F5
4548,GPR39
4549,LYPD1
4550,TMEM163
4551,CCNT2
4552,UBXN4
4553,LCT
4554,MCM6
4555,DARS
4556,RGS2
4557,CDC73
4558,CFH
4559,TSN
4560,NIFK
4561,TFCP2L1
4562,Epb41l5
4563,PTPN4
4564,DBI
4565,X3110009E18Rik
4566,STEAP3
4567,NEK7
4568,PTPRC
4569,CD55
4570,DDX59
4571,PFKFB2
4572,TMEM9
4573,TNNT2
4574,TNNI1
4575,CSRP1
4576,GPR37L1
4577,SRGAP2
4578,ARL8A
4579,EIF2D
4580,UBE2T
4581,RASSF5
4582,Rab29
4583,NUCKS1
4584,SLC45A3
4585,ELK4
4586,CDK18
4587,RBBP5
4588,NFASC
4589,LRRN2
4590,PIK3C2B
4591,SYT2
4592,KLHL12
4593,CYB5R1
4594,ADIPOR1
4595,Ppfia4
4596,ATP2B4
4597,TOR1AIP1
4598,XPR1
4599,STX6
4600,MR1
4601,GLUL
4602,RGS16
4603,LAMC1
4604,LAMC2
4605,NCF2
4606,RGL1
4607,FAM129A
4608,RNF2
4609,Coq8a
4610,CDC42BPA
4611,AHCTF1
4612,TFB2M
4613,KIF26B
4614,EFCAB2
4615,PARP1
4616,ACBD3
4617,COX20
4618,DESI2
4619,SDCCAG8
4620,CAPN2
4621,TP53BP2
4622,SRP9
4623,CNIH3
4624,NVL
4625,TMEM63A
4626,PYCR2
4627,OPN3
4628,FH
4629,RGS7
4630,DUSP23
4631,Cfap45
4632,TAGLN2
4633,SLAMF9
4634,COPA
4635,DCAF8
4636,VANGL2
4637,UCK2
4638,TADA1
4639,POU2F1
4640,MPZL1
4641,MPC2
4642,DCAF6
4643,NME7
4644,ATP1B1
4645,BLZF1
4646,CCDC181
4647,SCYL3
4648,KIFAP3
4649,PRRX1
4650,ASTN1
4651,SEC16B
4652,RALGPS2
4653,ABL2
4654,SOAT1
4655,AXDND1
4656,SMYD2
4657,PTPN14
4658,KCTD3
4659,ESRRG
4660,SLC30A10
4661,EPRS
4662,BPNT1
4663,IARS2
4664,MARK1
4665,NEK2
4666,LPGAT1
4667,PPP2R5A
4668,TMEM206
4669,ATF3
4670,BATF3
4671,TATDN3
4672,ANGEL2
4673,TRAF5
4674,IRF6
4675,LAMB3
4676,PLXNA2
4677,USF1
4678,NMT2
4679,ACBD7
4680,SUV39H2
4681,DCLRE1C
4682,Cfap126
4683,MEIG1
4684,FAM107B
4685,FCGR2B
4686,FRMD4A
4687,DUSP12
4688,SEPHS1
4689,ATF6
4690,PHYH
4691,UHMK1
4692,UCMA
4693,MCM10
4694,UAP1
4695,OPTN
4696,DDR2
4697,HSD17B7
4698,RGS5
4699,ENKUR
4700,NUF2
4701,ALDH9A1
4702,MGST3
4703,METTL13
4704,VAMP4
4705,MYOC
4706,PIGC
4707,PRDX6
4708,KLHL20
4709,NSUN6
4710,CENPL
4711,DARS2
4712,MRC1
4713,SERPINC1
4714,STAM
4715,RABGAP1L
4716,TRDMT1
4717,RSU1
4718,VIM
4719,PTER
4720,PIP4K2A
4721,COMMD3-BMI1
4722,DNAJC1
4723,MLLT10
4724,PLXDC2
4725,NEK6
4726,PSMB7
4727,PPP6C
4728,GOLGA1
4729,ARPC5L
4730,ORC4
4731,KIF5C
4732,LYPD6B
4733,MMADHC
4734,FAM188A
4735,ITGA8
4736,IL2RA
4737,SPOPL
4738,PFKFB3
4739,X4931423N10Rik
4740,YME1L1
4741,PRKCQ
4742,ACBD5
4743,ABI2
4744,PDSS1
4745,APBB1IP
4746,GAD2
4747,ZBTB43
4748,ODF2
4749,SLC2A8
4750,LRSAM1
4751,FAM129B
4752,STXBP1
4753,COQ4
4754,MED27
4755,Ttf1
4756,DDX31
4757,AK8
4758,DPM2
4759,ST6GALNAC6
4760,TSC1
4761,ENG
4762,GTF3C5
4763,AK1
4764,SLC25A25
4765,PTGES2
4766,RALGDS
4767,KCNJ3
4768,DNM1
4769,NR4A2
4770,GPD2
4771,ERMN
4772,X1700007K13Rik
4773,OLFM1
4774,ACVR1C
4775,ACVR1
4776,COL5A1
4777,UPP2
4778,LAMC3
4779,FIBCD1
4780,ABL1
4781,FUBP3
4782,TOR1B
4783,TOR1A
4784,C9orf78
4785,CRAT
4786,USP20
4787,DOLPP1
4788,NTMT1
4789,FAM73B
4790,SH3GLB2
4791,HSPA5
4792,GAPVD1
4793,PSMD5
4794,Cutal
4795,ZEB2
4796,PHF19
4797,C5
4798,TRAF1
4799,RAB14
4800,GSN
4801,STOM
4802,DAB2IP
4803,TTLL11
4804,MRRF
4805,GRB14
4806,RBM18
4807,LHX6
4808,GCA
4809,MORN5
4810,NDUFA8
4811,IFIH1
4812,SLC4A10
4813,PSMD14
4814,STRBP
4815,WDR5
4816,BRD3
4817,EGFL7
4818,AGPAT2
4819,NOTCH1
4820,SEC16A
4821,INPP5E
4822,PMPCA
4823,SDCCAG3
4824,GPSM1
4825,NACC2
4826,CAMSAP1
4827,TMEM141
4828,TRAF2
4829,ABCA2
4830,NMI
4831,NEB
4832,SAPCD2
4833,UAP1L1
4834,DPP7
4835,GRIN1
4836,ARL6IP6
4837,ANAPC2
4838,SSNA1
4839,FAM166A
4840,RBMS1
4841,ARRDC1
4842,ZMYND19
4843,DPH7
4844,MARCH7
4845,LY75
4846,HNMT
4847,BAZ2B
4848,WDSUB1
4849,DAPL1
4850,PKP4
4851,GALNT3
4852,NUP35
4853,DUSP19
4854,NCKAP1
4855,FRZB
4856,DNAJC10
4857,SSFA2
4858,ITGA4
4859,SLC25A12
4860,UBE2E3
4861,Dync1i2
4862,CWC22
4863,CYBRD1
4864,ZNF385B
4865,HAT1
4866,STK39
4867,CERS6
4868,SSRP1
4869,P2RX3
4870,TIMM10
4871,UBE2L6
4872,CLP1
4873,MED19
4874,TFPI
4875,FASTKD1
4876,ITGAV
4877,PHOSPHO2
4878,Zc3h15
4879,MTX2
4880,ATF2
4881,CHRNA1
4882,OLA1
4883,SP3
4884,ITGA6
4885,KIF18A
4886,ARL14EP
4887,SLC12A6
4888,EMC4
4889,KATNBL1
4890,NOP10
4891,LPCAT4
4892,CCDC34
4893,LIN7C
4894,COMMD9
4895,TRAF6
4896,C11orf74
4897,DNAJC24
4898,ELP4
4899,PAX6
4900,EIF3M
4901,DEPDC7
4902,TCP11L1
4903,CSTF3
4904,HIPK3
4905,FBXO3
4906,CAPRIN1
4907,NAT10
4908,Elf5
4909,CAT
4910,PAMR1
4911,TRIM44
4912,API5
4913,TTC17
4914,HSD17B12
4915,EXT2
4916,GATM
4917,SEMA6D
4918,MYEF2
4919,DUT
4920,FBN1
4921,Cops2
4922,GALK2
4923,FGF7
4924,FAM227B
4925,MEIS2
4926,CD82
4927,TSPAN18
4928,SYT13
4929,CHST1
4930,PEX16
4931,MAPK8IP1
4932,SORD
4933,CREB3L1
4934,FRMD5
4935,MDK
4936,WDR76
4937,HARBI1
4938,ATG13
4939,HYPK
4940,ARHGAP1
4941,PDIA3
4942,LRP4
4943,MAP1A
4944,ARFGAP2
4945,PACSIN3
4946,ADAL
4947,TUBGCP4
4948,LAMP5
4949,UBR1
4950,SNAP25
4951,MKKS
4952,JAG1
4953,SLX4IP
4954,MTCH2
4955,CDAN1
4956,HAUS2
4957,LRRC57
4958,SNAP23
4959,ZNF106
4960,VPS39
4961,EHD4
4962,ITPKA
4963,LTK
4964,TYRO3
4965,UBOX5
4966,OXT
4967,PTPRA
4968,RTF1
4969,NDUFAF1
4970,NUSAP1
4971,X4930402H24Rik
4972,ATRN
4973,CHAC1
4974,DLL4
4975,SPINT1
4976,GFRA4
4977,ADAM33
4978,RAD51
4979,RPUSD2
4980,CASC5
4981,X1700037H04Rik
4982,SPEF1
4983,CDC25B
4984,KNSTRN
4985,IVD
4986,SMOX
4987,RASSF2
4988,SLC23A2
4989,TMEM230
4990,PCNA
4991,FSIP1
4992,GPCPD1
4993,RASGRP1
4994,FAM98B
4995,CHGB
4996,SPRED1
4997,MCM8
4998,TMCO5A
4999,CRLS1
5000,BMP2
5001,SLC27A2
5002,GABPB1
5003,USP8
5004,USP50
5005,TRPM7
5006,SPPL2A
5007,STARD7
5008,DUSP2
5009,FAHD2B
5010,MRPS5
5011,MAL
5012,PROM2
5013,MALL
5014,NPHP1
5015,BCL2L11
5016,NDUFAF5
5017,FBLN7
5018,ZC3H8
5019,TTL
5020,POLR1B
5021,SLC20A1
5022,IL1B
5023,IL1A
5024,PDYN
5025,TGM3
5026,SNRPB
5027,NOP56
5028,IDH3B
5029,CPXM1
5030,VPS16
5031,LPIN3
5032,PCSK2
5033,BFSP1
5034,Rrbp1
5035,SNX5
5036,MGME1
5037,CSRP2BP
5038,POLR3F
5039,RBBP9
5040,SEC23B
5041,DTD1
5042,XRN2
5043,Nkx2.2
5044,CD93
5045,NAPB
5046,GZF1
5047,CST3
5048,ACSS1
5049,GINS1
5050,NSFL1C
5051,SDCBP2
5052,SNPH
5053,FAM110A
5054,SLC52A3
5055,TBC1D20
5056,RBCK1
5057,TPX2
5058,PDRG1
5059,CCM2L
5060,KIF3B
5061,DNMT3B
5062,MAPRE1
5063,CDK5RAP1
5064,SNTA1
5065,NECAB3
5066,E2F1
5067,FAM210B
5068,AURKA
5069,CSTF1
5070,PKIA
5071,STMN2
5072,RTFDC1
5073,TPD52
5074,PAG1
5075,RAE1
5076,RBM38
5077,RAB22A
5078,ZDBF2
5079,STX16
5080,GNAS
5081,EDN3
5082,PHACTR3
5083,IMPA1
5084,FABP5
5085,SNX16
5086,CHMP4C
5087,PTPN1
5088,NFATC2
5089,ATP9A
5090,SALL4
5091,LRRCC1
5092,ZFP64
5093,E2F5
5094,CA13
5095,CA3
5096,DOK5
5097,CA2
5098,PSMA7
5099,NTSR1
5100,MRGBP
5101,COL9A3
5102,GID8
5103,NKAIN4
5104,ARFGAP1
5105,CHRNA4
5106,SRMS
5107,HELZ2
5108,STMN3
5109,ZGPAT
5110,ZBTB46
5111,OPRL1
5112,PCMTD2
5113,RALY
5114,AHCY
5115,ITCH
5116,ARMC1
5117,MTFR1
5118,MAP1LC3A
5119,GGT7
5120,ACSS2
5121,GSS
5122,PROCR
5123,MMP24
5124,EIF6
5125,HPS3
5126,NFS1
5127,RBM39
5128,Epb41l1
5129,AAR2
5130,TBL1XR1
5131,NDRG3
5132,DSN1
5133,SLA2
5134,X1110008F13Rik
5135,SAMHD1
5136,RBL1
5137,RPN2
5138,SRC
5139,CTNNBL1
5140,TTI1
5141,RPRD1B
5142,RALGAPB
5143,FAM83D
5144,DHX35
5145,WISP2
5146,SKIL
5147,SLC2A10
5148,ZMAT3
5149,PIK3CA
5150,ZNF639
5151,MFN1
5152,GNB4
5153,ACTL6A
5154,NDUFB5
5155,PEX5L
5156,CCDC39
5157,TTC14
5158,NCOA3
5159,DNAJC19
5160,FXR1
5161,MECOM
5162,TNIK
5163,PLD1
5164,NCEH1
5165,ECT2
5166,SEC62
5167,DCUN1D1
5168,MCCC1
5169,ACAD9
5170,ANXA5
5171,EXOSC9
5172,CCNA2
5173,TRPC3
5174,IL2
5175,SPATA5
5176,SLC7A11
5177,RAB33B
5178,COG6
5179,STOML3
5180,UFM1
5181,TRPC4
5182,POSTN
5183,Supt20
5184,EXOSC8
5185,MBNL1
5186,P2RY1
5187,DHX36
5188,GFM1
5189,MFSD1
5190,IL12A
5191,SCHIP1
5192,IFT80
5193,KPNA4
5194,PPM1L
5195,NMD3
5196,BCHE
5197,CCNA1
5198,SMAD9
5199,DCLK1
5200,NBEA
5201,TM4SF1
5202,WWTR1
5203,PPID
5204,PFN2
5205,TSC22D2
5206,SERP1
5207,ETFDH
5208,EIF2A
5209,X4930579G24Rik
5210,MME
5211,SLC33A1
5212,GMPS
5213,KCNAB1
5214,SSR3
5215,CCNL1
5216,PTX3
5217,SERPINI1
5218,PDCD10
5219,WNT2B
5220,PTPN22
5221,DCLRE1B
5222,OLFML3
5223,SYT6
5224,NRAS
5225,SIKE1
5226,TSPAN2
5227,NGF
5228,VANGL1
5229,CASQ2
5230,PTGFRN
5231,GDAP2
5232,TBX15
5233,HMGCS2
5234,NOTCH2
5235,SEC22B
5236,PRPF38B
5237,Stxbp3
5238,GPSM2
5239,CLCC1
5240,X1700013F07Rik
5241,SYPL2
5242,AMPD2
5243,GSTM4
5244,AHCYL1
5245,SLC6A17
5246,KCNC4
5247,SLC16A4
5248,DRAM2
5249,DDX20
5250,S100a11
5251,NPR1
5252,SLC27A3
5253,INTS3
5254,RAB13
5255,CRTC2
5256,JTB
5257,CREB3L4
5258,TPM3
5259,X4933434E20Rik
5260,HAX1
5261,IL6R
5262,CHRNB2
5263,ADAR
5264,PMVK
5265,SLC50A1
5266,EFNA1
5267,FAM198B
5268,TMEM144
5269,SLC35A3
5270,SASS6
5271,LRRC39
5272,VCAM1
5273,EXTL2
5274,OLFM3
5275,COL11A1
5276,NEUROG2
5277,LARP7
5278,NDST4
5279,NDST3
5280,PRSS12
5281,RNPC3
5282,CYP2U1
5283,HADH
5284,LEF1
5285,TRIM2
5286,CCDC109B
5287,TLR2
5288,SFRP2
5289,CASP6
5290,PLRG1
5291,PLA2G12A
5292,NPY2R
5293,GUCY1B3
5294,SNX7
5295,Gar1
5296,TDO2
5297,RRH
5298,PPA2
5299,CTSO
5300,INTS12
5301,EGF
5302,GSTCD
5303,PDGFC
5304,GLRB
5305,ENPEP
5306,ALPK1
5307,AIMP1
5308,TBCK
5309,DKK2
5310,PAPSS1
5311,KCNQ5
5312,FUBP1
5313,DNAJB4
5314,PTGFR
5315,IFI44
5316,EFNA3
5317,EFNA4
5318,ADAM15
5319,ZBTB7B
5320,CKS1B
5321,THBS3
5322,GBA
5323,SCAMP3
5324,HCN3
5325,ASH1L
5326,RIT1
5327,ARHGEF2
5328,X2810403A07Rik
5329,LAMTOR2
5330,LMNA
5331,SEMA4A
5332,PMF1
5333,GPATCH4
5334,APOA1BP
5335,PEAR1
5336,CD1D
5337,DCLK2
5338,LRBA
5339,Rps3a1
5340,SH3D19
5341,Gatb
5342,FBXW7
5343,FMO5
5344,CHD1L
5345,ACP6
5346,GPR89A
5347,RNF115
5348,POLR3C
5349,NUDT17
5350,PIAS3
5351,PEX11B
5352,POLR3GL
5353,RPRD2
5354,TARS2
5355,ECM1
5356,CTSK
5357,METTL14
5358,BCAR3
5359,GCLM
5360,ABCA4
5361,PIP5K1A
5362,ABCD3
5363,F3
5364,TMEM56
5365,RWDD3
5366,PTBP2
5367,SNX27
5368,CELF3
5369,ADH5
5370,RIIAD1
5371,MRPL9
5372,THEM4
5373,RAP1GDS1
5374,RORC
5375,TSPAN5
5376,EIF4E
5377,MTTP
5378,DAPP1
5379,PPP3CA
5380,NFKB1
5381,MANBA
5382,CISD2
5383,BDH2
5384,TACR3
5385,WLS
5386,RPE65
5387,LRRC7
5388,CTH
5389,Zranb2
5390,LRRIQ3
5391,Adgrl2
5392,Uox
5393,RPF1
5394,SPATA1
5395,CTBS
5396,BCL10
5397,DDAH1
5398,CYR61
5399,COL24A1
5400,CRYZ
5401,ASPH
5402,TP53INP1
5403,CCNE2
5404,GEM
5405,FAM92A1
5406,TMEM55A
5407,CALB1
5408,DECR1
5409,NBN
5410,MMP16
5411,CPNE3
5412,RMDN1
5413,TMEM68
5414,TGS1
5415,RPS20
5416,UBXN2B
5417,NSMAF
5418,FAXC
5419,COQ3
5420,Pnisr
5421,SDCBP
5422,Tstd3
5423,CCNC
5424,ODF2L
5425,NDUFAF4
5426,LMO4
5427,GBP4
5428,GBP2
5429,GTF2B
5430,PDLIM5
5431,RNGTT
5432,UBE2J1
5433,RRAGD
5434,CASP8AP2
5435,Map3k7
5436,EPHA7
5437,AKIRIN2
5438,RARS2
5439,SLC35A1
5440,Cfap206
5441,SMIM8
5442,X3110043O21Rik
5443,ALDOB
5444,RNF20
5445,SMC2
5446,POLR1E
5447,EXOSC3
5448,TMOD1
5449,XPA
5450,NCBP1
5451,Trmo
5452,Anp32b
5453,NANS
5454,CORO2A
5455,COL15A1
5456,NR4A3
5457,ERP44
5458,INVS
5459,TEX10
5460,TMEFF1
5461,MURC
5462,BRINP1
5463,FMN2
5464,ZNF618
5465,SLC44A5
5466,TNC
5467,TXN
5468,SVEP1
5469,ASTN2
5470,PTGR1
5471,UGCG
5472,PTBP3
5473,Hsdl2
5474,SNX30
5475,ZFP37
5476,WDR31
5477,BSPRY
5478,ALAD
5479,POLE3
5480,KDM4C
5481,TMEM261
5482,Ptprd
5483,MPDZ
5484,ZDHHC21
5485,ACO1
5486,Toporsos
5487,SMU1
5488,DNAJA1
5489,APTX
5490,SLC44A1
5491,B4GALT1
5492,FKTN
5493,BAG1
5494,CHMP5
5495,TMEM38B
5496,NFX1
5497,RAD23B
5498,NOL6
5499,IKBKAP
5500,UBAP2
5501,Epb41l4b
5502,DCAF12
5503,UBAP1
5504,FAM219A
5505,X1110017D15Rik
5506,NUDT2
5507,CNTFR
5508,ENHO
5509,DCTN3
5510,VCP
5511,FANCG
5512,PIGO
5513,STOML2
5514,UNC13B
5515,TESK1
5516,CD72
5517,CCDC107
5518,Tpm2
5519,TLN1
5520,CREB3
5521,GBA2
5522,RGP1
5523,NPR2
5524,HINT2
5525,RECK
5526,CLTA
5527,GNE
5528,GLIPR2
5529,SNAPC3
5530,PSIP1
5531,BNC2
5532,SH3GL2
5533,PLIN2
5534,RPS6
5535,MLLT3
5536,Hacd4
5537,USP24
5538,Plpp3
5539,PRKAA2
5540,DAB1
5541,SLC35D1
5542,MIER1
5543,SGIP1
5544,PDE4B
5545,AK4
5546,DNAJC6
5547,JAK1
5548,CACHD1
5549,ST3GAL3
5550,ARTN
5551,DPH2
5552,B4GALT2
5553,SLC6A9
5554,BEND5
5555,ELAVL4
5556,ITGB3BP
5557,ATG4C
5558,CDKN2C
5559,EPS15
5560,TTC39A
5561,DOCK7
5562,RNF11
5563,Calr4
5564,OSBPL9
5565,USP1
5566,TM2D1
5567,NFIA
5568,TXNDC12
5569,BTF3L4
5570,HOOK1
5571,FGGY
5572,EQTN
5573,IFT74
5574,PLAA
5575,CAAP1
5576,PUM1
5577,LAPTM5
5578,CC2D1B
5579,PDPN
5580,LRRC38
5581,GPX7
5582,TNFRSF1B
5583,PODN
5584,ECHDC2
5585,TNFRSF8
5586,SCP2
5587,CPT2
5588,X0610037L13Rik
5589,MAGOH
5590,DMRTB1
5591,LRP8
5592,NDC1
5593,LRRC42
5594,TMEM59
5595,TCEANC2
5596,CYB5RL
5597,MRPL37
5598,COL9A2
5599,EXO5
5600,DYRK2
5601,KCNQ4
5602,CTPS1
5603,HIVEP3
5604,PPCS
5605,Ccdc30
5606,YBX1
5607,P3h1
5608,Svbp
5609,ERMAP
5610,SLC2A1
5611,RRAGC
5612,MYCBP
5613,Ndufs5
5614,Macf1
5615,PPIE
5616,TRIT1
5617,MYCL
5618,MFSD2A
5619,CAP1
5620,PPT1
5621,EPHA8
5622,EPHB2
5623,TCEB3
5624,PITHD1
5625,LYPLA2
5626,GALE
5627,HMGCL
5628,FUCA1
5629,PNRC2
5630,SRSF10
5631,RNF220
5632,PLK3
5633,PTCH2
5634,EIF2B3
5635,UROD
5636,MUTYH
5637,TOE1
5638,Ccdc163
5639,MMACHC
5640,PRDX1
5641,AKR1A1
5642,NASP
5643,IPP
5644,PIK3R3
5645,POMGNT1
5646,LURAP1
5647,RAD54L
5648,LRRC41
5649,NSUN4
5650,MKNK1
5651,MOB3C
5652,ATPAF1
5653,CYP4B1
5654,PDZK1IP1
5655,TAL1
5656,STIL
5657,CMPK1
5658,EBNA1BP2
5659,Cfap57
5660,ALDH4A1
5661,MRTO4
5662,AKR7A2
