index,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477,478,479,480,481,482,483,484,485,486,487,488,489,490,491,492,493,494,495,496,497,498,499,500
A8m,1.0264871,13.629772,1.4466347,0.71989685,4.6274266,6.4123116,6.205034,0.0,7.5310655,0.0,0.0,1.7740408,0.0,1.5820996,0.0,0.0,2.7073324,9.06502,1.8788977,0.0,5.1436863,8.357678,8.040265,3.758616,2.9064963,3.2931194,0.0,6.184459,0.0,10.735469,0.0,3.7760077,6.8097777,4.656017,0.0,3.1609964,0.6007777,1.8527333,0.0,5.0949874,0.0,3.200044,10.58532,6.5568852,1.688017,4.1776085,1.7229053,3.3299108,6.5940113,0.8280161,1.9520643,3.7028255,2.1871932,3.919465,0.57870287,4.3758154,13.961163,0.0,5.0087156,5.3562737,0.25495842,2.3682578,3.5648072,8.552639,0.0,1.1387088,2.026909,0.13764538,2.708704,0.049058378,5.1403775,0.48020756,3.385345,2.5876944,5.067572,5.753918,1.417787,2.4832213,7.749177,2.4021597,1.7966733,3.6945963,3.9098322,0.24416453,3.6047547,0.0,0.0,6.7799015,4.941394,1.1883632,6.4659424,7.7459955,8.212369,3.3046532,0.6430093,2.277507,9.3588915,12.723352,6.541063,1.1596032,8.019915,0.91256845,0.0,0.0,0.0,0.9489242,11.113361,0.0,3.5918584,1.820741,6.876355,0.0,3.3254626,0.33241236,0.0,0.0,0.0,2.779263,2.6035366,0.05464751,4.2791505,0.58822185,4.998204,0.0,0.0,2.7610364,5.0464,0.36063123,2.0908673,2.8054237,0.0,1.6449149,0.97034717,1.6900008,2.3188028,0.0,4.5807757,0.0,2.5011508,0.0,0.18538421,6.717936,4.730678,0.45288214,1.191172,1.824661,1.9653804,0.0,0.0,0.0,1.0954169,8.857174,1.8500249,1.8095343,2.289331,3.796215,1.5147465,6.8810897,7.459928,3.5832562,7.822274,0.0,1.3156219,6.7720904,14.044359,0.0,3.5296094,2.2936661,8.728809,2.4013612,0.0,6.104402,0.0,8.5355625,0.0,0.0,6.6269507,5.5616407,0.0,2.7870708,2.0191336,3.1907785,4.990314,12.582426,3.2895625,1.6198907,2.8538706,2.0811853,0.0,1.221273,4.3404846,4.9136634,8.782817,0.88079536,0.0,4.771171,4.8208365,0.0,1.2436935,0.0,1.7255951,0.0,2.8402193,4.503712,0.87984115,6.3056407,0.53394765,5.1608067,0.13096708,4.723909,0.0,0.17557617,0.0,3.0736523,5.2747383,0.0,4.327612,7.28604,2.7168856,5.4932046,4.3477187,0.0,0.0,2.007985,1.7732469,7.2897315,2.4524305,1.4379245,6.134977,5.728126,0.0,0.0,2.1179988,0.0,4.421447,10.035034,0.0,5.6514297,8.116914,8.597057,5.9810147,3.978077,0.0,1.0486664,3.5900552,6.477643,7.344469,0.09411786,2.043322,5.1006103,1.9939065,3.6102786,4.6466722,0.0,2.5615425,0.06881747,4.4429727,0.0,2.1167955,4.420737,1.0023942,9.931414,1.2603921,0.053839535,0.28656742,2.849486,0.4639824,3.4088588,7.948983,8.14205,0.0,1.290065,0.0,6.4579997,6.253974,0.0,10.322385,4.8649564,0.0,0.0,0.23312902,11.667864,0.0,2.8138428,7.6892686,1.8006823,0.0,4.048634,0.0,4.0125184,0.0,0.26356477,6.947132,0.0,6.9455185,0.0,0.0,1.9021997,0.0,0.0,0.0,2.0507376,5.4982023,10.943239,5.6281786,4.2400885,10.074956,0.0,4.76434,0.7446363,0.0,2.3329473,0.0,0.37769318,7.5192394,9.626742,5.2292843,8.37901,2.0013902,0.0,0.0,3.7443173,0.8833964,0.7182419,6.1045537,6.320253,11.442904,0.0,0.0,0.0,2.038931,8.591686,7.604001,1.6634539,5.6959333,1.2063636,6.4470515,0.0,4.564214,3.8356073,0.0,7.6328154,0.0,2.9480133,5.943975,6.115372,5.245026,10.151088,9.090158,2.1268952,0.47982678,0.4716604,1.9467306,2.5430853,7.186787,0.0,0.0,1.519976,0.0,0.0,1.9420419,0.0,0.44262546,13.632293,7.509604,6.8083353,4.607042,2.6647828,0.0,9.467846,2.419787,1.1185384,0.0,0.5180154,6.7020473,0.0,7.134661,7.244284,1.4227316,0.0,2.4965022,0.0,10.6180525,0.0,7.988483,1.4827778,4.7280684,0.23801744,0.0,3.763463,0.022946926,3.1095002,0.0,3.57628,7.9666147,5.2966156,4.3337703,0.0,2.3853517,3.1817067,0.0,2.02009,5.0602584,6.6324863,7.7285576,0.0,1.2686578,12.277005,0.0,2.799443,2.3705664,5.01784,0.9995258,0.0,0.076790094,2.310776,1.0254354,0.0,0.0,0.5413457,0.0,9.149972,4.3288503,0.0,1.2997469,5.2490077,2.5694835,0.0,0.0,4.1018877,3.5954297,0.0,0.87068254,3.2327943,1.264125,4.2488084,0.0,6.139803,1.001793,6.7381005,2.3295636,4.3563385,3.4992461,9.445536,7.114007,0.0,5.7393565,1.7423581,0.0,0.83342,2.1921046,0.0,3.495407,4.0889616,0.26154965,5.338592,0.0,6.041485,6.1856937,4.7727547,0.0,3.154219,0.0,0.88229764,8.144109,2.2437623,0.0,3.0967417,6.2803144,0.0,0.0,2.9934537,2.1972172,0.8043295,0.65847063,0.3210951,0.14869295,1.8680468,0.0,0.62524307,3.220214,0.51120555,2.2402775,0.0,1.6805071,2.5651827,4.2084746,1.285447,3.1094704,3.0593379,0.0,10.394642,1.2622116,0.45847306,4.583084,0.0,0.0,3.9676619,0.0,6.5416975
A8dl,1.786064,12.145615,0.76047397,2.296764,3.650645,4.9719167,5.441552,0.0,7.1284943,0.0,0.0,0.6583343,0.0,1.8024292,0.0,0.0,2.7993577,8.053648,0.0,0.0,4.5168753,7.4762216,7.414722,2.513953,1.7531106,4.4774723,0.46417534,4.527906,0.0,8.555364,0.0,2.2531238,5.4200263,3.4862034,0.0,3.763507,0.2773129,0.0,0.0,5.417673,0.53109396,3.6078842,11.75047,6.2694645,1.791669,4.072939,1.8224498,5.2407575,6.847259,1.4202569,1.4708648,2.7300603,5.2276187,2.3894167,0.51668733,4.302019,13.177203,0.0,2.468959,4.5380917,0.07784877,1.7741939,0.8794875,8.462035,0.0,2.4271598,3.0479846,0.47612306,2.1083212,0.05165586,3.3340414,0.6629563,2.746429,2.6244607,2.229936,4.9775777,1.3787479,3.667221,4.816441,2.908549,0.7182886,4.407121,4.4524703,0.8573083,0.4406193,0.0,0.0,4.498734,2.6350415,1.6191928,6.7382603,6.5904984,6.1184187,2.7838216,1.3372083,0.5638362,8.088944,10.574784,6.4359593,0.60898495,7.5071015,0.0,0.0,0.0,2.212716,3.4986827,9.343044,0.0,4.9020514,2.9499269,5.8578877,0.0,1.4407964,1.8438059,0.0,0.0,0.14504863,3.3554873,2.4678364,0.0024860539,2.7386627,0.77362496,3.5813534,0.0,0.0,1.7340798,4.6661406,0.0,1.6149592,3.254838,0.0,1.575796,0.95118994,0.51451063,2.3994298,0.0,1.7131399,0.0,0.8069722,0.0,0.1471405,5.409948,2.0272412,1.3385961,2.8497553,0.0,1.2768849,0.0,0.0,0.0,1.5089267,6.605332,1.6908189,3.3111658,0.49013737,2.781782,2.3104022,6.9883237,7.439383,2.2921102,8.586788,0.0,3.2889323,6.5450664,12.699446,0.0,0.8945452,2.3916295,9.756631,0.9455923,0.0,4.5756917,1.2005326,6.522311,1.6395936,1.5362419,4.547331,5.370518,0.9261267,3.255197,1.6545802,4.0698233,4.607583,9.010267,1.2633249,0.6647273,3.9686084,2.2785752,2.288538,0.6182394,2.8229277,4.4156446,6.5742006,0.50070465,0.48377877,5.0597687,3.2943883,0.0,1.1378657,0.0,2.1467006,0.0,2.370803,2.4514236,0.0,5.5321074,2.0063226,4.5367913,1.6816154,6.184782,0.0,0.0,0.0,3.9954307,3.9768968,0.0,3.0924268,7.083018,0.42677838,4.5440564,3.2277565,0.0,0.74782026,0.6569587,2.4000232,7.0497603,1.1914762,0.3048263,3.7277691,4.0502477,0.0,0.0,1.0126405,0.0,5.2172203,9.501716,0.0,4.40291,9.778953,7.8117623,5.0526886,4.5763235,0.0,1.4301149,2.6023183,4.0415473,7.41752,0.0,0.41851878,3.782463,3.0860238,3.954757,2.1456838,0.0,2.1334484,0.0,4.8181224,2.3715694,1.0801502,3.9970708,0.27287123,8.676989,0.8541463,0.0,0.0,2.6640131,2.810014,4.586791,8.06557,7.0152106,0.0,0.0,0.0,6.3354793,5.740962,0.63134277,10.297528,4.831555,0.0,0.1754678,2.2004702,10.875528,0.0,3.5159843,6.152626,1.188621,0.0,2.6048834,0.14485735,2.8988109,0.0,0.47207683,3.6185172,0.0,3.4240108,0.0,0.0,0.0,0.0,0.0,0.0,0.21114235,5.003293,8.482196,3.1619034,2.9506736,7.199194,0.0,4.894975,1.3281507,0.0,1.8027366,0.0,0.15926176,5.8579016,7.6897173,6.962015,6.4878807,0.0,0.0,0.9783738,2.4851792,1.4139918,0.0,6.5343556,5.867992,7.3571076,0.0,0.0,0.0,2.4516234,7.3550553,7.025718,2.9324498,2.814276,1.137526,6.604458,0.0,5.637199,2.3331094,0.0,5.778051,0.31400996,1.1226304,3.36083,6.9558673,5.6242576,6.40754,7.7534757,1.6347522,0.0,1.3130766,1.0232866,0.0,8.603457,0.7669453,0.0,0.7219859,0.56350034,0.14600635,1.4656187,0.0,1.5476179,12.109309,6.6951833,7.1720886,3.3141613,0.11262923,0.0,9.562478,2.7600517,1.4890717,0.0,0.36480096,7.4416237,0.0,7.07282,5.3798647,0.0,0.0,2.27045,0.13912728,9.829749,0.35705048,9.020845,1.0911708,3.8284147,0.59960014,0.0,3.7139177,0.7564715,2.7185214,0.0,3.9754062,7.468587,4.431177,4.7249217,0.0,0.35717595,3.1801789,0.0,1.0787512,4.141239,6.5492334,6.864537,0.49968895,1.2798111,9.555033,0.0,1.8719045,3.6233275,3.127737,1.1056029,0.0,0.4969735,3.311673,2.6219609,0.0,0.0,0.1279425,0.0,7.270375,1.1566135,0.0,2.0437508,3.5742087,2.8921945,0.0,0.0,5.0990887,3.911572,2.2817037,2.1354697,3.605679,1.2336338,2.3666625,0.0,6.138834,1.4089879,4.800208,3.2466967,3.361892,2.3932827,7.6481185,5.54686,0.0,8.016556,1.1007348,0.39050916,0.68163365,2.6529584,0.0,3.4847639,5.547512,0.0,3.0690784,0.39151335,6.2852592,6.2699094,4.4851923,0.0,4.225463,0.16773058,1.2215666,3.712699,0.7668357,0.0,1.8153025,6.0208097,0.0,0.0,1.3839542,1.5240369,0.44340923,0.43430653,0.0,0.0,3.3754969,0.0,0.035334505,2.695339,0.16557395,2.7602742,0.0,2.9382524,1.2636446,4.9084196,2.057264,3.2093468,5.457795,0.0,9.341302,1.9493415,0.0,4.0676956,0.0,0.0,3.291227,0.0,4.725248
A9l,4.2714686,7.8254747,3.0837255,2.1401517,2.863098,3.3445532,3.4507627,0.0,4.5045433,0.35661417,0.0,0.42079848,0.0,1.2647448,0.0,0.83088684,2.4786973,5.1678286,0.0,0.8644677,3.0029886,6.6860213,6.82952,3.4501698,2.1109805,2.038532,0.0,2.8317454,0.0,5.5762854,0.0,0.9803785,2.9946296,0.8835029,0.0,3.5296717,0.0,0.0,0.0,3.5434887,1.1370168,1.6081545,9.187409,4.1722093,2.7710698,3.2791243,1.1140232,4.513891,6.2995,1.4747683,0.88317376,0.4424805,4.8624115,1.0717221,0.9370082,4.2189426,9.1080885,0.67878604,1.3087423,2.8621318,0.1732507,1.1378796,0.9647036,5.856791,0.0,3.866111,3.1384325,0.0,1.808443,0.720971,4.061503,1.5089681,2.3646457,3.3883858,1.3145537,2.8067496,3.57303,2.8861957,3.161287,1.6878972,0.32535648,4.8047395,2.3088872,0.42624304,0.2700947,0.0,0.06632947,2.2897034,2.9914196,4.0886526,5.4908204,6.323825,5.2701387,3.4692225,0.0,0.11732301,5.930843,7.862085,4.335854,1.3108577,5.5080824,0.0,0.35971516,0.0,2.514118,3.2871387,6.747092,0.39420038,2.295166,2.771687,6.171153,0.0,2.2582698,4.177561,0.0,0.0,0.8579032,3.1696048,2.884848,0.27714598,2.59186,0.0,2.026294,1.0695605,1.0854095,0.20194505,4.267087,0.0,2.90024,1.1519084,0.33842903,2.3644435,2.3314779,0.5515306,1.439528,0.0,0.0,0.0,0.0,0.0,0.51218104,5.297042,0.0,1.8617418,3.4658387,0.0,0.75577277,0.0,0.0,0.015811741,2.1338823,4.654339,0.0,2.3825874,1.5338823,2.9423506,1.1587373,6.6770625,5.2339973,2.369182,6.0492134,0.10649301,3.3011796,6.757411,8.618494,0.0,1.149541,2.758419,7.1684537,0.30332,0.0,5.125882,1.809118,3.7989595,2.5668235,2.0798354,2.8081558,3.3199239,2.3120012,1.977284,1.1096617,2.7358172,5.4472513,5.724373,2.8623805,2.2264445,4.617384,1.8259958,2.0169826,2.902114,3.9791107,4.4408407,3.9149384,1.1037072,1.8510463,4.3497767,3.3886993,1.4186033,0.62049675,1.2817024,2.948234,0.72821456,2.4429305,1.5032697,0.2200715,3.2923625,3.2022142,4.2115993,1.7310437,4.044976,0.0,0.0,0.09596508,2.450214,2.8030727,0.0,2.0336976,5.4054003,0.0,2.7359207,2.7639117,0.0,2.4157484,0.93150485,1.4852498,5.177081,0.91617537,1.1126896,1.7308959,2.9188719,0.43206984,0.0068416493,1.5399436,2.0242956,4.156289,6.1147,0.0,2.8446913,8.933669,5.342115,4.2615533,2.7198048,0.0,2.2723691,2.1208146,2.788504,6.248022,1.887863,0.12586808,2.217155,2.395229,3.5734031,1.9058048,0.0,1.3310529,1.2890928,4.24175,1.9357353,0.50050694,4.358431,0.0,5.7130437,1.551481,0.0,0.0,4.487485,4.6426735,4.819642,6.0944047,6.394169,0.0,0.9929848,1.4059758,5.383744,6.024642,0.08791292,5.531549,3.983861,0.32810134,0.9067085,3.6427436,7.7817245,0.0,3.0231469,4.469329,0.51593536,0.0,2.0786922,2.8814905,3.0260346,0.0,0.0,1.3931859,0.0,2.1025548,0.0,0.5580596,0.0,0.0,0.0,0.9671382,0.829953,3.7243283,5.8406925,2.0507216,1.5507829,4.817208,2.935475,3.7176857,3.634438,1.3287174,1.7305413,0.21052271,0.5278142,2.541334,5.6952696,5.198122,5.143068,0.0,0.0,2.4901338,1.4614906,0.687768,0.0,6.190216,5.003672,6.289377,0.0,0.004333552,0.0,2.2816386,6.363918,4.8895617,1.3933805,2.288579,1.8090992,4.8622155,0.9062519,4.805259,2.8038328,0.0,3.3758016,1.1569086,0.0,1.4546504,6.4435763,5.025038,4.841986,6.2190137,0.83129907,0.0,0.96434903,0.4734888,0.0,6.2717547,0.8267037,0.0,0.0,0.0,0.8925471,1.3454908,0.0,0.56833786,9.685035,3.336887,4.5037613,2.036066,0.31064755,0.0,7.9397497,3.0503323,1.237143,0.0,0.4406715,7.4057508,0.0,4.510662,2.2505667,0.0,0.0,2.6331024,0.53618026,6.301686,0.83205235,7.907622,2.2290936,1.0093828,3.1081522,0.0,4.9052825,2.1390922,4.2238297,0.16682449,4.9206133,5.7231817,3.717101,3.6555321,0.0,0.5851905,3.2111819,0.0,1.9277444,2.5905218,3.8176887,3.1759384,2.007771,0.0,5.6484003,1.2627728,0.25326008,3.4144006,3.6944928,0.11710954,2.0835323,0.46658623,2.3993266,2.4343426,0.0,0.0,0.0,1.1137908,4.3763313,0.23651212,0.33676738,3.5623202,2.7719393,3.4821904,0.0,0.0,4.303994,6.668777,2.841506,3.0755444,1.4572825,1.0154668,0.3235444,0.0,4.279827,1.7064575,1.7645942,4.08184,1.5920966,2.108281,6.242286,4.177647,0.46971995,7.6993513,0.22950293,0.3735891,2.2982159,2.3056808,0.0,2.1226687,2.903987,0.0,1.3282537,0.7099761,4.059923,4.083102,2.2886117,0.0,4.858478,1.5380025,1.2780093,1.9061929,0.59778315,0.0,0.08313822,4.7558603,0.0,0.0,0.0,1.7397375,0.0,0.0,1.7698464,0.0,1.7268641,0.0,0.0,2.8941817,0.07197666,3.271502,0.0,2.4597816,0.3931398,3.5630584,2.3482008,1.8110147,4.7557483,0.0,6.784373,1.6762079,0.0,3.119279,0.0,0.0,1.8552791,0.0,2.948485
A6dl,0.0,11.058488,0.0,0.8453686,6.1247773,4.6257777,6.216367,0.0,4.0074706,0.0,0.0,2.600912,0.0,0.77180785,0.0,0.0,3.9197428,9.638111,0.21757029,0.0,3.006042,5.9934216,5.806378,1.5039197,1.2615976,4.0580854,0.0,5.276254,0.59418017,9.849211,0.0,3.227345,7.59735,2.6768932,0.0,2.584811,1.7629592,1.6983312,0.0,6.363556,0.5674933,6.619636,8.809829,6.6664486,0.0,3.108132,2.297024,3.073123,5.9433827,0.0,2.38487,6.701727,2.2590306,5.5859632,0.4345729,3.0271816,11.975057,0.0,3.4045973,6.6518703,0.031169277,3.5781639,2.9973066,7.9873037,0.0,0.3906362,0.3061319,0.044222247,2.730674,0.0,2.5564468,0.0,1.7388223,1.5205992,4.7070575,8.457256,0.55204463,4.086395,6.8374586,4.1952615,1.0090848,3.7517583,3.6241462,0.90301234,1.7330687,0.0,0.0,5.6767006,2.2298224,0.0,4.9182487,4.8681335,6.9353404,0.43390527,0.0,0.9398426,9.817742,8.876636,7.4642696,1.2381907,7.4963827,1.6956093,0.0,2.1282911,0.046497453,1.3243238,10.513099,0.0,3.5878284,0.60467035,5.355027,0.0,1.1615444,0.27504554,0.0,0.0,0.75395054,2.3301244,3.4262626,0.0,3.3856444,0.7861336,4.508641,0.0,1.6625769,4.462309,3.4314995,0.4773217,0.23204264,4.164603,0.0,0.7646077,0.0,2.8711443,3.0956469,0.0,4.5062027,0.0,3.389072,0.0,0.0,4.6367235,3.551666,0.45495787,1.1889662,2.209184,1.9324585,0.0,0.0,0.0,0.11307866,5.7786803,2.7285948,2.9943895,0.0,2.4541008,0.0,6.1745744,7.2684093,2.2865546,8.411396,0.0,0.7818121,4.1007853,12.467359,0.0,2.198421,2.0412257,6.8319793,2.5560942,0.0,4.456372,0.0,8.323368,0.0,0.7046206,5.566822,6.695412,0.0,2.0999925,2.4564877,4.3232718,2.9050722,11.962436,0.9870735,0.0,0.7414766,0.6355822,0.0,0.0,1.4795097,3.7076962,10.464367,0.0,0.0,4.118352,2.487489,0.0,0.8234112,0.0,2.0381305,1.1269094,0.37281653,3.820234,2.0333836,5.309642,0.0,4.555478,1.4875941,4.2799215,0.0,0.14105551,0.0,2.5084755,2.8916402,0.1407735,3.0366316,6.3353086,3.197396,7.1121955,2.3920321,0.0,0.0,2.3131983,2.1112707,8.075583,0.7563486,0.19909813,6.244497,3.3500376,0.0,0.25733683,1.4370599,0.0,4.6759677,10.670818,0.0,4.367875,6.653799,5.619223,5.140391,6.5806465,0.0,0.0,1.9857506,3.1647344,6.7053604,0.0,1.8397306,4.713193,1.9115686,2.4541922,3.5084264,0.0,3.08868,0.5376753,6.279555,1.2797495,1.9944379,2.7436876,1.5318336,9.015709,0.5749002,0.0,2.5596118,0.0,0.0,2.671104,7.979724,5.5098453,0.0,0.0,0.0,4.9809027,3.6767082,0.124192536,10.022189,5.406361,0.0,0.0,0.0,10.19474,0.96918696,2.5502496,6.7348723,3.1822774,0.0,5.011849,0.0,1.8423128,0.0,1.59433,6.259272,0.0,6.3081594,0.0,0.0,2.7868714,1.3770083,0.0,0.0,2.6046755,4.336054,9.52472,4.6958647,5.1069875,9.028105,0.0,4.3617997,0.0,0.0,2.1016636,0.0,1.5334209,7.962386,6.851508,5.8067384,8.890015,1.8424282,0.0,0.0,5.4210744,1.9026536,0.0,4.7821903,5.013108,9.05639,0.0,0.0,0.0,1.213635,8.039457,7.131901,3.628529,4.625969,0.31124756,4.3017797,0.9614716,2.7756202,0.8471048,0.0,7.630684,0.0,3.7521253,6.4702287,6.387488,6.137983,9.028134,8.952068,1.1417421,0.0,0.74693125,1.4741292,2.0491896,5.087397,0.09211476,0.0,0.70384383,0.078885466,0.0,3.2653155,0.0,0.92017823,11.736272,8.957066,6.8173094,3.7121224,2.3977532,0.0,8.052126,1.6442732,0.41888747,0.0,0.0,5.4076967,0.0,6.7934146,7.1554894,2.0429862,0.0,2.1656437,0.0,10.427226,0.01818153,5.7791867,0.0,4.5313973,0.0,0.22544435,0.56307095,0.0,2.973425,0.0,0.059928283,6.9806776,3.9687965,5.3555446,0.0,1.8079609,2.3356116,0.0,0.32749873,4.535606,6.152258,10.322924,0.0,2.9914708,11.892918,0.0,4.594976,1.3747613,3.2356386,0.76795274,0.0,0.33560473,2.9380164,3.4782057,0.0,0.0,1.2418901,0.0,9.859517,4.034803,0.6444882,0.93289965,4.182777,0.504666,0.0,0.0,4.221118,0.7130099,0.0,0.9457801,7.2036343,3.1805613,2.410715,0.0,5.242826,0.0,7.5994134,0.06803571,4.86293,1.4365834,7.7023916,4.7675123,0.0,3.0594869,0.72730976,0.12432236,1.6562359,2.740945,0.0,1.430411,4.131709,0.12406027,5.3559895,0.56646174,6.031822,7.214394,3.4817512,1.7581993,2.0266564,0.0,2.0818987,6.756789,1.9242231,0.0,4.720333,4.8092027,0.0,0.0,2.4066408,1.4007397,1.5093564,3.2390783,0.0,0.07212938,2.5789347,0.0,0.92830265,1.1922382,0.830974,3.382565,0.0,1.8147389,4.292457,3.87495,0.0,3.7066844,3.0754495,0.0,8.360419,2.463285,0.19304775,3.9775627,0.0,0.0,3.1569796,0.0,4.6022425
