,genes
4046,CYP4F12
4047,CYP4F2
4048,CYP4F22
4049,CYP4F24P
4050,CYP4F29P
4051,CYP4F30P
4052,CYP4F35P
4053,CYP4F8
4054,CYP4V2
4055,CYP4X1
4056,CYP4Z1
4057,CYP4Z2P
4058,CYP51A1
4059,CYP7A1
4060,CYP7B1
4061,CYP8B1
4062,CYR61
4063,CYS1
4064,CYSLTR1
4065,CYSLTR2
4066,CYSRT1
4067,CYSTM1
4068,CYTH1
4069,CYTH2
4070,CYTH3
4071,CYTH4
4072,CYTIP
4073,CYTL1
4074,CYTOR
4075,CYYR1
4076,CZ1P-ASNS
4077,D2HGDH
4078,DAAM1
4079,DAAM2
4080,DAB1
4081,DAB2
4082,DAB2IP
4083,DACH1
4084,DACH2
4085,DACT1
4086,DACT2
4087,DACT3
4088,DAD1
4089,DAG1
4090,DAGLA
4091,DAGLB
4092,DALRD3
4093,DANCR
4094,DAND5
4095,DAO
4096,DAOA
4097,DAOA-AS1
4098,DAP
4099,DAP3
4100,DAPK1
4101,DAPK1-IT1
4102,DAPK2
4103,DAPK3
4104,DAPL1
4105,DAPP1
4106,DARS
4107,DARS2
4108,DAW1
4109,DAXX
4110,DAZ2
4111,DAZAP1
4112,DAZAP2
4113,DAZL
4114,DBET
4115,DBF4
4116,DBF4B
4117,DBH
4118,DBI
4119,DBIL5P
4120,DBIL5P2
4121,DBN1
4122,DBNDD1
4123,DBNL
4124,DBP
4125,DBR1
4126,DBT
4127,DBX1
4128,DBX2
4129,DCAF1
4130,DCAF10
4131,DCAF11
4132,DCAF12
4133,DCAF12L1
4134,DCAF12L2
4135,DCAF13
4136,DCAF13P3
4137,DCAF15
4138,DCAF16
4139,DCAF17
4140,DCAF4
4141,DCAF4L2
4142,DCAF5
4143,DCAF6
4144,DCAF7
4145,DCAF8
4146,DCAF8L1
4147,DCAF8L2
4148,DCAKD
4149,DCANP1
4150,DCBLD1
4151,DCBLD2
4152,DCC
4153,DCD
4154,DCDC1
4155,DCDC2
4156,DCDC2B
4157,DCHS1
4158,DCHS2
4159,DCK
4160,DCLK1
4161,DCLK2
4162,DCLK3
4163,DCLRE1A
4164,DCLRE1B
4165,DCLRE1C
4166,DCN
4167,DCP1A
4168,DCP1B
4169,DCP2
4170,DCPS
4171,DCST1
4172,DCST2
4173,DCSTAMP
4174,DCT
4175,DCTD
4176,DCTN1
4177,DCTN1-AS1
4178,DCTN2
4179,DCTN3
4180,DCTN4
4181,DCTN5
4182,DCTN6
4183,DCTPP1
4184,DCUN1D1
4185,DCUN1D2
4186,DCUN1D3
4187,DCUN1D4
4188,DCUN1D5
4189,DCX
4190,DCXR
4191,DDA1
4192,DDAH1
4193,DDAH2
4194,DDB1
4195,DDB2
4196,DDC
4197,DDHD1
4198,DDHD2
4199,DDI1
4200,DDI2
4201,DDIAS
4202,DDIT3
4203,DDIT4
4204,DDIT4L
4205,DDN
4206,DDO
4207,DDOST
4208,DDR1
4209,DDR2
4210,DDRGK1
4211,DDT
4212,DDX1
4213,DDX10
4214,DDX11
4215,DDX11L2
4216,DDX17
4217,DDX18
4218,DDX19A
4219,DDX19B
4220,DDX20
4221,DDX21
4222,DDX23
4223,DDX24
4224,DDX25
4225,DDX27
4226,DDX28
4227,DDX31
4228,DDX39A
4229,DDX3X
4230,DDX3Y
4231,DDX4
4232,DDX41
4233,DDX42
4234,DDX43
4235,DDX46
4236,DDX47
4237,DDX49
4238,DDX5
4239,DDX50
4240,DDX51
4241,DDX52
4242,DDX53
4243,DDX54
4244,DDX55
4245,DDX56
4246,DDX58
4247,DDX59
4248,DDX6
4249,DDX60
4250,DDX60L
4251,DEAF1
4252,DEC1
4253,DECR1
4254,DECR2
4255,DEDD
4256,DEDD2
4257,DEF6
4258,DEF8
4259,DEFA4
4260,DEFA5
4261,DEFA6
4262,DEFB1
4263,DEFB108B
4264,DEFB110
4265,DEFB112
4266,DEFB113
4267,DEFB114
4268,DEFB115
4269,DEFB116
4270,DEFB118
4271,DEFB119
4272,DEFB121
4273,DEFB123
4274,DEFB124
4275,DEFB125
4276,DEFB126
4277,DEFB127
4278,DEFB128
4279,DEFB129
4280,DEFB131A
4281,DEFB132
4282,DEFB134
4283,DEFB135
4284,DEFB136
4285,DEFB4A
4286,DEGS1
4287,DEGS2
4288,DEK
4289,DENND1A
4290,DENND1B
4291,DENND1C
4292,DENND2A
4293,DENND2C
4294,DENND2D
4295,DENND3
4296,DENND4A
4297,DENND4B
4298,DENND4C
4299,DENND5A
4300,DENND5B
4301,DENND6A
4302,DENND6B
4303,DENR
4304,DEPDC1
4305,DEPDC1B
4306,DEPDC4
4307,DEPDC5
4308,DEPDC7
4309,DEPP1
4310,DEPTOR
4311,DERA
4312,DERL1
4313,DERL2
4314,DERL3
4315,DES
4316,DESI1
4317,DESI2
4318,DET1
4319,DEUP1
4320,DEXI
4321,DFFA
4322,DFFB
4323,DGAT1
4324,DGAT2
4325,DGAT2L6
4326,DGCR2
4327,DGCR5
4328,DGCR6
4329,DGCR6L
4330,DGCR8
4331,DGCR9
4332,DGKA
4333,DGKB
4334,DGKD
4335,DGKE
4336,DGKG
4337,DGKH
4338,DGKI
4339,DGKK
4340,DGKQ
4341,DGKZ
4342,DGLUCY
4343,DGUOK
4344,DHCR24
4345,DHCR7
4346,DHDDS
4347,DHDH
4348,DHFR
4349,DHFR2
4350,DHH
4351,DHODH
4352,DHPS
4353,DHRS1
4354,DHRS11
4355,DHRS12
4356,DHRS13
4357,DHRS2
4358,DHRS3
4359,DHRS4
4360,DHRS4-AS1
4361,DHRS4L1
4362,DHRS4L2
4363,DHRS7
4364,DHRS7B
4365,DHRS7C
4366,DHRS9
4367,DHRSX
4368,DHTKD1
4369,DHX15
4370,DHX16
4371,DHX29
4372,DHX30
4373,DHX32
4374,DHX33
4375,DHX34
4376,DHX35
4377,DHX36
4378,DHX37
4379,DHX38
4380,DHX40
4381,DHX57
4382,DHX58
4383,DHX8
4384,DHX9
4385,DIABLO
4386,DIAPH1
4387,DIAPH2
4388,DIAPH3
4389,DICER1
4390,DICER1-AS1
4391,DIDO1
4392,DIEXF
4393,DIMT1
4394,DIO1
4395,DIO2
4396,DIO3
4397,DIO3OS
4398,DIP2A
4399,DIP2B
4400,DIP2C
4401,DIRAS1
4402,DIRAS2
4403,DIRAS3
4404,DIRC1
4405,DIRC2
4406,DIS3
4407,DIS3L
4408,DIS3L2
4409,DISC1
4410,DISP1
4411,DISP2
4412,DISP3
4413,DIXDC1
4414,DKC1
4415,DKFZP434A062
4416,DKFZP434H168
4417,DKFZP434K028
4418,DKFZP586I1420
4419,DKFZp434L192
4420,DKFZp779M0652
4421,DKK1
4422,DKK2
4423,DKK3
4424,DKK4
4425,DKKL1
4426,DLAT
4427,DLC1
4428,DLD
4429,DLEC1
4430,DLEU1
4431,DLEU2
4432,DLEU7
4433,DLG1
4434,DLG2
4435,DLG3
4436,DLG4
4437,DLG5
4438,DLGAP1
4439,DLGAP1-AS2
4440,DLGAP1-AS4
4441,DLGAP2
4442,DLGAP3
4443,DLGAP4
4444,DLGAP5
4445,DLK1
4446,DLK2
4447,DLL1
4448,DLL3
4449,DLL4
4450,DLST
4451,DLSTP1
4452,DLX1
4453,DLX2
4454,DLX3
4455,DLX4
4456,DLX5
4457,DLX6
4458,DMAC1
4459,DMAC2
4460,DMAP1
4461,DMBT1
4462,DMBX1
4463,DMC1
4464,DMD
4465,DMGDH
4466,DMKN
4467,DMP1
4468,DMPK
4469,DMRT1
4470,DMRT2
4471,DMRT3
4472,DMRTA1
4473,DMRTA2
4474,DMRTB1
4475,DMRTC2
4476,DMTF1
4477,DMTN
4478,DMWD
4479,DMXL1
4480,DMXL2
4481,DNA2
4482,DNAAF1
4483,DNAAF2
4484,DNAAF3
4485,DNAAF4
4486,DNAAF5
4487,DNAH1
4488,DNAH10
4489,DNAH11
4490,DNAH12
4491,DNAH14
4492,DNAH17
4493,DNAH2
4494,DNAH3
4495,DNAH5
4496,DNAH6
4497,DNAH7
4498,DNAH8
4499,DNAH9
4500,DNAI1
4501,DNAI2
4502,DNAJA1
4503,DNAJA2
4504,DNAJA3
4505,DNAJA4
4506,DNAJB1
4507,DNAJB11
4508,DNAJB12
4509,DNAJB13
4510,DNAJB14
4511,DNAJB2
4512,DNAJB3
4513,DNAJB4
4514,DNAJB5
4515,DNAJB6
4516,DNAJB7
4517,DNAJB8
4518,DNAJB9
4519,DNAJC1
4520,DNAJC10
4521,DNAJC11
4522,DNAJC12
4523,DNAJC13
4524,DNAJC14
4525,DNAJC15
4526,DNAJC16
4527,DNAJC17
4528,DNAJC18
4529,DNAJC19
4530,DNAJC2
4531,DNAJC21
4532,DNAJC22
4533,DNAJC24
4534,DNAJC25
4535,DNAJC27
4536,DNAJC28
4537,DNAJC3
4538,DNAJC3-AS1
4539,DNAJC30
4540,DNAJC4
4541,DNAJC5
4542,DNAJC5B
4543,DNAJC5G
4544,DNAJC6
4545,DNAJC7
4546,DNAJC8
4547,DNAJC9
4548,DNAJC9-AS1
4549,DNAL1
4550,DNAL4
4551,DNALI1
4552,DNASE1
4553,DNASE1L1
4554,DNASE1L2
4555,DNASE1L3
4556,DNASE2
4557,DNASE2B
4558,DND1
4559,DNER
4560,DNHD1
4561,DNLZ
4562,DNM1
4563,DNM1L
4564,DNM1P35
4565,DNM1P46
4566,DNM1P50
4567,DNM2
4568,DNM3
4569,DNM3OS
4570,DNMBP
4571,DNMT1
4572,DNMT3A
4573,DNMT3B
4574,DNMT3L
4575,DNPEP
4576,DNPH1
4577,DNTT
4578,DNTTIP1
4579,DNTTIP2
4580,DOC2A
4581,DOC2B
4582,DOCK1
4583,DOCK10
4584,DOCK11
4585,DOCK2
4586,DOCK3
4587,DOCK4
4588,DOCK5
4589,DOCK6
4590,DOCK7
4591,DOCK8
4592,DOCK9
4593,DOCK9-AS2
4594,DOHH
4595,DOK1
4596,DOK2
4597,DOK3
4598,DOK4
4599,DOK5
4600,DOK6
4601,DOK7
4602,DOLK
4603,DOLPP1
4604,DONSON
4605,DOPEY1
4606,DOPEY2
4607,DOT1L
4608,DPAGT1
4609,DPCD
4610,DPCR1
4611,DPEP1
4612,DPEP2
4613,DPEP3
4614,DPF1
4615,DPF2
4616,DPF3
4617,DPH2
4618,DPH3
4619,DPH3P1
4620,DPH5
4621,DPH6
4622,DPH7
4623,DPM1
4624,DPM2
4625,DPM3
4626,DPP10
4627,DPP10-AS1
4628,DPP10-AS3
4629,DPP3
4630,DPP4
4631,DPP6
4632,DPP7
4633,DPP8
4634,DPP9
4635,DPPA2
4636,DPPA3
4637,DPPA4
4638,DPPA5
4639,DPRX
4640,DPT
4641,DPY19L1
4642,DPY19L1P1
4643,DPY19L2
4644,DPY19L2P1
4645,DPY19L2P2
4646,DPY19L2P3
4647,DPY19L2P4
4648,DPY19L3
4649,DPY19L4
4650,DPY30
4651,DPYD
4652,DPYS
4653,DPYSL2
4654,DPYSL3
4655,DPYSL4
4656,DPYSL5
4657,DQX1
4658,DR1
4659,DRAIC
4660,DRAM1
4661,DRAM2
4662,DRAP1
4663,DRAXIN
4664,DRC1
4665,DRC3
4666,DRC7
4667,DRD1
4668,DRD2
4669,DRD3
4670,DRD4
4671,DRG1
4672,DRG2
4673,DRGX
4674,DRICH1
4675,DROSHA
4676,DRP2
4677,DSC1
4678,DSC2
4679,DSC3
4680,DSCAM
4681,DSCAM-AS1
4682,DSCAML1
4683,DSCC1
4684,DSCR10
4685,DSCR4
4686,DSCR8
4687,DSCR9
4688,DSE
4689,DSEL
4690,DSG1
4691,DSG2
4692,DSG2-AS1
4693,DSG3
4694,DSG4
4695,DSN1
4696,DSP
4697,DSPP
4698,DST
4699,DSTN
4700,DSTYK
4701,DTD1
4702,DTD2
4703,DTHD1
4704,DTL
4705,DTNA
4706,DTNB
4707,DTNBP1
4708,DTWD1
4709,DTWD2
4710,DTX1
4711,DTX2
4712,DTX2P1-UPK3BP1-PMS2P11
4713,DTX3
4714,DTX3L
4715,DTX4
4716,DTYMK
4717,DUBR
4718,DUOX1
4719,DUOX2
4720,DUOXA1
4721,DUOXA2
4722,DUPD1
4723,DUS1L
4724,DUS2
4725,DUS3L
4726,DUS4L
4727,DUSP1
4728,DUSP10
4729,DUSP11
4730,DUSP12
4731,DUSP13
4732,DUSP14
4733,DUSP15
4734,DUSP16
4735,DUSP18
4736,DUSP19
4737,DUSP2
4738,DUSP21
4739,DUSP22
4740,DUSP23
4741,DUSP26
4742,DUSP27
4743,DUSP28
4744,DUSP3
4745,DUSP4
4746,DUSP5
4747,DUSP5P1
4748,DUSP6
4749,DUSP7
4750,DUSP8
4751,DUSP9
4752,DUT
4753,DUX4
4754,DUXA
4755,DVL1
4756,DVL2
4757,DVL3
4758,DWORF
4759,DXO
4760,DYDC1
4761,DYDC2
4762,DYM
4763,DYNAP
4764,DYNC1H1
4765,DYNC1I1
4766,DYNC1I2
4767,DYNC1LI1
4768,DYNC1LI2
4769,DYNC2H1
4770,DYNC2LI1
4771,DYNLL1
4772,DYNLL2
4773,DYNLRB1
4774,DYNLRB2
4775,DYNLT1
4776,DYNLT3
4777,DYRK1A
4778,DYRK1B
4779,DYRK2
4780,DYRK3
4781,DYRK4
4782,DYSF
4783,DYTN
4784,DZANK1
4785,DZIP1
4786,DZIP1L
4787,DZIP3
4788,E2F1
4789,E2F2
4790,E2F3
4791,E2F4
4792,E2F5
4793,E2F6
4794,E2F7
4795,E2F8
4796,E4F1
4797,EAF1
4798,EAF2
4799,EAPP
4800,EARS2
4801,EBAG9
4802,EBF1
4803,EBF2
4804,EBF3
4805,EBF4
4806,EBI3
4807,EBLN2
4808,EBLN3P
4809,EBNA1BP2
4810,EBP
4811,EBPL
4812,ECD
4813,ECE1
4814,ECEL1
4815,ECEL1P2
4816,ECH1
4817,ECHDC1
4818,ECHDC2
4819,ECHDC3
4820,ECHS1
4821,ECI1
4822,ECI2
4823,ECM1
4824,ECM2
4825,ECRP
4826,ECSCR
4827,ECSIT
4828,ECT2
4829,ECT2L
4830,EDA
4831,EDA2R
4832,EDAR
4833,EDARADD
4834,EDC3
4835,EDC4
4836,EDDM3A
4837,EDDM3B
4838,EDEM1
4839,EDEM3
4840,EDF1
4841,EDIL3
4842,EDN1
4843,EDN2
4844,EDN3
4845,EDNRA
4846,EDNRB
4847,EDRF1
4848,EEA1
4849,EED
4850,EEF1A1
4851,EEF1A2
4852,EEF1AKMT1
4853,EEF1AKMT2
4854,EEF1AKMT3
4855,EEF1AKMT4
4856,EEF1B2
4857,EEF1D
4858,EEF1G
4859,EEF2
4860,EEF2K
4861,EEFSEC
4862,EEPD1
4863,EFCAB1
4864,EFCAB10
4865,EFCAB11
4866,EFCAB12
4867,EFCAB13
4868,EFCAB14
4869,EFCAB2
4870,EFCAB3
4871,EFCAB5
4872,EFCAB6
4873,EFCAB7
4874,EFCAB8
4875,EFCC1
4876,EFEMP1
4877,EFEMP2
4878,EFHB
4879,EFHC1
4880,EFHC2
4881,EFHD1
4882,EFHD2
4883,EFL1
4884,EFL1P1
4885,EFNA1
4886,EFNA2
4887,EFNA3
4888,EFNA4
4889,EFNA5
4890,EFNB1
4891,EFNB2
4892,EFNB3
4893,EFR3A
4894,EFR3B
4895,EFS
4896,EFTUD2
4897,EGF
4898,EGFEM1P
4899,EGFL6
4900,EGFL7
4901,EGFLAM
4902,EGFR
4903,EGFR-AS1
4904,EGLN1
4905,EGLN3
4906,EGR1
4907,EGR2
4908,EGR3
4909,EGR4
4910,EHBP1
4911,EHBP1L1
4912,EHD1
4913,EHD2
4914,EHD3
4915,EHD4
4916,EHF
4917,EHHADH
4918,EHMT1
4919,EHMT2
4920,EI24
4921,EID1
4922,EID2
4923,EID2B
4924,EID3
4925,EIF1
4926,EIF1AD
4927,EIF1AX
4928,EIF1AY
4929,EIF1B
4930,EIF2A
4931,EIF2AK1
4932,EIF2AK2
4933,EIF2AK3
4934,EIF2AK4
4935,EIF2B1
4936,EIF2B2
4937,EIF2B3
4938,EIF2B4
4939,EIF2B5
4940,EIF2D
4941,EIF2S1
4942,EIF2S2
4943,EIF2S3
4944,EIF2S3B
4945,EIF3A
4946,EIF3B
4947,EIF3D
4948,EIF3E
4949,EIF3F
4950,EIF3G
4951,EIF3H
4952,EIF3I
4953,EIF3IP1
4954,EIF3J
4955,EIF3J-AS1
4956,EIF3K
4957,EIF3L
4958,EIF3M
4959,EIF4A2
4960,EIF4A3
4961,EIF4B
4962,EIF4E
4963,EIF4E1B
4964,EIF4E2
4965,EIF4E3
4966,EIF4EBP1
4967,EIF4EBP2
4968,EIF4ENIF1
4969,EIF4G1
4970,EIF4G2
4971,EIF4G3
4972,EIF4H
4973,EIF5
4974,EIF5A
4975,EIF5A2
4976,EIF5AL1
4977,EIF5B
4978,EIF6
4979,EIPR1
4980,ELAC1
4981,ELAC2
4982,ELANE
4983,ELAVL1
4984,ELAVL2
4985,ELAVL3
4986,ELAVL4
4987,ELF1
4988,ELF2
4989,ELF3
4990,ELF3-AS1
4991,ELF4
4992,ELF5
4993,ELFN1
4994,ELFN2
4995,ELK1
4996,ELK3
4997,ELK4
4998,ELL
4999,ELL2
5000,ELL3
5001,ELMO1
5002,ELMO2
5003,ELMO3
5004,ELMOD1
5005,ELMOD2
5006,ELMOD3
5007,ELMSAN1
5008,ELN
5009,ELOA
5010,ELOA2
5011,ELOB
5012,ELOC
5013,ELOF1
5014,ELOVL1
5015,ELOVL2
5016,ELOVL2-AS1
5017,ELOVL3
5018,ELOVL4
5019,ELOVL5
5020,ELOVL6
5021,ELOVL7
5022,ELP1
5023,ELP2
5024,ELP3
5025,ELP4
5026,ELP5
5027,ELP6
5028,ELSPBP1
5029,EMB
5030,EMBP1
5031,EMC1
5032,EMC10
5033,EMC2
5034,EMC3
5035,EMC3-AS1
5036,EMC4
5037,EMC6
5038,EMC7
5039,EMC8
5040,EMC9
5041,EMCN
5042,EMD
5043,EME1
5044,EME2
5045,EMG1
5046,EMID1
5047,EMILIN1
5048,EMILIN2
5049,EMILIN3
5050,EML1
5051,EML2
5052,EML2-AS1
5053,EML3
5054,EML4
5055,EML5
5056,EML6
5057,EMP1
5058,EMP2
5059,EMP3
5060,EMSY
5061,EMX1
5062,EMX2
5063,EMX2OS
5064,EN1
5065,EN2
5066,ENAH
5067,ENAM
5068,ENC1
5069,ENDOD1
5070,ENDOG
5071,ENDOU
5072,ENDOV
5073,ENG
5074,ENGASE
5075,ENHO
5076,ENKD1
5077,ENKUR
5078,ENO1
5079,ENO1-AS1
5080,ENO2
5081,ENO3
5082,ENO4
5083,ENOPH1
5084,ENOSF1
5085,ENOX1
5086,ENOX2
5087,ENPEP
5088,ENPP1
5089,ENPP2
5090,ENPP3
5091,ENPP4
5092,ENPP5
5093,ENPP6
5094,ENPP7
5095,ENPP7P13
5096,ENSA
5097,ENTHD1
5098,ENTPD1
5099,ENTPD1-AS1
5100,ENTPD2
5101,ENTPD3
5102,ENTPD4
5103,ENTPD5
5104,ENTPD6
5105,ENTPD7
5106,ENTPD8
5107,ENY2
5108,EOGT
5109,EOMES
5110,EP300
5111,EP400
5112,EPAS1
5113,EPB41
5114,EPB41L1
5115,EPB41L2
5116,EPB41L3
5117,EPB41L4A
5118,EPB41L4A-AS1
5119,EPB41L4A-AS2
5120,EPB41L4B
5121,EPB41L5
5122,EPB42
5123,EPC1
5124,EPC2
5125,EPCAM
5126,EPDR1
5127,EPG5
5128,EPGN
5129,EPHA1
5130,EPHA10
5131,EPHA2
5132,EPHA3
5133,EPHA4
5134,EPHA5
5135,EPHA5-AS1
5136,EPHA6
5137,EPHA7
5138,EPHA8
5139,EPHB1
5140,EPHB2
5141,EPHB3
5142,EPHB4
5143,EPHB6
5144,EPHX1
5145,EPHX2
5146,EPHX3
5147,EPHX4
5148,EPM2A
5149,EPM2AIP1
5150,EPN1
5151,EPN2
5152,EPN3
5153,EPO
5154,EPOP
5155,EPOR
5156,EPPIN
5157,EPPK1
5158,EPRS
5159,EPS15
5160,EPS15L1
5161,EPS8
5162,EPS8L1
5163,EPS8L2
5164,EPS8L3
5165,EPSTI1
5166,EPX
5167,EPYC
5168,EQTN
5169,ERAL1
5170,ERAP1
5171,ERAP2
5172,ERBB2
5173,ERBB3
5174,ERBB4
5175,ERBIN
5176,ERC1
5177,ERC2
5178,ERC2-IT1
5179,ERCC1
5180,ERCC2
5181,ERCC3
5182,ERCC4
5183,ERCC6
5184,ERCC6L
5185,ERCC6L2
5186,ERCC8
5187,EREG
5188,ERF
5189,ERFE
5190,ERG
5191,ERG28
5192,ERGIC1
5193,ERGIC2
5194,ERGIC3
5195,ERH
5196,ERI1
5197,ERI2
5198,ERI3
5199,ERICH1
5200,ERICH2
5201,ERICH3
5202,ERICH4
5203,ERICH5
5204,ERICH6
5205,ERICH6-AS1
5206,ERICH6B
5207,ERLEC1
5208,ERLIN1
5209,ERLIN2
5210,ERMAP
5211,ERMARD
5212,ERMN
5213,ERMP1
5214,ERN1
5215,ERN2
5216,ERO1A
5217,ERO1B
5218,ERP27
5219,ERP29
5220,ERP44
5221,ERRFI1
5222,ERVFRD-1
5223,ERVH48-1
5224,ERVK13-1
5225,ERVMER34-1
5226,ERVV-1
5227,ERVW-1
5228,ESAM
5229,ESCO1
5230,ESCO2
5231,ESD
5232,ESF1
5233,ESM1
5234,ESPL1
5235,ESPN
5236,ESPNL
5237,ESPNP
5238,ESR1
5239,ESR2
5240,ESRP1
5241,ESRP2
5242,ESRRA
5243,ESRRB
5244,ESRRG
5245,ESS2
5246,ESX1
5247,ESYT1
5248,ESYT2
5249,ESYT3
5250,ETAA1
5251,ETF1
5252,ETFA
5253,ETFB
5254,ETFBKMT
5255,ETFDH
5256,ETFRF1
5257,ETHE1
5258,ETNK1
5259,ETNK2
5260,ETNPPL
5261,ETS1
5262,ETS2
5263,ETV1
5264,ETV2
5265,ETV3
5266,ETV3L
5267,ETV4
5268,ETV5
5269,ETV6
5270,ETV7
5271,EVA1A
5272,EVA1B
5273,EVA1C
5274,EVADR
5275,EVC
5276,EVC2
5277,EVI2A
5278,EVI2B
5279,EVI5
5280,EVI5L
5281,EVL
5282,EVPL
5283,EVPLL
5284,EVX1
5285,EVX1-AS
5286,EVX2
5287,EWSAT1
5288,EWSR1
5289,EXD1
5290,EXD2
5291,EXD3
5292,EXO1
5293,EXO5
5294,EXOC1
5295,EXOC2
5296,EXOC3
5297,EXOC3-AS1
5298,EXOC3L1
5299,EXOC3L2
5300,EXOC3L4
5301,EXOC4
5302,EXOC5
5303,EXOC6
5304,EXOC6B
5305,EXOC7
5306,EXOC8
5307,EXOG
5308,EXOSC1
5309,EXOSC10
5310,EXOSC2
5311,EXOSC3
5312,EXOSC4
5313,EXOSC5
5314,EXOSC6
5315,EXOSC7
5316,EXOSC8
5317,EXOSC9
5318,EXPH5
5319,EXT1
5320,EXT2
5321,EXTL1
5322,EXTL2
5323,EXTL3
5324,EYA1
5325,EYA2
5326,EYA3
5327,EYA4
5328,EYS
5329,EZH1
5330,EZH2
5331,EZR
5332,F10
5333,F11
5334,F11-AS1
5335,F11R
5336,F12
5337,F13A1
5338,F13B
5339,F2
5340,F2R
5341,F2RL1
5342,F2RL2
5343,F2RL3
5344,F3
5345,F5
5346,F7
5347,F8
5348,F8A1
5349,F9
5350,FA2H
5351,FAAH
5352,FAAH2
5353,FAAP100
5354,FAAP20
5355,FAAP24
5356,FABP1
5357,FABP12
5358,FABP2
5359,FABP3
5360,FABP4
5361,FABP5
5362,FABP5P3
5363,FABP6
5364,FABP7
5365,FABP9
5366,FADD
5367,FADS1
5368,FADS2
5369,FADS3
5370,FADS6
5371,FAF1
5372,FAF2
5373,FAH
5374,FAHD1
5375,FAHD2A
5376,FAHD2B
5377,FAHD2CP
5378,FAIM
5379,FAIM2
5380,FAM102A
5381,FAM102B
5382,FAM103A1
5383,FAM104A
5384,FAM104B
5385,FAM105A
5386,FAM106A
5387,FAM107A
5388,FAM107B
5389,FAM110A
5390,FAM110B
5391,FAM110C
5392,FAM110D
5393,FAM111A
5394,FAM111A-DT
5395,FAM111B
5396,FAM114A1
5397,FAM114A2
5398,FAM117A
5399,FAM117B
5400,FAM118A
5401,FAM118B
5402,FAM120A
5403,FAM120AOS
5404,FAM120B
5405,FAM120C
5406,FAM122A
5407,FAM122B
5408,FAM122C
5409,FAM124A
5410,FAM124B
5411,FAM126A
5412,FAM126B
5413,FAM129A
5414,FAM129B
5415,FAM129C
5416,FAM131A
5417,FAM131B
5418,FAM131C
5419,FAM133A
5420,FAM133B
5421,FAM133CP
5422,FAM133DP
5423,FAM135A
5424,FAM135B
5425,FAM136A
5426,FAM138E
5427,FAM13A
5428,FAM13A-AS1
5429,FAM13B
5430,FAM13C
5431,FAM149A
5432,FAM149B1
5433,FAM151A
5434,FAM151B
5435,FAM153A
5436,FAM155A
5437,FAM155B
5438,FAM157A
5439,FAM160A1
5440,FAM160A2
5441,FAM160B1
5442,FAM160B2
5443,FAM161A
5444,FAM161B
5445,FAM162A
5446,FAM162B
5447,FAM163A
5448,FAM163B
5449,FAM166A
5450,FAM166B
5451,FAM167A
5452,FAM167A-AS1
5453,FAM167B
5454,FAM168A
5455,FAM168B
5456,FAM169A
5457,FAM169B
5458,FAM170A
5459,FAM171A1
5460,FAM171A2
5461,FAM171B
5462,FAM172A
5463,FAM173A
5464,FAM173B
5465,FAM174A
5466,FAM174B
5467,FAM177A1
5468,FAM177B
5469,FAM178B
5470,FAM180A
5471,FAM181A
5472,FAM181B
5473,FAM182A
5474,FAM182B
5475,FAM183A
5476,FAM183BP
5477,FAM184A
5478,FAM184B
5479,FAM185A
5480,FAM186A
5481,FAM186B
5482,FAM187A
5483,FAM187B
5484,FAM189A1
5485,FAM189A2
5486,FAM189B
5487,FAM192A
5488,FAM193A
5489,FAM193B
5490,FAM196A
5491,FAM196B
5492,FAM198A
5493,FAM198B
5494,FAM199X
5495,FAM19A1
5496,FAM19A2
5497,FAM19A3
5498,FAM19A4
5499,FAM19A5
5500,FAM200A
5501,FAM200B
5502,FAM201A
5503,FAM201B
5504,FAM204A
5505,FAM205A
5506,FAM205BP
5507,FAM205C
5508,FAM206A
5509,FAM207A
5510,FAM208A
5511,FAM208B
5512,FAM209A
5513,FAM209B
5514,FAM20A
5515,FAM20B
5516,FAM210A
5517,FAM210B
5518,FAM212A
5519,FAM212B
5520,FAM213A
5521,FAM213B
5522,FAM214A
5523,FAM214B
5524,FAM215A
5525,FAM216A
5526,FAM216B
5527,FAM217A
5528,FAM217B
5529,FAM218A
5530,FAM219A
5531,FAM219B
5532,FAM21EP
5533,FAM220A
5534,FAM221A
5535,FAM221B
5536,FAM222A
5537,FAM222A-AS1
5538,FAM222B
5539,FAM225A
5540,FAM225B
5541,FAM227B
5542,FAM228A
5543,FAM228B
5544,FAM229B
5545,FAM230A
5546,FAM234A
5547,FAM234B
5548,FAM237A
5549,FAM238A
5550,FAM238B
5551,FAM238C
5552,FAM239B
5553,FAM241A
5554,FAM241B
5555,FAM24A
5556,FAM24B
5557,FAM25A
5558,FAM25E
5559,FAM27E2
5560,FAM27E3
5561,FAM27E5
5562,FAM30A
5563,FAM32A
5564,FAM35A
5565,FAM35BP
5566,FAM3A
5567,FAM3B
5568,FAM3C
5569,FAM3D
5570,FAM41C
5571,FAM43A
5572,FAM43B
5573,FAM45BP
5574,FAM46A
5575,FAM46B
5576,FAM46C
5577,FAM46D
5578,FAM47A
5579,FAM47B
5580,FAM47C
5581,FAM47E
5582,FAM49A
5583,FAM49B
5584,FAM50A
5585,FAM50B
5586,FAM53A
5587,FAM53B
5588,FAM53B-AS1
5589,FAM53C
5590,FAM57A
5591,FAM57B
5592,FAM66B
5593,FAM69A
5594,FAM69B
5595,FAM69C
5596,FAM71A
