,genes
1678,HLF
1679,ABL2
1680,PEF1
1681,WDR47
1682,CAMK2G
1683,TRPM3
1684,CHRD
1685,LRFN1
1686,ADARB2
1687,CTTN
1688,BLCAP
1689,BICD1
1690,HDAC1
1691,MFSD3
1692,ZNF280C
1693,UBALD2
1694,HYLS1
1695,CD48
1696,PPIC
1697,CCDC136
1698,ELL2
1699,CTDSPL
1700,SLC14A1
1701,THAP7
1702,PICALM
1703,MAPK9
1704,TNS1
1705,GCAT
1706,KCNH6
1707,CDH3
1708,S100A4
1709,ZNF710
1710,TRIM33
1711,GDPD5
1712,GCC2
1713,NEUROD6
1714,TXNDC16
1715,SPDEF
1716,OAT
1717,TRAPPC1
1718,EPHA8
1719,LRRN1
1720,KCTD11
1721,NDFIP1
1722,B3GAT1
1723,PARP4
1724,TMEM62
1725,SYTL4
1726,ZNF106
1727,GXYLT2
1728,EGFL6
1729,DIS3
1730,DDAH2
1731,NGRN
1732,STK35
1733,LHX9
1734,OLA1
1735,ADAMTS2
1736,ADCY1
1737,DOK6
1738,SMIM13
1739,PNO1
1740,EBF1
1741,CRYAB
1742,CA13
1743,GAPDH
1744,ANXA6
1745,ZNF831
1746,RRP12
1747,PRKCH
1748,CADM4
1749,KLHL4
1750,IFIH1
1751,PCSK9
1752,TMEM176A
1753,JADE2
1754,PHB
1755,SAMD15
1756,FKBPL
1757,CDKL5
1758,ADRB2
1759,RRAS2
1760,RGS3
1761,DLX6
1762,DPH2
1763,JUP
1764,CACNG3
1765,HTR1D
1766,PSENEN
1767,SPATS2L
1768,SUMF2
1769,ELMOD1
1770,TSACC
1771,GPR26
1772,HIC2
1773,STAMBP
1774,ZNF471
1775,NEDD1
1776,GAS2
1777,SYBU
1778,NUAK2
1779,SLC16A3
1780,OSR1
1781,CASKIN1
1782,DGKH
1783,PPM1G
1784,SERPINB6
1785,IRF7
1786,DDX25
1787,NUDT1
1788,STK11
1789,RAB35
1790,NMRK1
1791,PARM1
1792,CDC7
1793,TNFRSF25
1794,CDH8
1795,SLC16A7
1796,SHISA9
1797,FSTL4
1798,TET2
1799,STK4
1800,RFT1
1801,RAB26
1802,HECTD4
1803,MBOAT7
1804,MRPL28
1805,NFATC2
1806,AKR1B1
1807,PDCL
1808,IGSF3
1809,GLT1D1
1810,RCSD1
1811,HSPB8
1812,GRID2
1813,SORBS1
1814,IL12A
1815,CSNK2A2
1816,PRKAR1A
1817,GGA2
1818,TSPAN6
1819,FOXP4
1820,SOWAHB
1821,PLEKHA5
1822,PSD
1823,ACOT7
1824,PRIM1
1825,RILP
1826,ANKRD46
1827,KCNA1
1828,TTBK2
1829,PLD5
1830,BCHE
1831,PODXL2
1832,GNG13
1833,DEGS1
1834,CNTFR
1835,ZNF768
1836,TNFRSF8
1837,CLIP2
1838,CYS1
1839,SF3A1
1840,INPP5B
1841,ARHGEF16
1842,EXTL1
1843,PLCD3
1844,EPC1
1845,PAX2
1846,APOOL
1847,FEM1B
1848,ZMAT4
1849,HS3ST2
1850,DCLK2
1851,CDK14
1852,TSPYL2
1853,PI4K2A
1854,WDR26
1855,ABCA5
1856,CD44
1857,LIMA1
1858,FAM98A
1859,KIF18A
1860,FARSA
1861,FZD6
1862,NRXN1
1863,CARF
1864,CHAC1
1865,GINS3
1866,ARPC2
1867,MEI1
1868,DDIT4L
1869,AAK1
1870,FAM155B
1871,PITPNM2
1872,CNIH2
1873,GRIK5
1874,NEIL3
1875,CCDC103
1876,NEXN
1877,ALOXE3
1878,ROCK2
1879,RIMBP2
1880,RORB
1881,TMEM196
1882,TMEM41A
1883,ERCC6L2
1884,GLS2
1885,GOLGA7
1886,PDHX
1887,CASP3
1888,KDM7A
1889,FOXJ1
1890,PCDH7
1891,TRIM7
1892,LPCAT4
1893,SNPH
1894,KCNC2
1895,ACSL3
1896,CAMK1
1897,ARL5B
1898,EXTL3
1899,SRPK2
1900,KIF24
1901,LRRC45
1902,TSTD2
1903,NIPSNAP3A
1904,MRS2
1905,SOX3
1906,RSL1D1
1907,MGAT4A
1908,TRIM27
1909,OSBPL11
1910,SLC5A1
1911,TTC21B
1912,TAOK1
1913,CRTC1
1914,ECI1
1915,POMT2
1916,TNNT1
1917,MAFB
1918,CTXN3
1919,CPEB1
1920,ATP6V1B2
1921,CLTB
1922,MXD1
1923,PIANP
1924,CDR2
1925,CAPN1
1926,THNSL1
1927,TSEN15
1928,NPHS1
1929,MAGI3
1930,RGS7
1931,SCRT1
1932,RANBP17
1933,ATG9A
1934,TAC3
1935,CENPC
1936,RTN4RL1
1937,SON
1938,DPY19L2
1939,MAML1
1940,SDCBP
1941,MACROD2
1942,SEMA5A
1943,LTBP4
1944,LSM4
1945,MED25
1946,KLF3
1947,MCM10
1948,WIZ
1949,EHD1
1950,ARNT
1951,TBC1D30
1952,RGS7BP
1953,CAST
1954,APBB1IP
1955,CYB5B
1956,SYT9
1957,NR1I3
1958,AHNAK2
1959,OPTN
1960,PCTP
1961,NREP
1962,LHFPL4
1963,ATP13A3
1964,LZTS3
1965,GNAZ
1966,FZD1
1967,TTLL4
1968,HEY1
1969,SAMD10
1970,SNX6
1971,PRMT2
1972,DUS4L
1973,HPGD
1974,ACKR3
1975,PTAR1
1976,DSEL
1977,GFAP
1978,BTBD1
1979,LRRC28
1980,HCCS
1981,CTHRC1
1982,ZNRF3
1983,PTGFR
1984,RCOR2
1985,KIFC2
1986,SHANK1
1987,TRIM36
1988,PCK2
1989,ACTG1
1990,RFXAP
1991,ZMYND10
1992,TSPAN4
1993,RSPO3
1994,KIAA0232
1995,ARL13B
1996,KIF3B
1997,NID2
1998,S100A10
1999,CITED2
2000,STMN4
2001,OVGP1
2002,DAPL1
2003,SLC25A36
2004,CCDC158
2005,HDAC9
2006,SYT5
2007,AP2M1
2008,PI4KA
2009,TDRD5
2010,ARHGAP25
2011,TDO2
2012,PNMT
2013,ADCY6
2014,PEX5L
2015,MCU
2016,CDR2L
2017,ZMYND19
2018,RIMS3
2019,PUS1
2020,LRFN5
2021,ITM2A
2022,CCDC57
2023,PKIB
2024,LXN
2025,RBP7
2026,DDX60
2027,ESYT1
2028,PRTN3
2029,NEGR1
2030,AP1S2
2031,ARMC9
2032,EPN3
2033,CLMP
2034,UBN2
2035,ITGA6
2036,PDCD6IP
2037,THEMIS2
2038,MMACHC
2039,R3HDM4
2040,DBNDD1
2041,VASN
2042,MANSC1
2043,SUSD5
2044,PRSS16
2045,CHST15
2046,MRPS15
2047,CTSH
2048,NSF
2049,ARHGEF28
2050,TTC39C
2051,CDKN2AIPNL
2052,OTX1
2053,CIART
2054,CNTN1
2055,LSM11
2056,SDHB
2057,POLE3
2058,ADAMTS19
2059,KLHDC8A
2060,MAP3K12
2061,KIF26B
2062,UCHL1
2063,RHOA
2064,CCDC160
2065,PERP
2066,TGFB1I1
2067,ANKRD17
2068,NTN5
2069,SAMD5
2070,USP50
2071,EML2
2072,FOXJ2
2073,PSMC5
2074,PIN1
2075,PRKCZ
2076,SLC41A3
2077,NHLH2
2078,KCND3
2079,CMTM6
2080,CDT1
2081,ZNF502
2082,XRCC6
2083,ARID1B
2084,G6PC3
2085,VPS16
2086,YWHAB
2087,FBXL20
2088,SUOX
2089,CWF19L2
2090,KCMF1
2091,GLS
2092,CXCL14
2093,GLMN
2094,CYP39A1
2095,DCAF7
2096,RAPGEFL1
2097,EMID1
2098,TMEM178A
2099,CREB3L4
2100,CCDC121
2101,ANO2
2102,C1QL2
2103,AP1M2
2104,MYB
2105,LYSMD1
2106,LARP1
2107,RAD54B
2108,MTG2
2109,GJA1
2110,TMEM185B
2111,OPA1
2112,FDFT1
2113,ADCK5
2114,TAF8
2115,CRH
2116,CRYBB1
2117,SVIP
2118,MRPS2
2119,RBMS3
2120,MAFK
2121,RSAD1
2122,KIAA1549
2123,METTL1
2124,CAMKV
2125,KCNQ3
2126,AFF3
2127,INPP5J
2128,SGPP2
2129,TMEM50B
2130,LAMA5
2131,AVIL
2132,RUNX2
2133,TNFAIP8L1
2134,KLHL13
2135,ZNF365
2136,TRAIP
2137,TMPRSS9
2138,SLC36A1
2139,MYO19
2140,GUCY1A2
2141,CDK5R1
2142,TMEM160
2143,MDH1B
2144,TUBG2
2145,CCDC6
2146,IFT57
2147,SCN7A
2148,C1QTNF2
2149,DENND5B
2150,FGF14
2151,IFNGR1
2152,FNBP1
2153,HSPH1
2154,CHD6
2155,YPEL4
2156,SETBP1
2157,CHEK1
2158,CTCF
2159,PPM1B
2160,NPAS4
2161,RAB27B
2162,PCP4
2163,ZNF516
2164,NTF3
2165,RNF145
2166,WDR13
2167,DZANK1
2168,TOMM34
2169,CRB2
2170,CHST8
2171,FIBCD1
2172,SMAP1
2173,IER3IP1
2174,FAM186B
2175,ASIC2
2176,SYP
2177,PLEKHF2
2178,MRPL2
2179,MAPK8IP1
2180,KCTD16
2181,RBM4
2182,USP45
2183,SPOCK2
2184,RNMT
2185,DZIP3
2186,EPS8L1
2187,RNF112
2188,GAS7
2189,RASGRF2
2190,AKAP8L
2191,SLITRK2
2192,P2RY6
2193,KDELR2
2194,CYB561D2
2195,MTHFR
2196,PPP1R36
2197,PKMYT1
2198,PYGB
2199,TMPRSS5
2200,LMTK3
2201,SEMA7A
2202,BTRC
2203,OPRL1
2204,TXNDC11
2205,C8orf34
2206,OLFM3
2207,LRRC24
2208,MCOLN1
2209,FNDC4
2210,UACA
2211,TEX15
2212,CDH13
2213,SEMA3A
2214,SIRT1
2215,SDSL
2216,NETO1
2217,MAN2A1
2218,CES5A
2219,GUF1
2220,MBD6
2221,DBP
2222,LY6H
2223,ACVR1B
2224,BBS2
2225,AP1S1
2226,ING3
2227,ICAM5
2228,CHD8
2229,TBC1D4
2230,AMT
2231,SPOCD1
2232,NLN
2233,PDCD7
2234,CENPT
2235,WDHD1
2236,FAM32A
2237,ABLIM1
2238,CRYBA2
2239,ZBTB21
2240,LONRF3
2241,IFFO1
2242,CAMK2N2
2243,NOL3
2244,WLS
2245,EPSTI1
2246,ME3
2247,DMTN
2248,TMEM159
2249,RTN1
2250,SLC16A14
2251,PSMA1
2252,DVL1
2253,JPH4
2254,NUP35
2255,LRRC55
2256,SUGP2
2257,ABHD6
2258,SCN4B
2259,EIF2AK4
2260,VPS8
2261,PTPRJ
2262,ENTPD5
2263,PTPRF
2264,LIN9
2265,VKORC1
2266,ADRA2A
2267,C1QTNF4
2268,PABPC4
2269,BMPER
2270,ASB13
2271,IFT140
2272,ZNF226
2273,SOX11
2274,NUAK1
2275,IL13RA2
2276,ARRDC1
2277,ARMC8
2278,SLCO4C1
2279,BASP1
2280,PTPN11
2281,C1QTNF6
2282,TOP3B
2283,RAB11B
2284,PRKAA2
2285,WIPF3
2286,GCA
2287,FBXL3
2288,UPK1B
2289,ARMCX2
2290,PCDHB5
2291,ZDHHC2
2292,TFAP2D
2293,VWCE
2294,DLGAP2
2295,PDZRN3
2296,CTSK
2297,CDNF
2298,CLEC2L
2299,LIG4
2300,GPATCH2
2301,DNAJB1
2302,EPHA4
2303,IFT122
2304,C1QL3
2305,LAPTM4B
2306,ENPP5
2307,TMEM109
2308,MROH1
2309,LRSAM1
2310,CDIPT
2311,TSPAN2
2312,ZFP69
2313,GCKR
2314,ANGPTL6
2315,BRPF1
2316,SLC4A8
2317,CAPN5
2318,KLHL2
2319,KCTD6
2320,PRDM8
2321,NUDCD3
2322,DNMBP
2323,WNK1
2324,SOD1
2325,TOR1A
2326,KCNIP2
2327,MOV10
2328,BEND7
2329,ADIPOR1
2330,RBM19
2331,PLD2
2332,KPTN
2333,RAMP1
2334,DPF3
2335,PPARGC1A
2336,NGFR
2337,PDS5B
2338,CDC42SE1
2339,GSTZ1
2340,SYNGAP1
2341,MTFR1
2342,SVEP1
2343,FAM110B
2344,PCCB
2345,KAT8
2346,RASGRP1
2347,ALAD
2348,RGS20
2349,ZNF519
2350,SPCS1
2351,ELMO3
2352,TMEM214
2353,AFAP1L2
2354,GPR153
2355,COL25A1
2356,TMOD1
2357,DCXR
2358,SLC35A4
2359,RGS2
2360,BCL9L
2361,MAP4K2
2362,SLC35E1
2363,FOXRED2
2364,ZFYVE19
2365,WIPI1
2366,GGT5
2367,PLXNA4
2368,PTHLH
2369,PRR16
2370,PDK4
2371,ATF4
2372,GPR61
2373,LDLRAD3
2374,TIMM22
2375,NAV3
2376,ZNF423
2377,IFITM3
2378,C3orf52
2379,DGKG
2380,ASIC4
2381,IRX2
2382,XPR1
2383,SGSM3
2384,LACC1
2385,HSD17B12
2386,MAP1LC3A
2387,LRRC1
2388,SH3RF1
2389,PHC1
2390,CHRM3
2391,PHACTR1
2392,CHRM2
2393,MED24
2394,SCN9A
2395,COL11A1
2396,MORC3
2397,ST6GALNAC5
2398,MAGED2
2399,CRISPLD1
2400,ARHGDIG
2401,FAM171B
2402,TBC1D2B
2403,FASN
2404,COX10
2405,KLK10
2406,BCOR
2407,DERL3
2408,ARPP19
2409,SF3B5
2410,FGF7
2411,PLCL2
2412,VSTM4
2413,GRM7
2414,NXPH4
2415,ROR1
2416,CUL7
2417,CACNB1
2418,NAP1L5
2419,NRG4
2420,TMEM42
2421,E2F1
2422,IGSF1
2423,ACAA2
2424,PRR15
2425,PPP2R2D
2426,PLCL1
2427,YEATS2
2428,LRRTM4
2429,SP1
2430,AKAP6
2431,PDLIM7
2432,PEPD
2433,EARS2
2434,TACC1
2435,AKAP5
2436,PPFIBP1
2437,ENPP4
2438,ANKIB1
2439,UBE2O
2440,ST3GAL1
2441,ZCCHC14
2442,TSPAN14
2443,RASSF3
2444,MON1A
2445,PIK3R1
2446,LRTOMT
2447,SPA17
2448,EIF2D
2449,KCNK1
2450,MLXIPL
2451,SHC2
2452,LAMB3
2453,PINK1
2454,CLSTN2
2455,NCDN
2456,HSD17B4
2457,RTEL1
2458,PRPH
2459,CCDC88A
2460,PRPF8
2461,CAMK1D
2462,ANKRD9
2463,GABRA2
2464,SPAG9
2465,OAF
2466,POU3F4
2467,TWF2
2468,ADRM1
2469,SQLE
2470,RBMX2
2471,TEKT2
2472,TOP1
2473,SESN3
2474,FKRP
2475,TPST2
2476,SLC2A8
2477,NTRK3
2478,RNASE1
2479,RPE65
2480,ADAM9
2481,FRMPD1
2482,ART3
2483,SLIT3
2484,PAK2
2485,ZNF330
2486,CEP112
2487,ARHGAP32
2488,CX3CR1
2489,SLC23A2
2490,PLK5
2491,KCNAB3
2492,RAP2C
2493,ME1
2494,MYCN
2495,WRNIP1
2496,TRIM21
2497,TMEM38A
2498,SNAI2
2499,NDC1
2500,PDGFRL
2501,GUCA1A
2502,FUCA2
2503,NEB
2504,CCNI
2505,MPP5
2506,TBC1D9
2507,FAM160B1
2508,RNF168
2509,GNL1
2510,EGLN3
2511,RASD2
2512,PELI1
2513,UNC79
2514,SRA1
2515,PHAX
2516,GSKIP
2517,USP47
2518,NMUR2
2519,TH
2520,TRIM71
2521,NPNT
2522,FKBP2
2523,ZNF629
2524,SIPA1L1
2525,CTNNA2
2526,ERCC6
2527,TNC
2528,TTC39A
2529,BTBD9
2530,WNT10A
2531,PRKCG
2532,LASP1
2533,FIG4
2534,MERTK
2535,FBXO45
2536,SPATA19
2537,MTAP
2538,PPP2R1A
2539,PDE1C
2540,ZDHHC3
2541,RGMB
2542,STX1B
2543,BPNT1
2544,PPIB
2545,TMEM170B
2546,FAM83F
2547,HSBP1
2548,KCNJ12
2549,USF2
2550,PLEKHA2
2551,SREBF2
2552,PIGP
2553,SLC25A14
2554,SMPX
2555,MYO1B
2556,DNAJC4
2557,NPPC
2558,LRRC2
2559,CLDN22
2560,VAT1
2561,TRIT1
2562,RPH3A
2563,SMARCD2
2564,APBB1
2565,TNRC6C
2566,TSPAN8
2567,GARNL3
2568,ALDH1A2
2569,GPRIN1
2570,HDX
2571,OTOS
2572,ZNF394
2573,MYLIP
2574,GRIN2A
2575,CACNA1D
2576,SHF
2577,RRAGA
2578,PDIA5
2579,GSTM2
2580,FBXO41
2581,SLC7A3
2582,RUSC1
2583,DOT1L
2584,DCHS1
2585,PPP1R16A
2586,ZNF778
2587,ATCAY
2588,CHMP6
2589,TRIM66
2590,SCML4
2591,LPCAT2
2592,GCNT4
2593,R3HDM1
2594,ABHD5
2595,RBM45
2596,SH3BP5L
2597,STIM1
2598,ANK1
2599,MOSPD2
2600,GYS1
2601,SPIRE2
2602,TTC13
2603,CDK10
2604,SORBS3
2605,ENDOV
2606,OLFM1
2607,PIGS
2608,STK39
2609,JRK
2610,SHC3
2611,CHRNA10
2612,SPEN
2613,UNKL
2614,CCDC34
2615,TIGD2
2616,ACTL6B
2617,ARX
2618,TIFA
2619,PSMA7
2620,RSPO1
2621,MRC1
2622,TSC22D3
2623,SESN1
2624,HYDIN
2625,SLC8A3
2626,OCA2
2627,SETDB2
2628,PCGF5
2629,CDH1
2630,SYAP1
2631,PCDH10
2632,SLC27A3
2633,MYO5C
2634,FAM117B
2635,GDAP1L1
2636,GNAL
2637,EDEM1
2638,NKTR
2639,INHBB
2640,VCAM1
2641,UCHL5
2642,SFI1
2643,WRAP73
2644,MTCH1
2645,WDR44
2646,FSIP1
2647,CNOT6L
2648,TESC
2649,FLYWCH2
2650,ARVCF
2651,ABCG4
2652,MFSD12
2653,SIK2
2654,SPATA13
2655,FAM163A
2656,THRA
2657,TIMMDC1
2658,TMEM215
2659,AGPAT4
2660,VAMP1
2661,CNOT4
2662,ZWILCH
2663,EXT1
2664,UTP23
2665,LRRIQ1
2666,GPD1
2667,FEM1A
2668,TMEM67
2669,ARMC7
2670,SPATA5
2671,PNPLA7
2672,SYCE1
2673,PAK3
2674,GLRA3
2675,LRPPRC
2676,CPNE8
2677,CCDC88C
2678,KCNK13
2679,IDNK
2680,TAF4B
2681,L2HGDH
2682,GABPA
2683,DRG1
2684,MKRN3
2685,SYN2
2686,MTMR2
2687,PCBP4
2688,ZMAT1
2689,NAA16
2690,CCDC124
2691,CAV1
2692,POLD2
2693,TRRAP
2694,STK3
2695,FIGNL1
2696,TSPAN33
2697,PIAS3
2698,ARHGDIA
2699,TOX3
2700,SLC38A6
2701,SHROOM2
2702,KCND2
2703,ZNF454
2704,PIGK
2705,BOC
2706,TNPO3
2707,THRB
2708,FOSB
2709,PILRA
2710,CNTN3
2711,RDH12
2712,ABTB1
2713,ZC3HAV1
2714,USP11
2715,OTUD4
2716,CYFIP2
2717,BLOC1S2
2718,LSS
2719,GPR160
2720,RLBP1
2721,CABP7
2722,SASH1
2723,PRDX2
2724,TMEM106A
2725,ACSL6
2726,CENPM
2727,LIMK1
2728,CUX2
2729,CORO6
2730,PDZRN4
2731,SCPEP1
2732,SLC35C1
2733,KCNJ4
2734,CACNA2D4
2735,ZNF608
2736,ASNSD1
2737,PCDH1
2738,ZNF667
2739,CLP1
2740,SH3PXD2A
2741,SHROOM1
2742,TCF19
2743,RBMS1
2744,APOO
2745,DOC2A
2746,TOR3A
2747,ARHGAP39
2748,EMC10
2749,ZC3H14
2750,NDUFB7
2751,BTBD11
2752,NTNG1
2753,CHP1
2754,CROT
2755,IKBKB
2756,HDC
2757,CDH18
2758,ZNF219
2759,ABCC3
2760,CDK17
2761,SDC4
2762,PRDX5
2763,CHRNA6
2764,DNMT1
2765,CCDC39
2766,PURG
2767,IL13RA1
2768,CCL2
2769,NTN4
2770,CXCR4
2771,RAB8B
2772,FAM126B
2773,ACBD5
2774,BAG6
2775,TCEAL7
2776,PHTF1
2777,RELL1
2778,UGGT2
2779,KIF5C
2780,CNIH3
2781,EPHA10
2782,GPR161
2783,SLC25A24
2784,TLE1
2785,SLC25A5
2786,PARVG
2787,CD37
2788,SEC23A
2789,WDR76
2790,HSPE1
2791,PPM1L
2792,TMEM44
2793,KLF9
2794,GRM3
2795,POLR3G
2796,GABPB2
2797,ISG20
2798,ZMIZ2
2799,BCDIN3D
2800,EPHX1
2801,BSN
2802,PANX1
2803,WSCD1
2804,INTS5
2805,ACTR3
2806,DNAJA2
2807,NPY1R
2808,PDE4DIP
2809,LAP3
2810,SCN8A
2811,BZW2
2812,RGS14
2813,DCX
2814,NENF
2815,SLITRK4
2816,GATA3
2817,RALB
2818,RNF41
2819,RFX3
2820,ACOT12
2821,CALY
2822,SNAP25
2823,ARPP21
2824,AKT1S1
2825,SKA2
2826,TMEM203
2827,PCED1B
2828,ACVR1C
2829,PGD
2830,FAM162A
2831,GABRQ
2832,VHL
2833,MAML3
2834,TAF13
2835,PATE2
2836,MBD3
2837,SMPD1
2838,C11orf80
2839,BCL11A
2840,PLEKHM2
2841,ESYT3
2842,ELOVL5
2843,SMARCD3
2844,STARD4
2845,MAST2
2846,PTPDC1
2847,SEC14L1
2848,SV2A
2849,GDF10
2850,KLF7
2851,BCR
2852,VGF
2853,LYSMD2
2854,DNAJC7
2855,SYT14
2856,AHDC1
2857,PITPNM3
2858,KCNAB2
2859,NUCB1
2860,MAP3K5
2861,FZR1
2862,PI16
2863,GLB1L2
2864,DCAF15
2865,B2M
2866,ZIC1
2867,AGBL4
2868,ANKRD28
2869,PPP1R32
2870,PLCB4
2871,PRDM10
2872,KLC2
2873,CHEK2
2874,FBXO27
2875,PKD1
2876,ZDHHC18
2877,CHORDC1
2878,SNRNP25
2879,SYT12
2880,SPAST
2881,RAC3
2882,BEGAIN
2883,DDX10
2884,NPC2
2885,NEK11
2886,AACS
2887,GABRB1
2888,MPP7
2889,CA2
2890,CCSER1
2891,EPG5
2892,ALAS1
2893,RPS6KA5
2894,BNIP3
2895,AFG3L2
2896,FMR1
2897,PSMB7
2898,AP3B2
2899,DAB2IP
2900,ACP2
2901,SLC9A6
2902,RPUSD3
2903,MARCKSL1
2904,NPTX2
2905,ZNF341
2906,ABCC8
2907,NDUFA8
2908,PEX2
2909,PPP1R7
2910,RANBP3
2911,ZNF385B
2912,FSTL3
2913,MGARP
2914,LRRC6
2915,TMBIM6
2916,KLF11
2917,HRH2
2918,PLOD3
2919,SYT15
2920,GNAI1
2921,ZBTB46
2922,GPR162
2923,SSTR2
2924,RNF40
2925,POLB
2926,AKT2
2927,PELI2
2928,LNX2
2929,ZSWIM4
2930,UBL3
2931,TRAPPC9
2932,DISP2
2933,NAPA
2934,CA12
2935,NFIB
2936,LOXL1
2937,RSRC1
2938,NME5
2939,KCNC4
2940,EIF6
2941,TRHR
2942,HECTD3
2943,SLC6A5
2944,MAP4K3
2945,SLC18A2
2946,SUCLG2
2947,RMDN2
2948,LRRC8D
2949,RNF150
2950,THY1
2951,PYCR2
2952,SMYD5
2953,SLC46A3
2954,GALNT7
2955,TMEM220
2956,MYL12A
2957,IQCG
2958,STOX1
2959,MPPED2
2960,NCAM2
2961,GALNT12
2962,MUC15
2963,GCNT1
2964,RNPS1
2965,POLR2F
2966,FAM102A
2967,MGST3
2968,ZNF773
2969,HTATIP2
2970,PLAGL2
2971,DENND2D
2972,GNAQ
2973,SLC39A6
2974,TBC1D16
2975,ATP6V0A1
2976,RAP2B
2977,RYR3
2978,WNT5B
2979,MSANTD1
2980,AKIP1
2981,NRBF2
2982,PRRG3
2983,SUCO
2984,WWC1
2985,AFF1
2986,AQP4
2987,DPH5
2988,BEAN1
2989,KCNQ2
2990,ARIH1
2991,SYT17
2992,ATAD5
2993,TMED3
2994,HRH3
2995,ENSA
2996,IRAK1BP1
2997,NXNL2
2998,RGS16
2999,EZH2
3000,TANC2
3001,SHB
3002,TSSK6
3003,PRKG2
3004,ZBTB38
3005,ABCC5
3006,ASPM
3007,RGMA
3008,KLF6
3009,SYT16
3010,HK1
3011,GALR1
3012,NANP
3013,NUDT2
3014,FLRT2
3015,ARRDC2
3016,ADAMTS8
3017,SLC26A8
3018,B3GALT2
3019,GNG8
3020,MCTP1
3021,RPH3AL
3022,CCDC80
3023,GBE1
3024,GRIA3
3025,ATP6V0E2
3026,CKB
3027,HINFP
3028,SCARF1
3029,HNRNPF
3030,PENK
3031,BCL2
3032,DIRAS1
3033,SSRP1
3034,SPI1
3035,KSR2
3036,DOCK8
3037,PON3
3038,EGR1
3039,NXPH3
3040,CD2AP
3041,STEAP2
3042,PPP1R14B
3043,GRIN2B
3044,NRK
3045,DOLPP1
3046,WNK2
3047,ZNF483
3048,IFT43
3049,RHBDD1
3050,EXOC6
3051,SEC62
3052,SHOX2
3053,SSBP2
3054,SGCB
3055,DCTN2
3056,SST
3057,LPAR1
3058,SPAG17
3059,TMEM237
3060,F12
3061,ACOT13
3062,SEC11C
3063,SLC4A3
3064,NFATC2IP
3065,DOHH
3066,TSTD1
3067,THSD4
3068,PDK2
3069,SNAP23
3070,IL1RAPL2
3071,AGA
3072,KDM4C
3073,ASB7
3074,B4GALT6
3075,ERRFI1
3076,TUBGCP6
3077,ASXL3
3078,RINL
3079,STMN1
3080,RSPH1
3081,CPNE5
3082,RER1
3083,ZC3H12B
3084,NPHP4
3085,PDE10A
3086,SKIDA1
3087,CDC42EP3
3088,CIT
3089,WDR60
3090,TWIST2
3091,NANOS3
3092,IL34
3093,CCNYL1
3094,CAMK1G
3095,USP27X
3096,ZMAT3
3097,POU2F1
3098,NRXN2
3099,ZNF521
3100,ATP6V1H
3101,CCDC134
3102,NEIL1
3103,DNAJA1
3104,ATP2A2
3105,TMEM132B
3106,PPP2R5D
3107,ANXA4
3108,ISL1
3109,MYL6
3110,TRIM62
3111,UBE2E1
3112,RAB3IP
3113,TRAK1
3114,CAMK2N1
3115,NUP155
3116,GRIP2
3117,EMX2
3118,SLC25A37
3119,ABCB9
3120,HPCA
3121,CARHSP1
3122,SCAMP1
3123,CNTN5
3124,SF3A3
3125,BAP1
3126,TASP1
3127,UXS1
3128,KDR
3129,INPP5A
3130,CRELD1
3131,REP15
3132,VAV1
3133,NSMAF
3134,ZNF697
3135,PTPN4
3136,SPRED2
3137,LEMD3
3138,HMOX1
3139,ATP6V0E1
3140,ENTPD3
3141,RPIA
3142,PDE8B
3143,MEX3A
3144,SPNS2
3145,COA7
3146,CELF5
3147,TNFAIP1
3148,SKA3
3149,VIPR2
3150,COLQ
3151,CMTR1
3152,INSM1
3153,NCAPG2
3154,ATOH8
3155,PPFIA2
3156,TOMM20L
3157,ARID5A
3158,CELF4
3159,TMEM47
3160,B3GAT2
3161,PIGW
3162,AMER3
3163,TMEM108
3164,C15orf41
3165,TMEM245
3166,EDRF1
3167,DHCR7
3168,AEBP1
3169,GEMIN4
3170,TLL1
3171,HCN2
3172,ALDH1L2
3173,TMEM145
3174,CCDC85A
3175,SLC1A6
3176,SEMA3D
3177,GMDS
3178,ZFAT
3179,UBL7
3180,DSC2
3181,CCSAP
3182,HHAT
3183,ARHGAP29
3184,GOLGA7B
3185,IGFN1
3186,SLC39A10
3187,HSBP1L1
3188,TMEM135
3189,NETO2
3190,HTT
3191,RAMP3
3192,CSMD3
3193,HM13
3194,UBXN6
3195,MMP15
3196,ARG2
3197,TEF
3198,KDM5B
3199,LINGO2
3200,DRC1
3201,DIO2
3202,KCNC3
3203,CA3
3204,DENND1A
3205,DBF4
3206,RNLS
3207,PPP5C
3208,GTDC1
3209,TAC1
3210,NR2F1
3211,PCDH15
3212,FMN1
3213,NAALAD2
3214,ARHGAP10
3215,RASSF5
3216,EPHB3
3217,SLC30A4
3218,INA
3219,GREB1
3220,XYLB
3221,TMEM132A
3222,MAST1
3223,LRRC43
3224,AMPH
3225,LRBA
3226,ALKBH8
3227,PDE1B
3228,LIPA
3229,EPHX4
3230,RUSC2
3231,SPSB2
3232,SLC35D3
3233,EIF4G3
3234,ITPRIPL1
3235,DTNBP1
3236,MYT1L
3237,STRIP2
3238,AGMO
3239,TRPM4
3240,RBM20
3241,N6AMT1
3242,CSMD2
3243,HMGXB3
3244,RERG
3245,RFC3
3246,FRRS1L
3247,PANK3
3248,JPH1
3249,CSRNP3
3250,PIP4K2B
3251,NUB1
3252,ATXN7L2
