,genes
1682,PDZK1IP1
1683,ACADL
1684,CLIP2
1685,APBB2
1686,INPP5B
1687,ARHGEF16
1688,EXTL1
1689,HAUS8
1690,PAX2
1691,MED27
1692,UNC45A
1693,ZMAT4
1694,DUSP6
1695,NARS2
1696,HS3ST2
1697,RAPGEF6
1698,CREM
1699,IRF5
1700,CDK14
1701,IFI35
1702,ABCA5
1703,ALOX5
1704,PPP1R14C
1705,LIMA1
1706,FAM98A
1707,ZFP36
1708,CDH6
1709,FARSA
1710,FZD6
1711,BRINP3
1712,NRXN1
1713,NPLOC4
1714,TTI1
1715,CDKN3
1716,CHAC1
1717,MEI1
1718,SLC25A3
1719,TCOF1
1720,MAD1L1
1721,MAF
1722,ALOXE3
1723,ROCK2
1724,SLC26A4
1725,RORB
1726,TMEM196
1727,ERCC6L2
1728,SIAE
1729,GLS2
1730,DEPDC7
1731,PDHX
1732,OSBPL6
1733,KDM7A
1734,PCDH7
1735,RCAN2
1736,TRIM7
1737,LRIF1
1738,LPCAT4
1739,SNPH
1740,KCNC2
1741,SMARCA1
1742,ACSL3
1743,RAPGEF5
1744,UBE2J2
1745,SMC6
1746,LRRC45
1747,MRS2
1748,IKZF5
1749,SOX3
1750,TRMU
1751,RSL1D1
1752,TRIM27
1753,OSBPL11
1754,ZNF426
1755,TTC21B
1756,CRTC1
1757,POMT2
1758,OLIG1
1759,MAFB
1760,UST
1761,CTXN3
1762,CLTB
1763,MXD1
1764,MXRA8
1765,CDR2
1766,ST3GAL6
1767,CAPN1
1768,THNSL1
1769,TSEN15
1770,COPS3
1771,NPHS1
1772,FGF2
1773,ZNF623
1774,MAGI3
1775,RGS7
1776,SCRT1
1777,HPS1
1778,SGPP1
1779,NAT1
1780,RANBP17
1781,RTN4RL1
1782,SENP2
1783,MYO9B
1784,DPY19L2
1785,RALY
1786,CBLN2
1787,MACROD2
1788,SEMA5A
1789,SLC25A17
1790,LHFPL3
1791,LTBP4
1792,GAS2L3
1793,KLF3
1794,WDR45
1795,RWDD1
1796,EHD1
1797,TRAK2
1798,TBC1D30
1799,CAST
1800,APBB1IP
1801,SYT9
1802,AHNAK2
1803,LRCH2
1804,PCTP
1805,EMCN
1806,NREP
1807,TFEB
1808,LHFPL4
1809,SLC38A10
1810,CREBBP
1811,TRIP11
1812,LZTS3
1813,PRKCA
1814,FZD1
1815,TTLL4
1816,CCBE1
1817,AMMECR1
1818,SAMD10
1819,SNX6
1820,DUS4L
1821,LTN1
1822,DSEL
1823,GFAP
1824,CTHRC1
1825,PTGFR
1826,IQGAP2
1827,RCOR2
1828,KIFC2
1829,BMS1
1830,ZNRD1
1831,SHANK1
1832,TRIM36
1833,TJP3
1834,MKX
1835,ZMYND10
1836,TSPAN4
1837,SERPINB8
1838,RSPO3
1839,SLC4A1AP
1840,DUSP9
1841,ULK4
1842,KIAA0232
1843,KIF3B
1844,NID2
1845,ZNF93
1846,CITED2
1847,RASGRP4
1848,SLC25A36
1849,CCDC158
1850,RHBDL3
1851,PI4KA
1852,TDRD5
1853,ARHGAP25
1854,TDO2
1855,PNMT
1856,PEX5L
1857,WDR61
1858,CDR2L
1859,RIMS3
1860,LRFN5
1861,THEM4
1862,ITM2A
1863,CCDC57
1864,GMPPA
1865,MPPED1
1866,PKIB
1867,ZNF438
1868,HES5
1869,DDX60
1870,ESYT1
1871,PRTN3
1872,TTC26
1873,NEGR1
1874,ARMC9
1875,EPN3
1876,CLMP
1877,ITGA6
1878,MMACHC
1879,PHF3
1880,JDP2
1881,DBNDD1
1882,ZMYM4
1883,SUSD5
1884,PRSS16
1885,PKD2
1886,CHST15
1887,EPM2AIP1
1888,MET
1889,SV2C
1890,TTC39C
1891,GPC4
1892,GSN
1893,MYO5A
1894,EPHA3
1895,PIK3C2G
1896,BOD1L1
1897,SDHB
1898,TSHZ1
1899,COQ2
1900,SYTL2
1901,RNF217
1902,ADAMTS19
1903,KLHDC8A
1904,CUL4A
1905,MTFMT
1906,CCDC160
1907,FAM228B
1908,CHODL
1909,RND1
1910,TTLL7
1911,NTN5
1912,SAMD5
1913,EML2
1914,SLC44A3
1915,PRKCZ
1916,TCF7L1
1917,CYTH4
1918,ANTXR2
1919,IFRD2
1920,CDT1
1921,C11orf71
1922,ZNF502
1923,SLC38A11
1924,VPS16
1925,KCMF1
1926,ZBTB26
1927,MAOA
1928,TRA2B
1929,PNN
1930,GLMN
1931,CYP39A1
1932,CTIF
1933,FOXF2
1934,WDR12
1935,TFCP2
1936,MDGA1
1937,MLLT6
1938,AP1M2
1939,MYB
1940,LYSMD1
1941,RAD54B
1942,MTG2
1943,GJA1
1944,SLC2A4
1945,MMP14
1946,CRYBB1
1947,RAB3B
1948,LRRC59
1949,SCAMP3
1950,MOB2
1951,UPP1
1952,MAST4
1953,RBMS3
1954,MAFK
1955,PDK3
1956,KIAA1549
1957,TUBGCP4
1958,GPR85
1959,LY96
1960,FLNB
1961,INPP5J
1962,LAMA5
1963,TJP2
1964,RUNX2
1965,TNFAIP8L1
1966,KLHL13
1967,ZNF365
1968,TRAIP
1969,SLC36A1
1970,MYO19
1971,LPAR6
1972,IL1RL2
1973,GUCY1A2
1974,CHAF1A
1975,TPMT
1976,MED9
1977,TUBG2
1978,IDH3G
1979,HPGDS
1980,MON1B
1981,IFT57
1982,SCN7A
1983,PPIL3
1984,DENND5B
1985,FGF14
1986,IFNGR1
1987,PCSK1
1988,YPEL4
1989,SETBP1
1990,E2F7
1991,RAB27B
1992,PEX14
1993,ARCN1
1994,PCP4
1995,ZNF516
1996,ISYNA1
1997,IRAK3
1998,CHST8
1999,SNX16
2000,WDPCP
2001,RBPMS2
2002,SPECC1
2003,TCEA3
2004,MAPK8IP1
2005,RBM4
2006,USP45
2007,SPOCK2
2008,RNMT
2009,TRADD
2010,ZKSCAN5
2011,EPS8L1
2012,RASGRF2
2013,SH3BP1
2014,P2RY6
2015,GNA14
2016,PPP1R36
2017,FCGRT
2018,PYGB
2019,ATP2C2
2020,TMPRSS5
2021,KIRREL3
2022,WIF1
2023,SEMA7A
2024,HSPBAP1
2025,C8orf34
2026,OLFM3
2027,CHRNA1
2028,MAP2K2
2029,MCOLN1
2030,FNDC4
2031,IGHMBP2
2032,MED21
2033,UACA
2034,COQ4
2035,PPARG
2036,CDH13
2037,FAF1
2038,CERS4
2039,SIRT1
2040,SDSL
2041,RHBDF1
2042,NETO1
2043,SLC48A1
2044,CES5A
2045,DBP
2046,LY6H
2047,ACVR1B
2048,SLC35F2
2049,CHD8
2050,TBC1D4
2051,AMT
2052,TMF1
2053,NLN
2054,PNMA3
2055,GPR176
2056,TRIM35
2057,CRYBA2
2058,ZBTB21
2059,MYO1F
2060,LONRF3
2061,IFFO1
2062,TRIL
2063,RPUSD2
2064,PITRM1
2065,NOL3
2066,WLS
2067,DENND4C
2068,TMEM159
2069,LRRC29
2070,ASPSCR1
2071,NR3C1
2072,NUP35
2073,LRRC55
2074,SUGP2
2075,ABHD6
2076,SCN4B
2077,SLC35F1
2078,COL5A1
2079,SLC16A9
2080,XYLT1
2081,NTMT1
2082,VCL
2083,METTL15
2084,WDR70
2085,LIN9
2086,PSD4
2087,BMPER
2088,SPATA9
2089,NEDD9
2090,ASB13
2091,SOX11
2092,NUAK1
2093,IL13RA2
2094,ARRDC1
2095,PPP1R18
2096,KLHL17
2097,OXSR1
2098,ARMC8
2099,SLCO4C1
2100,IFT172
2101,PHLDB1
2102,C1QTNF6
2103,SGSM1
2104,NLRX1
2105,RELT
2106,MAPK13
2107,PRKAA2
2108,RFESD
2109,SPICE1
2110,KATNA1
2111,CCNE1
2112,STK32A
2113,PCDHB5
2114,FGD2
2115,ZDHHC2
2116,NYAP2
2117,TFAP2D
2118,VWCE
2119,EIF4EBP1
2120,DLGAP2
2121,GCLM
2122,PDZRN3
2123,CTSK
2124,CLEC2L
2125,PNLDC1
2126,SLC26A11
2127,EPHA4
2128,IFT122
2129,SNRPB
2130,LAPTM4B
2131,ENPP5
2132,TMEM109
2133,SNRPA1
2134,CEP152
2135,MROH1
2136,LRSAM1
2137,COLGALT2
2138,TSPAN2
2139,ZFP69
2140,ATF2
2141,UBE2B
2142,ST6GALNAC3
2143,GCKR
2144,BRPF1
2145,SLC4A8
2146,KLHL2
2147,OPRM1
2148,FKBP14
2149,MOGS
2150,CERS1
2151,ALDH3B1
2152,PRDM8
2153,NUDCD3
2154,DNMBP
2155,LRRC23
2156,RASD1
2157,MOV10
2158,BEND7
2159,ASCC1
2160,DPF3
2161,C10orf105
2162,PPARGC1A
2163,NGFR
2164,PTPRG
2165,NFX1
2166,ZCCHC8
2167,FAM110B
2168,KAT8
2169,UBQLN2
2170,RGS20
2171,ZC3HC1
2172,ZNF519
2173,ELMO3
2174,TMEM214
2175,FLNA
2176,TCF25
2177,TMOD1
2178,SLC35A4
2179,MYO10
2180,MAP4K2
2181,SFXN4
2182,ZFYVE19
2183,WIPI1
2184,ABCB10
2185,DPP8
2186,SNTG1
2187,PLXNA4
2188,PDK4
2189,GPR61
2190,LDLRAD3
2191,TIMM22
2192,ZNF423
2193,IFITM3
2194,BLMH
2195,DGKG
2196,XPR1
2197,MTMR14
2198,LGALS3BP
2199,NDUFA4
2200,CLN8
2201,SH3RF1
2202,PHC1
2203,CHRM3
2204,SCN9A
2205,COL11A1
2206,ENPEP
2207,ST6GALNAC5
2208,SLC16A1
2209,CRISPLD1
2210,SAMD9L
2211,STK32B
2212,LIX1L
2213,COMMD1
2214,COX10
2215,BCOR
2216,TUBD1
2217,PLCL2
2218,SUGP1
2219,VSTM4
2220,UFL1
2221,GRM7
2222,MRPL34
2223,NXPH4
2224,DLST
2225,STXBP6
2226,WDSUB1
2227,SCG5
2228,CUL7
2229,CACNB1
2230,CEP192
2231,BUD13
2232,CA5B
2233,SLC43A2
2234,MDFIC
2235,SYN3
2236,ACCS
2237,TSKU
2238,NRG4
2239,PARP9
2240,ERBB2
2241,E2F1
2242,TGS1
2243,ACAA2
2244,MORC4
2245,PPP2R2D
2246,WARS2
2247,LRRTM4
2248,CNTN2
2249,ITSN1
2250,NF2
2251,PDLIM7
2252,PEPD
2253,NUDT17
2254,TACC1
2255,PPFIBP1
2256,MS4A7
2257,UBE2O
2258,ST3GAL1
2259,RASSF3
2260,PRRT3
2261,MON1A
2262,PIK3R1
2263,KCNK1
2264,CCM2
2265,MLXIPL
2266,SHC2
2267,LAMB3
2268,OLFML2B
2269,FGF12
2270,CTNNAL1
2271,KRTCAP3
2272,RTEL1
2273,FANCI
2274,PRPH
2275,LSM8
2276,FASTKD1
2277,PRPF8
2278,GLTP
2279,CAMK1D
2280,ANKRD9
2281,SPAG9
2282,KLHL6
2283,RALGPS1
2284,BTBD2
2285,MTMR3
2286,VSIG10L
2287,SQLE
2288,HS3ST3A1
2289,TEKT2
2290,CREBZF
2291,LTV1
2292,HEY2
2293,SIPA1
2294,CEP44
2295,CPA4
2296,TPST2
2297,NTRK3
2298,DNAJC11
2299,NAIP
2300,CDS1
2301,F13A1
2302,RAB39A
2303,ART3
2304,SLIT3
2305,CEP112
2306,CIAO1
2307,ARHGAP32
2308,MAP3K13
2309,CX3CR1
2310,PLK5
2311,KCNAB3
2312,HARBI1
2313,TMEM38A
2314,SNAI2
2315,TTC23
2316,NOS2
2317,SLCO4A1
2318,GUCA1A
2319,ANO10
2320,NEB
2321,ZDHHC13
2322,CCNI
2323,SLC47A1
2324,FAM160B1
2325,RNF168
2326,GNL1
2327,EGLN3
2328,RASD2
2329,PELI1
2330,UNC79
2331,MTFP1
2332,SRA1
2333,PHAX
2334,SFXN1
2335,GPR146
2336,NMUR2
2337,TTI2
2338,TH
2339,MDM1
2340,MSI2
2341,TRIM71
2342,NPNT
2343,KCNB2
2344,CLK1
2345,DCUN1D2
2346,CAPN2
2347,RAB3GAP2
2348,ALKBH2
2349,TTC39A
2350,NDUFA7
2351,PRKCG
2352,LASP1
2353,MYSM1
2354,IKZF1
2355,PTTG1
2356,EFNA5
2357,SPATA19
2358,TSHZ3
2359,GID4
2360,ZDHHC3
2361,ANO8
2362,CYB5R2
2363,STX1B
2364,S100B
2365,LRRC20
2366,VWA5B2
2367,SMPX
2368,EDNRA
2369,MYO1B
2370,DNAJC4
2371,WFDC1
2372,SLC15A4
2373,CPED1
2374,RPH3A
2375,SMARCD2
2376,GARNL3
2377,GPRIN1
2378,MYLIP
2379,GRIN2A
2380,SHF
2381,PDIA5
2382,GSTM2
2383,DOT1L
2384,CADPS2
2385,DCHS1
2386,ATCAY
2387,NDRG1
2388,ENAH
2389,NAPEPLD
2390,SCML4
2391,LPCAT2
2392,GCNT4
2393,LRIG1
2394,R3HDM1
2395,CAPG
2396,ABHD5
2397,GNA15
2398,SH3BP5L
2399,STIM1
2400,ANK1
2401,MOSPD2
2402,PRR3
2403,SPIRE2
2404,CDK10
2405,SORBS3
2406,ENDOV
2407,OLFM1
2408,CEP95
2409,JRK
2410,KBTBD4
2411,SHC3
2412,ACTL6B
2413,JMJD1C
2414,DPP7
2415,TIFA
2416,MRC1
2417,TSC22D3
2418,SESN1
2419,HYDIN
2420,SLC8A3
2421,SCAMP2
2422,CDH1
2423,SYAP1
2424,NPDC1
2425,SLC27A3
2426,CCDC91
2427,MYO5C
2428,INHBB
2429,VCAM1
2430,SLC9B2
2431,EBPL
2432,SFMBT2
2433,PER2
2434,UCHL5
2435,NEK5
2436,KLHL14
2437,EEPD1
2438,BRS3
2439,SFI1
2440,WDR44
2441,CNOT6L
2442,WDR81
2443,TESC
2444,ARVCF
2445,ZNF652
2446,SIK2
2447,SPATA13
2448,GXYLT1
2449,MYOF
2450,FAM163A
2451,TMEM215
2452,AGPAT4
2453,GAN
2454,VAMP1
2455,CNOT4
2456,EXT1
2457,CDK12
2458,MLIP
2459,GPD1
2460,WDR93
2461,FGFR3
2462,MPG
2463,GLRA3
2464,LRPPRC
2465,CPNE8
2466,RASSF6
2467,KCNK13
2468,DMD
2469,CDK8
2470,IDNK
2471,TAF4B
2472,L2HGDH
2473,LSMEM1
2474,MKRN3
2475,ZMAT1
2476,SOS1
2477,CELSR1
2478,SEL1L
2479,NAA16
2480,MRPL15
2481,FARP1
2482,MROH8
2483,SLC37A2
2484,STK3
2485,DNAJC25
2486,TAF1D
2487,CHI3L1
2488,NEK3
2489,TOX3
2490,SHROOM2
2491,SMAD4
2492,CCDC126
2493,BAK1
2494,TNPO3
2495,THRB
2496,FOSB
2497,NKAIN2
2498,TNS3
2499,CNTN3
2500,RDH12
2501,ABTB1
2502,SMARCAL1
2503,ZC3HAV1
2504,CNN3
2505,SERINC5
2506,PPME1
2507,SLC7A8
2508,SOAT1
2509,LSS
2510,GPR160
2511,EIF5A2
2512,CABP7
2513,ZNF354C
2514,SASH1
2515,TMEM106A
2516,TAF1
2517,ACSL6
2518,LIMK1
2519,CUX2
2520,SLC36A2
2521,CORO6
2522,PDZRN4
2523,SLC35C1
2524,KCNJ4
2525,DAPK3
2526,MAP4K4
2527,ZNF608
2528,UBE2V2
2529,WDR63
2530,CLP1
2531,SH3PXD2A
2532,RBMS1
2533,ERLIN2
2534,APOO
2535,ECM1
2536,DOC2A
2537,ARHGAP39
2538,TIMM23
2539,NTNG1
2540,CDC25B
2541,CROT
2542,WSB1
2543,SEPHS2
2544,HDC
2545,N4BP2
2546,TMOD2
2547,ABCC3
2548,CD82
2549,EPM2A
2550,MCCC1
2551,CCDC39
2552,IL13RA1
2553,CCL2
2554,CXCR4
2555,RAB8B
2556,ZFP36L2
2557,DPYSL5
2558,AXL
2559,TRA2A
2560,KIF5C
2561,EPHA10
2562,GPR161
2563,COL27A1
2564,GMNC
2565,TLE1
2566,CRB1
2567,KLHL24
2568,SLC25A5
2569,NFS1
2570,PARVG
2571,DDR1
2572,CD37
2573,SEC23A
2574,HAGH
2575,PPM1L
2576,JAM2
2577,TMEM44
2578,KLF9
2579,ARID1A
2580,POLR3G
2581,SASH3
2582,ZMIZ2
2583,APCDD1
2584,BSN
2585,TRPS1
2586,WSCD1
2587,INTS5
2588,NPY1R
2589,SCN8A
2590,BZW2
2591,NENF
2592,GNA12
2593,RALB
2594,NADK2
2595,DNAJC6
2596,ACOT12
2597,SNAP25
2598,PTH2R
2599,PCED1B
2600,ACVR1C
2601,ABT1
2602,SPATA18
2603,PGD
2604,PAQR3
2605,GABRQ
2606,ESRRG
2607,TAF13
2608,ANKRD42
2609,PATE2
2610,MBD3
2611,RWDD2B
2612,MAX
2613,TPH2
2614,DNAJC27
2615,PRPSAP1
2616,C11orf80
2617,BCL11A
2618,PLEKHM2
2619,ELOVL5
2620,TNFRSF13C
2621,RUNDC1
2622,NR4A2
2623,SMARCD3
2624,PAPSS2
2625,PKN1
2626,STARD4
2627,ZNF711
2628,WDFY1
2629,MYO1C
2630,SEC14L1
2631,SV2A
2632,GDF10
2633,KLF7
2634,VGF
2635,LYSMD2
2636,MRPS35
2637,SYT14
2638,SLC39A13
2639,PLTP
2640,IL17RE
2641,GLCE
2642,KIF5A
2643,DYDC2
2644,GLDC
2645,DDX18
2646,DCAF15
2647,ASXL1
2648,B2M
2649,AGBL4
2650,SPAG6
2651,PCSK5
2652,FDX1
2653,KLC2
2654,FAN1
2655,PIP4K2C
2656,ZNF362
2657,PTCH1
2658,CHEK2
2659,MSRB3
2660,NTM
2661,PKD1
2662,CHORDC1
2663,MVP
2664,SYT12
2665,FAM135A
2666,CALML4
2667,DPH3
2668,MAP4K5
2669,EEF1D
2670,CUL9
2671,NPC2
2672,AACS
2673,MYO5B
2674,GABRB1
2675,CCDC12
2676,MPP7
2677,TEPP
2678,CA2
2679,CCSER1
2680,ZNF804A
2681,ALAS1
2682,BNIP3
2683,AFG3L2
2684,LRRC38
2685,DMRT3
2686,DOCK10
2687,MKNK2
2688,MARCKSL1
2689,NPTX2
2690,ABCC8
2691,SLC25A15
2692,ZNF385B
2693,CD74
2694,DKKL1
2695,C5orf24
2696,LRRC6
2697,NFATC3
2698,KLF11
2699,FHL2
2700,HRH2
2701,PLOD3
2702,ASXL2
2703,ARGLU1
2704,GNAI1
2705,ZBTB46
2706,CLPX
2707,GPR162
2708,KIF1C
2709,RNF40
2710,POLB
2711,ZHX2
2712,AKT2
2713,PELI2
2714,LNX2
2715,ZSWIM4
2716,TRAPPC9
2717,NAPA
2718,CA8
2719,NFIB
2720,LOXL1
2721,SLC5A5
2722,RSRC1
2723,NME5
2724,TRHR
2725,MAP4K3
2726,GOLPH3
2727,TTC5
2728,SH3PXD2B
2729,UBXN7
2730,SUCLG2
2731,RMDN2
2732,RNF150
2733,SLC46A3
2734,KHDC3L
2735,KCTD12
2736,MAL2
2737,HNMT
2738,ANAPC1
2739,GALNT7
2740,TMEM220
2741,MYL12A
2742,IQCG
2743,FOXQ1
2744,NCAM2
2745,TMEM184C
2746,POLR2F
2747,VGLL4
2748,FAM102A
2749,CEBPG
2750,HTATIP2
2751,PLAGL2
2752,DENND2D
2753,TBC1D16
2754,ATP6V0A1
2755,NR4A1
2756,RAP2B
2757,RYR3
2758,DNAJA4
2759,MSANTD1
2760,HTRA1
2761,NRBF2
2762,TUBGCP5
2763,SUCO
2764,FZD4
2765,COLEC12
2766,DPH5
2767,BEAN1
2768,AIMP1
2769,ENTPD1
2770,KCNQ2
2771,SYT17
2772,HRH3
2773,HMGB2
2774,TGFBRAP1
2775,UBAC1
2776,FLRT3
2777,NXNL2
2778,SDF4
2779,SHB
2780,TMOD4
2781,ADD1
2782,RRP1B
2783,ZBTB38
2784,CSPG4
2785,ABCC5
2786,ASPM
2787,RGMA
2788,ATP10B
2789,KLF6
2790,HK1
2791,LUC7L3
2792,NANP
2793,FLRT2
2794,ADAMTS8
2795,GNG8
2796,MCTP1
2797,RPH3AL
2798,GBE1
2799,GRIA3
2800,CACNA2D2
2801,CKB
2802,HNRNPF
2803,BCL2
2804,DIRAS1
2805,RD3
2806,DOCK8
2807,PON3
2808,EGR1
2809,MCC
2810,RBM28
2811,SULF2
2812,WFDC2
2813,FAM168A
2814,STEAP2
2815,PPP1R14B
2816,TMEM209
2817,CD163
2818,SCAPER
2819,ZNF483
2820,RHBDD1
2821,SEC62
2822,SSBP2
2823,FYCO1
2824,CHST3
2825,LPAR1
2826,SPAG17
2827,ESAM
2828,FAM184A
2829,IFI30
2830,SENP3
2831,ME2
2832,SLC4A3
2833,PSMD6
2834,NFATC2IP
2835,DDX24
2836,THSD4
2837,CALCR
2838,HMBS
2839,IL1RAPL2
2840,AGA
2841,ZNF354A
2842,TYRP1
2843,B4GALT6
2844,ERRFI1
2845,WDR37
2846,FAM189B
2847,CCDC43
2848,ASXL3
2849,RING1
2850,POR
2851,NT5C3B
2852,WIPF1
2853,RPS6KB1
2854,PHLDB2
2855,SKIDA1
2856,HRH1
2857,SNX7
2858,CDC42EP3
2859,CIT
2860,WDR60
2861,TWIST2
2862,NANOS3
2863,SAP130
2864,CAMK1G
2865,POU2F1
2866,MLYCD
2867,ZNF521
2868,SFRP4
2869,MEGF10
2870,UHRF2
2871,ATP2A2
2872,TMEM132B
2873,HAUS7
2874,ANXA4
2875,TRIM62
2876,UBE2E1
2877,RAB3IP
2878,RNF34
2879,TRAK1
2880,KLF15
2881,RTN2
2882,CRYGN
2883,SLC25A37
2884,ABCB9
2885,BAP1
2886,ANGEL1
2887,CACNB3
2888,CLDN14
2889,SAT2
2890,TASP1
2891,INPP5A
2892,CRELD1
2893,HTR2A
2894,GGPS1
2895,BMP2K
2896,REP15
2897,VAV1
2898,FSTL1
2899,WDR19
2900,ZNF697
2901,PTPN12
2902,GDPD1
2903,FES
2904,SERTAD1
2905,PTPN4
2906,SPRED2
2907,HMOX1
2908,ENTPD3
2909,INTS8
2910,MEX3A
2911,SPNS2
2912,GBF1
2913,TPD52L2
2914,CELF5
2915,WASF2
2916,TNFAIP1
2917,VIPR2
2918,SMOX
2919,WDR83
2920,IGFBP6
2921,PC
2922,ARID5A
2923,B3GAT2
2924,CYP4F8
2925,HACL1
2926,C15orf41
2927,ATP11A
2928,ZNF641
2929,LPP
2930,HIPK4
2931,DHCR7
2932,GART
2933,TLL1
2934,ALDH1L2
2935,TMEM145
2936,CCDC85A
2937,MBTD1
2938,SEMA3D
2939,ZFAT
2940,UBL7
2941,DSC2
2942,CCSAP
2943,HHAT
2944,ARHGAP29
2945,TMEM98
2946,IGFN1
2947,SLC39A10
2948,GMPR
2949,HSBP1L1
2950,NETO2
2951,HTT
2952,QRICH1
2953,TIRAP
2954,CERS2
2955,TMEM175
2956,CCNT1
2957,RAMP3
2958,ETNPPL
2959,HM13
2960,LCP1
2961,FAM189A2
2962,MMP15
2963,ARG2
2964,ST3GAL5
2965,ORMDL1
2966,ZMAT5
2967,HIF1AN
2968,LINGO2
2969,CCDC77
2970,KCNC3
2971,DOCK7
2972,GLI2
2973,CA3
2974,PTAFR
2975,DENND1A
2976,RNLS
2977,PAIP2
2978,PPIL2
2979,NR2F1
2980,PCDH15
2981,FMN1
2982,NAALAD2
2983,ARHGAP10
2984,RASSF5
2985,EPHB3
2986,SLC30A4
2987,PLXNB3
2988,INA
2989,GREB1
2990,EPHX4
2991,TBC1D13
2992,RUSC2
2993,PRKX
2994,PFDN1
2995,DCP1A
2996,EIF4G3
2997,SALL3
2998,ITPRIPL1
2999,MYT1L
3000,TRPM4
3001,RBM20
3002,SLC25A12
3003,CSMD2
3004,SHMT1
3005,SNF8
3006,RFC3
3007,PANK3
3008,RPUSD1
3009,CSRNP3
3010,POU3F2
3011,CCDC59
3012,KLHL8
3013,NUP188
3014,HKDC1
3015,HMCES
3016,TMEM143
3017,SNX21
3018,OPRK1
3019,SUSD3
3020,FRMPD4
3021,ALOX12B
3022,CDON
3023,SLC2A12
3024,STIL
3025,TSHZ2
3026,ALPK1
3027,MOXD1
3028,MED17
3029,KLHL10
3030,DAGLA
3031,PHEX
3032,FAM43A
3033,TFAM
3034,RNF166
3035,NFYC
3036,SIRT4
3037,SLC4A10
3038,PIGA
3039,IZUMO4
3040,VIM
3041,SHROOM3
3042,FAM126A
3043,KCNJ3
3044,CD14
3045,SPTB
3046,KLHDC3
3047,KIF26A
3048,AIM2
3049,ZNF787
3050,CD6
3051,PTCHD4
3052,STOX2
3053,POLA1
3054,FBXL17
3055,MSN
3056,PFKFB2
3057,PKNOX2
3058,DLL1
3059,FBXO9
3060,DHDH
3061,ZBTB37
3062,CCDC112
3063,IQCK
3064,DDX51
3065,SPTSSB
3066,MYBL1
3067,PTGER3
3068,CNOT6
3069,TRMT10A
3070,GNB5
3071,TST
3072,TSPAN17
3073,ITGA9
3074,MPP1
3075,COG2
3076,DENND3
3077,SULF1
3078,LMLN
3079,NUDT5
3080,MTIF2
3081,LRRK2
3082,VAV3
3083,FREM2
3084,NEURL1B
3085,TMEM255A
3086,CP
3087,B4GALNT1
3088,CSTF2
3089,SATB1
3090,SSH3
3091,SYTL1
3092,SLC2A9
3093,GNA13
3094,PARD6B
3095,MGST2
3096,MAS1
3097,CACNG7
3098,SYK
3099,MLST8
3100,LBR
3101,IER3
3102,STK36
3103,LMO4
3104,ITGB8
3105,TACC2
3106,TRIM37
3107,APC
3108,UCP2
3109,MFNG
3110,SMIM12
3111,PLXNA2
3112,MREG
3113,VSIG2
3114,MRPL12
3115,HDAC4
3116,CPSF6
3117,DHX8
3118,KDM5C
3119,RHEBL1
3120,SLC13A3
3121,ZZZ3
3122,SLC38A8
3123,RIBC1
3124,SLFN5
3125,RELB
3126,FNDC5
3127,CLIC4
3128,CPSF3
3129,EIF2B2
3130,CCDC110
3131,STK33
3132,PON2
3133,TLE3
3134,ZSCAN20
3135,CHTF18
3136,OGFOD2
3137,SLC9A1
3138,FAM78A
3139,PLXND1
3140,APOE
3141,NFKB1
3142,NOVA1
3143,RNF123
3144,ANAPC7
3145,RCC2
3146,ING1
3147,MORN3
3148,PDLIM5
3149,PARP8
3150,ARHGAP1
3151,SART1
3152,DNAJC18
3153,GRM1
3154,CYP20A1
3155,DYRK3
3156,CCZ1
3157,CRIM1
3158,GALNT15
3159,DNAJC12
3160,PBRM1
3161,NMB
3162,MTIF3
3163,PMP22
3164,KDELR3
3165,SAE1
3166,DTX3L
3167,OPRD1
3168,FRAT2
3169,GPR83
3170,IL6R
3171,SLC29A1
3172,PDP2
3173,F5
3174,ERICH1
3175,QKI
3176,HR
3177,PGR
3178,ADCYAP1R1
3179,NUDT6
3180,CDH10
3181,ATP1B1
3182,RAB11FIP3
3183,GRIA1
3184,MAP3K9
3185,ERP44
3186,MTUS2
3187,RBCK1
3188,PLK1
3189,TMEM123
3190,DDO
3191,CPNE2
3192,LAMP5
3193,PDGFB
3194,KCNQ4
3195,RNF25
3196,RDX
3197,MPRIP
3198,TRMT11
3199,ABCC4
3200,IRF2BP1
3201,DGKZ
3202,FBXO32
3203,FAM216B
3204,STK17B
3205,TSPAN7
3206,TMEM192
3207,AUTS2
3208,TTC25
3209,TUBB2B
3210,RNF114
3211,PLA2R1
3212,LYPLA1
3213,IL17RD
3214,RIPPLY2
3215,TCF3
3216,ADARB1
3217,SLC1A3
3218,ANKH
3219,KIF17
3220,CWC25
3221,WNT7A
3222,IRF2BPL
3223,ARFGAP3
3224,ZNF433
3225,DDX59
3226,SLC8B1
3227,MAPKAPK5
3228,PKM
3229,TBCE
3230,FLRT1
3231,NCEH1
3232,ZFP1
3233,ARHGAP36
3234,CPT1A
3235,ABCF2
3236,CNOT10
3237,SEMA4A
3238,NEURL2
3239,SSX2IP
3240,MCL1
3241,GABRD
3242,PRC1
3243,MCPH1
3244,PPP4R2
3245,NDUFAF4
3246,IRS1
3247,CHRNB3
3248,CNNM1
3249,BCL7A
3250,UPB1
3251,GGA3
3252,MIA3
3253,PDXDC1
3254,ZNF7
3255,AP5Z1
3256,UBXN10
3257,MICAL2
